time_days,La140 top 6
1.1581889009869677e-05,1.2398689010194252e-88
1.160227070288277e-05,1.2398689010194252e-88
1.1622688263396381e-05,1.2398689010194252e-88
1.1643141754529784e-05,1.2398689010194252e-88
1.1663631239513322e-05,1.2398689010194252e-88
1.168415678168862e-05,1.2398689010194252e-88
1.1704718444508758e-05,1.2398689010194252e-88
1.1725316291538495e-05,1.2398689010194252e-88
1.1745950386454436e-05,1.2398689010194252e-88
1.1766620793045252e-05,1.2398689010194252e-88
1.178732757521187e-05,1.2398689010194252e-88
1.1808070796967665e-05,1.2398689010194252e-88
1.1828850522438664e-05,1.2398689010194252e-88
1.1849666815863737e-05,1.2398689010194252e-88
1.1870519741594814e-05,1.2398689010194252e-88
1.1891409364097055e-05,1.2398689010194252e-88
1.1912335747949075e-05,1.2398689010194252e-88
1.1933298957843133e-05,1.2398689010194252e-88
1.1954299058585331e-05,1.2398689010194252e-88
1.1975336115095818e-05,1.2398689010194252e-88
1.199641019240898e-05,1.2398689010194252e-88
1.2017521355673667e-05,2.0839591833822273e-12
1.2038669670153358e-05,4.271033158957753e-12
1.2059855201226398e-05,5.8177134330863e-12
1.2081078014386175e-05,7.17535881508951e-12
1.2102338175241337e-05,8.521303696733905e-12
1.2123635749515981e-05,9.941987797603156e-12
1.2144970803049875e-05,1.1489560118289332e-11
1.2166343401798645e-05,1.3199595520347462e-11
1.2187753611833987e-05,1.509590311002556e-11
1.2209201499343867e-05,1.719756753509976e-11
1.2230687130632732e-05,1.9534010428944644e-11
1.2252210572121708e-05,2.2143826700266726e-11
1.2273771890348808e-05,2.5049229275975946e-11
1.2295371151969139e-05,2.8285204252089787e-11
1.2317008423755106e-05,3.186166100160254e-11
1.2338683772596625e-05,3.5851388969510276e-11
1.2360397265501313e-05,4.0232354586213686e-11
1.2382148969594712e-05,4.512995169812047e-11
1.2403938952120499e-05,5.048987772886876e-11
1.2425767280440676e-05,5.645956661033226e-11
1.2447634022035786e-05,6.299374274386945e-11
1.246953924450513e-05,7.023229105980336e-11
1.249148301556697e-05,7.81597639743052e-11
1.2513465403058733e-05,8.69010739352425e-11
1.2535486474937229e-05,9.647380866021314e-11
1.2557546299278855e-05,1.0699669666907686e-10
1.2579644944279813e-05,1.1854430862985866e-10
1.2601782478256311e-05,1.3110307958241737e-10
1.262395896964478e-05,1.4497128858481495e-10
1.2646174487002088e-05,1.6001583737292332e-10
1.2668429099005746e-05,1.764516567708689e-10
1.2690722874454123e-05,1.9440959140564426e-10
1.271305588226666e-05,2.1383386259969875e-10
1.273542819148408e-05,2.351550908339413e-10
1.2757839871268606e-05,2.5820525503490453e-10
1.278029099090417e-05,2.8324887578687286e-10
1.2802781619796623e-05,3.1049430843792225e-10
1.2825311827473973e-05,3.3983465678699375e-10
1.2847881683586564e-05,3.7192538356002754e-10
1.287049125790732e-05,4.064917566888401e-10
1.2893140620331946e-05,4.43797446335205e-10
1.2915829840879158e-05,4.84325559123362e-10
1.2938558989690875e-05,5.278200758732528e-10
1.2961328137032467e-05,5.749473484731076e-10
1.2984137353292944e-05,6.25802425922148e-10
1.3006986708985192e-05,6.803498216587407e-10
1.3029876274746181e-05,7.392749077986256e-10
1.3052806121337195e-05,8.027202695121741e-10
1.3075776319644034e-05,8.706242762837531e-10
1.3098786940677248e-05,9.437615398652038e-10
1.3121838055572345e-05,1.0226215917985878e-09
1.3144929735590026e-05,1.1070461298640288e-09
1.3168062052116383e-05,1.1973613790914604e-09
1.3191235076663149e-05,1.293908049218703e-09
1.3214448880867883e-05,1.3977377207783182e-09
1.3237703536494226e-05,1.5089049964536943e-09
1.3260999115432103e-05,1.6276130758846323e-09
1.3284335689697951e-05,1.7542544545501133e-09
1.330771333143494e-05,1.889269367934115e-09
1.3331132112913196e-05,2.0336952871899806e-09
1.3354592106530025e-05,2.1881602499811218e-09
1.337809338481014e-05,2.3525646645210603e-09
1.3401636020405882e-05,2.527436495479857e-09
1.3425220086097441e-05,2.713325731806127e-09
1.3448845654793088e-05,2.911088912950393e-09
1.34725127995294e-05,3.1226304838280774e-09
1.349622159347147e-05,3.3473038559258406e-09
1.3519972109913168e-05,3.585758707252293e-09
1.3543764422277326e-05,3.8387022913095585e-09
1.3567598604115993e-05,4.1068712417459835e-09
1.3591474729110654e-05,4.3910325736904774e-09
1.361539287107246e-05,4.693210647118436e-09
1.363935310394245e-05,5.0139858169997675e-09
1.3663355501791783e-05,5.3534375707338145e-09
1.3687400138821973e-05,5.712475005770548e-09
1.3711487089365112e-05,6.092043320884479e-09
1.3735616427884092e-05,6.4939093487906365e-09
1.3759788228972857e-05,6.918568118559179e-09
1.3784002567356613e-05,7.3680988423782464e-09
1.380825951789207e-05,7.843888892024935e-09
1.3832559155567663e-05,8.346065687958022e-09
1.3856901555503803e-05,8.875849833584327e-09
1.3881286792953086e-05,9.434506468150093e-09
1.3905714943300544e-05,1.0024992334717503e-08
1.3930186082063866e-05,1.0647439638908949e-08
1.3954700284893642e-05,1.1303325437691343e-08
1.3979257627573583e-05,1.199418091385642e-08
1.400385818602077e-05,1.2721593210674985e-08
1.402850203628588e-05,1.3487207241313547e-08
1.4053189254553426e-05,1.4292727496032116e-08
1.4077919917141983e-05,1.5139919855564957e-08
1.4102694100504435e-05,1.603061341722371e-08
1.4127511881228208e-05,1.6966702338877418e-08
1.4152373336035507e-05,1.795014770492182e-08
1.4177278541783544e-05,1.8982979417535798e-08
1.4202227575464792e-05,2.007022778411479e-08
1.4227220514207215e-05,2.1211239029074724e-08
1.4252257435274499e-05,2.2408293853560844e-08
1.42773384160663e-05,2.3663752553268967e-08
1.430246353411849e-05,2.4981323216592086e-08
1.432763286710337e-05,2.6361711991194764e-08
1.4352846492829945e-05,2.7807649084041286e-08
1.4378104489244141e-05,2.9321933003350655e-08
1.4403406934429051e-05,3.090743180059512e-08
1.4428753906605179e-05,3.256708413966952e-08
1.4454145484130684e-05,3.4303900364312115e-08
1.4479581745501612e-05,3.612096357793523e-08
1.4505062769352152e-05,3.802143072978e-08
1.453058863445487e-05,4.000853370422674e-08
1.4556159419720954e-05,4.208558041600531e-08
1.4581775204200458e-05,4.4255955918429584e-08
1.4607436067082557e-05,4.652312310635363e-08
1.463314208769577e-05,4.889061618149357e-08
1.4658893345508223e-05,5.136205224761738e-08
1.4684689920127891e-05,5.394113186155619e-08
1.4710531891302839e-05,5.663163799937505e-08
1.4736419338921472e-05,5.943743755074603e-08
1.4762352343012788e-05,6.237234844116917e-08
1.4788330983746608e-05,6.543350311588031e-08
1.4814355341433845e-05,6.862345540146483e-08
1.4840425496526739e-05,7.194646842285e-08
1.4866541529619105e-05,7.5406898865113e-08
1.4892703521446595e-05,7.90091991936615e-08
1.4918911552886926e-05,8.276267357473817e-08
1.494516570496016e-05,8.668301654245569e-08
1.4971466058828923e-05,9.076084327437548e-08
1.4997812695798674e-05,9.500106439062539e-08
1.5024205697317954e-05,9.940870190686884e-08
1.5050645144978636e-05,1.0399920629156021e-07
1.507713112051618e-05,1.0880379558855318e-07
1.5103663705809878e-05,1.1379393705996675e-07
1.5130242982883115e-05,1.190036673909329e-07
1.515686903390362e-05,1.244302258080374e-07
1.5183541941183719e-05,1.3007419517919344e-07
1.5210261787180595e-05,1.3592657431442195e-07
1.5237028654496532e-05,1.4199379776529705e-07
1.526384262587918e-05,1.4829709635878656e-07
1.5290703784221806e-05,1.5488812636369645e-07
1.5317612212563552e-05,1.6171927674153122e-07
1.5344567994089693e-05,1.6879789045672818e-07
1.537157121213189e-05,1.7613151443629472e-07
1.5398621950168458e-05,1.8373019651872127e-07
1.5425720291824604e-05,1.9167920204181158e-07
1.5452866320872705e-05,1.9991232038464708e-07
1.5480060121232558e-05,2.0843814050595015e-07
1.5507301776971646e-05,2.172654891319859e-07
1.553459137230538e-05,2.2640343744007148e-07
1.5561928991597396e-05,2.3591962907554135e-07
1.5589314719359768e-05,2.4580175972847943e-07
1.5616748640253303e-05,2.560288576809409e-07
1.5644230839087796e-05,2.666112113110269e-07
1.5671761400822287e-05,2.7755939174463897e-07
1.5699340410565326e-05,2.8888708586599717e-07
1.5726967953575235e-05,3.0070162196248655e-07
1.5754644115260378e-05,3.129213270797692e-07
