time_days,Am246 top 13
1.1581889009869677e-05,2.7596797553590213e-87
1.160227070288277e-05,2.7596797553590213e-87
1.1622688263396381e-05,2.7596797553590213e-87
1.1643141754529784e-05,2.7596797553590213e-87
1.1663631239513322e-05,2.7596797553590213e-87
1.168415678168862e-05,2.7596797553590213e-87
1.1704718444508758e-05,2.7596797553590213e-87
1.1725316291538495e-05,2.7596797553590213e-87
1.1745950386454436e-05,2.7596797553590213e-87
1.1766620793045252e-05,2.7596797553590213e-87
1.178732757521187e-05,2.7596797553590213e-87
1.1808070796967665e-05,2.7596797553590213e-87
1.1828850522438664e-05,2.7596797553590213e-87
1.1849666815863737e-05,2.7596797553590213e-87
1.1870519741594814e-05,2.7596797553590213e-87
1.1891409364097055e-05,2.7596797553590213e-87
1.1912335747949075e-05,2.7596797553590213e-87
1.1933298957843133e-05,2.7596797553590213e-87
1.1954299058585331e-05,2.7596797553590213e-87
1.1975336115095818e-05,2.7596797553590213e-87
1.199641019240898e-05,2.7596797553590213e-87
1.2017521355673667e-05,2.7596797553590213e-87
1.2038669670153358e-05,2.7596797553590213e-87
1.2059855201226398e-05,2.7596797553590213e-87
1.2081078014386175e-05,2.7596797553590213e-87
1.2102338175241337e-05,2.7596797553590213e-87
1.2123635749515981e-05,2.7596797553590213e-87
1.2144970803049875e-05,2.7596797553590213e-87
1.2166343401798645e-05,2.7596797553590213e-87
1.2187753611833987e-05,2.7596797553590213e-87
1.2209201499343867e-05,2.7596797553590213e-87
1.2230687130632732e-05,2.7596797553590213e-87
1.2252210572121708e-05,2.7596797553590213e-87
1.2273771890348808e-05,2.7596797553590213e-87
1.2295371151969139e-05,2.7596797553590213e-87
1.2317008423755106e-05,2.7596797553590213e-87
1.2338683772596625e-05,2.7596797553590213e-87
1.2360397265501313e-05,2.7596797553590213e-87
1.2382148969594712e-05,2.7596797553590213e-87
1.2403938952120499e-05,2.7596797553590213e-87
1.2425767280440676e-05,2.7596797553590213e-87
1.2447634022035786e-05,2.7596797553590213e-87
1.246953924450513e-05,2.7596797553590213e-87
1.249148301556697e-05,2.7596797553590213e-87
1.2513465403058733e-05,2.7596797553590213e-87
1.2535486474937229e-05,2.7596797553590213e-87
1.2557546299278855e-05,2.7596797553590213e-87
1.2579644944279813e-05,2.7596797553590213e-87
1.2601782478256311e-05,2.7596797553590213e-87
1.262395896964478e-05,2.7596797553590213e-87
1.2646174487002088e-05,2.7596797553590213e-87
1.2668429099005746e-05,2.7596797553590213e-87
1.2690722874454123e-05,2.7596797553590213e-87
1.271305588226666e-05,2.7596797553590213e-87
1.273542819148408e-05,2.7596797553590213e-87
1.2757839871268606e-05,2.7596797553590213e-87
1.278029099090417e-05,2.7596797553590213e-87
1.2802781619796623e-05,2.7596797553590213e-87
1.2825311827473973e-05,2.7596797553590213e-87
1.2847881683586564e-05,2.7596797553590213e-87
1.287049125790732e-05,2.7596797553590213e-87
1.2893140620331946e-05,2.7596797553590213e-87
1.2915829840879158e-05,2.7596797553590213e-87
1.2938558989690875e-05,2.7596797553590213e-87
1.2961328137032467e-05,2.7596797553590213e-87
1.2984137353292944e-05,2.7596797553590213e-87
1.3006986708985192e-05,2.7596797553590213e-87
1.3029876274746181e-05,2.7596797553590213e-87
1.3052806121337195e-05,2.7596797553590213e-87
1.3075776319644034e-05,2.7596797553590213e-87
1.3098786940677248e-05,2.7596797553590213e-87
1.3121838055572345e-05,2.7596797553590213e-87
1.3144929735590026e-05,2.7596797553590213e-87
1.3168062052116383e-05,2.7596797553590213e-87
1.3191235076663149e-05,2.7596797553590213e-87
1.3214448880867883e-05,2.7596797553590213e-87
1.3237703536494226e-05,2.7596797553590213e-87
1.3260999115432103e-05,2.7596797553590213e-87
1.3284335689697951e-05,2.7596797553590213e-87
1.330771333143494e-05,2.7596797553590213e-87
1.3331132112913196e-05,2.7596797553590213e-87
1.3354592106530025e-05,2.7596797553590213e-87
1.337809338481014e-05,2.7596797553590213e-87
1.3401636020405882e-05,2.7596797553590213e-87
1.3425220086097441e-05,2.7596797553590213e-87
1.3448845654793088e-05,2.7596797553590213e-87
1.34725127995294e-05,2.7596797553590213e-87
1.349622159347147e-05,2.7596797553590213e-87
1.3519972109913168e-05,2.7596797553590213e-87
1.3543764422277326e-05,2.7596797553590213e-87
1.3567598604115993e-05,2.7596797553590213e-87
1.3591474729110654e-05,2.7596797553590213e-87
1.361539287107246e-05,2.7596797553590213e-87
1.363935310394245e-05,2.7596797553590213e-87
1.3663355501791783e-05,2.7596797553590213e-87
1.3687400138821973e-05,2.7596797553590213e-87
1.3711487089365112e-05,2.7596797553590213e-87
1.3735616427884092e-05,2.7596797553590213e-87
1.3759788228972857e-05,2.7596797553590213e-87
1.3784002567356613e-05,2.7596797553590213e-87
1.380825951789207e-05,2.7596797553590213e-87
1.3832559155567663e-05,2.7596797553590213e-87
1.3856901555503803e-05,2.7596797553590213e-87
1.3881286792953086e-05,2.7596797553590213e-87
1.3905714943300544e-05,2.7596797553590213e-87
1.3930186082063866e-05,2.7596797553590213e-87
1.3954700284893642e-05,2.7596797553590213e-87
1.3979257627573583e-05,2.7596797553590213e-87
1.400385818602077e-05,2.7596797553590213e-87
1.402850203628588e-05,2.7596797553590213e-87
1.4053189254553426e-05,2.7596797553590213e-87
1.4077919917141983e-05,2.7596797553590213e-87
1.4102694100504435e-05,2.7596797553590213e-87
1.4127511881228208e-05,2.7596797553590213e-87
1.4152373336035507e-05,2.7596797553590213e-87
1.4177278541783544e-05,2.7596797553590213e-87
1.4202227575464792e-05,2.7596797553590213e-87
1.4227220514207215e-05,2.7596797553590213e-87
1.4252257435274499e-05,2.7596797553590213e-87
1.42773384160663e-05,2.7596797553590213e-87
1.430246353411849e-05,2.7596797553590213e-87
1.432763286710337e-05,2.7596797553590213e-87
1.4352846492829945e-05,2.7596797553590213e-87
1.4378104489244141e-05,2.7596797553590213e-87
1.4403406934429051e-05,2.7596797553590213e-87
1.4428753906605179e-05,2.7596797553590213e-87
1.4454145484130684e-05,2.7596797553590213e-87
1.4479581745501612e-05,2.7596797553590213e-87
1.4505062769352152e-05,2.7596797553590213e-87
1.453058863445487e-05,2.7596797553590213e-87
1.4556159419720954e-05,2.7596797553590213e-87
1.4581775204200458e-05,2.7596797553590213e-87
1.4607436067082557e-05,2.7596797553590213e-87
1.463314208769577e-05,2.7596797553590213e-87
1.4658893345508223e-05,2.7596797553590213e-87
1.4684689920127891e-05,2.7596797553590213e-87
1.4710531891302839e-05,2.7596797553590213e-87
1.4736419338921472e-05,2.7596797553590213e-87
1.4762352343012788e-05,2.7596797553590213e-87
1.4788330983746608e-05,2.7596797553590213e-87
1.4814355341433845e-05,2.7596797553590213e-87
1.4840425496526739e-05,2.7596797553590213e-87
1.4866541529619105e-05,2.7596797553590213e-87
1.4892703521446595e-05,2.7596797553590213e-87
1.4918911552886926e-05,2.7596797553590213e-87
1.494516570496016e-05,2.7596797553590213e-87
1.4971466058828923e-05,2.7596797553590213e-87
1.4997812695798674e-05,2.7596797553590213e-87
1.5024205697317954e-05,2.7596797553590213e-87
1.5050645144978636e-05,2.7596797553590213e-87
1.507713112051618e-05,2.7596797553590213e-87
1.5103663705809878e-05,2.7596797553590213e-87
1.5130242982883115e-05,2.7596797553590213e-87
1.515686903390362e-05,2.7596797553590213e-87
1.5183541941183719e-05,2.7596797553590213e-87
1.5210261787180595e-05,2.7596797553590213e-87
1.5237028654496532e-05,2.7596797553590213e-87
1.526384262587918e-05,2.7596797553590213e-87
1.5290703784221806e-05,2.7596797553590213e-87
1.5317612212563552e-05,2.7596797553590213e-87
1.5344567994089693e-05,2.7596797553590213e-87
1.537157121213189e-05,2.7596797553590213e-87
1.5398621950168458e-05,2.7596797553590213e-87
1.5425720291824604e-05,2.7596797553590213e-87
1.5452866320872705e-05,2.7596797553590213e-87
1.5480060121232558e-05,2.7596797553590213e-87
1.5507301776971646e-05,2.7596797553590213e-87
1.553459137230538e-05,2.7596797553590213e-87
1.5561928991597396e-05,2.7596797553590213e-87
1.5589314719359768e-05,2.7596797553590213e-87
1.5616748640253303e-05,2.7596797553590213e-87
1.5644230839087796e-05,2.7596797553590213e-87
1.5671761400822287e-05,2.7596797553590213e-87
1.5699340410565326e-05,2.7596797553590213e-87
1.5726967953575235e-05,2.7596797553590213e-87
1.5754644115260378e-05,2.7596797553590213e-87
1.578236898117941e-05,2.7596797553590213e-87
1.581014263704156e-05,2.7596797553590213e-87
1.5837965168706887e-05,2.7596797553590213e-87
1.5865836662186538e-05,2.7596797553590213e-87
1.589375720364303e-05,2.7596797553590213e-87
1.5921726879390505e-05,2.7596797553590213e-87
1.5949745775894994e-05,2.7596797553590213e-87
1.5977813979774703e-05,2.7596797553590213e-87
1.6005931577800252e-05,2.7596797553590213e-87
1.6034098656894976e-05,2.7596797553590213e-87
1.606231530413516e-05,2.7596797553590213e-87
1.609058160675034e-05,2.7596797553590213e-87
1.6118897652123545e-05,2.7596797553590213e-87
1.614726352779159e-05,2.7596797553590213e-87
1.6175679321445325e-05,2.7596797553590213e-87
1.620414512092993e-05,2.7596797553590213e-87
1.623266101424517e-05,2.7596797553590213e-87
1.626122708954567e-05,2.7596797553590213e-87
1.628984343514118e-05,2.7596797553590213e-87
1.6318510139496877e-05,2.7596797553590213e-87
1.6347227291233596e-05,2.7596797553590213e-87
1.6375994979128136e-05,2.7596797553590213e-87
1.6404813292113533e-05,2.7596797553590213e-87
1.643368231927931e-05,2.7596797553590213e-87
1.6462602149871783e-05,2.7596797553590213e-87
1.6491572873294313e-05,2.7596797553590213e-87
1.6520594579107596e-05,2.7596797553590213e-87
1.6549667357029935e-05,2.7596797553590213e-87
1.657879129693752e-05,2.7596797553590213e-87
1.6607966488864708e-05,2.7596797553590213e-87
1.6637193023004285e-05,2.7596797553590213e-87
1.666647098970777e-05,2.7596797553590213e-87
1.669580047948568e-05,2.7596797553590213e-87
1.6725181583007802e-05,2.7596797553590213e-87
1.6754614391103493e-05,2.7596797553590213e-87
1.6784098994761946e-05,2.7596797553590213e-87
1.681363548513248e-05,2.7596797553590213e-87
1.684322395352481e-05,2.7596797553590213e-87
1.6872864491409343e-05,4.519881201971211e-11
1.6902557190417454e-05,8.50454777477688e-11
1.693230214234177e-05,1.0964377079771737e-10
1.696209943913645e-05,1.2616916772185949e-10
1.699194917291748e-05,1.3968197633507934e-10
1.702185143596294e-05,1.524157091598276e-10
1.7051806320713316e-05,1.6491311912951113e-10
1.7081813919771754e-05,1.7775394869779215e-10
1.7111874325904366e-05,1.909356931965021e-10
1.7141987632040526e-05,2.049239309750434e-10
1.7172153931273124e-05,2.1984078490277636e-10
1.7202373316858887e-05,2.3537532921718005e-10
1.7232645882218657e-05,2.5240140158888663e-10
1.7262971720937657e-05,2.70349214225635e-10
1.7293350926765828e-05,2.892089636734299e-10
1.7323783593618072e-05,3.137648772093729e-10
1.7354269815574566e-05,3.3996629764572427e-10
1.738480968688105e-05,3.682753710879366e-10
1.741540330194912e-05,3.986547887099552e-10
1.744605075535651e-05,4.3020184685105885e-10
1.747675214184739e-05,4.6368855024165123e-10
1.750750755633267e-05,4.991907599218087e-10
1.7538317093890273e-05,5.360834939763834e-10
1.7569180849765445e-05,5.757362421102187e-10
1.7600098919371037e-05,6.176618481988638e-10
1.763107139828782e-05,6.613641089595383e-10
1.766209838226475e-05,7.0889092930223e-10
1.7693179967219294e-05,7.589482980897123e-10
1.7724316249237706e-05,8.112344320781825e-10
1.7755507324575337e-05,8.685409970736605e-10
1.7786753289656925e-05,9.286615403079384e-10
1.7818054241076895e-05,9.916938036889752e-10
1.7849410275599655e-05,1.0607455180993885e-09
1.7880821490159905e-05,1.1331395073357031e-09
1.7912287981862922e-05,1.209260994558784e-09
1.7943809847984877e-05,1.2924470000634759e-09
1.7975387185973116e-05,1.3796932413993906e-09
1.800702009344648e-05,1.4715176558225131e-09
1.8038708668195597e-05,1.5717363059352823e-09
1.807045300818318e-05,1.6768770130408152e-09
1.8102253211544347e-05,1.78744269842431e-09
1.81341093765869e-05,1.908125061458009e-09
1.8166021601791657e-05,2.034766792455521e-09
1.8197989985812724e-05,2.167617769547148e-09
1.8230014627477838e-05,2.3128342508172907e-09
1.826209562578863e-05,2.4652593152990272e-09
1.8294233079920973e-05,2.625020897746758e-09
1.8326427089225256e-05,2.7991118215003333e-09
1.835867775322671e-05,2.982404269885816e-09
1.83909851716257e-05,3.1745853359989772e-09
1.842334944429806e-05,3.382590203097917e-09
1.8455770671295368e-05,3.6027800167481648e-09
1.848824895284528e-05,3.8337275557376885e-09
1.8520784389351827e-05,4.081693182665332e-09
1.855337708139574e-05,4.345922273204585e-09
1.858602712973474e-05,4.623155772873566e-09
1.861873463530386e-05,4.918101312767925e-09
1.8651499699215764e-05,5.234814643587657e-09
1.868432242276106e-05,5.56722725455539e-09
1.8717202907408585e-05,5.917284159261815e-09
1.8750141254805753e-05,6.296449816333139e-09
1.8783137566778864e-05,6.695002840266695e-09
1.881619194533339e-05,7.112073598993441e-09
1.8849304492654335e-05,7.564405786609871e-09
1.8882475311106503e-05,8.040188991116302e-09
1.891570450323486e-05,8.538358684761955e-09
1.894899217176482e-05,9.074451652666375e-09
1.8982338419602568e-05,9.641980120468923e-09
1.9015743349835387e-05,1.0236511300115366e-08
1.9049207065731976e-05,1.0870273514068672e-08
1.9082729670742757e-05,1.1546567859075109e-08
1.9116311268500214e-05,1.2255374483713851e-08
1.9149951962819184e-05,1.3002748833090151e-08
1.9183651857697217e-05,1.380776390799953e-08
1.9217411057314864e-05,1.465185261953317e-08
1.925122966603602e-05,1.5536954191758926e-08
1.9285107788408223e-05,1.6499379886681593e-08
1.9319045529163016e-05,1.7503444768634586e-08
1.9353042993216232e-05,1.8558399001495034e-08
1.9387100285668332e-05,1.9695790336485707e-08
1.9421217511804743e-05,2.087464120607337e-08
1.9455394777096165e-05,2.2137903809750357e-08
1.9489632187198904e-05,2.347748273469171e-08
1.9523929847955194e-05,2.4866415101089695e-08
1.955828786539355e-05,2.637906586493245e-08
1.959270634572905e-05,2.7938285011827515e-08
1.96271853953637e-05,2.961126629527702e-08
1.9661725120886754e-05,3.1372953191222374e-08
1.969632562907503e-05,3.320877748974614e-08
1.9730987026893265e-05,3.5196356001117766e-08
1.9765709421494417e-05,3.7246633850423383e-08
1.980049292022002e-05,3.9448689078681646e-08
1.9835337630600506e-05,4.176254902485804e-08
1.987024366035553e-05,4.417384795415741e-08
1.990521111739433e-05,4.678115297348792e-08
1.9940240109816014e-05,4.947305127512003e-08
1.9975330745909946e-05,5.235332023006849e-08
2.001048313415604e-05,5.538705790307112e-08
2.0045697383225124e-05,5.853453800057154e-08
2.0080973601979257e-05,6.194809512269753e-08
2.0116311899472072e-05,6.54852873831066e-08
2.0151712384949117e-05,6.926122729400742e-08
2.018717516784819e-05,7.32258398070972e-08
2.0222700357799672e-05,7.73784686577194e-08
2.0258288064626875e-05,8.18194530156977e-08
2.029393839834637e-05,8.638291477871799e-08
2.0329651469168346e-05,9.135381911773839e-08
2.0365427387496923e-05,9.643603572409329e-08
2.0401266263930524e-05,1.019243469343084e-07
2.043716820926219e-05,1.0761808866093189e-07
2.0473133334479947e-05,1.136349489212301e-07
2.0509161750767124e-05,1.2000774958288018e-07
2.054525356950272e-05,1.2659881185806053e-07
2.0581408902261733e-05,1.3372479657975008e-07
2.06176278608155e-05,1.4102297372908796e-07
2.065391055713207e-05,1.4889964674337203e-07
2.069025710337652e-05,1.5706589262301064e-07
2.072666761191132e-05,1.6567420604032378e-07
2.0763142195296676e-05,1.748019302829961e-07
2.079968096629086e-05,1.8420276790884605e-07
2.0836284037850598e-05,1.9439424405018892e-07
2.0872951523131384e-05,2.0485297900265555e-07
2.090968353548784e-05,2.1602005833852037e-07
2.094648018847407e-05,2.2770321195733075e-07
2.0983341595844017e-05,2.39871725705213e-07
2.1020267871551796e-05,2.5290747815341055e-07
2.1057259129752065e-05,2.662930911525472e-07
2.1094315484800364e-05,2.806861341943319e-07
2.1131437051253486e-05,2.9564680664263075e-07
2.11686239438698e-05,3.1134382864716276e-07
2.1205876277609652e-05,3.2800175356667217e-07
2.1243194167635668e-05,3.451104333961604e-07
2.1280577729313153e-05,3.6364093071911104e-07
2.1318027078210427e-05,3.8265469316820447e-07
2.1355542330099182e-05,4.0306473278405205e-07
2.1393123600954853e-05,4.2411613116326397e-07
2.143077100695695e-05,4.4649937871714463e-07
2.1468484664489455e-05,4.6979640876794175e-07
2.1506264690141143e-05,4.94332282228488e-07
2.1544111200705977e-05,5.201013760369947e-07
2.1582024313183443e-05,5.469839711725085e-07
2.1620004144778924e-05,5.754719135643715e-07
2.165805081290406e-05,6.049113763513054e-07
2.169616443517711e-05,6.363872219401375e-07
2.173434512942332e-05,6.686111605506192e-07
2.1772593013675276e-05,7.033682136699385e-07
2.1810908206173288e-05,7.386231787930303e-07
2.184929082536573e-05,7.769810707060771e-07
2.1887740989909428e-05,8.157746439454986e-07
2.1926258818670028e-05,8.578410136710661e-07
2.196484443072234e-05,9.006562168960019e-07
2.200349794535072e-05,9.466163189473813e-07
2.2042219482049458e-05,9.938402103518408e-07
2.2081009160523107e-05,1.0440326141886281e-06
2.211986710068689e-05,1.0962666423510284e-06
2.215879342266704e-05,1.1515078253484567e-06
2.219778824680121e-05,1.208567474038969e-06
2.2236851693638804e-05,1.2693159127619406e-06
2.227598388394137e-05,1.331651677167625e-06
2.231518493868297e-05,1.3983997256325873e-06
2.2354454979050572e-05,1.4665019950338133e-06
2.239379412644438e-05,1.5397787623545425e-06
2.243320250247826e-05,1.6141816620101762e-06
2.2472680228980078e-05,1.6945557931636132e-06
2.25122274279921e-05,1.7758411737317312e-06
2.2551844221771356e-05,1.86392363468504e-06
2.259153073279003e-05,1.9527252680289598e-06
2.263128708373582e-05,2.0491721820167843e-06
2.2671113397512335e-05,2.146201514509218e-06
2.2711009797239476e-05,2.25219251138037e-06
2.275097640625379e-05,2.3583700301529518e-06
2.2791013348108893e-05,2.4739662933381724e-06
2.2831120746575806e-05,2.5905533983910717e-06
2.2871298725643382e-05,2.71612543153574e-06
2.2911547409518662e-05,2.844034689037735e-06
2.2951866922627256e-05,2.980431495042836e-06
2.299225738961375e-05,3.120643939682885e-06
2.303271893534206e-05,3.2687858204130376e-06
2.3073251684895866e-05,3.422355577068509e-06
2.311385576357894e-05,3.583240024946902e-06
2.3154531296915577e-05,3.7512991082461195e-06
2.319527841065096e-05,3.926007102453337e-06
2.323609723075157e-05,4.10977038955171e-06
2.3276987883405547e-05,4.299473118664069e-06
2.331795049502312e-05,4.500243520781135e-06
2.3358985192236936e-05,4.706209558211644e-06
2.340009210190252e-05,4.925383410598052e-06
2.3441271351098625e-05,5.148986369973042e-06
2.348252306712764e-05,5.388059056111754e-06
2.352384737751597e-05,5.630785754195593e-06
2.356524441001445e-05,5.891357577486954e-06
2.360671429259873e-05,6.154816732648566e-06
2.3648257153469652e-05,6.43859904714841e-06
2.368987312105369e-05,6.7245305417342025e-06
2.3731562324003314e-05,7.033352152274186e-06
2.377332489119738e-05,7.343636893879277e-06
2.3815160951741564e-05,7.679450912941052e-06
2.3857070634968722e-05,8.01612146665389e-06
2.3899054070439328e-05,8.381012037341103e-06
2.3941111387941846e-05,8.746544738823137e-06
2.3983242717493135e-05,9.142453118001823e-06
2.4025448189338864e-05,9.539339913939108e-06
2.406772793395391e-05,9.968512050380892e-06
2.411008208204275e-05,1.0399125479654924e-05
2.4152510764539867e-05,1.0864267467919347e-05
2.4195014112610184e-05,1.1331134145490421e-05
2.423759225764943e-05,1.1835160236971613e-05
2.4280245331284562e-05,1.2340969085785098e-05
2.432297346537418e-05,1.2887016054524465e-05
2.436577679200893e-05,1.3434657609513392e-05
2.4408655443511902e-05,1.402606919143457e-05
2.445160955243904e-05,1.461959017095189e-05
2.449463925157958e-05,1.525898742398078e-05
2.453774467395642e-05,1.5902094076637154e-05
2.458092595282656e-05,1.659289819668783e-05
2.462418322168151e-05,1.728957564044889e-05
2.4667516614247678e-05,1.8035416072500068e-05
2.4710926264486812e-05,1.8790896923498815e-05
2.4754412306596417e-05,1.9602867160877288e-05
2.479797487501014e-05,2.0416266295398583e-05
2.4841614104398208e-05,2.1295397883846166e-05
2.4885330129667835e-05,2.2180269385612878e-05
2.4929123085963664e-05,2.3122277946270976e-05
2.4972993108668144e-05,2.408419379616614e-05
2.5016940333401967e-05,2.509339950233989e-05
2.50609648960245e-05,2.6138298334484635e-05
2.5105066932634193e-05,2.7219317556411357e-05
2.5149246579568995e-05,2.835352593163589e-05
2.5193503973406784e-05,2.9511292127779316e-05
2.5237839250965777e-05,3.074154639933074e-05
2.528225254930499e-05,3.1981332383505496e-05
2.53267440057246e-05,3.33148012331503e-05
2.537131375776643e-05,3.4650616708005574e-05
2.5415961943214326e-05,3.608655057596529e-05
2.5460688700094627e-05,3.7533399962567346e-05
2.5505494166676547e-05,3.9070922454395296e-05
2.5550378481472645e-05,4.0636923950572825e-05
2.5595341783239217e-05,4.228296439955613e-05
2.5640384210976746e-05,4.3976741635763354e-05
2.5685505903930336e-05,4.573869756172925e-05
2.5730707001590115e-05,4.75694054042887e-05
2.5775987643691707e-05,4.945517342723977e-05
2.5821347970216618e-05,5.143252468550212e-05
2.586678812139271e-05,5.345053324479214e-05
2.591230823769461e-05,5.558482631161045e-05
2.5957908459844144e-05,5.7744070267707195e-05
2.600358892881079e-05,6.0046217720027744e-05
2.60493497858121e-05,6.235629491825815e-05
2.6095191172314134e-05,6.483785310250845e-05
2.6141113230031904e-05,6.732377830815406e-05
