#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361900E-04    6.9839641175076776E+00    1.0427224292352856E+17    4.9823532028769068E+06    7.5977214037923513E-12    7.6231248035224883E-12    5.0308053449964867E+05    5.3908786556000868E+06    1.8787633788603422E+01    1.7392496788094192E+00    1.1789328350268988E+01    1.1897380094698002E+01    5.4023613541900620E+10    5.7981226742454419E+11    3.7228251980326183E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369015804092E-04    6.9839641168292408E+00    1.0427224292352859E+17    4.9888514855340282E+06    7.6183408946786653E-12    7.6282408612249180E-12    5.0306756346277363E+05    5.3921729049237752E+06    1.8780760948224550E+01    1.7392143567327105E+00    1.1804651618046174E+01    1.1903339291441405E+01    5.4021861797937233E+10    5.8056989285175830E+11    3.7228118277049597E-04    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17
 1.0734369024799473E-04    6.9839641143303375E+00    1.0427224292352859E+17    4.9907299286212260E+06    7.6334370077215651E-12    7.6319071751706500E-12    5.0302269234603742E+05    5.3952741532115359E+06    1.8751984033190755E+01    1.7390680243374923E+00    1.1809057289053332E+01    1.1910774139253492E+01    5.4017161090770638E+10    5.8078872021557214E+11    3.7228021287863899E-04    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17
 1.0734369221148260E-04    6.9839640597849453E+00    1.0427224292352862E+17    4.9811041353986962E+06    7.6301070111979712E-12    7.6299022630309612E-12    5.0282757190755697E+05    5.4053506828345489E+06    1.8663116293856785E+01    1.7384010641876511E+00    1.1786286342577261E+01    1.1910341856347076E+01    5.3998329943235008E+10    5.7966661109596216E+11    3.7228065599348968E-04    1.0427224292352862E+17    1.0427224292352862E+17    1.0427224292352862E+17    1.0427224292352862E+17
 1.0734371155831884E-04    6.9839635223328154E+00    1.0427224292352862E+17    4.8876954110736018E+06    7.6296869386817546E-12    7.6296871599713706E-12    5.0212187096902111E+05    5.4061604045525091E+06    1.8659443904796916E+01    1.7359617055254832E+00    1.1565263479505889E+01    1.1908608862568045E+01    5.3922782845011223E+10    5.6879632430990491E+11    3.7228071422941986E-04    1.0427224292352862E+17    1.0427224292352862E+17    1.0427224292352862E+17    1.0427224292352862E+17
 1.0734427869655389E-04    6.9839477673365833E+00    1.0427224292353082E+17    3.0351718083231668E+06    7.6295056076331380E-12    7.6295058708450786E-12    4.8622668789572956E+05    5.4057783519349433E+06    1.8658327659041454E+01    1.6810103884015346E+00    7.1818245999630808E+00    1.1909030336511657E+01    5.2216347888729759E+10    3.5322181503638055E+11    3.7228081734366660E-04    1.0427224292353082E+17    1.0427224292353082E+17    1.0427224292353082E+17    1.0427224292353082E+17
 1.0736242712007562E-04    6.9834436243838729E+00    1.0427224292359861E+17    1.5289129421761613E+06    7.6237092377570460E-12    7.6237095005691093E-12    4.6370181222639693E+05    5.3936029385023545E+06    1.8622547034608566E+01    1.6032046502722388E+00    3.6173877178071074E+00    1.1923078326522090E+01    4.9813935279284248E+10    1.7805208354430103E+11    3.7228411373627345E-04    1.0427224292359861E+17    1.0427224292359861E+17    1.0427224292359861E+17    1.0427224292359861E+17
 1.0756414860624381E-04    6.9778422665135329E+00    1.0427224292323219E+17    1.5297991550667963E+06    7.5599162784205084E-12    7.5599165368272695E-12    4.6429884384063841E+05    5.2709532530482393E+06    1.8263281957721706E+01    1.6060286721674193E+00    3.6156322136121615E+00    1.2080465220529559E+01    5.0062255754481590E+10    1.7951391442023395E+11    3.7232075936449494E-04    1.0427224292323219E+17    1.0427224292323219E+17    1.0427224292323219E+17    1.0427224292323219E+17
 1.0792168685592099E-04    6.9679246701897499E+00    1.0427224292317298E+17    1.5331682930793567E+06    7.4496255742094063E-12    7.4496258250708036E-12    4.6553412082227791E+05    5.1025618310489189E+06    1.7776615876130784E+01    1.6116454107143059E+00    3.6166682430149666E+00    1.2366325450316804E+01    5.0522715053792389E+10    1.8234122160593869E+11    3.7238574090853427E-04    1.0427224292317298E+17    1.0427224292317298E+17    1.0427224292317298E+17    1.0427224292317298E+17
 1.0849839024796180E-04    6.9519577389184590E+00    1.0427224292296304E+17    1.5396713325184835E+06    7.2788553135451856E-12    7.2788555529421358E-12    4.6787635770513583E+05    4.9316629537994927E+06    1.7305937763469093E+01    1.6219148369227994E+00    3.6205677510146601E+00    1.2847186039911893E+01    5.1307194884412361E+10    1.8710403982123615E+11    3.7249063568449669E-04    1.0427224292296304E+17    1.0427224292296304E+17    1.0427224292296304E+17    1.0427224292296304E+17
 1.0942949433606179E-04    6.9262646315233258E+00    1.0427224292276709E+17    1.5525385443762792E+06    7.0203071734467899E-12    7.0203073959910119E-12    4.7239721904923976E+05    4.8375034686833713E+06    1.7128719247980648E+01    1.6410613971784200E+00    3.6316472353813101E+00    1.3679786511617909E+01    5.2666299745802666E+10    1.9529303380392664E+11    3.7266020456165036E-04    1.0427224292276709E+17    1.0427224292276709E+17    1.0427224292276709E+17    1.0427224292276709E+17
 1.1093511704493868E-04    6.8849752783588194E+00    1.0427224292365282E+17    1.5780275160643964E+06    6.6419010053608069E-12    6.6419012043327338E-12    4.8106390821047575E+05    4.9947924779000310E+06    1.7872951417992230E+01    1.6767608376900720E+00    3.6584032574047329E+00    1.5193681415654989E+01    5.5049479034805901E+10    2.0972990603097504E+11    3.7293497584389295E-04    1.0427224292365282E+17    1.0427224292365282E+17    1.0427224292365282E+17    1.0427224292365282E+17
 1.1337565739589903E-04    6.8188574755712104E+00    1.0427224292216274E+17    1.6265831333631703E+06    6.1147702971686056E-12    6.1147704654597290E-12    4.9696793586260983E+05    5.8148354087590417E+06    2.1057938563592689E+01    1.7411956363848846E+00    3.7129475042953830E+00    1.8181696781120955E+01    5.9221582927387436E+10    2.3584185545731876E+11    3.7338195703327565E-04    1.0427224292216274E+17    1.0427224292216274E+17    1.0427224292216274E+17    1.0427224292216274E+17
 1.1705442692558970E-04    6.7215650274565615E+00    1.0427224292245256E+17    1.7038796677279968E+06    5.4733778111119063E-12    5.4733779454059809E-12    5.2173729826282646E+05    8.2983467968730731E+06    3.0440793900245662E+01    1.8412977493594089E+00    3.7922083395902337E+00    2.4340934710125506E+01    6.5816780629576752E+10    2.8012577651656775E+11    3.7405987496907646E-04    1.0427224292245256E+17    1.0427224292245256E+17    1.0427224292245256E+17    1.0427224292245256E+17
 1.2144021407986133E-04    6.6102825325276955E+00    1.0427224292303517E+17    1.7865073031833868E+06    4.8782860897182859E-12    4.8782861956697390E-12    5.4942740356859891E+05    1.3986576094669903E+07    5.1913192366241468E+01    1.9541760435349831E+00    3.8499795647605231E+00    3.5410440049708477E+01    7.3695272217624710E+10    3.3792426035788397E+11    3.7487593257774695E-04    1.0427224292303517E+17    1.0427224292303517E+17    1.0427224292303517E+17    1.0427224292303517E+17
 1.2600000000000000E-04    6.5012999999999987E+00    1.0427224292819458E+17    1.8526698064272951E+06    4.3920915993082406E-12    4.3920916843103228E-12    5.7554650667732698E+05    2.5233275755565789E+07    9.4610464905283251E+01    2.0616943712943634E+00    3.8569473008699546E+00    5.3248304438761750E+01    8.1671451796044312E+10    4.0058674452510413E+11    3.7573572027718309E-04    1.0427224292819458E+17    1.0427224292819458E+17    1.0427224292819458E+17    1.0427224292819458E+17
 1.3103567902726925E-04    6.3890076034351395E+00    1.0427224293250754E+17    1.9036981949441989E+06    3.9621253771529193E-12    3.9621254453906895E-12    6.0257605590146652E+05    4.9342271683515467E+07    1.8682905021996717E+02    2.1733063512867727E+00    3.8145270413074419E+00    8.4581673675503069E+01    9.0299935758741852E+10    4.7074926774356317E+11    3.7670199190337618E-04    1.0427224293250754E+17    1.0427224293250754E+17    1.0427224293250754E+17    1.0427224293250754E+17
 1.3661633173095184E-04    6.2723420437253052E+00    1.0427224291567578E+17    1.9420331897340764E+06    3.5796726411235000E-12    3.5796726958842588E-12    6.3205579710280965E+05    1.0508854004425019E+08    4.0185127607784563E+02    2.2946014346456791E+00    3.7311533449199388E+00    1.4373075279353708E+02    9.9944641486917801E+10    5.5020967554284875E+11    3.7779523221876966E-04    1.0427224291567578E+17    1.0427224291567578E+17    1.0427224291567578E+17    1.0427224291567578E+17
 1.4251828733203111E-04    6.1560248463096503E+00    1.0427224291374091E+17    1.9710003124682640E+06    3.2546402384685926E-12    3.2546402829400491E-12    6.6374955888196849E+05    2.3601849613454488E+08    9.1126150196455160E+02    2.4240723893296869E+00    3.6247174754913773E+00    2.5702872684230562E+02    1.1048498624207024E+11    6.3762645112326807E+11    3.7897680225045487E-04    1.0427224291374091E+17    1.0427224291374091E+17    1.0427224291374091E+17    1.0427224291374091E+17
 1.4892891817549716E-04    6.0357620022758791E+00    1.0427224290350440E+17    1.9974441769765464E+06    2.9722720973554275E-12    2.9722721338654034E-12    6.9921624910608178E+05    5.7608354326611090E+08    2.2459501652776498E+03    2.5678175556952705E+00    3.5060336847048750E+00    4.9622726726951390E+02    1.2254855011490707E+11    7.3930322109168042E+11    3.8028630975412981E-04    1.0427224290350440E+17    1.0427224290350440E+17    1.0427224290350440E+17    1.0427224290350440E+17
 1.5503971877923241E-04    5.9262715019280554E+00    1.0427224292983611E+17    2.0225659033022984E+06    2.7603667783232486E-12    2.7603668095001088E-12    7.3374090527795465E+05    1.3673532875526125E+09    5.3761055187881284E+03    2.7067837422336343E+00    3.4000206451912209E+00    9.5528800289488959E+02    1.3469326575874844E+11    8.4368162564659375E+11    3.8155270349298057E-04    1.0427224292983611E+17    1.0427224292983611E+17    1.0427224292983611E+17    1.0427224292983611E+17
 1.6209200611600155E-04    5.8082787872458557E+00    1.0427224292792778E+17    2.0510105348411242E+06    2.5614464227795485E-12    2.5614464492298263E-12    7.7431698608395969E+05    3.6474650702841487E+09    1.4469894313033394E+04    2.8688673663744080E+00    3.2902304151031943E+00    2.0430916269433840E+03    1.4928995672347931E+11    9.6970712766313049E+11    3.8303693195028535E-04    1.0427224292792778E+17    1.0427224292792778E+17    1.0427224292792778E+17    1.0427224292792778E+17
 1.6969635425873367E-04    5.6869861147265501E+00    1.0427224291481091E+17    2.0815494393192928E+06    2.3866419144944337E-12    2.3866419369243085E-12    8.2076768995036848E+05    1.0561062653795658E+10    4.2285744313085161E+04    3.0526486463310087E+00    3.1835560128535292E+00    4.7568708721253124E+03    1.6649896053140411E+11    1.1165188471373901E+12    3.8467319073651191E-04    1.0427224291481091E+17    1.0427224291481091E+17    1.0427224291481091E+17    1.0427224291481091E+17
 1.7699999999999999E-04    5.5719000000000003E+00    1.0427224291856698E+17    2.1108223802881548E+06    2.2495642886625018E-12    2.2495643078552318E-12    8.7060285132394999E+05    3.0594369723563499E+10    1.2360930558781102E+05    3.2476834584182916E+00    3.0881891166214923E+00    1.1363266866341877E+04    1.8572337532041861E+11    1.2743809943654775E+12    3.8629362712797619E-04    1.0427224291856698E+17    1.0427224291856698E+17    1.0427224291856698E+17    1.0427224291856698E+17
