time_days,Te132 top 11
1.1581889009869677e-05,450.24698765313536
1.160227070288277e-05,479.396813198715
1.1622688263396381e-05,509.7854349808132
1.1643141754529784e-05,541.4351868637974
1.1663631239513322e-05,574.4188766467639
1.168415678168862e-05,608.7321862221396
1.1704718444508758e-05,644.3732271034629
1.1725316291538495e-05,681.4137199526941
1.1745950386454436e-05,719.8840259451752
1.1766620793045252e-05,759.7686777417538
1.178732757521187e-05,801.0885218916555
1.1808070796967665e-05,843.8638797253038
1.1828850522438664e-05,888.1171647582979
1.1849666815863737e-05,933.9235683780701
1.1870519741594814e-05,981.2432852399073
1.1891409364097055e-05,1030.0699907214075
1.1912335747949075e-05,1080.4210164657754
1.1933298957843133e-05,1132.331682304348
1.1954299058585331e-05,1185.8833549288495
1.1975336115095818e-05,1241.0105374944214
1.199641019240898e-05,1297.7290306663706
1.2017521355673667e-05,1356.0541520171519
1.2038669670153358e-05,1416.0414843652575
1.2059855201226398e-05,1477.722627957805
1.2081078014386175e-05,1541.053729004007
1.2102338175241337e-05,1606.048170362908
1.2123635749515981e-05,1672.7188045897922
1.2144970803049875e-05,1741.120804624861
1.2166343401798645e-05,1811.2772861319984
1.2187753611833987e-05,1883.16620587135
1.2209201499343867e-05,1956.7576178269721
1.2230687130632732e-05,2032.0995725570313
1.2252210572121708e-05,2109.2703103917793
1.2273771890348808e-05,2188.232671157051
1.2295371151969139e-05,2269.02036546187
1.2317008423755106e-05,2351.52581691133
1.2338683772596625e-05,2435.925699865237
1.2360397265501313e-05,2521.984435563427
1.2382148969594712e-05,2610.0249751358074
1.2403938952120499e-05,2699.715937852563
1.2425767280440676e-05,2791.38068842187
1.2447634022035786e-05,2884.747248387427
1.246953924450513e-05,2980.0488514199687
1.249148301556697e-05,3077.1116496053487
1.2513465403058733e-05,3176.079183861797
1.2535486474937229e-05,3276.855875928294
1.2557546299278855e-05,3379.5306908301704
1.2579644944279813e-05,3484.1019884217612
1.2601782478256311e-05,3590.421062816266
1.262395896964478e-05,3698.801470464046
1.2646174487002088e-05,3808.9217226031024
1.2668429099005746e-05,3920.940547540505
1.2690722874454123e-05,4034.8855909619656
1.271305588226666e-05,4150.5758580609845
1.273542819148408e-05,4268.328377527042
1.2757839871268606e-05,4387.8539442440115
1.278029099090417e-05,4509.274184508533
1.2802781619796623e-05,4632.639848338696
1.2825311827473973e-05,4757.754974033554
1.2847881683586564e-05,4884.967670772476
1.287049125790732e-05,5013.969590270498
1.2893140620331946e-05,5144.820823832218
1.2915829840879158e-05,5277.684652352353
1.2938558989690875e-05,5412.308487626818
1.2961328137032467e-05,5548.920958318744
1.2984137353292944e-05,5687.451131187442
1.3006986708985192e-05,5827.778173528268
1.3029876274746181e-05,5970.078862478602
1.3052806121337195e-05,6114.295136277824
1.3075776319644034e-05,6260.303525420987
1.3098786940677248e-05,6408.265427289633
1.3121838055572345e-05,6558.224604597895
1.3144929735590026e-05,6710.024177910771
1.3168062052116383e-05,6863.662129718317
1.3191235076663149e-05,7019.136355785284
1.3214448880867883e-05,7176.603969533989
1.3237703536494226e-05,7335.970254059659
1.3260999115432103e-05,7497.183448490664
1.3284335689697951e-05,7660.235568767285
1.330771333143494e-05,7825.124215567921
1.3331132112913196e-05,7991.944776782108
1.3354592106530025e-05,8160.704651256824
1.337809338481014e-05,8331.293428512336
1.3401636020405882e-05,8503.708461169663
1.3425220086097441e-05,8677.947061111843
1.3448845654793088e-05,8854.043173743503
1.34725127995294e-05,9032.146553679964
1.349622159347147e-05,9212.082158428431
1.3519972109913168e-05,9393.84406842571
1.3543764422277326e-05,9577.430043023784
1.3567598604115993e-05,9762.837836402912
1.3591474729110654e-05,9950.065200940007
1.361539287107246e-05,10139.215983633667
1.363935310394245e-05,10330.252969639483
1.3663355501791783e-05,10523.101892301158
1.3687400138821973e-05,10717.760513960613
1.3711487089365112e-05,10914.226610980671
1.3735616427884092e-05,11112.550609732301
1.3759788228972857e-05,11312.69048535217
1.3784002567356613e-05,11514.703060182404
1.380825951789207e-05,11718.59258083106
1.3832559155567663e-05,11924.290204578001
1.3856901555503803e-05,12131.793024839177
1.3881286792953086e-05,12341.098155839636
1.3905714943300544e-05,12552.279280239638
1.3930186082063866e-05,12765.2708402888
1.3954700284893642e-05,12980.070581521688
1.3979257627573583e-05,13196.676257389992
1.400385818602077e-05,13415.085632037797
1.402850203628588e-05,13635.296483094096
