time_days,Xe133 top 9
1.1581889009869677e-05,4.627206508285632e-11
1.160227070288277e-05,5.3317098982956844e-11
1.1622688263396381e-05,6.127053953319096e-11
1.1643141754529784e-05,7.023060039471197e-11
1.1663631239513322e-05,8.035278156233926e-11
1.168415678168862e-05,9.17363284025585e-11
1.1704718444508758e-05,1.0448647121856941e-10
1.1725316291538495e-05,1.187999959226305e-10
1.1745950386454436e-05,1.3483402192240283e-10
1.1766620793045252e-05,1.527215810014827e-10
1.178732757521187e-05,1.7265131619857293e-10
1.1808070796967665e-05,1.948237262366202e-10
1.1828850522438664e-05,2.194582100367291e-10
1.1849666815863737e-05,2.468743032920699e-10
1.1870519741594814e-05,2.7722689190041647e-10
1.1891409364097055e-05,3.107326785624763e-10
1.1912335747949075e-05,3.476681556757856e-10
1.1933298957843133e-05,3.8837738955313244e-10
1.1954299058585331e-05,4.3337791603756886e-10
1.1975336115095818e-05,4.828047796976456e-10
1.199641019240898e-05,5.370206660674288e-10
1.2017521355673667e-05,5.964119878195691e-10
1.2038669670153358e-05,6.615489089474355e-10
1.2059855201226398e-05,7.329796488140832e-10
1.2081078014386175e-05,8.109677548534296e-10
1.2102338175241337e-05,8.960138105082978e-10
1.2123635749515981e-05,9.886484407081354e-10
1.2144970803049875e-05,1.089668284911286e-09
1.2166343401798645e-05,1.1997883218771973e-09
1.2187753611833987e-05,1.3194820960453303e-09
1.2209201499343867e-05,1.4491702678538065e-09
1.2230687130632732e-05,1.589808096834674e-09
1.2252210572121708e-05,1.7426990939175432e-09
1.2273771890348808e-05,1.9083184340710886e-09
1.2295371151969139e-05,2.0876813027961823e-09
1.2317008423755106e-05,2.2807918211696307e-09
1.2338683772596625e-05,2.4901256423335485e-09
1.2360397265501313e-05,2.71442227056945e-09
1.2382148969594712e-05,2.957930247011526e-09
1.2403938952120499e-05,3.2182066760185984e-09
1.2425767280440676e-05,3.500009203330012e-09
1.2447634022035786e-05,3.8012659404516226e-09
1.246953924450513e-05,4.126179239425715e-09
1.249148301556697e-05,4.4736995366120746e-09
1.2513465403058733e-05,4.847259961484956e-09
1.2535486474937229e-05,5.246824039707007e-09
1.2557546299278855e-05,5.675367195743618e-09
1.2579644944279813e-05,6.134385995740694e-09
1.2601782478256311e-05,6.622832902395944e-09
1.262395896964478e-05,7.148478109252165e-09
1.2646174487002088e-05,7.706839016547428e-09
1.2668429099005746e-05,8.303063095254412e-09
1.2690722874454123e-05,8.939826122069326e-09
1.271305588226666e-05,9.614877403459743e-09
1.273542819148408e-05,1.0338341022252329e-08
1.2757839871268606e-05,1.1105058360055347e-08
1.278029099090417e-05,1.1920633931823015e-08
1.2802781619796623e-05,1.2789081494412677e-08
1.2825311827473973e-05,1.370690763760372e-08
1.2847881683586564e-05,1.4688124890331644e-08
1.287049125790732e-05,1.5725264721042013e-08
1.2893140620331946e-05,1.6823160725608358e-08
1.2915829840879158e-05,1.7991121762665178e-08
1.2938558989690875e-05,1.9222462345780852e-08
1.2961328137032467e-05,2.0529882531483248e-08
1.2984137353292944e-05,2.1913812964167367e-08
1.3006986708985192e-05,2.3372220081871448e-08
