    time    temp    dens
   9.88121667405504E-01   5.86231606087384E-01   4.09528074000482E+02
     nin     zin       y       x
  1    0     6.59569810586883E-09   6.59569810586883E-09
  0    1     4.54611598476723E-13   4.54611598476723E-13
  1    1     3.55018265252649E-13   7.10036530505298E-13
  2    1     1.94547948559252E-09   5.83643845677757E-09
  1    2     2.23331610537188E-17   6.69994831611565E-17
  2    2     1.55112396051284E-04   6.20449584205135E-04
  4    2     7.12459044497302E-08   4.27475426698381E-07
  3    3     8.48325095275893E-11   5.08995057165536E-10
  4    3     1.16790242522197E-09   8.17531697655377E-09
  5    3     1.12409768152725E-14   8.99278145221797E-14
  6    3     1.11292155945840E-06   1.00162940351256E-05
  3    4     2.39591296298712E-17   1.67713907409099E-16
  5    4     1.02954348123638E-07   9.26589133112743E-07
  6    4     3.70836143025458E-07   3.70836143025458E-06
  7    4     5.65832250937925E-18   6.22415476031718E-17
  8    4     6.39609788680367E-13   7.67531746416441E-12
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     4.34092497048770E-14   4.34092497048770E-13
  6    5     7.10553701607484E-09   7.81609071768233E-08
  7    5     5.13513633590599E-10   6.16216360308718E-09
  8    5     6.63696421684806E-11   8.62805348190248E-10
  9    5     5.91909021324457E-18   8.28672629854240E-17
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     7.55293964386951E-22   8.30823360825646E-21
  6    6     3.37748413016486E-07   4.05298095619784E-06
  7    6     6.37346488580955E-08   8.28550435155242E-07
  8    6     5.38550183547223E-08   7.53970256966113E-07
  9    6     1.02977450776975E-12   1.54466176165462E-11
 10    6     7.84823860446963E-06   1.25571817671514E-04
 11    6     2.20117991381286E-14   3.74200585348186E-13
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.15410557737615E-17   1.50033725058900E-16
  7    7     3.16839935928144E-10   4.43575910299402E-09
  8    7     2.23235219032446E-06   3.34852828548669E-05
  9    7     8.07356445177199E-08   1.29177031228352E-06
 10    7     2.99658215600369E-08   5.09418966520627E-07
 11    7     1.09296174346562E-08   1.96733113823812E-07
 12    7     2.48302754615932E-07   4.71775233770271E-06
 13    7     3.52503846060932E-07   7.05007692121864E-06
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     3.75952434294480E-21   5.63928651441721E-20
