# 1:iteration 2:time[s], 3:T[GK], 4:rho[g/cm3], 5:Ye 
# 6:R[km], 7:Y_n, 8:Y_p, 9:Y_alpha, 10:Y_lights 
# 11:Y_heavies 12:<Z> 13:<A> 14:entropy [kB/baryon] (15:Sn [MeV])
       0  2.3257098374225478E-05   1.0000000009999999E+01   7.4968680708957666E+12   3.4880000000003283E-02   5.0284375932656737E+01   8.7869941962323828E-01   5.9789509265503884E-17   3.8228192592986468E-15   6.5125745210904472E-10   1.0602177224489345E-03   3.9647192816686425E-02   1.1366741059828889E+00   9.0726348276619680E-03
       1  2.3257100374225476E-05   9.9999999307783476E+00   7.4968679742298818E+12   3.4880000002652164E-02   5.0284376020516824E+01   8.7869941962647846E-01   5.9789496406142442E-17   3.8228185994694109E-15   6.5125736150552352E-10   1.0602177214039329E-03   3.9647192819598408E-02   1.1366741059802727E+00   9.0726347951700353E-03
       2  2.3257104374225477E-05   9.9999997723350464E+00   7.4968677808980615E+12   3.4880000008074070E-02   5.0284376196236991E+01   8.7869941963290688E-01   5.9789470718601443E-17   3.8228172837971155E-15   6.5125718063796391E-10   1.0602177193151446E-03   3.9647192825565808E-02   1.1366741059753922E+00   9.0726347301956778E-03
       3  2.3257112374225476E-05   9.9999994554484530E+00   7.4968673942344092E+12   3.4880000019402085E-02   5.0284376547677361E+01   8.7869941964533171E-01   5.9789419343555117E-17   3.8228146524515188E-15   6.5125681890244463E-10   1.0602177151521309E-03   3.9647192838069736E-02   1.1366741059675911E+00   9.0726346002669486E-03
       4  2.3257128374225476E-05   9.9999988216752875E+00   7.4968666209072441E+12   3.4880000040117216E-02   5.0284377250558080E+01   8.7869941966850462E-01   5.9789316593441510E-17   3.8228093897338174E-15   6.5125609542783979E-10   1.0602177067668462E-03   3.9647192860949726E-02   1.1366741059446488E+00   9.0726343404939746E-03
       5  2.3257160374225477E-05   9.9999975541290844E+00   7.4968650742530996E+12   3.4880000081548852E-02   5.0284378656319568E+01   8.7869941972157761E-01   5.9789111093934797E-17   3.8227988643959336E-15   6.5125464849314393E-10   1.0602176899981422E-03   3.9647192906407974E-02   1.1366741058977452E+00   9.0726338206117696E-03
       6  2.3257224374225475E-05   9.9999950190371578E+00   7.4968619809457959E+12   3.4880000164413186E-02   5.0284381467842643E+01   8.7869941982771860E-01   5.9788700096953637E-17   3.8227778138023504E-15   6.5125175463279970E-10   1.0602176564607872E-03   3.9647192997325886E-02   1.1366741058039422E+00   9.0726327808481767E-03
       7  2.3257352374225476E-05   9.9999899488552302E+00   7.4968557943349629E+12   3.4880000330146314E-02   5.0284387090889290E+01   8.7869942003999602E-01   5.9787878111147140E-17   3.8227357129460392E-15   6.5124596694840679E-10   1.0602175893863457E-03   3.9647193179166991E-02   1.1366741056163570E+00   9.0726307013223127E-03
       8  2.3257608374225476E-05   9.9999798084990879E+00   7.4968434211286406E+12   3.4880000661611107E-02   5.0284398336984466E+01   8.7869942046453153E-01   5.9786234172147962E-17   3.8226515125562269E-15   6.5123439172478619E-10   1.0602174552379478E-03   3.9647193542848409E-02   1.1366741052411864E+00   9.0726265422724078E-03
       9  2.3258120374225477E-05   9.9999595278176514E+00   7.4968186747772334E+12   3.4880001324529147E-02   5.0284420829182345E+01   8.7869942131359113E-01   5.9782946424593858E-17   3.8224831170679625E-15   6.5121124185829951E-10   1.0602171869429557E-03   3.9647194270198492E-02   1.1366741044908173E+00   9.0726182241776896E-03
