time_days,Rn222 top 16
1.1581889009869677e-05,5.1034718036982364e-89
1.160227070288277e-05,5.1034718036982364e-89
1.1622688263396381e-05,5.1034718036982364e-89
1.1643141754529784e-05,5.1034718036982364e-89
1.1663631239513322e-05,5.1034718036982364e-89
1.168415678168862e-05,5.1034718036982364e-89
1.1704718444508758e-05,5.1034718036982364e-89
1.1725316291538495e-05,5.1034718036982364e-89
1.1745950386454436e-05,5.1034718036982364e-89
1.1766620793045252e-05,5.1034718036982364e-89
1.178732757521187e-05,5.1034718036982364e-89
1.1808070796967665e-05,5.1034718036982364e-89
1.1828850522438664e-05,5.1034718036982364e-89
1.1849666815863737e-05,5.1034718036982364e-89
1.1870519741594814e-05,5.1034718036982364e-89
1.1891409364097055e-05,5.1034718036982364e-89
1.1912335747949075e-05,5.1034718036982364e-89
1.1933298957843133e-05,5.1034718036982364e-89
1.1954299058585331e-05,5.1034718036982364e-89
1.1975336115095818e-05,5.1034718036982364e-89
1.199641019240898e-05,5.1034718036982364e-89
1.2017521355673667e-05,5.1034718036982364e-89
1.2038669670153358e-05,5.1034718036982364e-89
1.2059855201226398e-05,5.1034718036982364e-89
1.2081078014386175e-05,5.1034718036982364e-89
1.2102338175241337e-05,5.1034718036982364e-89
1.2123635749515981e-05,5.1034718036982364e-89
1.2144970803049875e-05,5.1034718036982364e-89
1.2166343401798645e-05,5.1034718036982364e-89
1.2187753611833987e-05,5.1034718036982364e-89
1.2209201499343867e-05,5.1034718036982364e-89
1.2230687130632732e-05,5.1034718036982364e-89
1.2252210572121708e-05,5.1034718036982364e-89
1.2273771890348808e-05,5.1034718036982364e-89
1.2295371151969139e-05,8.358264435169574e-13
1.2317008423755106e-05,2.5539237873960687e-12
1.2338683772596625e-05,4.190714074508129e-12
1.2360397265501313e-05,5.853143310407107e-12
1.2382148969594712e-05,7.640483273238117e-12
1.2403938952120499e-05,9.598775848165976e-12
1.2425767280440676e-05,1.1841122932101482e-11
1.2447634022035786e-05,1.4390244271088448e-11
1.246953924450513e-05,1.7370702642526896e-11
1.249148301556697e-05,2.0814692129168264e-11
1.2513465403058733e-05,2.4856045915202343e-11
1.2535486474937229e-05,2.95548330727484e-11
1.2557546299278855e-05,3.5071293931305777e-11
1.2579644944279813e-05,4.155655064700067e-11
1.2601782478256311e-05,4.902498645397462e-11
1.262395896964478e-05,5.808280526894082e-11
1.2646174487002088e-05,6.919459507673709e-11
1.2668429099005746e-05,8.224620267352229e-11
1.2690722874454123e-05,9.735359792101648e-11
1.271305588226666e-05,1.1452400640619999e-10
1.273542819148408e-05,1.3454837401549927e-10
1.2757839871268606e-05,1.5735054617674347e-10
1.278029099090417e-05,1.8356592176316698e-10
1.2802781619796623e-05,2.1379548942608247e-10
1.2825311827473973e-05,2.480721452541101e-10
1.2847881683586564e-05,2.880117139380872e-10
1.287049125790732e-05,3.333559180386652e-10
1.2893140620331946e-05,3.8500982033585505e-10
1.2915829840879158e-05,4.445260751442214e-10
1.2938558989690875e-05,5.116781315569041e-10
1.2961328137032467e-05,5.887225317937697e-10
1.2984137353292944e-05,6.764919910427291e-10
1.3006986708985192e-05,7.75431684610534e-10
1.3029876274746181e-05,8.883427018189132e-10
1.3052806121337195e-05,1.0164571437890347e-09
1.3075776319644034e-05,1.160316832802359e-09
1.3098786940677248e-05,1.323642001739449e-09
1.3121838055572345e-05,1.509424038893017e-09
1.3144929735590026e-05,1.7181431652003718e-09
1.3168062052116383e-05,1.9522804087052243e-09
1.3191235076663149e-05,2.214552754268741e-09
1.3214448880867883e-05,2.5114084821541756e-09
1.3237703536494226e-05,2.844866834717553e-09
1.3260999115432103e-05,3.2177804462282005e-09
1.3284335689697951e-05,3.634082856681791e-09
1.330771333143494e-05,4.098202547766892e-09
1.3331132112913196e-05,4.6186013624917484e-09
1.3354592106530025e-05,5.2019039446841255e-09
1.337809338481014e-05,5.8502806716459174e-09
1.3401636020405882e-05,6.5700842898805485e-09
1.3425220086097441e-05,7.368204639396044e-09
1.3448845654793088e-05,8.25433872329038e-09
1.34725127995294e-05,9.247428176730135e-09
1.349622159347147e-05,1.034692412984402e-08
1.3519972109913168e-05,1.1562623457374627e-08
1.3543764422277326e-05,1.2905382782009184e-08
1.3567598604115993e-05,1.4386947839955039e-08
1.3591474729110654e-05,1.602001573588689e-08
1.361539287107246e-05,1.7831005826673767e-08
1.363935310394245e-05,1.9833330149126555e-08
1.3663355501791783e-05,2.203534621392223e-08
1.3687400138821973e-05,2.4454643448246578e-08
1.3711487089365112e-05,2.7110169642563413e-08
1.3735616427884092e-05,3.0032272931312826e-08
1.3759788228972857e-05,3.3236947897796626e-08
1.3784002567356613e-05,3.676178996623811e-08
1.380825951789207e-05,4.06377650082524e-08
1.3832559155567663e-05,4.487954742747249e-08
1.3856901555503803e-05,4.951760575883345e-08
1.3881286792953086e-05,5.458460471635139e-08
1.3905714943300544e-05,6.014262060703815e-08
1.3930186082063866e-05,6.621094231098706e-08
1.3954700284893642e-05,7.283128555046765e-08
1.3979257627573583e-05,8.00484652955667e-08
1.400385818602077e-05,8.791054852560386e-08
1.402850203628588e-05,9.646903517989661e-08
1.4053189254553426e-05,1.0577905772626363e-07
1.4077919917141983e-05,1.1589959521380999e-07
1.4102694100504435e-05,1.2689370012166574e-07
1.4127511881228208e-05,1.3882873745707733e-07
1.4152373336035507e-05,1.517766360942288e-07
1.4177278541783544e-05,1.658141526021184e-07
1.4202227575464792e-05,1.810939438485516e-07
1.4227220514207215e-05,1.9763946935423801e-07
1.4252257435274499e-05,2.1554442247756237e-07
1.42773384160663e-05,2.3490878120358974e-07
1.430246353411849e-05,2.5587386109333647e-07
1.432763286710337e-05,2.7850509150350053e-07
1.4352846492829945e-05,3.0292501849308076e-07
1.4378104489244141e-05,3.2926379583713545e-07
1.4403406934429051e-05,3.576594563437061e-07
1.4428753906605179e-05,3.8825820535796153e-07
1.4454145484130684e-05,4.212147326651757e-07
1.4479581745501612e-05,4.5669253885262346e-07
1.4505062769352152e-05,4.948642736040876e-07
1.453058863445487e-05,5.359120846000682e-07
1.4556159419720954e-05,5.8002797651725e-07
1.4581775204200458e-05,6.274141801420896e-07
1.4607436067082557e-05,6.782835255262134e-07
1.463314208769577e-05,7.328595200228885e-07
1.4658893345508223e-05,7.913771095007524e-07
1.4684689920127891e-05,8.540830921977867e-07
1.4710531891302839e-05,9.212364597199544e-07
1.4736419338921472e-05,9.931088377178609e-07
1.4762352343012788e-05,1.0704165423817485e-06
1.4788330983746608e-05,1.1531780925727812e-06
1.4814355341433845e-05,1.241642878243547e-06
1.4840425496526739e-05,1.3361443187676366e-06
1.4866541529619105e-05,1.4370312166082623e-06
1.4892703521446595e-05,1.5446683258073029e-06
1.4918911552886926e-05,1.6596785377315124e-06
1.494516570496016e-05,1.7830479436608679e-06
1.4971466058828923e-05,1.9144945089551703e-06
1.4997812695798674e-05,2.0544614643736986e-06
1.5024205697317954e-05,2.2034116733458053e-06
1.5050645144978636e-05,2.362418339931164e-06
1.507713112051618e-05,2.5335721382832056e-06
1.5103663705809878e-05,2.7154964218027366e-06
1.5130242982883115e-05,2.9105020652303456e-06
1.515686903390362e-05,3.1187568809906397e-06
1.5183541941183719e-05,3.340617898664344e-06
1.5210261787180595e-05,3.5757719659197003e-06
1.5237028654496532e-05,3.824881852883241e-06
1.526384262587918e-05,4.0896541648394556e-06
1.5290703784221806e-05,4.374093904550779e-06
1.5317612212563552e-05,4.675303343675781e-06
1.5344567994089693e-05,4.994118089947324e-06
1.537157121213189e-05,5.331410216040832e-06
1.5398621950168458e-05,5.688266773714645e-06
1.5425720291824604e-05,6.071780805167693e-06
1.5452866320872705e-05,6.477385862342577e-06
1.5480060121232558e-05,6.90617136693375e-06
1.5507301776971646e-05,7.3592743425385904e-06
1.553459137230538e-05,7.8378814300318e-06
1.5561928991597396e-05,8.348354863964215e-06
1.5589314719359768e-05,8.890405330659491e-06
1.5616748640253303e-05,9.462789156208266e-06
1.5644230839087796e-05,1.0066978554606974e-05
1.5671761400822287e-05,1.070450996435909e-05
1.5699340410565326e-05,1.1377260790723651e-05
1.5726967953575235e-05,1.2096479769313808e-05
1.5754644115260378e-05,1.28551500958757e-05
1.578236898117941e-05,1.365516532717457e-05
1.581014263704156e-05,1.4498501365910459e-05
1.5837965168706887e-05,1.5387219934680162e-05
1.5865836662186538e-05,1.632516558531781e-05
1.589375720364303e-05,1.7329937459715066e-05
1.5921726879390505e-05,1.8385465702750588e-05
1.5949745775894994e-05,1.949378914651502e-05
1.5977813979774703e-05,2.06570126273238e-05
1.6005931577800252e-05,2.1898946298131278e-05
1.6034098656894976e-05,2.3206954494356865e-05
1.606231530413516e-05,2.4579659066074945e-05
1.609058160675034e-05,2.6019660569375755e-05
1.6118897652123545e-05,2.7543827073753306e-05
1.614726352779159e-05,2.915870970828525e-05
1.6175679321445325e-05,3.085507430063944e-05
1.620414512092993e-05,3.26311223593045e-05
1.623266101424517e-05,3.4501418967326964e-05
1.626122708954567e-05,3.649022330987837e-05
1.628984343514118e-05,3.857241207357044e-05
1.6318510139496877e-05,4.07514380524438e-05
1.6347227291233596e-05,4.3040277837755144e-05
1.6375994979128136e-05,4.547494384947199e-05
1.6404813292113533e-05,4.8022796354118515e-05
1.643368231927931e-05,5.068806135312891e-05
1.6462602149871783e-05,5.3475414170133254e-05
1.6491572873294313e-05,5.645033612007899e-05
1.6520594579107596e-05,5.956014494150036e-05
1.6549667357029935e-05,6.280960847110518e-05
1.657879129693752e-05,6.620362260838916e-05
1.6607966488864708e-05,6.981731372770798e-05
1.6637193023004285e-05,7.359675716161448e-05
1.666647098970777e-05,7.754436072701613e-05
1.669580047948568e-05,8.166608116961331e-05
1.6725181583007802e-05,8.603591320225124e-05
1.6754614391103493e-05,9.061646372724875e-05
1.6784098994761946e-05,9.539904808909302e-05
1.681363548513248e-05,0.00010039088533441882
1.684322395352481e-05,0.0001056529258560035
1.6872864491409343e-05,0.00011118932075963231
1.6902557190417454e-05,0.00011696787907427952
1.693230214234177e-05,0.00012300460242299402
1.696209943913645e-05,0.000129346609284383
1.699194917291748e-05,0.00013604057939528612
1.702185143596294e-05,0.00014303013517622575
1.7051806320713316e-05,0.00015031364645854109
1.7081813919771754e-05,0.00015805409094489796
1.7111874325904366e-05,0.0001660332472730769
1.7141987632040526e-05,0.00017445182331132043
1.7172153931273124e-05,0.000183281732671557
1.7202373316858887e-05,0.00019238194231659196
1.7232645882218657e-05,0.0002020863048195049
1.7262971720937657e-05,0.00021214946372866763
1.7293350926765828e-05,0.00022256767232499333
1.7323783593618072e-05,0.00023367698283177638
1.7354269815574566e-05,0.00024513508047420895
1.738480968688105e-05,0.00025709838923824107
1.741540330194912e-05,0.00026973860637788757
1.744605075535651e-05,0.0002827743866708172
1.747675214184739e-05,0.00029647957636538716
1.750750755633267e-05,0.00031084836809660687
1.7538317093890273e-05,0.0003256656780967214
1.7569180849765445e-05,0.0003413299671284059
1.7600098919371037e-05,0.00035764920196742795
1.763107139828782e-05,0.00037447714470182584
1.766209838226475e-05,0.00039234045900485824
1.7693179967219294e-05,0.00041085852118940197
1.7724316249237706e-05,0.0004299536175820519
1.7755507324575337e-05,0.00045028047426348526
1.7786753289656925e-05,0.00047127506111588287
1.7818054241076895e-05,0.0004929601664003275
1.7849410275599655e-05,0.0005160056427639173
1.7880821490159905e-05,0.0005397867998845473
1.7912287981862922e-05,0.0005643852949835371
1.7943809847984877e-05,0.0005904660817795506
1.7975387185973116e-05,0.000617379487622544
1.800702009344648e-05,0.0006452266595612003
1.8038708668195597e-05,0.0006747152980106904
1.807045300818318e-05,0.00070514580979313
1.8102253211544347e-05,0.0007366090713492446
1.81341093765869e-05,0.0007699197381010386
1.8166021601791657e-05,0.0008042952112263589
1.8197989985812724e-05,0.0008397765168457329
1.8230014627477838e-05,0.0008773690146048268
1.826209562578863e-05,0.000916164407939942
1.8294233079920973e-05,0.0009561801651839245
1.8326427089225256e-05,0.0009984868347852314
1.835867775322671e-05,0.001042228614275829
1.83909851716257e-05,0.0010873495187003965
1.842334944429806e-05,0.0011348426599200215
1.8455770671295368e-05,0.0011841135129085194
1.848824895284528e-05,0.001234941293242899
1.8520784389351827e-05,0.0012881641225846133
1.855337708139574e-05,0.0013436079962984091
1.858602712973474e-05,0.0014008075492642975
1.861873463530386e-05,0.0014603502339702865
1.8651499699215764e-05,0.0015226777116696222
1.868432242276106e-05,0.0015869826182455453
1.8717202907408585e-05,0.001653485408691363
1.8750141254805753e-05,0.0017234794355272243
1.8783137566778864e-05,0.0017957541831241568
1.881619194533339e-05,0.0018701984345852911
1.8849304492654335e-05,0.0019486146891189433
1.8882475311106503e-05,0.0020296092560998366
1.891570450323486e-05,0.0021130502057096277
1.894899217176482e-05,0.002200503574659796
1.8982338419602568e-05,0.0022911938204325075
1.9015743349835387e-05,0.0023846387854869074
1.9049207065731976e-05,0.002481990144921819
1.9082729670742757e-05,0.002583447459391016
1.9116311268500214e-05,0.0026880019389095814
1.9149951962819184e-05,0.00279617822540286
1.9183651857697217e-05,0.0029095768096898387
1.9217411057314864e-05,0.0030264520023198355
1.925122966603602e-05,0.003146946548894803
1.9285107788408223e-05,0.003274068178691219
1.9319045529163016e-05,0.0034046692345841264
1.9353042993216232e-05,0.0035395037924694024
1.9387100285668332e-05,0.0036809104546044052
1.9421217511804743e-05,0.00382560547509288
1.9455394777096165e-05,0.003976805174073943
1.9489632187198904e-05,0.004133720345054142
1.9523929847955194e-05,0.004294368109090096
1.955828786539355e-05,0.004463890219260738
1.959270634572905e-05,0.004636737647411288
1.96271853953637e-05,0.00481747338027643
1.9661725120886754e-05,0.005004180237193801
1.969632562907503e-05,0.005195898156376845
1.9730987026893265e-05,0.0053974039845952546
1.9765709421494417e-05,0.005602950110959715
1.980049292022002e-05,0.0058179619638939846
1.9835337630600506e-05,0.0060397576595421325
1.987024366035553e-05,0.006267484872988352
1.990521111739433e-05,0.0065066084913671515
1.9940240109816014e-05,0.006750637653566756
1.9975330745909946e-05,0.007005271835090848
2.001048313415604e-05,0.007268302741126413
2.0045697383225124e-05,0.0075376028578249925
2.0080973601979257e-05,0.007820868912760588
2.0116311899472072e-05,0.008110574820686304
2.0151712384949117e-05,0.00841248298449727
2.018717516784819e-05,0.00872372680418361
2.0222700357799672e-05,0.00904427490675159
2.0258288064626875e-05,0.009378479344638008
2.029393839834637e-05,0.009718613299385002
2.0329651469168346e-05,0.010077279564136619
2.0365427387496923e-05,0.010441068311218661
2.0401266263930524e-05,0.01082269458501676
2.043716820926219e-05,0.011213171373226572
2.0473133334479947e-05,0.011617415893318939
2.0509161750767124e-05,0.012036297037202461
2.054525356950272e-05,0.012464263839153226
2.0581408902261733e-05,0.012913356312989288
2.06176278608155e-05,0.01336934249262537
2.065391055713207e-05,0.013847397256944574
2.069025710337652e-05,0.014336306716689796
2.072666761191132e-05,0.014841609837860361
2.0763142195296676e-05,0.015365498912582909
2.079968096629086e-05,0.015899330931762132
2.0836284037850598e-05,0.016460360202562037
2.0872951523131384e-05,0.017030608870242533
2.090968353548784e-05,0.01762448766667991
2.094648018847407e-05,0.01823515572984841
2.0983341595844017e-05,0.018861639695103165
2.1020267871551796e-05,0.019515175207606674
