#                               Top nuclear energy producers for each reaction given in erg/g/s                                                                                                                                                                                                                                                                                                                                                                                                                                                  Top nuclear energy consumers for each reaction given in erg/g/s                                                                                                                                                                                                                                                                                                                                                                                                                             |     Top nuclear energy producers for each isotope given in erg/g/s                                                                                                                                                                                         Top nuclear energy consumers for each isotope given in erg/g/s
#    Time[s]   Etot[erg/g/s]    Reaction_1                       Reaction_2                       Reaction_3                       Reaction_4                       Reaction_5                       Reaction_6                       Reaction_7                       Reaction_8                       Reaction_9                       Reaction_10                           Ereac_1        Ereac_2        Ereac_3        Ereac_4        Ereac_5        Ereac_6        Ereac_7        Ereac_8        Ereac_9        Ereac_10         Reaction_1                       Reaction_2                       Reaction_3                       Reaction_4                       Reaction_5                       Reaction_6                       Reaction_7                       Reaction_8                       Reaction_9                       Reaction_10                          Ereac_1        Ereac_2        Ereac_3        Ereac_4        Ereac_5        Ereac_6        Ereac_7        Ereac_8        Ereac_9        Ereac_10         |      Iso1    Iso2    Iso3    Iso4    Iso5    Iso6    Iso7    Iso8    Iso9   Iso10        Eiso_1         Eiso_2         Eiso_3         Eiso_4         Eiso_5         Eiso_6         Eiso_7         Eiso_8         Eiso_9         Eiso_10           Iso1    Iso2    Iso3    Iso4    Iso5    Iso6    Iso7    Iso8    Iso9   Iso10        Eiso_1         Eiso_2         Eiso_3         Eiso_4         Eiso_5         Eiso_6         Eiso_7         Eiso_8         Eiso_9         Eiso_10
  2.3257E-05      0.0000E+00    p + p => d                       p + p => d                       f25 => n + ne24                  mn73 => n + n + fe71             s46 => n + cl45                  br105 => n + n + kr103           s46 => cl46                      se102 => n + n + br100           f25 => ne25                      br105 => n + kr104                   -4.9739E-15    -4.9739E-15    -1.0654E-06    -1.1042E-06    -1.1057E-06    -1.2592E-06    -1.4828E-06    -1.5083E-06    -1.5472E-06    -1.6594E-06       n => p                           se118 => n + br117               se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + br116               se117 => n + n + br115           ni99 => n + n + cu97             ni99 => cu99                        -6.6325E+17    -1.1503E+16    -1.1031E+16    -5.3535E+15    -4.0283E+15    -1.5008E+15    -1.4374E+15    -1.3186E+15    -6.2169E+14    -6.1057E+14       |     -----   -----   -----   -----   -----   -----   -----   -----   -----   -----        0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00       -----   -----   -----   -----   -----   -----   -----   -----   -----   -----        0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
  2.3257E-05      6.1905E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0621E+21     1.6772E+20     1.0453E+20     5.9416E+19     3.1930E+19     3.0982E+19     1.7803E+19     1.7317E+19     1.1787E+19     1.0233E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.1711E+20    -2.1094E+20    -1.5710E+20    -2.4034E+19    -1.8850E+19    -9.6595E+18    -6.7035E+18    -3.9428E+18    -2.8037E+18    -2.3632E+18
  2.3257E-05      6.1991E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0684E+21     1.7452E+20     1.0434E+20     5.9231E+19     3.2232E+19     3.0232E+19     1.7828E+19     1.7480E+19     1.2481E+19     1.0233E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2116E+20    -2.1111E+20    -1.5869E+20    -2.3525E+19    -1.9526E+19    -9.8491E+18    -6.7134E+18    -3.1552E+18    -2.7135E+18    -2.5354E+18
  2.3257E-05      6.1924E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0617E+21     1.7444E+20     1.0430E+20     5.9208E+19     3.2225E+19     3.0220E+19     1.7823E+19     1.7475E+19     1.2478E+19     1.0230E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2103E+20    -2.1112E+20    -1.5867E+20    -2.3522E+19    -1.9525E+19    -9.8511E+18    -6.7116E+18    -3.1460E+18    -2.7115E+18    -2.5333E+18
  2.3257E-05      6.1923E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0616E+21     1.7444E+20     1.0430E+20     5.9208E+19     3.2225E+19     3.0220E+19     1.7823E+19     1.7475E+19     1.2478E+19     1.0230E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2103E+20    -2.1112E+20    -1.5866E+20    -2.3522E+19    -1.9525E+19    -9.8510E+18    -6.7116E+18    -3.1458E+18    -2.7114E+18    -2.5333E+18
  2.3257E-05      6.1922E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0615E+21     1.7445E+20     1.0430E+20     5.9208E+19     3.2225E+19     3.0220E+19     1.7823E+19     1.7475E+19     1.2478E+19     1.0230E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2102E+20    -2.1111E+20    -1.5866E+20    -2.3521E+19    -1.9525E+19    -9.8507E+18    -6.7115E+18    -3.1454E+18    -2.7114E+18    -2.5332E+18
  2.3257E-05      6.1920E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8536E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5222E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7058E-52     4.1340E-18     5.8179E-17     4.6460E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4529E-06     3.6460E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0612E+21     1.7445E+20     1.0430E+20     5.9207E+19     3.2225E+19     3.0220E+19     1.7822E+19     1.7475E+19     1.2479E+19     1.0230E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2100E+20    -2.1111E+20    -1.5866E+20    -2.3521E+19    -1.9524E+19    -9.8501E+18    -6.7113E+18    -3.1447E+18    -2.7112E+18    -2.5331E+18
  2.3257E-05      6.1915E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8535E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1578E+20     1.0211E+20     9.1803E+19     5.5221E+19     4.1731E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7057E-52     4.1340E-18     5.8177E-17     4.6459E-11     1.2713E-07     8.8209E-07     2.1323E-06     3.4529E-06     3.6461E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0607E+21     1.7446E+20     1.0430E+20     5.9207E+19     3.2225E+19     3.0219E+19     1.7822E+19     1.7475E+19     1.2479E+19     1.0229E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2096E+20    -2.1110E+20    -1.5866E+20    -2.3520E+19    -1.9523E+19    -9.8488E+18    -6.7111E+18    -3.1432E+18    -2.7109E+18    -2.5328E+18
  2.3258E-05      6.1906E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8535E+20     2.1986E+20     1.5389E+20     1.3230E+20     1.1577E+20     1.0211E+20     9.1802E+19     5.5220E+19     4.1732E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7054E-52     4.1338E-18     5.8174E-17     4.6456E-11     1.2712E-07     8.8208E-07     2.1323E-06     3.4529E-06     3.6461E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0597E+21     1.7448E+20     1.0430E+20     5.9205E+19     3.2225E+19     3.0218E+19     1.7821E+19     1.7475E+19     1.2481E+19     1.0229E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2088E+20    -2.1108E+20    -1.5864E+20    -2.3519E+19    -1.9522E+19    -9.8464E+18    -6.7105E+18    -3.1403E+18    -2.7103E+18    -2.5323E+18
  2.3258E-05      6.1888E+21    ge112 => as112                   ti80 => v80                      ni98 => cu98                     ge110 => as110                   cr86 => mn86                     zn104 => ga104                   se117 => br117                   fe92 => co92                     ca72 => sc72                     se116 => br116                        4.8666E+21     2.8534E+20     2.1985E+20     1.5389E+20     1.3229E+20     1.1577E+20     1.0211E+20     9.1800E+19     5.5219E+19     4.1732E+19       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7270E-53     8.7049E-52     4.1335E-18     5.8167E-17     4.6451E-11     1.2711E-07     8.8208E-07     2.1321E-06     3.4527E-06     3.6462E-06       |         n   ge112    ni99    ni98   zn105    fe92    ti80   zn104   ge111    cr86        7.0576E+21     1.7452E+20     1.0429E+20     5.9202E+19     3.2224E+19     3.0215E+19     1.7820E+19     1.7476E+19     1.2484E+19     1.0228E+19       se118   as115   se117   se116   as114   ge110   br119   kr124   kr123   sr130       -9.2072E+20    -2.1104E+20    -1.5862E+20    -2.3516E+19    -1.9518E+19    -9.8415E+18    -6.7094E+18    -3.1346E+18    -2.7092E+18    -2.5312E+18
