#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369014469539E-04    6.9839641171999771E+00    1.1165144072968006E+17    4.6306725389238093E+06    7.3477643411545000E-12    7.3645473398984645E-12    5.0839366074774653E+05    5.1082238526761718E+06    1.7788561741827493E+01    1.7563900984552230E+00    1.0893942925383868E+01    1.0977916985817041E+01    5.4686031864323654E+10    5.5130616918918347E+11    1.4998413345739854E-05    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17
 1.0734369018813666E-04    6.9839641159931851E+00    1.1165144072968006E+17    4.6331850134448521E+06    7.3668853358123965E-12    7.3692925524649189E-12    5.0836952391929069E+05    5.1099452331272084E+06    1.7776563259728110E+01    1.7563169511440555E+00    1.0899804343273544E+01    1.0984140768927029E+01    5.4683192196051727E+10    5.5160661102337756E+11    1.4998022012703730E-05    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17
 1.0734369058718748E-04    6.9839641049076144E+00    1.1165144072968006E+17    4.6340331596531272E+06    7.3713895809795945E-12    7.3698580057301676E-12    5.0824884763168899E+05    5.1166214661467960E+06    1.7713134641153566E+01    1.7559090551816212E+00    1.0901787009744092E+01    1.0991239701970120E+01    5.4671523319162979E+10    5.5170654777482031E+11    1.4997880055915550E-05    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17    1.1165144072968006E+17
 1.0734369583766377E-04    6.9839639590501887E+00    1.1165144072968008E+17    4.6133741955091534E+06    7.3682752633923440E-12    7.3682702324222660E-12    5.0799724071160215E+05    5.1213417420449946E+06    1.7670032387770505E+01    1.7550438008543832E+00    1.0853189042809547E+01    1.0986439016612088E+01    5.4645740148196220E+10    5.4924260012909436E+11    1.4997932909769943E-05    1.1165144072968008E+17    1.1165144072968008E+17    1.1165144072968008E+17    1.1165144072968008E+17
 1.0734377969607545E-04    6.9839616294767319E+00    1.1165144072968032E+17    4.3177027897974020E+06    7.3681093295964886E-12    7.3681110470720969E-12    5.0519822241546004E+05    5.1116428004985154E+06    1.7646687372982928E+01    1.7453786056938632E+00    1.0157573735340398E+01    1.0985710070042881E+01    5.4343256465411598E+10    5.1399862991467242E+11    1.4998793538103206E-05    1.1165144072968032E+17    1.1165144072968032E+17    1.1165144072968032E+17    1.1165144072968032E+17
 1.0734446154597960E-04    6.9839426878198729E+00    1.1165144072968138E+17    2.7489264213103778E+06    7.3668646368840988E-12    7.3668663543685153E-12    4.8845063124403817E+05    5.0337322338489033E+06    1.7457517082559722E+01    1.6875571439218180E+00    6.4667821932350664E+00    1.0981286776310798E+01    5.2530662130619484E+10    3.2702220060772626E+11    1.5005792467145847E-05    1.1165144072968138E+17    1.1165144072968138E+17    1.1165144072968138E+17    1.1165144072968138E+17
 1.0734560881459671E-04    6.9839108170267501E+00    1.1165144072968898E+17    1.9432417360257229E+06    7.3647725762954850E-12    7.3647742928500277E-12    4.7590455116979819E+05    4.9080035767437788E+06    1.7148542374281767E+01    1.6442748932688178E+00    4.5712026055707913E+00    1.0973858793679067E+01    5.1163246225378204E+10    2.3091033147458017E+11    1.5017573542269520E-05    1.1165144072968898E+17    1.1165144072968898E+17    1.1165144072968898E+17    1.1165144072968898E+17
 1.0734745860474290E-04    6.9838594306631121E+00    1.1165144072969309E+17    1.7085678963682626E+06    7.3614053614031464E-12    7.3614070764610544E-12    4.7057542927047727E+05    4.7183329758591279E+06    1.6673581854843000E+01    1.6259634135781948E+00    4.0188346741311340E+00    1.0961918333983107E+01    5.0561493858085121E+10    2.0265026581947592E+11    1.5036581420400171E-05    1.1165144072969309E+17    1.1165144072969309E+17    1.1165144072969309E+17    1.1165144072969309E+17
 1.0735044317928332E-04    6.9837765212025769E+00    1.1165144072969678E+17    1.6672726556459176E+06    7.3559878078322743E-12    7.3559895204816069E-12    4.6847813753647619E+05    4.4421635429584160E+06    1.5962295251650634E+01    1.6188783980344563E+00    3.9211768460977536E+00    1.0942747911227508E+01    5.0290074316940437E+10    1.9716668774901382E+11    1.5067283172527991E-05    1.1165144072969678E+17    1.1165144072969678E+17    1.1165144072969678E+17    1.1165144072969678E+17
 1.0735526411668599E-04    6.9836426007003096E+00    1.1165144072971339E+17    1.6581486168361439E+06    7.3472766979570746E-12    7.3472784067333649E-12    4.6632849001839000E+05    4.0601161567631573E+06    1.4937717469261109E+01    1.6117090489615593E+00    3.8988772902190423E+00    1.0912028972897916E+01    4.9985850914776459E+10    1.9515750127062317E+11    1.5116961749290041E-05    1.1165144072971339E+17    1.1165144072971339E+17    1.1165144072971339E+17    1.1165144072971339E+17
 1.0736306552022075E-04    6.9834258909386584E+00    1.1165144072970378E+17    1.6476170264103008E+06    7.3332832467939860E-12    7.3332849493443334E-12    4.6299759445653798E+05    3.5674091545405495E+06    1.3541608770577129E+01    1.6006105473503014E+00    3.8727675639897750E+00    1.0862954778770352E+01    4.9512353734399391E+10    1.9244926032916351E+11    1.5197579605106732E-05    1.1165144072970378E+17    1.1165144072970378E+17    1.1165144072970378E+17    1.1165144072970378E+17
