Epsilon_beta,Time [Days]
300049657159430.3,1.1583612729184723e-05
298316190823461.3,1.1603997282876524e-05
296579148750948.94,1.1624417708799113e-05
294838710498175.1,1.1644874070079554e-05
293095060436181.25,1.1665366429955998e-05
291348387473754.25,1.1685894851777873e-05
289598957658360.75,1.17064593990061e-05
287846963039203.94,1.1727060135213267e-05
286092605582124.0,1.174769712408384e-05
284336235061918.3,1.1768370429414356e-05
282578081781179.06,1.178908011511362e-05
280818825234279.22,1.1809826245202895e-05
279058257387545.22,1.1830608883816117e-05
277296628622539.62,1.185142809520008e-05
275534492990403.25,1.187228394371463e-05
273772169107673.03,1.1893176493832886e-05
272009877251451.1,1.1914105810141414e-05
270247931460068.06,1.193507195734044e-05
268486643728978.2,1.1956075000244054e-05
266726937528742.3,1.1977115003780396e-05
264968806623929.6,1.199819203299187e-05
263212389070979.6,1.2019306153035337e-05
261458918837395.16,1.2040457429182324e-05
259708319056896.1,1.2061645926819215e-05
257960551563214.0,1.2082871711447465e-05
256217416119237.62,1.2104134848683794e-05
254477854648522.4,1.212543540426039e-05
252743685674528.4,1.2146773444025123e-05
251014079195890.1,1.2168149033941732e-05
249291020057257.2,1.2189562240090043e-05
247573811537523.47,1.221101312866616e-05
245863082452093.38,1.2232501765982687e-05
244160270311224.16,1.2254028218468921e-05
242465006584001.47,1.2275592552671052e-05
240777921740585.66,1.2297194835252386e-05
239099590694712.88,1.2318835132993536e-05
237430528704224.16,1.2340513512792635e-05
235771190127579.38,1.2362230041665543e-05
234121969926050.88,1.2383984786746046e-05
232483821462032.22,1.2405777815286084e-05
230856810317876.44,1.2427609194655932e-05
229241449069702.84,1.2449478992344429e-05
227638317906751.56,1.2471387275959179e-05
226048196518902.78,1.2493334113226754e-05
224471601832543.4,1.2515319571992915e-05
222909523087388.38,1.2537343720222815e-05
221362449357761.38,1.255940662600121e-05
219831552381266.1,1.2581508357532673e-05
218317714718986.56,1.2603648983141796e-05
216822557884160.62,1.2625828571273411e-05
215348159631071.6,1.2648047190492797e-05
213897541505839.12,1.2670304909485892e-05
212473768235906.62,1.2692601797059505e-05
211082138134358.1,1.2714937922141526e-05
209729515444898.72,1.2737313353781155e-05
208424561989655.66,1.2759728161149091e-05
207179345728141.56,1.278218241353776e-05
206010411986079.75,1.280467618036153e-05
204939958515563.6,1.2827209531156924e-05
204000085704128.2,1.2849782535582828e-05
203232026841747.8,1.2872395263420715e-05
202699254710825.62,1.289504778457486e-05
202488470700802.94,1.2917740169072548e-05
202728363682934.16,1.2940472487064305e-05
203618705359595.7,1.2963244808824098e-05
205467322903893.3,1.2986057204749563e-05
208789755258457.28,1.300890974536222e-05
214448796666250.88,1.3031802501307695e-05
224029169760832.44,1.3054735543355928e-05
240457480195251.3,1.3077708942401404e-05
269307489941080.06,1.3100722769463359e-05
321009994980993.06,1.3123777095686012e-05
411201130533538.1,1.3146871992338781e-05
551626463436378.1,1.31700075308165e-05
732812884908104.2,1.3193183782639642e-05
933445430005544.4,1.321640081945454e-05
1141149201459907.8,1.323965871303361e-05
1350980731497817.0,1.3262957535275567e-05
1560613747756616.8,1.3286297358205655e-05
1768674899014673.8,1.3309678253975865e-05
1974234091314158.8,1.3333100294865165e-05
2176615124210035.2,1.3356563553279704e-05
