# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.1000e+01 1.2000e+13 5.0000e+01 0.12000
2.5000e-05 9.9629e+00 1.0214e+13 5.1125e+01 0.12000
5.0000e-05 8.9204e+00 8.6933e+12 5.2250e+01 0.12000
7.6000e-05 7.9320e+00 7.5715e+12 5.3420e+01 0.12000
1.0100e-04 7.1843e+00 6.5945e+12 5.4545e+01 0.12000
1.2600e-04 6.5221e+00 5.8774e+12 5.5670e+01 0.12000
1.5100e-04 6.0170e+00 5.1190e+12 5.6795e+01 0.12000
1.7700e-04 5.5897e+00 4.5623e+12 5.7965e+01 0.12000
2.0200e-04 5.2046e+00 4.0661e+12 5.9090e+01 0.12000
2.2700e-04 4.9021e+00 3.5415e+12 6.0215e+01 0.12000
2.5200e-04 4.5960e+00 3.1564e+12 6.1340e+01 0.12000
2.7700e-04 4.3290e+00 2.8130e+12 6.2465e+01 0.12000
3.0300e-04 4.0587e+00 2.4501e+12 6.3635e+01 0.12000
3.2800e-04 3.8582e+00 2.1837e+12 6.4760e+01 0.12000
3.5300e-04 3.6340e+00 1.9461e+12 6.5885e+01 0.12000
3.7800e-04 3.4545e+00 1.7749e+12 6.7010e+01 0.12000
4.0300e-04 3.2613e+00 1.5820e+12 6.8135e+01 0.12000
4.2900e-04 3.1145e+00 1.4427e+12 6.9305e+01 0.12000
4.5400e-04 2.9674e+00 1.3158e+12 7.0430e+01 0.12000
4.7900e-04 2.8274e+00 1.2000e+12 7.1555e+01 0.12000
5.0400e-04 2.7126e+00 1.0944e+12 7.2680e+01 0.12000
5.2900e-04 2.5786e+00 9.9813e+11 7.3805e+01 0.12000
5.5500e-04 2.4739e+00 9.1029e+11 7.4975e+01 0.12000
5.8000e-04 2.3790e+00 8.3020e+11 7.6100e+01 0.12000
6.0500e-04 2.2771e+00 7.7479e+11 7.7225e+01 0.12000
6.3000e-04 2.1897e+00 7.0661e+11 7.8350e+01 0.12000
6.5600e-04 2.0912e+00 6.5945e+11 7.9520e+01 0.12000
6.8100e-04 1.9971e+00 6.0143e+11 8.0645e+01 0.12000
7.0600e-04 1.9248e+00 5.6128e+11 8.1770e+01 0.12000
7.3100e-04 1.8424e+00 5.1190e+11 8.2895e+01 0.12000
7.5600e-04 1.7676e+00 4.7773e+11 8.4020e+01 0.12000
7.8200e-04 1.6997e+00 4.4584e+11 8.5190e+01 0.12000
8.0700e-04 1.6196e+00 4.0661e+11 8.6315e+01 0.12000
8.3200e-04 1.5502e+00 3.7947e+11 8.7440e+01 0.12000
8.5700e-04 1.4906e+00 3.5415e+11 8.8565e+01 0.12000
8.8200e-04 1.4236e+00 3.3050e+11 8.9690e+01 0.12000
9.0800e-04 1.3595e+00 3.0845e+11 9.0860e+01 0.12000
9.3300e-04 1.3044e+00 2.8786e+11 9.1985e+01 0.12000
9.5800e-04 1.2485e+00 2.6864e+11 9.3110e+01 0.12000
9.8300e-04 1.1896e+00 2.5072e+11 9.4235e+01 0.12000
1.0090e-03 1.1230e+00 2.3398e+11 9.5405e+01 0.12000
1.0340e-03 1.0504e+00 2.2345e+11 9.6530e+01 0.12000
1.0590e-03 9.6913e-01 2.0854e+11 9.7655e+01 0.12000
1.0840e-03 8.9822e-01 1.9461e+11 9.8780e+01 0.12000
1.1090e-03 8.3827e-01 1.8586e+11 9.9905e+01 0.12000
1.1350e-03 7.9138e-01 1.7345e+11 1.0107e+02 0.12000
1.1600e-03 7.3179e-01 1.6565e+11 1.0220e+02 0.12000
1.1850e-03 6.8294e-01 1.5459e+11 1.0333e+02 0.12000
1.2100e-03 6.4177e-01 1.4763e+11 1.0445e+02 0.12000
1.2350e-03 6.0868e-01 1.4099e+11 1.0558e+02 0.12000
1.2610e-03 5.6935e-01 1.3158e+11 1.0675e+02 0.12000
1.2860e-03 5.3381e-01 1.2566e+11 1.0787e+02 0.12000
1.3110e-03 5.0279e-01 1.2000e+11 1.0900e+02 0.12000
1.3360e-03 4.7905e-01 1.1460e+11 1.1012e+02 0.12000
1.3620e-03 4.5644e-01 1.0944e+11 1.1129e+02 0.12000
1.3870e-03 4.2892e-01 1.0452e+11 1.1241e+02 0.12000
1.4120e-03 4.0587e-01 9.9813e+10 1.1354e+02 0.12000
1.4370e-03 3.8671e-01 9.5320e+10 1.1466e+02 0.12000
1.4620e-03 3.6931e-01 9.1029e+10 1.1579e+02 0.12000
1.4880e-03 3.5594e-01 8.6933e+10 1.1696e+02 0.12000
1.5130e-03 3.3604e-01 8.3020e+10 1.1809e+02 0.12000
1.5380e-03 3.1870e-01 7.9284e+10 1.1921e+02 0.12000
1.5630e-03 3.0506e-01 7.7479e+10 1.2033e+02 0.12000
1.5880e-03 2.9335e-01 7.3991e+10 1.2146e+02 0.12000
1.6140e-03 2.8339e-01 7.0661e+10 1.2263e+02 0.12000
1.6390e-03 2.7251e-01 6.7481e+10 1.2375e+02 0.12000
1.6640e-03 2.5965e-01 6.5945e+10 1.2488e+02 0.12000
1.6890e-03 2.4853e-01 6.2977e+10 1.2600e+02 0.12000
1.7150e-03 2.3899e-01 6.1543e+10 1.2717e+02 0.12000
1.7400e-03 2.3034e-01 5.8774e+10 1.2830e+02 0.12000
1.7650e-03 2.2355e-01 5.6128e+10 1.2943e+02 0.12000
1.7900e-03 2.1746e-01 5.4851e+10 1.3055e+02 0.12000
1.8150e-03 2.0767e-01 5.2382e+10 1.3168e+02 0.12000
1.8410e-03 1.9924e-01 5.1190e+10 1.3284e+02 0.12000
1.8660e-03 1.9204e-01 4.8885e+10 1.3397e+02 0.12000
1.8910e-03 1.8552e-01 4.7773e+10 1.3509e+02 0.12000
1.9160e-03 1.8046e-01 4.6685e+10 1.3622e+02 0.12000
1.9410e-03 1.7595e-01 4.4584e+10 1.3734e+02 0.12000
1.9670e-03 1.7195e-01 4.3570e+10 1.3851e+02 0.12000
1.9920e-03 1.6496e-01 4.2578e+10 1.3964e+02 0.12000
2.0170e-03 1.5936e-01 4.0661e+10 1.4076e+02 0.12000
2.0420e-03 1.5431e-01 3.9735e+10 1.4189e+02 0.12000
2.0680e-03 1.4976e-01 3.8832e+10 1.4306e+02 0.12000
2.0930e-03 1.4601e-01 3.7083e+10 1.4419e+02 0.12000
2.1130e-03 1.4268e-01 3.6240e+10 1.4508e+02 0.12000
2.1430e-03 1.4009e-01 3.5415e+10 1.4644e+02 0.12000
2.1730e-03 1.3657e-01 3.4609e+10 1.4778e+02 0.12000
2.1930e-03 1.3225e-01 3.3050e+10 1.4869e+02 0.12000
2.2230e-03 1.2835e-01 3.2298e+10 1.5004e+02 0.12000
2.2430e-03 1.2485e-01 3.1564e+10 1.5094e+02 0.12000
2.2730e-03 1.2173e-01 3.0845e+10 1.5228e+02 0.12000
2.2930e-03 1.1923e-01 2.9457e+10 1.5319e+02 0.12000
2.3230e-03 1.1705e-01 2.8786e+10 1.5453e+02 0.12000
2.3430e-03 1.1519e-01 2.8130e+10 1.5544e+02 0.12000
2.3730e-03 1.1360e-01 2.7491e+10 1.5679e+02 0.12000
2.3930e-03 1.1050e-01 2.6864e+10 1.5769e+02 0.12000
2.4230e-03 1.0749e-01 2.6254e+10 1.5903e+02 0.12000
2.4430e-03 1.0504e-01 2.5656e+10 1.5994e+02 0.12000
2.4730e-03 1.0266e-01 2.5072e+10 1.6128e+02 0.12000
2.4930e-03 1.0078e-01 2.3943e+10 1.6219e+02 0.12000
2.5230e-03 9.9171e-02 2.3398e+10 1.6353e+02 0.12000
2.5430e-03 9.7585e-02 2.2866e+10 1.6444e+02 0.12000
2.5730e-03 9.6468e-02 2.2345e+10 1.6579e+02 0.12000
2.5930e-03 9.5584e-02 2.1837e+10 1.6669e+02 0.12000
2.6230e-03 9.3408e-02 2.1339e+10 1.6803e+02 0.12000
2.6430e-03 9.1072e-02 2.0854e+10 1.6894e+02 0.12000
2.6730e-03 8.9204e-02 2.0379e+10 1.7028e+02 0.12000
2.6930e-03 8.7374e-02 1.9915e+10 1.7119e+02 0.12000
2.7230e-03 8.5780e-02 1.9461e+10 1.7254e+02 0.12000
2.7530e-03 8.4409e-02 1.9019e+10 1.7388e+02 0.12000
2.7730e-03 8.3250e-02 1.8586e+10 1.7478e+02 0.12000
2.8030e-03 8.2107e-02 1.8163e+10 1.7613e+02 0.12000
2.8230e-03 8.1355e-02 1.7749e+10 1.7703e+02 0.12000
2.8530e-03 8.0795e-02 1.7345e+10 1.7838e+02 0.12000
2.8730e-03 7.9320e-02 1.6951e+10 1.7928e+02 0.12000
2.9030e-03 7.7693e-02 1.6565e+10 1.8064e+02 0.12000
2.9230e-03 7.6100e-02 1.6188e+10 1.8153e+02 0.12000
2.9530e-03 7.4711e-02 1.6188e+10 1.8288e+02 0.12000
2.9730e-03 7.3516e-02 1.5820e+10 1.8378e+02 0.12000
3.0030e-03 7.2508e-02 1.5459e+10 1.8513e+02 0.12000
3.0230e-03 7.1678e-02 1.5107e+10 1.8603e+02 0.12000
3.0530e-03 7.1021e-02 1.4763e+10 1.8739e+02 0.12000
3.0730e-03 7.0370e-02 1.4427e+10 1.8828e+02 0.12000
3.1030e-03 6.9885e-02 1.4099e+10 1.8963e+02 0.12000
3.1230e-03 6.9564e-02 1.3778e+10 1.9053e+02 0.12000
3.1530e-03 6.8609e-02 1.3558e+10 1.9188e+02 0.12000
3.1730e-03 6.7357e-02 1.3310e+10 1.9278e+02 0.12000
3.2030e-03 6.6433e-02 1.3037e+10 1.9414e+02 0.12000
3.2230e-03 6.5371e-02 1.2799e+10 1.9503e+02 0.12000
3.2530e-03 6.4474e-02 1.2537e+10 1.9638e+02 0.12000
3.2730e-03 6.3736e-02 1.2308e+10 1.9728e+02 0.12000
3.3030e-03 6.3152e-02 1.2055e+10 1.9863e+02 0.12000
3.3330e-03 6.2572e-02 1.1835e+10 1.9999e+02 0.12000
3.3530e-03 6.2142e-02 1.1619e+10 2.0088e+02 0.12000
3.3830e-03 6.1714e-02 1.1407e+10 2.0224e+02 0.12000
3.4030e-03 6.1430e-02 1.1173e+10 2.0314e+02 0.12000
3.4330e-03 6.1289e-02 1.0969e+10 2.0448e+02 0.12000
3.4530e-03 6.0448e-02 1.0769e+10 2.0538e+02 0.12000
3.4830e-03 5.9619e-02 1.0573e+10 2.0673e+02 0.12000
3.5030e-03 5.8801e-02 1.0380e+10 2.0763e+02 0.12000
3.5330e-03 5.8128e-02 1.0214e+10 2.0899e+02 0.12000
3.5530e-03 5.7463e-02 1.0027e+10 2.0989e+02 0.12000
3.5830e-03 5.6935e-02 9.8443e+09 2.1123e+02 0.12000
3.6030e-03 5.6413e-02 9.6646e+09 2.1213e+02 0.12000
3.6330e-03 5.6025e-02 9.5101e+09 2.1348e+02 0.12000
3.6530e-03 5.5640e-02 9.3365e+09 2.1438e+02 0.12000
3.6830e-03 5.5384e-02 9.1660e+09 2.1574e+02 0.12000
3.7030e-03 5.5129e-02 9.0196e+09 2.1664e+02 0.12000
3.7330e-03 5.5003e-02 8.8549e+09 2.1799e+02 0.12000
3.7530e-03 5.4877e-02 8.7133e+09 2.1888e+02 0.12000
3.7830e-03 5.4123e-02 8.5740e+09 2.2023e+02 0.12000
3.8030e-03 5.3503e-02 8.4175e+09 2.2113e+02 0.12000
3.8330e-03 5.2770e-02 8.2829e+09 2.2249e+02 0.12000
3.8530e-03 5.2285e-02 8.1505e+09 2.2338e+02 0.12000
3.8830e-03 5.1687e-02 8.0201e+09 2.2474e+02 0.12000
3.9130e-03 5.1213e-02 7.8920e+09 2.2608e+02 0.12000
3.9330e-03 5.0861e-02 7.7479e+09 2.2698e+02 0.12000
3.9630e-03 5.0511e-02 7.6240e+09 2.2834e+02 0.12000
3.9830e-03 5.0163e-02 7.5021e+09 2.2924e+02 0.12000
4.0130e-03 4.9933e-02 7.3822e+09 2.3059e+02 0.12000
4.0330e-03 4.9703e-02 7.2809e+09 2.3149e+02 0.12000
4.0630e-03 4.9589e-02 7.1645e+09 2.3283e+02 0.12000
4.0830e-03 4.9474e-02 7.0499e+09 2.3373e+02 0.12000
4.1130e-03 4.9474e-02 6.9372e+09 2.3509e+02 0.12000
4.1330e-03 4.9134e-02 6.8263e+09 2.3599e+02 0.12000
4.1630e-03 4.8572e-02 6.7171e+09 2.3734e+02 0.12000
4.1830e-03 4.8016e-02 6.6250e+09 2.3824e+02 0.12000
4.2130e-03 4.7575e-02 6.5190e+09 2.3958e+02 0.12000
4.2330e-03 4.7139e-02 6.4296e+09 2.4048e+02 0.12000
4.2630e-03 4.6815e-02 6.3268e+09 2.4184e+02 0.12000
4.2830e-03 4.6386e-02 6.2257e+09 2.4274e+02 0.12000
4.3130e-03 4.6173e-02 6.1403e+09 2.4409e+02 0.12000
4.3330e-03 4.5855e-02 6.0559e+09 2.4499e+02 0.12000
4.3630e-03 4.5644e-02 5.9591e+09 2.4633e+02 0.12000
4.3830e-03 4.5539e-02 5.8774e+09 2.4723e+02 0.12000
4.4130e-03 4.5435e-02 5.7834e+09 2.4859e+02 0.12000
4.4330e-03 4.5330e-02 5.7041e+09 2.4949e+02 0.12000
4.4630e-03 4.5226e-02 5.6258e+09 2.5084e+02 0.12000
4.4830e-03 4.5226e-02 5.5358e+09 2.5174e+02 0.12000
4.5130e-03 4.5122e-02 5.4599e+09 2.5308e+02 0.12000
4.5430e-03 4.4708e-02 5.3850e+09 2.5444e+02 0.12000
4.5630e-03 4.4298e-02 5.3111e+09 2.5534e+02 0.12000
4.5930e-03 4.3993e-02 5.2382e+09 2.5669e+02 0.12000
4.6130e-03 4.3590e-02 5.1663e+09 2.5759e+02 0.12000
4.6430e-03 4.3290e-02 5.0955e+09 2.5894e+02 0.12000
4.6630e-03 4.3091e-02 5.0255e+09 2.5983e+02 0.12000
4.6930e-03 4.2794e-02 4.9566e+09 2.6119e+02 0.12000
4.7130e-03 4.2598e-02 4.8885e+09 2.6209e+02 0.12000
4.7430e-03 4.2499e-02 4.8216e+09 2.6344e+02 0.12000
4.7630e-03 4.2305e-02 4.7553e+09 2.6434e+02 0.12000
4.7930e-03 4.2207e-02 4.6901e+09 2.6569e+02 0.12000
4.8130e-03 4.2110e-02 4.6258e+09 2.6658e+02 0.12000
4.8430e-03 4.2110e-02 4.5623e+09 2.6794e+02 0.12000
4.8630e-03 4.2110e-02 4.4997e+09 2.6884e+02 0.12000
4.8930e-03 4.2110e-02 4.4482e+09 2.7019e+02 0.12000
4.9130e-03 4.2110e-02 4.3872e+09 2.7108e+02 0.12000
4.9430e-03 4.2013e-02 4.3269e+09 2.7244e+02 0.12000
4.9630e-03 4.1627e-02 4.2775e+09 2.7334e+02 0.12000
4.9930e-03 4.1437e-02 4.2188e+09 2.7469e+02 0.12000
5.0130e-03 4.1151e-02 4.1609e+09 2.7559e+02 0.12000
5.0430e-03 4.0962e-02 4.1133e+09 2.7694e+02 0.12000
5.0630e-03 4.0774e-02 4.0568e+09 2.7783e+02 0.12000
5.0930e-03 4.0494e-02 4.0011e+09 2.7919e+02 0.12000
5.1230e-03 4.0401e-02 3.9554e+09 2.8053e+02 0.12000
5.1430e-03 4.0215e-02 3.9011e+09 2.8144e+02 0.12000
5.1730e-03 4.0122e-02 3.8564e+09 2.8278e+02 0.12000
5.1930e-03 4.0029e-02 3.8035e+09 2.8368e+02 0.12000
5.2230e-03 3.9938e-02 3.7600e+09 2.8503e+02 0.12000
5.2430e-03 3.9846e-02 3.7169e+09 2.8594e+02 0.12000
5.2730e-03 3.9754e-02 3.6659e+09 2.8728e+02 0.12000
5.2930e-03 3.9754e-02 3.6240e+09 2.8819e+02 0.12000
5.3230e-03 3.9754e-02 3.5825e+09 2.8953e+02 0.12000
5.3430e-03 3.9754e-02 3.5333e+09 2.9043e+02 0.12000
5.3730e-03 3.9754e-02 3.4928e+09 2.9178e+02 0.12000
5.3930e-03 3.9754e-02 3.4529e+09 2.9269e+02 0.12000
5.4230e-03 3.9572e-02 3.4133e+09 2.9403e+02 0.12000
