    time    temp    dens
   9.28317522718287E+03   1.00000000000000E-02   4.93884392522268E-10
     nin     zin       y       x
  1    0     2.10994340658546E-11   2.10994340658546E-11
  0    1     4.60922706886816E-10   4.60922706886816E-10
  1    1     6.81565209126408E-12   1.36313041825282E-11
  2    1     2.33367408240432E-11   7.00102224721297E-11
  1    2     4.75678713791178E-16   1.42703614137354E-15
  2    2     2.06266507914721E-04   8.25066031658884E-04
  4    2     1.00000000000000E-99   1.00000000000000E-99
  3    3     8.96258787877350E-12   5.37755272726410E-11
  4    3     3.22452293474952E-10   2.25716605432466E-09
  5    3     1.00000000000000E-99   1.00000000000000E-99
  6    3     1.00000000000000E-99   1.00000000000000E-99
  3    4     2.59485132549050E-20   1.81639592784335E-19
  5    4     1.01030609012006E-06   9.09275481108055E-06
  6    4     7.71813446834855E-07   7.71813446834854E-06
  7    4     6.93022998883399E-23   7.62325298771739E-22
  8    4     1.00000000000000E-99   1.00000000000000E-99
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.16683273859020E-16   1.16683273859020E-15
  6    5     8.35440180977968E-10   9.18984199075765E-09
  7    5     1.00000000000000E-99   1.00000000000000E-99
  8    5     1.00000000000000E-99   1.00000000000000E-99
  9    5     1.00000000000000E-99   1.00000000000000E-99
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     7.19399650966785E-07   8.63279581160142E-06
  7    6     3.75432376950914E-08   4.88062090036188E-07
  8    6     2.40108479502321E-08   3.36151871303250E-07
  9    6     1.00000000000000E-99   1.00000000000000E-99
 10    6     1.00000000000000E-99   1.00000000000000E-99
 11    6     1.00000000000000E-99   1.00000000000000E-99
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.68529481114817E-24   2.19088325449262E-23
  7    7     1.25785008291619E-11   1.76099011608267E-10
  8    7     6.03638853729309E-06   9.05458280593964E-05
  9    7     1.87646733540481E-23   3.00234773664769E-22
 10    7     1.00000000000000E-99   1.00000000000000E-99
 11    7     1.00000000000000E-99   1.00000000000000E-99
 12    7     1.00000000000000E-99   1.00000000000000E-99
 13    7     1.00000000000000E-99   1.00000000000000E-99
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.00000000000000E-99   1.00000000000000E-99
  8    8     1.28717872388192E-07   2.05948595821107E-06
  9    8     1.92865182866087E-09   3.27870810872347E-08
 10    8     1.33480837969645E-08   2.40265508345360E-07
 11    8     2.38531749249054E-25   4.53210323573202E-24
 12    8     1.00000000000000E-99   1.00000000000000E-99
 13    8     1.00000000000000E-99   1.00000000000000E-99
 14    8     1.00000000000000E-99   1.00000000000000E-99
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     1.00000000000000E-99   1.00000000000000E-99
  9    9     2.20996312351910E-24   3.97793362233437E-23
 10    9     4.14702034016552E-07   7.87933864631448E-06
 11    9     8.77406969609705E-25   1.75481393921941E-23
 12    9     1.00000000000000E-99   1.00000000000000E-99
 13    9     1.00000000000000E-99   1.00000000000000E-99
 14    9     1.00000000000000E-99   1.00000000000000E-99
 15    9     1.00000000000000E-99   1.00000000000000E-99
 16    9     1.00000000000000E-99   1.00000000000000E-99
