# 1:A 2:Y(A) 3:X(A)
    1     1.19753988122368E-09     1.19753988122368E-09
    2     7.59696661064620E-16     1.51939332212924E-15
    3     2.67972604591970E-09     8.03917813775910E-09
    4     2.26950166334513E-04     9.07800665338053E-04
    5     0.00000000000000E+00     0.00000000000000E+00
    6     6.86497109509011E-09     4.11898265705407E-08
    7     8.39423566942947E-10     5.87596496860063E-09
    8     0.00000000000000E+00     0.00000000000000E+00
    9     6.99809888070338E-07     6.29828899263304E-06
   10     6.33401701169616E-08     6.33401701169617E-07
   11     3.81541631002717E-09     4.19695794102989E-08
   12     4.64956494691095E-07     5.57947793629314E-06
   13     4.71143048091609E-08     6.12485962519092E-07
   14     7.88482481576541E-08     1.10387547420716E-06
   15     1.08694339480547E-05     1.63041509220821E-04
   16     2.21978980513342E-07     3.55166368821347E-06
   17     2.41648505277526E-09     4.10802458971794E-08
   18     8.21803091376346E-07     1.47924556447742E-05
   19     1.11635561970195E-06     2.12107567743371E-05
   20     7.88336518403019E-08     1.57667303680604E-06
   21     1.08696065506803E-07     2.28261737564287E-06
   22     2.89845209899624E-06     6.37659461779173E-05
   23     8.99564984503327E-10     2.06899946435765E-08
   24     1.59974899192121E-08     3.83939758061090E-07
   25     6.72831551173396E-08     1.68207887793349E-06
   26     3.67639519578026E-09     9.55862750902868E-08
   27     8.23500401781742E-10     2.22345108481070E-08
   28     1.53641538020290E-09     4.30196306456813E-08
   29     9.62125836367410E-10     2.79016492546549E-08
   30     1.72148586200685E-09     5.16445758602055E-08
   31     2.80098558858022E-09     8.68305532459869E-08
   32     1.02292777659448E-08     3.27336888510234E-07
   33     9.81590786491733E-09     3.23924959542272E-07
   34     1.30238838826032E-08     4.42812052008509E-07
   35     8.03135752560298E-09     2.81097513396104E-07
   36     2.43870686778956E-09     8.77934472404241E-08
   37     1.53016367050699E-08     5.66160558087585E-07
   38     3.39613260556307E-10     1.29053039011397E-08
   39     1.79534771793838E-10     7.00185609995968E-09
   40     2.44058509565856E-09     9.76234038263422E-08
   41     6.41252617664383E-09     2.62913573242397E-07
   42     6.39805813238593E-08     2.68718441560209E-06
   43     9.41093056381912E-09     4.04670014244222E-07
   44     1.87951573227477E-08     8.26986922200898E-07
   45     3.73238275456138E-08     1.67957223955262E-06
