#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361900E-04    6.9839641175076776E+00    1.0427224292352856E+17    4.9823532028768947E+06    7.5977214037923530E-12    7.6231248035224900E-12    5.0308053449964867E+05    5.3908786556000877E+06    1.8787633788603429E+01    1.7392496788094196E+00    1.1789328350268962E+01    1.1897380094698008E+01    5.4023613541900627E+10    5.7981226742454297E+11    3.7228251980326183E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369015804092E-04    6.9839641168292408E+00    1.0427224292352856E+17    4.9888514855340319E+06    7.6183408946786620E-12    7.6282408612249163E-12    5.0306756346277340E+05    5.3921729049237734E+06    1.8780760948224557E+01    1.7392143567327103E+00    1.1804651618046179E+01    1.1903339291441412E+01    5.4021861797937286E+10    5.8056989285175964E+11    3.7228118277049597E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369024799473E-04    6.9839641143303375E+00    1.0427224292352854E+17    4.9907299286212213E+06    7.6334370077215619E-12    7.6319071751706483E-12    5.0302269234603766E+05    5.3952741532115340E+06    1.8751984033190766E+01    1.7390680243374921E+00    1.1809057289053305E+01    1.1910774139253501E+01    5.4017161090770638E+10    5.8078872021557544E+11    3.7228021287863899E-04    1.0427224292352854E+17    1.0427224292352854E+17    1.0427224292352854E+17    1.0427224292352854E+17
 1.0734369221148260E-04    6.9839640597849453E+00    1.0427224292352861E+17    4.9811041353986980E+06    7.6301070111979535E-12    7.6299022630309435E-12    5.0282757190755906E+05    5.4053506828345461E+06    1.8663116293856774E+01    1.7384010641876586E+00    1.1786286342577275E+01    1.1910341856347074E+01    5.3998329943235138E+10    5.7966661109595972E+11    3.7228065599348979E-04    1.0427224292352861E+17    1.0427224292352861E+17    1.0427224292352861E+17    1.0427224292352861E+17
 1.0734371155831884E-04    6.9839635223328154E+00    1.0427224292352861E+17    4.8876954110735832E+06    7.6296869386816948E-12    7.6296871599713125E-12    5.0212187096902140E+05    5.4061604045524895E+06    1.8659443904796841E+01    1.7359617055254846E+00    1.1565263479505848E+01    1.1908608862567993E+01    5.3922782845011238E+10    5.6879632430990259E+11    3.7228071422941992E-04    1.0427224292352861E+17    1.0427224292352861E+17    1.0427224292352861E+17    1.0427224292352861E+17
 1.0734427869655389E-04    6.9839477673365833E+00    1.0427224292353054E+17    3.0351718083230448E+06    7.6295056076335209E-12    7.6295058708454647E-12    4.8622668789573060E+05    5.4057783519356558E+06    1.8658327659043980E+01    1.6810103884015373E+00    7.1818245999627885E+00    1.1909030336510599E+01    5.2216347888730202E+10    3.5322181503636536E+11    3.7228081734366650E-04    1.0427224292353054E+17    1.0427224292353054E+17    1.0427224292353054E+17    1.0427224292353054E+17
 1.0736242712007562E-04    6.9834436243838729E+00    1.0427224292356779E+17    1.5289129421759278E+06    7.6237092378264484E-12    7.6237095006385117E-12    4.6370181222632306E+05    5.3936029385080812E+06    1.8622547034627228E+01    1.6032046502719055E+00    3.6173877178066665E+00    1.1923078326523676E+01    4.9813935279294685E+10    1.7805208354427859E+11    3.7228411373625112E-04    1.0427224292356779E+17    1.0427224292356779E+17    1.0427224292356779E+17    1.0427224292356779E+17
 1.0756414860624293E-04    6.9778422665135578E+00    1.0427224292385181E+17    1.5297991550716460E+06    7.5599162770809831E-12    7.5599165354877490E-12    4.6429884383980511E+05    5.2709532527915984E+06    1.8263281956849053E+01    1.6060286721656674E+00    3.6156322136202492E+00    1.2080465220343372E+01    5.0062255754036171E+10    1.7951391442077444E+11    3.7232075936493827E-04    1.0427224292385181E+17    1.0427224292385181E+17    1.0427224292385181E+17    1.0427224292385181E+17
 1.0792168685588434E-04    6.9679246701907642E+00    1.0427224292312002E+17    1.5331682930904839E+06    7.4496255743847977E-12    7.4496258252461998E-12    4.6553412082141481E+05    5.1025618308530720E+06    1.7776615875449817E+01    1.6116454107115747E+00    3.6166682430446562E+00    1.2366325450783940E+01    5.0522715053704742E+10    1.8234122160709109E+11    3.7238574090848163E-04    1.0427224292312002E+17    1.0427224292312002E+17    1.0427224292312002E+17    1.0427224292312002E+17
 1.0849839024792610E-04    6.9519577389194476E+00    1.0427224292350010E+17    1.5396713325405647E+06    7.2788553126790467E-12    7.2788555520759970E-12    4.6787635770237207E+05    4.9316629529176941E+06    1.7305937760322088E+01    1.6219148369142022E+00    3.6205677510642729E+00    1.2847186040722329E+01    5.1307194883655754E+10    1.8710403982368536E+11    3.7249063568484310E-04    1.0427224292350010E+17    1.0427224292350010E+17    1.0427224292350010E+17    1.0427224292350010E+17
 1.0942949433585205E-04    6.9262646315291008E+00    1.0427224292312024E+17    1.5525385444745214E+06    7.0203071727865729E-12    7.0203073953308006E-12    4.7239721904887940E+05    4.8375034687294997E+06    1.7128719248215905E+01    1.6410613971776244E+00    3.6316472356151150E+00    1.3679786514534028E+01    5.2666299745418716E+10    1.9529303381458612E+11    3.7266020456186747E-04    1.0427224292312024E+17    1.0427224292312024E+17    1.0427224292312024E+17    1.0427224292312024E+17
 1.1093511704394082E-04    6.8849752783860687E+00    1.0427224292456658E+17    1.5780275160562550E+06    6.6419010045306802E-12    6.6419012035026120E-12    4.8106390820018540E+05    4.9947924761810983E+06    1.7872951411605097E+01    1.6767608376522396E+00    3.6584032574063201E+00    1.5193681415497084E+01    5.5049479031949455E+10    2.0972990602191260E+11    3.7293497584428315E-04    1.0427224292456658E+17    1.0427224292456658E+17    1.0427224292456658E+17    1.0427224292456658E+17
