    time    temp    dens
   1.33748389479178E+00   4.23775466966505E-01   1.65138852679036E+02
     nin     zin       y       x
  1    0     1.12455635975153E-10   1.12455635975153E-10
  0    1     1.36534657257062E-14   1.36534657257062E-14
  1    1     2.62133081575057E-14   5.24266163150114E-14
  2    1     6.81726842421799E-10   2.04518052726540E-09
  1    2     1.77525402755403E-16   5.32576208266208E-16
  2    2     1.25640094741820E-04   5.02560378967281E-04
  4    2     8.92149272121187E-09   5.35289563272712E-08
  3    3     1.09888650358622E-09   6.59331902151730E-09
  4    3     7.60256144142684E-10   5.32179300899879E-09
  5    3     2.92541343615673E-15   2.34033074892538E-14
  6    3     4.07816641275405E-07   3.67034977147865E-06
  3    4     3.96737530564746E-16   2.77716271395322E-15
  5    4     3.14865359172800E-07   2.83378823255520E-06
  6    4     6.33352878809534E-08   6.33352878809534E-07
  7    4     4.96748245564267E-19   5.46423070120694E-18
  8    4     2.51419815558865E-19   3.01703778670638E-18
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     3.81352628013038E-12   3.81352628013038E-11
  6    5     3.18078344107203E-09   3.49886178517923E-08
  7    5     5.34085900842089E-12   6.40903081010507E-11
  8    5     6.63162026620277E-13   8.62110634606360E-12
  9    5     7.46883178048191E-21   1.04563644926747E-19
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     3.37833819837966E-20   3.71617201821762E-19
  6    6     4.42667746348872E-07   5.31201295618646E-06
  7    6     4.71057745576958E-08   6.12375069250046E-07
  8    6     7.78596623281754E-08   1.09003527259446E-06
  9    6     1.69074950557707E-12   2.53612425836560E-11
 10    6     5.55656386062217E-06   8.89050217699548E-05
 11    6     4.45732007705892E-14   7.57744413100017E-13
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     7.50772472118837E-17   9.76004213754488E-16
  7    7     2.45700960372429E-10   3.43981344521401E-09
  8    7     5.36846894315708E-06   8.05270341473563E-05
  9    7     1.01388400849648E-07   1.62221441359437E-06
 10    7     2.76126785495175E-08   4.69415535341798E-07
 11    7     6.07513934012175E-09   1.09352508122192E-07
 12    7     4.34246845532612E-07   8.25069006511962E-06
 13    7     1.56247216906702E-10   3.12494433813404E-09
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     2.18970187571864E-21   3.28455281357797E-20
  8    8     3.87330866254992E-08   6.19729386007987E-07
  9    8     6.37566085720634E-10   1.08386234572508E-08
 10    8     6.35385160913116E-07   1.14369328964361E-05
 11    8     8.52687009912049E-07   1.62010531883289E-05
 12    8     7.50829231813246E-08   1.50165846362649E-06
 13    8     9.20114097313976E-08   1.93223960435935E-06
 14    8     2.30668710801503E-06   5.07471163763307E-05
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     3.28174925853848E-22   5.57897373951541E-21
  9    9     1.73824551297942E-17   3.12884192336295E-16
