#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361900E-04    6.9839641175076776E+00    1.0427224292352856E+17    4.9823532028769068E+06    7.5977214037923513E-12    7.6231248035224900E-12    5.0308053449964878E+05    5.3908786556000868E+06    1.8787633788603422E+01    1.7392496788094196E+00    1.1789328350268988E+01    1.1897380094698001E+01    5.4023613541900627E+10    5.7981226742454419E+11    3.7228251980326183E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369015804092E-04    6.9839641168292408E+00    1.0427224292352856E+17    4.9888514855340272E+06    7.6183408946786669E-12    7.6282408612249180E-12    5.0306756346277340E+05    5.3921729049237752E+06    1.8780760948224550E+01    1.7392143567327094E+00    1.1804651618046172E+01    1.1903339291441410E+01    5.4021861797937202E+10    5.8056989285175818E+11    3.7228118277049592E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369024799473E-04    6.9839641143303375E+00    1.0427224292352856E+17    4.9907299286212213E+06    7.6334370077215651E-12    7.6319071751706532E-12    5.0302269234603754E+05    5.3952741532115387E+06    1.8751984033190759E+01    1.7390680243374925E+00    1.1809057289053307E+01    1.1910774139253501E+01    5.4017161090770622E+10    5.8078872021557544E+11    3.7228021287863899E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734369221148260E-04    6.9839640597849453E+00    1.0427224292352859E+17    4.9811041353987018E+06    7.6301070111979567E-12    7.6299022630309467E-12    5.0282757190755894E+05    5.4053506828345479E+06    1.8663116293856781E+01    1.7384010641876582E+00    1.1786286342577281E+01    1.1910341856347074E+01    5.3998329943235115E+10    5.7966661109596008E+11    3.7228065599348968E-04    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17    1.0427224292352859E+17
 1.0734371155831884E-04    6.9839635223328154E+00    1.0427224292352856E+17    4.8876954110736065E+06    7.6296869386817319E-12    7.6296871599713512E-12    5.0212187096902117E+05    5.4061604045524979E+06    1.8659443904796866E+01    1.7359617055254835E+00    1.1565263479505900E+01    1.1908608862568066E+01    5.3922782845011223E+10    5.6879632430990503E+11    3.7228071422941975E-04    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17    1.0427224292352856E+17
 1.0734427869655389E-04    6.9839477673365833E+00    1.0427224292353026E+17    3.0351718083231500E+06    7.6295056076341462E-12    7.6295058708460867E-12    4.8622668789573340E+05    5.4057783519355832E+06    1.8658327659043678E+01    1.6810103884015466E+00    7.1818245999630399E+00    1.1909030336511721E+01    5.2216347888730469E+10    3.5322181503637933E+11    3.7228081734366639E-04    1.0427224292353026E+17    1.0427224292353026E+17    1.0427224292353026E+17    1.0427224292353026E+17
 1.0736242712007562E-04    6.9834436243838729E+00    1.0427224292358690E+17    1.5289129421746035E+06    7.6237092377857000E-12    7.6237095005977682E-12    4.6370181222634588E+05    5.3936029384935210E+06    1.8622547034576847E+01    1.6032046502720314E+00    3.6173877178034881E+00    1.1923078326489641E+01    4.9813935279284775E+10    1.7805208354411844E+11    3.7228411373626473E-04    1.0427224292358690E+17    1.0427224292358690E+17    1.0427224292358690E+17    1.0427224292358690E+17
 1.0756414860624714E-04    6.9778422665134396E+00    1.0427224292394245E+17    1.5297991550638317E+06    7.5599162768844324E-12    7.5599165352911935E-12    4.6429884384031239E+05    5.2709532527538324E+06    1.8263281956725788E+01    1.6060286721678034E+00    3.6156322136063594E+00    1.2080465220216846E+01    5.0062255754000748E+10    1.7951391441995721E+11    3.7232075936500402E-04    1.0427224292394245E+17    1.0427224292394245E+17    1.0427224292394245E+17    1.0427224292394245E+17
 1.0792168685590145E-04    6.9679246701902908E+00    1.0427224292370352E+17    1.5331682930848543E+06    7.4496255730377550E-12    7.4496258238991572E-12    4.6553412082292937E+05    5.1025618311375780E+06    1.7776615876512324E+01    1.6116454107182139E+00    3.6166682430281472E+00    1.2366325450120259E+01    5.0522715053584244E+10    1.8234122160645685E+11    3.7238574090892057E-04    1.0427224292370352E+17    1.0427224292370352E+17    1.0427224292370352E+17    1.0427224292370352E+17
 1.0849839024793990E-04    6.9519577389190657E+00    1.0427224292420227E+17    1.5396713325035537E+06    7.2788553112212734E-12    7.2788555506182252E-12    4.6787635770230065E+05    4.9316629529284593E+06    1.7305937760377596E+01    1.6219148369159710E+00    3.6205677509734970E+00    1.2847186039094428E+01    5.1307194883321678E+10    1.8710403981930042E+11    3.7249063568535842E-04    1.0427224292420227E+17    1.0427224292420227E+17    1.0427224292420227E+17    1.0427224292420227E+17
