#                               Top nuclear energy producers for each reaction given in erg/g/s                                                                                                                                                                                                                                                                                                                                                                                                                                                  Top nuclear energy consumers for each reaction given in erg/g/s                                                                                                                                                                                                                                                                                                                                                                                                                             |     Top nuclear energy producers for each isotope given in erg/g/s                                                                                                                                                                                         Top nuclear energy consumers for each isotope given in erg/g/s
#    Time[s]   Etot[erg/g/s]    Reaction_1                       Reaction_2                       Reaction_3                       Reaction_4                       Reaction_5                       Reaction_6                       Reaction_7                       Reaction_8                       Reaction_9                       Reaction_10                           Ereac_1        Ereac_2        Ereac_3        Ereac_4        Ereac_5        Ereac_6        Ereac_7        Ereac_8        Ereac_9        Ereac_10         Reaction_1                       Reaction_2                       Reaction_3                       Reaction_4                       Reaction_5                       Reaction_6                       Reaction_7                       Reaction_8                       Reaction_9                       Reaction_10                          Ereac_1        Ereac_2        Ereac_3        Ereac_4        Ereac_5        Ereac_6        Ereac_7        Ereac_8        Ereac_9        Ereac_10         |      Iso1    Iso2    Iso3    Iso4    Iso5    Iso6    Iso7    Iso8    Iso9   Iso10        Eiso_1         Eiso_2         Eiso_3         Eiso_4         Eiso_5         Eiso_6         Eiso_7         Eiso_8         Eiso_9         Eiso_10           Iso1    Iso2    Iso3    Iso4    Iso5    Iso6    Iso7    Iso8    Iso9   Iso10        Eiso_1         Eiso_2         Eiso_3         Eiso_4         Eiso_5         Eiso_6         Eiso_7         Eiso_8         Eiso_9         Eiso_10
  2.3257E-05      0.0000E+00    p + p => d                       p + p => d                       f25 => n + ne24                  mn73 => n + n + fe71             s46 => n + cl45                  br105 => n + n + kr103           s46 => cl46                      se102 => n + n + br100           f25 => ne25                      br105 => n + kr104                   -4.9739E-15    -4.9739E-15    -1.0654E-06    -1.1042E-06    -1.1057E-06    -1.2592E-06    -1.4828E-06    -1.5083E-06    -1.5472E-06    -1.6594E-06       n => p                           se118 => n + br117               se118 => n + n + br116           se118 => br118                   ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + br116               se117 => n + n + br115           ni99 => n + n + cu97                -6.6325E+17    -1.1503E+16    -1.1031E+16    -1.0826E+16    -5.3535E+15    -4.0283E+15    -1.5008E+15    -1.4374E+15    -1.3186E+15    -6.2169E+14       |     -----   -----   -----   -----   -----   -----   -----   -----   -----   -----        0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00       -----   -----   -----   -----   -----   -----   -----   -----   -----   -----        0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
  2.3257E-05      9.6391E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.8626E+20     8.9520E+19     4.9999E+19     4.1418E+19     3.1682E+19     2.3238E+19     2.1063E+19     1.8054E+19     1.5026E+19     1.3822E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   kr121       -3.7567E+20    -8.2463E+19    -7.4996E+19    -1.3825E+19    -7.5095E+18    -2.8169E+18    -1.2253E+18    -1.0528E+18    -2.6521E+17    -9.3115E+16
  2.3257E-05      1.0500E+20    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9306E+20     8.9328E+19     4.9814E+19     4.7802E+19     3.1984E+19     2.2489E+19     2.1758E+19     1.8218E+19     1.5814E+19     1.3847E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7973E+20    -8.4055E+19    -7.5161E+19    -1.3316E+19    -8.1848E+18    -2.8269E+18    -1.2207E+18    -1.0870E+18    -2.6813E+17    -1.0465E+17
  2.3257E-05      9.8312E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9297E+19     4.9792E+19     4.1137E+19     3.1977E+19     2.2477E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4034E+19    -7.5170E+19    -1.3313E+19    -8.1841E+18    -2.8251E+18    -1.2203E+18    -1.0865E+18    -2.6803E+17    -1.0451E+17
  2.3257E-05      9.8290E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9297E+19     4.9792E+19     4.1115E+19     3.1977E+19     2.2477E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4033E+19    -7.5170E+19    -1.3313E+19    -8.1840E+18    -2.8251E+18    -1.2203E+18    -1.0865E+18    -2.6803E+17    -1.0451E+17
  2.3257E-05      9.8287E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7272E-53     8.7059E-52     4.1341E-18     5.8180E-17     4.6461E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4530E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9297E+19     4.9792E+19     4.1113E+19     3.1977E+19     2.2477E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4033E+19    -7.5170E+19    -1.3313E+19    -8.1840E+18    -2.8251E+18    -1.2203E+18    -1.0865E+18    -2.6803E+17    -1.0451E+17
  2.3257E-05      9.8291E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1482E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7058E-52     4.1340E-18     5.8179E-17     4.6460E-11     1.2713E-07     8.8209E-07     2.1324E-06     3.4529E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9297E+19     4.9791E+19     4.1117E+19     3.1977E+19     2.2477E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4033E+19    -7.5170E+19    -1.3313E+19    -8.1840E+18    -2.8251E+18    -1.2203E+18    -1.0865E+18    -2.6803E+17    -1.0451E+17
  2.3257E-05      9.8290E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4418E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1481E+18     6.6076E+17     6.5318E+17     6.5291E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7057E-52     4.1340E-18     5.8177E-17     4.6459E-11     1.2713E-07     8.8209E-07     2.1323E-06     3.4529E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9296E+19     4.9791E+19     4.1117E+19     3.1977E+19     2.2477E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4033E+19    -7.5170E+19    -1.3313E+19    -8.1840E+18    -2.8251E+18    -1.2203E+18    -1.0866E+18    -2.6803E+17    -1.0451E+17
  2.3258E-05      9.8291E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4417E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1481E+18     6.6075E+17     6.5318E+17     6.5290E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7271E-53     8.7054E-52     4.1338E-18     5.8174E-17     4.6456E-11     1.2712E-07     8.8208E-07     2.1323E-06     3.4529E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9296E+19     4.9791E+19     4.1118E+19     3.1977E+19     2.2476E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3842E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4034E+19    -7.5170E+19    -1.3313E+19    -8.1840E+18    -2.8251E+18    -1.2203E+18    -1.0866E+18    -2.6804E+17    -1.0451E+17
  2.3258E-05      9.8296E+19    se118 => br118                   se118 => n + n + br116           ge112 => as112                   as115 => se115                   se117 => br117                   se117 => n + n + br115           ni99 => cu99                     ni98 => cu98                     ge110 => as110                   ni99 => n + n + cu97                  2.2631E+19     1.3280E+19     8.4417E+18     8.2734E+18     2.9026E+18     1.7205E+18     1.1481E+18     6.6075E+17     6.5318E+17     6.5289E+17       p44 => s44                       al39 => si39                     be10 => b10                      p + p => d                       p + p => d                       c16 => n16                       fe76 => n + n + co74             f25 => n + ne24                  ar52 => n + n + k50              mo128 => n + tc127                   1.7270E-53     8.7050E-52     4.1335E-18     5.8167E-17     4.6451E-11     1.2711E-07     8.8207E-07     2.1321E-06     3.4527E-06     3.6460E-06       |     ge112    ni99    ni98       n   zn105    fe92   ge111   zn104   kr124    ti80        2.9297E+20     8.9295E+19     4.9791E+19     4.1123E+19     3.1976E+19     2.2476E+19     2.1754E+19     1.8212E+19     1.5823E+19     1.3841E+19       se118   se117   as115   se116   as114   br119   se115   br118   br117   zr136       -3.7960E+20    -8.4034E+19    -7.5169E+19    -1.3313E+19    -8.1839E+18    -2.8251E+18    -1.2203E+18    -1.0866E+18    -2.6804E+17    -1.0451E+17
