time_days,Ba140 top 20
1.1581889009869677e-05,8.22348442930523e-06
1.160227070288277e-05,9.592410949261862e-06
1.1622688263396381e-05,1.1152864207232031e-05
1.1643141754529784e-05,1.2926787455504335e-05
1.1663631239513322e-05,1.4948689663522801e-05
1.168415678168862e-05,1.724137173303444e-05
1.1704718444508758e-05,1.9829056604733046e-05
1.1725316291538495e-05,2.275681148071568e-05
1.1745950386454436e-05,2.6064964261743986e-05
1.1766620793045252e-05,2.97832206730653e-05
1.178732757521187e-05,3.395383466898888e-05
1.1808070796967665e-05,3.8622562438580664e-05
1.1828850522438664e-05,4.3840015777977354e-05
1.1849666815863737e-05,4.968549494194233e-05
1.1870519741594814e-05,5.619465573908797e-05
1.1891409364097055e-05,6.341670643283166e-05
1.1912335747949075e-05,7.141516988388834e-05
1.1933298957843133e-05,8.026943898657638e-05
1.1954299058585331e-05,9.009885015593936e-05
1.1975336115095818e-05,0.00010093597579115195
1.199641019240898e-05,0.00011286522547262553
1.2017521355673667e-05,0.0001259765455206972
1.2038669670153358e-05,0.00014040206981556018
1.2059855201226398e-05,0.0001562691160659112
1.2081078014386175e-05,0.00017363956197486444
1.2102338175241337e-05,0.00019262962462882085
1.2123635749515981e-05,0.0002133625072393642
1.2144970803049875e-05,0.00023602251404111437
1.2166343401798645e-05,0.00026077512445594765
1.2187753611833987e-05,0.00028773497330016463
1.2209201499343867e-05,0.000317000594891246
1.2230687130632732e-05,0.0003487910172782354
1.2252210572121708e-05,0.00038340573515494687
1.2273771890348808e-05,0.0004209748223442305
1.2295371151969139e-05,0.0004617493192916496
1.2317008423755106e-05,0.0005057200156408589
1.2338683772596625e-05,0.0005534533152167881
1.2360397265501313e-05,0.0006046503557302778
1.2382148969594712e-05,0.0006602885312352478
1.2403938952120499e-05,0.0007197982107156956
1.2425767280440676e-05,0.0007842726723562976
1.2447634022035786e-05,0.0008532293606841931
1.246953924450513e-05,0.0009276299515585669
1.249148301556697e-05,0.0010072273083057302
1.2513465403058733e-05,0.0010928049177108606
1.2535486474937229e-05,0.00118434891007872
1.2557546299278855e-05,0.0012825397366348105
1.2579644944279813e-05,0.0013877395264908139
1.2601782478256311e-05,0.0014996974017083041
1.262395896964478e-05,0.0016201821460619815
1.2646174487002088e-05,0.0017481539270123223
1.2668429099005746e-05,0.001884778302237589
1.2690722874454123e-05,0.0020306536365835223
1.271305588226666e-05,0.0021852548828808173
1.273542819148408e-05,0.002350873934422057
1.2757839871268606e-05,0.002526323933942639
1.278029099090417e-05,0.0027128645257834694
1.2802781619796623e-05,0.002911391307053371
1.2825311827473973e-05,0.00312109873968239
1.2847881683586564e-05,0.0033451474632324577
1.287049125790732e-05,0.0035818559166707186
1.2893140620331946e-05,0.0038322907855921624
1.2915829840879158e-05,0.0040985236597048304
1.2938558989690875e-05,0.004379022489229935
1.2961328137032467e-05,0.0046766258034137715
1.2984137353292944e-05,0.004991454998526635
1.3006986708985192e-05,0.0053230290649450345
1.3029876274746181e-05,0.005674048656320246
1.3052806121337195e-05,0.00604475678087287
1.3075776319644034e-05,0.00643453883004692
1.3098786940677248e-05,0.00684627222620997
1.3121838055572345e-05,0.007281578950311933
1.3144929735590026e-05,0.007739379792059509
1.3168062052116383e-05,0.00822057318055932
1.3191235076663149e-05,0.008726082897929343
1.3214448880867883e-05,0.009259454981780706
1.3237703536494226e-05,0.009820385470970227
1.3260999115432103e-05,0.010409153145667262
1.3284335689697951e-05,0.011026728750919436
1.330771333143494e-05,0.011674206255216275
1.3331132112913196e-05,0.012354684855553561
1.3354592106530025e-05,0.013069735434465294
1.337809338481014e-05,0.013818450850889707
1.3401636020405882e-05,0.014602056639554918
1.3425220086097441e-05,0.015421809678041576
1.3448845654793088e-05,0.0162799108240277
1.34725127995294e-05,0.01718169958871447
1.349622159347147e-05,0.018124454546183607
1.3519972109913168e-05,0.01910953929805312
1.3543764422277326e-05,0.020138447438862
1.3567598604115993e-05,0.021212711610691118
1.3591474729110654e-05,0.022333904207008273
1.361539287107246e-05,0.0235070885881207
1.363935310394245e-05,0.024733087053766235
1.3663355501791783e-05,0.026011340675943174
1.3687400138821973e-05,0.027343599954706775
1.3711487089365112e-05,0.028731659027314775
1.3735616427884092e-05,0.030179439954938082
1.3759788228972857e-05,0.03168740726671429
1.3784002567356613e-05,0.03326003914966209
1.380825951789207e-05,0.03489989591070471
1.3832559155567663e-05,0.03660634133270091
1.3856901555503803e-05,0.03838148134900411
1.3881286792953086e-05,0.04022746883642926
1.3905714943300544e-05,0.042150439167588996
1.3930186082063866e-05,0.044149713971505425
1.3954700284893642e-05,0.0462277018065117
1.3979257627573583e-05,0.04838686700635079
1.400385818602077e-05,0.05062973045449068
1.402850203628588e-05,0.05295887036483714
1.4053189254553426e-05,0.05537692306608434
1.4077919917141983e-05,0.057886583790099755
1.4102694100504435e-05,0.06049060746461707
1.4127511881228208e-05,0.06319180951037867
1.4152373336035507e-05,0.0659930666429003
1.4177278541783544e-05,0.06889731767896895
1.4202227575464792e-05,0.07191352611643433
1.4227220514207215e-05,0.07503897644893033
1.4252257435274499e-05,0.07827684711372228
1.42773384160663e-05,0.08163038668655107
1.430246353411849e-05,0.0851053551311343
1.432763286710337e-05,0.08870165779903916
1.4352846492829945e-05,0.0924229910998419
1.4378104489244141e-05,0.09627307679713783
1.4403406934429051e-05,0.10025566351797753
1.4428753906605179e-05,0.10437452786436333
1.4454145484130684e-05,0.10863347544224723
1.4479581745501612e-05,0.11303634184256019
1.4505062769352152e-05,0.11758699356984954
1.453058863445487e-05,0.1222893289182942
1.4556159419720954e-05,0.12714727880391208
1.4581775204200458e-05,0.13216480756776094
1.4607436067082557e-05,0.13734591363176346
1.463314208769577e-05,0.14269461724651358
1.4658893345508223e-05,0.14821497767681008
1.4684689920127891e-05,0.15391109358678198
1.4710531891302839e-05,0.15978710036711022
1.4736419338921472e-05,0.1658471712651109
1.4762352343012788e-05,0.17211067607274314
1.4788330983746608e-05,0.17857090642136356
1.4814355341433845e-05,0.18522966169881494
1.4840425496526739e-05,0.19209129589661766
1.4866541529619105e-05,0.1991602081382042
1.4892703521446595e-05,0.2064408443925303
1.4918911552886926e-05,0.21394452253445637
1.494516570496016e-05,0.22169130327744951
1.4971466058828923e-05,0.2296652472642241
1.4997812695798674e-05,0.237871028497226
1.5024205697317954e-05,0.24631338031567518
1.5050645144978636e-05,0.2550111181839806
1.507713112051618e-05,0.26400378096254573
1.5103663705809878e-05,0.2732508153675559
1.5130242982883115e-05,0.28279465192867154
1.515686903390362e-05,0.29262801320861576
1.5183541941183719e-05,0.3027486423969094
1.5210261787180595e-05,0.3131423009657492
1.5237028654496532e-05,0.3238148962773268
1.526384262587918e-05,0.3347906523009066
