time_days,Cd124 top 17
1.1581889009869677e-05,46492233.219789624
1.160227070288277e-05,53339584.1340995
1.1622688263396381e-05,60992620.153795026
1.1643141754529784e-05,69522229.6178906
1.1663631239513322e-05,79044646.67761208
1.168415678168862e-05,89623820.13648455
1.1704718444508758e-05,101325938.51649803
1.1725316291538495e-05,114289619.17314251
1.1745950386454436e-05,128627526.46137843
1.1766620793045252e-05,144408081.60191554
1.178732757521187e-05,161738963.03436396
1.1808070796967665e-05,180732825.28215414
1.1828850522438664e-05,201510798.2050518
1.1849666815863737e-05,224274977.68274653
1.1870519741594814e-05,249080065.37197897
1.1891409364097055e-05,276020138.9475992
1.1912335747949075e-05,305225599.6447764
1.1933298957843133e-05,336862637.3607656
1.1954299058585331e-05,371191920.3007215
1.1975336115095818e-05,408226612.7920708
1.199641019240898e-05,448115992.4031201
1.2017521355673667e-05,491013455.2208385
1.2038669670153358e-05,537163312.9753182
1.2059855201226398e-05,586777818.1139903
1.2081078014386175e-05,639905194.3726948
1.2102338175241337e-05,696714662.5533043
1.2123635749515981e-05,757378866.1593356
1.2144970803049875e-05,822185117.4580443
1.2166343401798645e-05,891356816.8831328
1.2187753611833987e-05,965000035.8665525
1.2209201499343867e-05,1043186264.8396986
1.2230687130632732e-05,1126208451.4692981
1.2252210572121708e-05,1214475471.2388499
1.2273771890348808e-05,1308061051.1464894
1.2295371151969139e-05,1407247671.2100167
1.2317008423755106e-05,1511855608.7521322
1.2338683772596625e-05,1622654546.0914853
1.2360397265501313e-05,1738994735.7029736
1.2382148969594712e-05,1862215560.7646863
1.2403938952120499e-05,1991269357.244512
1.2425767280440676e-05,2127565499.786073
1.2447634022035786e-05,2270218445.96971
1.246953924450513e-05,2420346782.019197
1.249148301556697e-05,2577409934.0504775
1.2513465403058733e-05,2742199586.9628806
1.2535486474937229e-05,2914476377.3355327
1.2557546299278855e-05,3094824594.402409
1.2579644944279813e-05,3283422881.8508763
1.2601782478256311e-05,3479746186.3113055
1.262395896964478e-05,3685480308.764191
1.2646174487002088e-05,3899237182.523271
1.2668429099005746e-05,4121972379.2716675
1.2690722874454123e-05,4354003547.175534
1.271305588226666e-05,4594551679.504794
1.273542819148408e-05,4845472107.207577
1.2757839871268606e-05,5105375127.928641
1.278029099090417e-05,5375083466.587558
1.2802781619796623e-05,5655044249.776322
1.2825311827473973e-05,5944291429.551636
1.2847881683586564e-05,6245002068.626352
1.287049125790732e-05,6555524762.992537
1.2893140620331946e-05,6876348386.89208
1.2915829840879158e-05,7208607577.703586
1.2938558989690875e-05,7550887557.813764
1.2961328137032467e-05,7904741947.248425
1.2984137353292944e-05,8269861549.970855
1.3006986708985192e-05,8645591351.027601
1.3029876274746181e-05,9033188001.335657
1.3052806121337195e-05,9432389690.26156
1.3075776319644034e-05,9842482473.061152
1.3098786940677248e-05,10264638758.981434
1.3121838055572345e-05,10699259705.692732
1.3144929735590026e-05,11145372469.906164
1.3168062052116383e-05,11603035208.486116
1.3191235076663149e-05,12072299848.451118
1.3214448880867883e-05,12554322668.297646
1.3237703536494226e-05,13048509052.924902
1.3260999115432103e-05,13554548725.467161
1.3284335689697951e-05,14072427527.758444
1.330771333143494e-05,14602163145.566893
1.3331132112913196e-05,15144461017.133017
1.3354592106530025e-05,15699398317.477947
1.337809338481014e-05,16266205674.192122
1.3401636020405882e-05,16844870713.444773
1.3425220086097441e-05,17435374120.0463
1.3448845654793088e-05,18037951095.166813
1.34725127995294e-05,18653649282.87184
1.349622159347147e-05,19281200045.653862
1.3519972109913168e-05,19920531158.29808
1.3543764422277326e-05,20571589702.946796
1.3567598604115993e-05,21234315918.981037
1.3591474729110654e-05,21908643267.820686
1.361539287107246e-05,22595231247.33067
1.363935310394245e-05,23293746590.550594
1.3663355501791783e-05,24003600787.649242
1.3687400138821973e-05,24724699084.23455
1.3711487089365112e-05,25456940455.161896
1.3735616427884092e-05,26200566023.522457
1.3759788228972857e-05,26955192251.66333
1.3784002567356613e-05,27721077196.91832
1.380825951789207e-05,28498119654.12871
1.3832559155567663e-05,29285748719.407345
1.3856901555503803e-05,30083818215.266506
1.3881286792953086e-05,30892176734.46462
1.3905714943300544e-05,31711123868.36241
1.3930186082063866e-05,32540110139.336246
1.3954700284893642e-05,33378967430.521885
1.3979257627573583e-05,34227522694.596596
1.400385818602077e-05,35085598163.12928
1.402850203628588e-05,35953011564.98813
1.4053189254553426e-05,36829576350.92075
1.4077919917141983e-05,37715101922.915436
1.4102694100504435e-05,38609393867.20485
1.4127511881228208e-05,39512254189.932686
1.4152373336035507e-05,40423481554.66132
1.4177278541783544e-05,41342871520.972115
1.4202227575464792e-05,42270561577.77225
1.4227220514207215e-05,43205963264.935814
1.4252257435274499e-05,44148867901.120285
1.42773384160663e-05,45099064239.89808
1.430246353411849e-05,46056443831.040665
1.432763286710337e-05,47020628886.5989
1.4352846492829945e-05,47991421112.84868
1.4378104489244141e-05,48968615152.67816
1.4403406934429051e-05,49951999939.47965
1.4428753906605179e-05,50941359879.23398
1.4454145484130684e-05,51936475894.313835
1.4479581745501612e-05,52937126346.56285
1.4505062769352152e-05,53943087853.58985
1.453058863445487e-05,54954136010.65918
1.4556159419720954e-05,55970046029.1693
1.4581775204200458e-05,56990593301.380424
1.4607436067082557e-05,58015553873.23431
1.463314208769577e-05,59044704725.2217
1.4658893345508223e-05,60077824483.2205
1.4684689920127891e-05,61114693713.78662
1.4710531891302839e-05,62155095162.81112
1.4736419338921472e-05,63198814018.99882
1.4762352343012788e-05,64245725874.10644
1.4788330983746608e-05,65295518252.10062
1.4814355341433845e-05,66347965256.862946
1.4840425496526739e-05,67402862063.89664
1.4866541529619105e-05,68460007409.60966
1.4892703521446595e-05,69519203656.91762
1.4918911552886926e-05,70580249697.96463
1.494516570496016e-05,71642911331.65433
1.4971466058828923e-05,72707006500.42851
1.4997812695798674e-05,73772352257.15915
1.5024205697317954e-05,74838769487.45363
1.5050645144978636e-05,75906012079.58989
1.507713112051618e-05,76973674767.05539
1.5103663705809878e-05,78041814889.86942
1.5130242982883115e-05,79110007585.01982
1.515686903390362e-05,80178128753.73293
1.5183541941183719e-05,81246054703.51308
1.5210261787180595e-05,82313792064.44263
1.5237028654496532e-05,83381203755.04587
1.526384262587918e-05,84447983611.86278
1.5290703784221806e-05,85513445791.62683
1.5317612212563552e-05,86578070611.5824
1.5344567994089693e-05,87641728641.13638
1.537157121213189e-05,88704290661.30132
1.5398621950168458e-05,89765599052.34508
1.5425720291824604e-05,90824545261.86421
1.5452866320872705e-05,91881932463.8113
1.5480060121232558e-05,92937640708.70714
1.5507301776971646e-05,93991550765.17332
1.553459137230538e-05,95043544252.03967
1.5561928991597396e-05,96092760196.44508
1.5589314719359768e-05,97139370473.67079
1.5616748640253303e-05,98183662164.87651
1.5644230839087796e-05,99225527437.45811
1.5671761400822287e-05,100264859677.26457
1.5699340410565326e-05,101301518645.53795
1.5726967953575235e-05,102334225917.95793
1.5754644115260378e-05,103364050579.90007
1.578236898117941e-05,104390896998.03606
1.581014263704156e-05,105414671012.90182
1.5837965168706887e-05,106435280024.40656
1.5865836662186538e-05,107452454538.05315
1.589375720364303e-05,108464573549.61958
1.5921726879390505e-05,109473545570.77866
1.5949745775894994e-05,110479298167.24284
1.5977813979774703e-05,111481758415.5186
1.6005931577800252e-05,112478963636.8025
1.6034098656894976e-05,113472344523.66231
1.606231530413516e-05,114462191358.01474
1.609058160675034e-05,115448437772.58504
1.6118897652123545e-05,116429946895.0776
1.614726352779159e-05,117406536744.41243
1.6175679321445325e-05,118379151384.69011
1.620414512092993e-05,119348079842.58029
1.623266101424517e-05,120312507800.52519
1.626122708954567e-05,121271185565.04762
1.628984343514118e-05,122225999128.1997
1.6318510139496877e-05,123176894735.61514
1.6347227291233596e-05,124123298728.92526
1.6375994979128136e-05,125063546348.496
1.6404813292113533e-05,125999726494.99123
1.643368231927931e-05,126931790870.82745
1.6462602149871783e-05,127859676377.77934
1.6491572873294313e-05,128780622968.61905
1.6520594579107596e-05,129697430322.65224
1.6549667357029935e-05,130610056584.16785
1.657879129693752e-05,131518459932.71964
1.6607966488864708e-05,132419959883.46185
1.6637193023004285e-05,133317045954.0681
1.666647098970777e-05,134209815722.01149
1.669580047948568e-05,135098232402.39174
1.6725181583007802e-05,135980095844.50989
1.6754614391103493e-05,136857038232.0241
1.6784098994761946e-05,137729556241.12033
1.681363548513248e-05,138597618087.96786
1.684322395352481e-05,139459747765.25238
1.6872864491409343e-05,140316237821.7427
1.6902557190417454e-05,141168220580.4498
1.693230214234177e-05,142015503273.64774
