time_days,In124 top 10
1.1581889009869677e-05,6726.436942210143
1.160227070288277e-05,8078.427666317921
1.1622688263396381e-05,9661.255780749929
1.1643141754529784e-05,11507.621997040911
1.1663631239513322e-05,13667.63923983407
1.168415678168862e-05,16178.287699069599
1.1704718444508758e-05,19079.449575689017
1.1725316291538495e-05,22439.537401442372
1.1745950386454436e-05,26319.005148703807
1.1766620793045252e-05,30774.623999723193
1.178732757521187e-05,35879.571764415385
1.1808070796967665e-05,41713.35211833867
1.1828850522438664e-05,48364.6018164279
1.1849666815863737e-05,55958.68367244426
1.1870519741594814e-05,64573.33515940192
1.1891409364097055e-05,74304.32256014035
1.1912335747949075e-05,85270.37688779159
1.1933298957843133e-05,97618.35657085908
1.1954299058585331e-05,111565.43889750552
1.1975336115095818e-05,127188.95645372383
1.199641019240898e-05,144653.36766685767
1.2017521355673667e-05,164135.61417635623
1.2038669670153358e-05,185889.64882764008
1.2059855201226398e-05,210167.17431394864
1.2081078014386175e-05,237107.47502913963
1.2102338175241337e-05,266947.4349165546
1.2123635749515981e-05,299939.8376158162
1.2144970803049875e-05,336453.9684138971
1.2166343401798645e-05,376831.311217508
1.2187753611833987e-05,421309.0467884183
1.2209201499343867e-05,470109.35643309634
1.2230687130632732e-05,523688.42976147454
1.2252210572121708e-05,582661.1404801355
1.2273771890348808e-05,647259.3946433241
1.2295371151969139e-05,717983.2645828777
1.2317008423755106e-05,794900.8463087117
1.2338683772596625e-05,879177.904321151
1.2360397265501313e-05,970275.1175205144
1.2382148969594712e-05,1070173.770786357
1.2403938952120499e-05,1177783.2232505984
1.2425767280440676e-05,1295334.4768563814
1.2447634022035786e-05,1421898.8439725013
1.246953924450513e-05,1559459.9148548879
1.249148301556697e-05,1707555.765691603
1.2513465403058733e-05,1867820.1363961557
1.2535486474937229e-05,2040260.6543545215
1.2557546299278855e-05,2226290.4527628855
1.2579644944279813e-05,2426600.166481776
1.2601782478256311e-05,2640741.309167487
1.262395896964478e-05,2872402.4647428244
1.2646174487002088e-05,3119477.5544791617
1.2668429099005746e-05,3384394.7017660234
1.2690722874454123e-05,3668407.457982812
1.271305588226666e-05,3970439.7763188668
1.273542819148408e-05,4295237.01226701
1.2757839871268606e-05,4640340.827771925
1.278029099090417e-05,5008347.093362497
1.2802781619796623e-05,5401089.429631589
1.2825311827473973e-05,5816880.462511278
1.2847881683586564e-05,6262171.547945878
1.287049125790732e-05,6733369.877459264
1.2893140620331946e-05,7232679.554304483
1.2915829840879158e-05,7764322.97689704
1.2938558989690875e-05,8325114.07569801
1.2961328137032467e-05,8920736.068791073
1.2984137353292944e-05,9551134.683367541
1.3006986708985192e-05,10215282.671415811
1.3029876274746181e-05,10918533.406757189
1.3052806121337195e-05,11661248.674280278
1.3075776319644034e-05,12442059.182890102
1.3098786940677248e-05,13266478.931305926
1.3121838055572345e-05,14137111.866931852
1.3144929735590026e-05,15051730.496387918
1.3168062052116383e-05,16011960.501307333
1.3191235076663149e-05,17019418.962341893
1.3214448880867883e-05,18080712.475627
1.3237703536494226e-05,19194949.791046973
1.3260999115432103e-05,20362285.671670876
1.3284335689697951e-05,21584169.148249097
1.330771333143494e-05,22862357.77100305
1.3331132112913196e-05,24202277.61975193
1.3354592106530025e-05,25606401.085899405
1.337809338481014e-05,27072594.459947232
1.3401636020405882e-05,28602657.56777993
1.3425220086097441e-05,30198402.946676996
1.3448845654793088e-05,31863112.452689443
1.34725127995294e-05,33605658.83531266
1.349622159347147e-05,35420600.19618526
1.3519972109913168e-05,37309739.395208016
1.3543764422277326e-05,39275048.77462079
1.3567598604115993e-05,41318508.94432627
