Epsilon_beta,Time [Days]
3.878130488989859e+16,1.6872864491409343e-05
3.8613217016174264e+16,1.6902557190417454e-05
3.844564027749187e+16,1.693230214234177e-05
3.827868370459263e+16,1.696209943913645e-05
3.8112418500880424e+16,1.699194917291748e-05
3.794663282405077e+16,1.702185143596294e-05
3.7781306648860184e+16,1.7051806320713316e-05
3.76167840278835e+16,1.7081813919771754e-05
3.745250094479434e+16,1.7111874325904366e-05
3.7288898584211864e+16,1.7141987632040526e-05
3.712584570962626e+16,1.7172153931273124e-05
3.696303615379588e+16,1.7202373316858887e-05
3.6801092030612024e+16,1.7232645882218657e-05
3.6639484418107576e+16,1.7262971720937657e-05
3.64782059457899e+16,1.7293350926765828e-05
3.6317781235421784e+16,1.7323783593618072e-05
3.615759811629602e+16,1.7354269815574566e-05
3.599789655981661e+16,1.738480968688105e-05
3.58388759495706e+16,1.741540330194912e-05
3.5680101817910212e+16,1.744605075535651e-05
3.5521932915875024e+16,1.747675214184739e-05
3.5364302975458264e+16,1.750750755633267e-05
3.5206924244646184e+16,1.7538317093890273e-05
3.5050249519416068e+16,1.7569180849765445e-05
3.489400077172523e+16,1.7600098919371037e-05
3.47380081934115e+16,1.763107139828782e-05
3.4582795018800268e+16,1.766209838226475e-05
3.442792125328802e+16,1.7693179967219294e-05
3.4273308910288744e+16,1.7724316249237706e-05
3.4119529800628044e+16,1.7755507324575337e-05
3.39660278427528e+16,1.7786753289656925e-05
3.381282225831653e+16,1.7818054241076895e-05
3.3660424849175188e+16,1.7849410275599655e-05
3.350829430388893e+16,1.7880821490159905e-05
3.3356491019648384e+16,1.7912287981862922e-05
3.3205460615470896e+16,1.7943809847984877e-05
3.3054703592626976e+16,1.7975387185973116e-05
3.290428523663879e+16,1.800702009344648e-05
3.2754625907804064e+16,1.8038708668195597e-05
3.260524673651439e+16,1.807045300818318e-05
3.2456199043959348e+16,1.8102253211544347e-05
3.2307916813998564e+16,1.81341093765869e-05
3.215992175208641e+16,1.8166021601791657e-05
3.201223309783964e+16,1.8197989985812724e-05
3.1865335664192868e+16,1.8230014627477838e-05
3.1718732608041484e+16,1.826209562578863e-05
3.1572429186285184e+16,1.8294233079920973e-05
3.1426890041380196e+16,1.8326427089225256e-05
3.1281688240718444e+16,1.835867775322671e-05
3.1136793308840884e+16,1.83909851716257e-05
3.0992591845154868e+16,1.842334944429806e-05
3.08488016257463e+16,1.8455770671295368e-05
3.0705325628641628e+16,1.848824895284528e-05
3.0562456411509024e+16,1.8520784389351827e-05
3.0420088911034664e+16,1.855337708139574e-05
3.0278043048698924e+16,1.858602712973474e-05
3.0136501700163356e+16,1.861873463530386e-05
2.9995568619644108e+16,1.8651499699215764e-05
2.9854964598028652e+16,1.868432242276106e-05
2.971474754566409e+16,1.8717202907408585e-05
2.9575260916358572e+16,1.8750141254805753e-05
2.943612548473595e+16,1.8783137566778864e-05
2.92973051251232e+16,1.881619194533339e-05
2.915924644898166e+16,1.8849304492654335e-05
2.9021553074819196e+16,1.8882475311106503e-05
2.8884185223173656e+16,1.891570450323486e-05
2.8747493009477732e+16,1.894899217176482e-05
2.8611257168809236e+16,1.8982338419602568e-05
2.8475356805762412e+16,1.9015743349835387e-05
2.8340023362133468e+16,1.9049207065731976e-05
2.8205259778659308e+16,1.9082729670742757e-05
2.8070841096278796e+16,1.9116311268500214e-05
2.7936859163510036e+16,1.9149951962819184e-05
2.7803581676555664e+16,1.9183651857697217e-05
2.767065797140212e+16,1.9217411057314864e-05
2.7538104516906244e+16,1.925122966603602e-05
2.7406402384652924e+16,1.9285107788408223e-05
2.7274990693575612e+16,1.9319045529163016e-05
2.7143989924576516e+16,1.9353042993216232e-05
2.7013722981962892e+16,1.9387100285668332e-05
2.6883676023700464e+16,1.9421217511804743e-05
2.67543035581367e+16,1.9455394777096165e-05
2.662544920856552e+16,1.9489632187198904e-05
2.6496841140538196e+16,1.9523929847955194e-05
2.6369120676823356e+16,1.955828786539355e-05
2.624155262531637e+16,1.959270634572905e-05
2.6114691988396852e+16,1.96271853953637e-05
2.5988266671676244e+16,1.9661725120886754e-05
2.586216437227131e+16,1.969632562907503e-05
2.5736884352527372e+16,1.9730987026893265e-05
2.5611778169846588e+16,1.9765709421494417e-05
2.5487406205256976e+16,1.980049292022002e-05
2.5363452686389548e+16,1.9835337630600506e-05
2.5239832359459324e+16,1.987024366035553e-05
2.5117033179196876e+16,1.990521111739433e-05
2.4994427522890696e+16,1.9940240109816014e-05
2.4872519028147324e+16,1.9975330745909946e-05
2.4751073512142404e+16,2.001048313415604e-05
2.4629909188467028e+16,2.0045697383225124e-05
2.450962457169993e+16,2.0080973601979257e-05
2.4389587386864748e+16,2.0116311899472072e-05
2.427023455421265e+16,2.0151712384949117e-05
2.415130972904813e+16,2.018717516784819e-05
2.4032810200425924e+16,2.0222700357799672e-05
2.391500017992354e+16,2.0258288064626875e-05
2.3797349222980824e+16,2.029393839834637e-05
2.3680656043401188e+16,2.0329651469168346e-05
2.3564038658691456e+16,2.0365427387496923e-05
2.34482741370608e+16,2.0401266263930524e-05
2.3332782755843464e+16,2.043716820926219e-05
2.3217850779366716e+16,2.0473133334479947e-05
2.310348620038576e+16,2.0509161750767124e-05
2.298938178963791e+16,2.054525356950272e-05
2.287614438494334e+16,2.0581408902261733e-05
2.276301913193539e+16,2.06176278608155e-05
2.2650752215810308e+16,2.065391055713207e-05
2.2538760230694532e+16,2.069025710337652e-05
2.242730412289801e+16,2.072666761191132e-05
2.231644459494502e+16,2.0763142195296676e-05
2.2205794070761988e+16,2.079968096629086e-05
2.2096065793268904e+16,2.0836284037850598e-05
2.198648063218271e+16,2.0872951523131384e-05
2.1877616950117264e+16,2.090968353548784e-05
2.1769166253503184e+16,2.094648018847407e-05
2.1661090758201444e+16,2.0983341595844017e-05
2.1553772229762532e+16,2.1020267871551796e-05
2.144661881866278e+16,2.1057259129752065e-05
2.134029047526059e+16,2.1094315484800364e-05
2.123428890360662e+16,2.1131437051253486e-05
2.112877361237419e+16,2.11686239438698e-05
2.102388427125976e+16,2.1205876277609652e-05
2.0919176856436036e+16,2.1243194167635668e-05
2.0815396723158604e+16,2.1280577729313153e-05
2.0711768722768292e+16,2.1318027078210427e-05
2.060895609711108e+16,2.1355542330099182e-05
2.0506366202409744e+16,2.1393123600954853e-05
2.0404459041528456e+16,2.143077100695695e-05
2.030290393906069e+16,2.1468484664489455e-05
2.0201898086155404e+16,2.1506264690141143e-05
2.01013741646977e+16,2.1544111200705977e-05
2.0001265455485744e+16,2.1582024313183443e-05
1.9901768791155764e+16,2.1620004144778924e-05
1.980255304731736e+16,2.165805081290406e-05
1.970407940133323e+16,2.169616443517711e-05
1.9605752428981908e+16,2.173434512942332e-05
1.950829725087031e+16,2.1772593013675276e-05
1.9410854841447452e+16,2.1810908206173288e-05
1.9314413274830292e+16,2.184929082536573e-05
1.9217935962229836e+16,2.1887740989909428e-05
1.9122418096891444e+16,2.1926258818670028e-05
1.9026949563484444e+16,2.196484443072234e-05
1.8932302039842416e+16,2.200349794535072e-05
1.883783655227548e+16,2.2042219482049458e-05
1.8744055136759748e+16,2.2081009160523107e-05
1.8650633477045612e+16,2.211986710068689e-05
1.8557830649665044e+16,2.215879342266704e-05
1.846528365122205e+16,2.219778824680121e-05
1.8373447595476244e+16,2.2236851693638804e-05
1.8281777076513708e+16,2.227598388394137e-05
1.819089603806614e+16,2.231518493868297e-05
1.8100103350399412e+16,2.2354454979050572e-05
1.8010165620593532e+16,2.239379412644438e-05
1.7920251648979044e+16,2.243320250247826e-05
1.7831245561058344e+16,2.2472680228980078e-05
1.774221073038526e+16,2.25122274279921e-05
1.7654124661251186e+16,2.2551844221771356e-05
1.7565968947733732e+16,2.259153073279003e-05
1.747879132232016e+16,2.263128708373582e-05
1.7391517082151914e+16,2.2671113397512335e-05
1.7305299166079336e+16,2.2711009797239476e-05
1.721892952460787e+16,2.275097640625379e-05
1.7133560812540308e+16,2.2791013348108893e-05
1.704814020574843e+16,2.2831120746575806e-05
1.696356513820563e+16,2.2871298725643382e-05
1.6879081275484794e+16,2.2911547409518662e-05
1.6795300687869022e+16,2.2951866922627256e-05
1.6711741348185746e+16,2.299225738961375e-05
1.6628755681945924e+16,2.303271893534206e-05
1.6546108716003238e+16,2.3073251684895866e-05
1.6463918030268452e+16,2.311385576357894e-05
1.6382171364896182e+16,2.3154531296915577e-05
1.6300775348915734e+16,2.319527841065096e-05
1.6219916992410862e+16,2.323609723075157e-05
1.6139314978589338e+16,2.3276987883405547e-05
1.6059333026377068e+16,2.331795049502312e-05
1.5979524003722842e+16,2.3358985192236936e-05
1.5900406644011204e+16,2.340009210190252e-05
1.5821389271854472e+16,2.3441271351098625e-05
1.5743124791107524e+16,2.348252306712764e-05
1.5664897412974332e+16,2.352384737751597e-05
1.55874742011093e+16,2.356524441001445e-05
1.5510034858661934e+16,2.360671429259873e-05
1.543344141391598e+16,2.3648257153469652e-05
1.5356787860882928e+16,2.368987312105369e-05
1.528101279432505e+16,2.3731562324003314e-05
1.5205142510359752e+16,2.377332489119738e-05
1.513017455003794e+16,2.3815160951741564e-05
1.5055084754453088e+16,2.3857070634968722e-05
1.4980912749176008e+16,2.3899054070439328e-05
1.4906610216770778e+16,2.3941111387941846e-05
1.4833213337267796e+16,2.3983242717493135e-05
1.4759697114206078e+16,2.4025448189338864e-05
1.4687062153677524e+16,2.406772793395391e-05
1.4614321321020532e+16,2.411008208204275e-05
1.4542444947456614e+16,2.4152510764539867e-05
1.4470468716479262e+16,2.4195014112610184e-05
1.4399347392601766e+16,2.423759225764943e-05
1.432812510720325e+16,2.4280245331284562e-05
1.4257755102711936e+16,2.432297346537418e-05
1.4187276944515864e+16,2.436577679200893e-05
1.411765364503843e+16,2.4408655443511902e-05
1.4047930330572244e+16,2.445160955243904e-05
1.3979028553926246e+16,2.449463925157958e-05
1.3910055687196092e+16,2.453774467395642e-05
1.384186534364749e+16,2.458092595282656e-05
1.3773638380750802e+16,2.462418322168151e-05
1.3706149520605888e+16,2.4667516614247678e-05
1.3638678664917174e+16,2.4710926264486812e-05
1.35719949764047e+16,2.4754412306596417e-05
1.350519393862748e+16,2.479797487501014e-05
1.343924041750128e+16,2.4841614104398208e-05
1.3373233760752248e+16,2.4885330129667835e-05
1.3307873977037126e+16,2.4929123085963664e-05
1.3242649713681796e+16,2.4972993108668144e-05
1.3177883751210252e+16,2.5016940333401967e-05
1.3113430097987048e+16,2.50609648960245e-05
1.3049257795926946e+16,2.5105066932634193e-05
1.2985563166703382e+16,2.5149246579568995e-05
1.292198413049126e+16,2.5193503973406784e-05
1.2859037131471776e+16,2.5237839250965777e-05
1.279605074343141e+16,2.528225254930499e-05
1.273384016953485e+16,2.53267440057246e-05
1.2671520118114934e+16,2.537131375776643e-05
1.260996043117499e+16,2.5415961943214326e-05
1.2548367062116616e+16,2.5460688700094627e-05
1.248738604733913e+16,2.5505494166676547e-05
1.2426508505448926e+16,2.5550378481472645e-05
1.2366105137279052e+16,2.5595341783239217e-05
1.230593274855331e+16,2.5640384210976746e-05
1.224610581608495e+16,2.5685505903930336e-05
1.2186628085500578e+16,2.5730707001590115e-05
1.2127376202021358e+16,2.5775987643691707e-05
1.2068582811372902e+16,2.5821347970216618e-05
1.2009904423595052e+16,2.586678812139271e-05
1.1951785229328248e+16,2.591230823769461e-05
1.1893678626304114e+16,2.5957908459844144e-05
1.1836223657310476e+16,2.600358892881079e-05
1.1778686979028574e+16,2.60493497858121e-05
1.1721886434379142e+16,2.6095191172314134e-05
1.1664985932720502e+16,2.6141113230031904e-05
1.1608761926639824e+16,2.6187116100929816e-05
1.1552507350932116e+16,2.6233199927222104e-05
1.1496838532762214e+16,2.627936485137326e-05
1.144122039866975e+16,2.6325611016098486e-05
1.1386104689079364e+16,2.6371938564364142e-05
1.1331113675461782e+16,2.641834763938817e-05
1.127654887426735e+16,2.6464838384640546e-05
1.122217582058677e+16,2.651141094384373e-05
1.1168159613608862e+16,2.6558065460973097e-05
1.1114395517259288e+16,2.660480208025738e-05
1.1060925482847684e+16,2.6651620946179152e-05
1.100776149641403e+16,2.6698522203475216e-05
1.0954835111646018e+16,2.674550599713709e-05
1.0902262540102942e+16,2.6792572472411456e-05
1.0849877186660212e+16,2.683972177480059e-05
1.0797887484519558e+16,2.6886954050062825e-05
1.0746040454251722e+16,2.693426944421299e-05
1.0694625222670828e+16,2.698166810352289e-05
1.0643313722854554e+16,2.7029150174521715e-05
1.0592464706716884e+16,2.7076715803996534e-05
1.0541685865021278e+16,2.7124365138992704e-05
1.0491394950001248e+16,2.7172098326814386e-05
1.04411534042811e+16,2.721991551502494e-05
1.0391454955666322e+16,2.7267816851447416e-05
1.0341690096156486e+16,2.7315802484165004e-05
1.0292574195193236e+16,2.7363872561521476e-05
1.0243371860577996e+16,2.7412027232121673e-05
1.01947433511121e+16,2.7460266644831938e-05
1.0146114876455592e+16,2.75085909487806e-05
1.0097953056220038e+16,2.7557000293358417e-05
1.0049888944768908e+16,2.7605494828219033e-05
1.0002193901857194e+16,2.7654074703279468e-05
9954684865889884.0,2.7702740068720553e-05
9907456445428922.0,2.775149107498741e-05
9860493399384768.0,2.78003278727899e-05
9813731217249438.0,2.7849250613103136e-05
9767305271092950.0,2.789825944716787e-05
9721008726808474.0,2.7947354526491052e-05
9675111179668600.0,2.799653600284621e-05
9629279468566968.0,2.8045804028273993e-05
9583901802674186.0,2.809515875508259e-05
9538533927369048.0,2.8144600335848236e-05
9493667802290928.0,2.8194128923415653e-05
9448762583527768.0,2.8243744670898547e-05
9404399830692768.0,2.829344773168007e-05
9359959008747134.0,2.83432382594133e-05
9316088535118278.0,2.83931164080217e-05
9272143955249416.0,2.8443082331699623e-05
9228724562662586.0,2.8493136184912756e-05
9185268370866430.0,2.8543278122398624e-05
9142298564808380.0,2.859350829916705e-05
9099323064349108.0,2.8643826870500645e-05
9056801201709270.0,2.869423399195529e-05
9014298848612822.0,2.8744729819360607e-05
8972223146236747.0,2.8795314508820437e-05
8930186544985228.0,2.8845988216713344e-05
8888555087801434.0,2.8896751099693084e-05
8846976987213375.0,2.8947603314689083e-05
8805787735957728.0,2.8998545018906938e-05
8764661025240665.0,2.9049576369828884e-05
8723911823800579.0,2.91006975252143e-05
8683229528763912.0,2.9151908643100193e-05
8642918111163000.0,2.9203209881801678e-05
8602673390580424.0,2.925460139991246e-05
8562797387623285.0,2.930608335630535e-05
8522983529735683.0,2.9357655910132733e-05
8483540475329611.0,2.940931922082708e-05
8444150894478949.0,2.9461073448101423e-05
8405194767135642.0,2.951291875194984e-05
8366293514897477.0,2.9564855292647992e-05
8327679829058958.0,2.9616883230753575e-05
8289258419176341.0,2.966900272710684e-05
8250988851454235.0,2.972121394283108e-05
8213038980129603.0,2.977351703933313e-05
8175114929572107.0,2.9825912178303866e-05
8137628471675869.0,2.987839952171871e-05
8100076045502193.0,2.993097923183813e-05
8063020079887968.0,2.9983651471208123e-05
8025923917824951.0,3.003641640266075e-05
7989210042754637.0,3.0089274189314614e-05
7952566428335910.0,3.0142224994575377e-05
7916186661487979.0,3.0195268982136255e-05
7879987769192720.0,3.0248406315978536e-05
7843943119050701.0,3.030163716037207e-05
7808181288396979.0,3.03549616798758e-05
7772472527924867.0,3.0408380039338243e-05
7737140258299679.0,3.0461892403898044e-05
7701767937196925.0,3.051549893898442e-05
7666857882886607.0,3.056919981031773e-05
7631886394227384.0,3.062299518390997e-05
7597327304609852.0,3.067688522606527e-05
7562771566046403.0,3.0730870103380424e-05
7528541610832653.0,3.0784949982745404e-05
7494394560030626.0,3.083912503134387e-05
7460493839946192.0,3.089339541665369e-05
7426748556197259.0,3.094776130644747e-05
7393176987202436.0,3.1002222868793034e-05
7359826687394744.0,3.1056780272054e-05
7326584010293958.0,3.1111433684890253e-05
7293622045104286.0,3.1166183276258495e-05
7260709751209710.0,3.1221029215412734e-05
7228138624565025.0,3.1275971671904844e-05
7195542943291085.0,3.1331010815585104e-05
7163355943337130.0,3.138614681660264e-05
7131112301037301.0,3.144137984540603e-05
7099267345470175.0,3.149671007274382e-05
7067401920824906.0,3.155213766966501e-05
7035866129087931.0,3.160766280751963e-05
7004372472273609.0,3.166328565795925e-05
6973156766110493.0,3.1719006392937495e-05
6942045139859606.0,3.17748251847106e-05
6911116139417998.0,3.1830742205837946e-05
6880379737237388.0,3.188675762918257e-05
6849738126560614.0,3.1942871627911707e-05
6819370283033292.0,3.199908437549734e-05
6789016538184554.0,3.205539604571674e-05
6759010726016233.0,3.211180681265296e-05
6728952109933862.0,3.2168316850695415e-05
6699294953375313.0,3.222492633454041e-05
6669592602165319.0,3.228163543919168e-05
6640216798245003.0,3.233844433996094e-05
6610864440155822.0,3.2395353212468385e-05
6581770046556340.0,3.2452362232643295e-05
6552761538245028.0,3.250947157672454e-05
6523948443334628.0,3.2566681421261126e-05
6495277766472241.0,3.2623991943112755e-05
6466762006803669.0,3.2681403319450375e-05
6438460608719738.0,3.2738915727756695e-05
6410177295777263.0,3.279652934582677e-05
6382271594655333.0,3.285424435176854e-05
6354316785373117.0,3.291206092400336e-05
6326642553082106.0,3.2969979241266595e-05
6299075881390368.0,3.3027999482608135e-05
6271571408225764.0,3.308612182739295e-05
6244384820346812.0,3.314434645530166e-05
6217150389795653.0,3.320267354633111e-05
6190241432663271.0,3.3261103280794845e-05
6163379887293652.0,3.3319635839323797e-05
6136643274392938.0,3.3378271402866704e-05
6110146942852755.0,3.343701015269077e-05
6083603983346338.0,3.349585227038221e-05
6057449049361524.0,3.355479793784673e-05
6031264452306843.0,3.361384733731022e-05
6005283459249112.0,3.36730006513192e-05
5979449915073351.0,3.3732258062741466e-05
5953647202267386.0,3.37916197547666e-05
5928157579574192.0,3.3851085910906574e-05
5902623100510586.0,3.39106567149963e-05
5877384441491166.0,3.39703323511942e-05
5852187517537665.0,3.403011300398277e-05
5827127299962304.0,3.408999885816916e-05
