    time    temp    dens
   0.00000000000000E+00   1.00000000000000E+01   1.00000000000000E+13
 67   34     2.62531581664528E-23   2.65156897481173E-21
 68   34     1.16128388575984E-21   1.18450956347503E-19
 69   34     4.66223305896771E-20   4.80210005073675E-18
 70   34     1.21311817130643E-18   1.26164289815869E-16
 71   34     2.76454368342614E-17   2.90277086759744E-15
 72   34     3.84270578953802E-16   4.07326813691030E-14
 73   34     5.91019637602110E-15   6.32391012234258E-13
 74   34     5.82050318763353E-14   6.28614344264422E-12
 75   34     4.85360593886394E-13   5.29043047336169E-11
 76   34     3.84490282631012E-12   4.22939310894113E-10
 77   34     5.86492105321412E-11   6.51006236906767E-09
 78   34     2.99006965977754E-10   3.34887801895085E-08
 79   34     2.36040719783323E-09   2.66726013355155E-07
 80   34     1.95962360579260E-08   2.23397091060357E-06
 81   34     1.39887948006261E-07   1.60871140207200E-05
 82   34     6.49199825342466E-07   7.53071797397261E-05
 83   34     2.09423095870931E-06   2.45025022168989E-04
 84   34     6.88105962155263E-06   8.11965035343211E-04
 26   35     1.00000000000000E-99   1.00000000000000E-99
 27   35     1.00000000000000E-99   1.00000000000000E-99
 28   35     1.00000000000000E-99   1.00000000000000E-99
 29   35     1.00000000000000E-99   1.00000000000000E-99
 30   35     1.00000000000000E-99   1.00000000000000E-99
 31   35     1.00000000000000E-99   1.00000000000000E-99
 32   35     1.00000000000000E-99   1.00000000000000E-99
 33   35     1.00000000000000E-99   1.00000000000000E-99
 34   35     1.00000000000000E-99   1.00000000000000E-99
 35   35     1.00000000000000E-99   1.00000000000000E-99
 36   35     1.00000000000000E-99   1.00000000000000E-99
 37   35     1.00000000000000E-99   1.00000000000000E-99
 38   35     1.00000000000000E-99   1.00000000000000E-99
 39   35     1.00000000000000E-99   1.00000000000000E-99
 40   35     1.00000000000000E-99   1.00000000000000E-99
 41   35     1.00000000000000E-99   1.00000000000000E-99
 42   35     1.00000000000000E-99   1.00000000000000E-99
 43   35     1.00000000000000E-99   1.00000000000000E-99
 44   35     1.00000000000000E-99   1.00000000000000E-99
 45   35     1.00000000000000E-99   1.00000000000000E-99
 46   35     1.00000000000000E-99   1.00000000000000E-99
 47   35     1.00000000000000E-99   1.00000000000000E-99
 48   35     1.00000000000000E-99   1.00000000000000E-99
 49   35     1.00000000000000E-99   1.00000000000000E-99
 50   35     1.00000000000000E-99   1.00000000000000E-99
 51   35     1.00000000000000E-99   1.00000000000000E-99
 52   35     1.00000000000000E-99   1.00000000000000E-99
 53   35     1.00000000000000E-99   1.00000000000000E-99
 54   35     1.00000000000000E-99   1.00000000000000E-99
 55   35     1.00000000000000E-99   1.00000000000000E-99
 56   35     1.00000000000000E-99   1.00000000000000E-99
 57   35     1.00000000000000E-99   1.00000000000000E-99
 58   35     1.00000000000000E-99   1.00000000000000E-99
 59   35     1.00000000000000E-99   1.00000000000000E-99
 60   35     1.00000000000000E-99   1.00000000000000E-99
 61   35     1.00000000000000E-99   1.00000000000000E-99
 62   35     1.00000000000000E-99   1.00000000000000E-99
 63   35     1.00000000000000E-99   1.00000000000000E-99
 64   35     1.00000000000000E-99   1.00000000000000E-99
 65   35     1.00000000000000E-99   1.00000000000000E-99
 66   35     1.00000000000000E-99   1.00000000000000E-99
 67   35     1.00000000000000E-99   1.00000000000000E-99
 68   35     9.17813503067661E-25   9.45347908159691E-23
 69   35     4.23212110545424E-23   4.40140594967241E-21
 70   35     2.40197271963882E-21   2.52207135562076E-19
 71   35     5.71684656108091E-20   6.05985735474576E-18
 72   35     1.70013351899018E-18   1.81914286531950E-16
 73   35     2.62955795284473E-17   2.83992258907231E-15
 74   35     3.32933944364709E-16   3.62897999357533E-14
 75   35     5.23037249125834E-15   5.75340974038417E-13
 76   35     1.05454584213893E-13   1.17054588477421E-11
 77   35     7.97410332643274E-13   8.93099572560467E-11
 78   35     2.05368061545353E-11   2.32065909546249E-09
 79   35     1.28910739034061E-10   1.46958242498830E-08
 80   35     2.89084256108096E-09   3.32446894524310E-07
 81   35     1.57589053856694E-08   1.82803302473765E-06
 82   35     1.61552844395994E-07   1.89016827943313E-05
 83   35     3.30168098322646E-07   3.89598356020723E-05
 84   35     6.12428018886738E-07   7.28789342475218E-05
 85   35     7.18841849255641E-08   8.62610219106769E-06
 86   35     1.24101110193401E-07   1.50162343334015E-05
 27   36     1.00000000000000E-99   1.00000000000000E-99
 28   36     1.00000000000000E-99   1.00000000000000E-99
 29   36     1.00000000000000E-99   1.00000000000000E-99
 30   36     1.00000000000000E-99   1.00000000000000E-99
 31   36     1.00000000000000E-99   1.00000000000000E-99
 32   36     1.00000000000000E-99   1.00000000000000E-99
 33   36     1.00000000000000E-99   1.00000000000000E-99
 34   36     1.00000000000000E-99   1.00000000000000E-99
 35   36     1.00000000000000E-99   1.00000000000000E-99
 36   36     1.00000000000000E-99   1.00000000000000E-99
 37   36     1.00000000000000E-99   1.00000000000000E-99
 38   36     1.00000000000000E-99   1.00000000000000E-99
 39   36     1.00000000000000E-99   1.00000000000000E-99
 40   36     1.00000000000000E-99   1.00000000000000E-99
 41   36     1.00000000000000E-99   1.00000000000000E-99
 42   36     1.00000000000000E-99   1.00000000000000E-99
 43   36     1.00000000000000E-99   1.00000000000000E-99
 44   36     1.00000000000000E-99   1.00000000000000E-99
 45   36     1.00000000000000E-99   1.00000000000000E-99
 46   36     1.00000000000000E-99   1.00000000000000E-99
 47   36     1.00000000000000E-99   1.00000000000000E-99
 48   36     1.00000000000000E-99   1.00000000000000E-99
 49   36     1.00000000000000E-99   1.00000000000000E-99
 50   36     1.00000000000000E-99   1.00000000000000E-99
 51   36     1.00000000000000E-99   1.00000000000000E-99
 52   36     1.00000000000000E-99   1.00000000000000E-99
 53   36     1.00000000000000E-99   1.00000000000000E-99
 54   36     1.00000000000000E-99   1.00000000000000E-99
 55   36     1.00000000000000E-99   1.00000000000000E-99
 56   36     1.00000000000000E-99   1.00000000000000E-99
 57   36     1.00000000000000E-99   1.00000000000000E-99
 58   36     1.00000000000000E-99   1.00000000000000E-99
 59   36     1.00000000000000E-99   1.00000000000000E-99
 60   36     1.00000000000000E-99   1.00000000000000E-99
 61   36     1.00000000000000E-99   1.00000000000000E-99
 62   36     1.00000000000000E-99   1.00000000000000E-99
 63   36     1.00000000000000E-99   1.00000000000000E-99
 64   36     1.00000000000000E-99   1.00000000000000E-99
 65   36     1.00000000000000E-99   1.00000000000000E-99
 66   36     1.00000000000000E-99   1.00000000000000E-99
 67   36     1.00000000000000E-99   1.00000000000000E-99
 68   36     1.00000000000000E-99   1.00000000000000E-99
 69   36     1.00000000000000E-99   1.00000000000000E-99
 70   36     1.20758346664463E-24   1.28003847464331E-22
 71   36     6.68242204397423E-23   7.15019158705243E-21
 72   36     2.24270621996548E-21   2.42212271756272E-19
 73   36     4.85299417952247E-20   5.28976365567949E-18
 74   36     1.18328541500166E-18   1.30161395650182E-16
 75   36     1.61025153049993E-17   1.78737919885493E-15
 76   36     6.84529335664623E-16   7.66672855944378E-14
 77   36     1.10428503987756E-14   1.24784209506164E-12
 78   36     2.82515345004348E-13   3.22067493304956E-11
 79   36     4.86178208670328E-12   5.59104939970877E-10
 80   36     8.08781775126698E-11   9.38186859146970E-09
 81   36     1.54343444718353E-09   1.80581830320472E-07
 82   36     1.24540865030321E-08   1.46958220735779E-06
 83   36     5.90287174763519E-08   7.02441737968588E-06
 84   36     1.09742410943851E-07   1.31690893132621E-05
 85   36     1.89313292800580E-07   2.29069084288702E-05
 86   36     2.55337289910467E-07   3.11511493690770E-05
 87   36     7.14540157054396E-07   8.78884393176907E-05
 88   36     1.51845409639872E-06   1.88288307953442E-04
 29   37     1.00000000000000E-99   1.00000000000000E-99
 30   37     1.00000000000000E-99   1.00000000000000E-99
 31   37     1.00000000000000E-99   1.00000000000000E-99
 32   37     1.00000000000000E-99   1.00000000000000E-99
 33   37     1.00000000000000E-99   1.00000000000000E-99
 34   37     1.00000000000000E-99   1.00000000000000E-99
 35   37     1.00000000000000E-99   1.00000000000000E-99
 36   37     1.00000000000000E-99   1.00000000000000E-99
 37   37     1.00000000000000E-99   1.00000000000000E-99
 38   37     1.00000000000000E-99   1.00000000000000E-99
 39   37     1.00000000000000E-99   1.00000000000000E-99
 40   37     1.00000000000000E-99   1.00000000000000E-99
 41   37     1.00000000000000E-99   1.00000000000000E-99
 42   37     1.00000000000000E-99   1.00000000000000E-99
 43   37     1.00000000000000E-99   1.00000000000000E-99
 44   37     1.00000000000000E-99   1.00000000000000E-99
 45   37     1.00000000000000E-99   1.00000000000000E-99
 46   37     1.00000000000000E-99   1.00000000000000E-99
 47   37     1.00000000000000E-99   1.00000000000000E-99
 48   37     1.00000000000000E-99   1.00000000000000E-99
 49   37     1.00000000000000E-99   1.00000000000000E-99
 50   37     1.00000000000000E-99   1.00000000000000E-99
 51   37     1.00000000000000E-99   1.00000000000000E-99
 52   37     1.00000000000000E-99   1.00000000000000E-99
 53   37     1.00000000000000E-99   1.00000000000000E-99
 54   37     1.00000000000000E-99   1.00000000000000E-99
 55   37     1.00000000000000E-99   1.00000000000000E-99
 56   37     1.00000000000000E-99   1.00000000000000E-99
 57   37     1.00000000000000E-99   1.00000000000000E-99
 58   37     1.00000000000000E-99   1.00000000000000E-99
 59   37     1.00000000000000E-99   1.00000000000000E-99
 60   37     1.00000000000000E-99   1.00000000000000E-99
 61   37     1.00000000000000E-99   1.00000000000000E-99
 62   37     1.00000000000000E-99   1.00000000000000E-99
 63   37     1.00000000000000E-99   1.00000000000000E-99
 64   37     1.00000000000000E-99   1.00000000000000E-99
 65   37     1.00000000000000E-99   1.00000000000000E-99
 66   37     1.00000000000000E-99   1.00000000000000E-99
 67   37     1.00000000000000E-99   1.00000000000000E-99
 68   37     1.00000000000000E-99   1.00000000000000E-99
 69   37     1.00000000000000E-99   1.00000000000000E-99
 70   37     1.00000000000000E-99   1.00000000000000E-99
 71   37     1.00000000000000E-99   1.00000000000000E-99
 72   37     1.37767916826633E-24   1.50167029341030E-22
 73   37     3.81388994275017E-23   4.19527893702519E-21
 74   37     1.46474664105841E-21   1.62586877157484E-19
 75   37     5.97286415016580E-20   6.68960784818570E-18
 76   37     1.40797652359620E-18   1.59101347166370E-16
 77   37     7.64898389371185E-17   8.71984163883151E-15
 78   37     2.62956216213502E-15   3.02399648645527E-13
 79   37     4.72980012856667E-14   5.48656814913734E-12
 80   37     1.82568307191529E-12   2.13604919414089E-10
 81   37     3.10118818779935E-11   3.65940206160323E-09
 82   37     5.43270321754850E-10   6.46491682888272E-08
 83   37     2.60769158818885E-09   3.12922990582662E-07
 84   37     9.56023901673955E-09   1.15678892102549E-06
 85   37     2.05862340539096E-08   2.51152055457697E-06
 86   37     4.77613004726011E-08   5.87463995812994E-06
 87   37     6.43772604335809E-08   7.98278029376403E-06
 88   37     8.62481544993985E-08   1.07810193124248E-05
 89   37     7.34331332426903E-09   9.25257478857897E-07
 90   37     9.63651228326042E-08   1.22383705997407E-05
 91   37     9.46544378106127E-08   1.21157680397584E-05
 30   38     1.00000000000000E-99   1.00000000000000E-99
 31   38     1.00000000000000E-99   1.00000000000000E-99
 32   38     1.00000000000000E-99   1.00000000000000E-99
 33   38     1.00000000000000E-99   1.00000000000000E-99
 34   38     1.00000000000000E-99   1.00000000000000E-99
 35   38     1.00000000000000E-99   1.00000000000000E-99
 36   38     1.00000000000000E-99   1.00000000000000E-99
 37   38     1.00000000000000E-99   1.00000000000000E-99
 38   38     1.00000000000000E-99   1.00000000000000E-99
 39   38     1.00000000000000E-99   1.00000000000000E-99
 40   38     1.00000000000000E-99   1.00000000000000E-99
 41   38     1.00000000000000E-99   1.00000000000000E-99
 42   38     1.00000000000000E-99   1.00000000000000E-99
 43   38     1.00000000000000E-99   1.00000000000000E-99
 44   38     1.00000000000000E-99   1.00000000000000E-99
 45   38     1.00000000000000E-99   1.00000000000000E-99
 46   38     1.00000000000000E-99   1.00000000000000E-99
 47   38     1.00000000000000E-99   1.00000000000000E-99
 48   38     1.00000000000000E-99   1.00000000000000E-99
 49   38     1.00000000000000E-99   1.00000000000000E-99
 50   38     1.00000000000000E-99   1.00000000000000E-99
 51   38     1.00000000000000E-99   1.00000000000000E-99
 52   38     1.00000000000000E-99   1.00000000000000E-99
 53   38     1.00000000000000E-99   1.00000000000000E-99
 54   38     1.00000000000000E-99   1.00000000000000E-99
 55   38     1.00000000000000E-99   1.00000000000000E-99
 56   38     1.00000000000000E-99   1.00000000000000E-99
 57   38     1.00000000000000E-99   1.00000000000000E-99
 58   38     1.00000000000000E-99   1.00000000000000E-99
 59   38     1.00000000000000E-99   1.00000000000000E-99
 60   38     1.00000000000000E-99   1.00000000000000E-99
 61   38     1.00000000000000E-99   1.00000000000000E-99
 62   38     1.00000000000000E-99   1.00000000000000E-99
 63   38     1.00000000000000E-99   1.00000000000000E-99
 64   38     1.00000000000000E-99   1.00000000000000E-99
 65   38     1.00000000000000E-99   1.00000000000000E-99
 66   38     1.00000000000000E-99   1.00000000000000E-99
 67   38     1.00000000000000E-99   1.00000000000000E-99
 68   38     1.00000000000000E-99   1.00000000000000E-99
 69   38     1.00000000000000E-99   1.00000000000000E-99
 70   38     1.00000000000000E-99   1.00000000000000E-99
 71   38     1.00000000000000E-99   1.00000000000000E-99
 72   38     1.00000000000000E-99   1.00000000000000E-99
 73   38     1.00000000000000E-99   1.00000000000000E-99
 74   38     1.04937201032351E-24   1.17529665156233E-22
 75   38     3.86785208566974E-23   4.37067285680680E-21
 76   38     3.09768732370212E-21   3.53136354902042E-19
 77   38     1.85742356160260E-19   2.13603709584298E-17
 78   38     6.93507371173780E-18   8.04468550561585E-16
 79   38     2.69832874367566E-16   3.15704463010053E-14
 80   38     1.01271292505126E-14   1.19500125156049E-12
 81   38     3.31182082245816E-13   3.94106677872521E-11
 82   38     6.63017378900952E-12   7.95620854681143E-10
 83   38     6.79122279389097E-11   8.21737958060807E-09
 84   38     2.75844989825563E-10   3.36530887587187E-08
 85   38     9.64018895130648E-10   1.18574324101070E-07
 86   38     2.81302876351783E-09   3.48815566676211E-07
 87   38     5.72628175660838E-09   7.15785219576047E-07
 88   38     1.27239116279737E-08   1.60321286512468E-06
 89   38     2.48192555531902E-08   3.15204545525516E-06
 90   38     3.83307175875274E-08   4.90633185120351E-06
 91   38     1.40944669400573E-07   1.81818623526739E-05
 92   38     2.42110183099828E-06   3.14743238029776E-04
 93   38     1.81151067943709E-06   2.37307899006258E-04
 31   39     1.00000000000000E-99   1.00000000000000E-99
 32   39     1.00000000000000E-99   1.00000000000000E-99
 33   39     1.00000000000000E-99   1.00000000000000E-99
 34   39     1.00000000000000E-99   1.00000000000000E-99
 35   39     1.00000000000000E-99   1.00000000000000E-99
 36   39     1.00000000000000E-99   1.00000000000000E-99
 37   39     1.00000000000000E-99   1.00000000000000E-99
 38   39     1.00000000000000E-99   1.00000000000000E-99
 39   39     1.00000000000000E-99   1.00000000000000E-99
 40   39     1.00000000000000E-99   1.00000000000000E-99
 41   39     1.00000000000000E-99   1.00000000000000E-99
 42   39     1.00000000000000E-99   1.00000000000000E-99
 43   39     1.00000000000000E-99   1.00000000000000E-99
 44   39     1.00000000000000E-99   1.00000000000000E-99
 45   39     1.00000000000000E-99   1.00000000000000E-99
 46   39     1.00000000000000E-99   1.00000000000000E-99
 47   39     1.00000000000000E-99   1.00000000000000E-99
 48   39     1.00000000000000E-99   1.00000000000000E-99
 49   39     1.00000000000000E-99   1.00000000000000E-99
 50   39     1.00000000000000E-99   1.00000000000000E-99
 51   39     1.00000000000000E-99   1.00000000000000E-99
 52   39     1.00000000000000E-99   1.00000000000000E-99
 53   39     1.00000000000000E-99   1.00000000000000E-99
 54   39     1.00000000000000E-99   1.00000000000000E-99
 55   39     1.00000000000000E-99   1.00000000000000E-99
 56   39     1.00000000000000E-99   1.00000000000000E-99
 57   39     1.00000000000000E-99   1.00000000000000E-99
 58   39     1.00000000000000E-99   1.00000000000000E-99
 59   39     1.00000000000000E-99   1.00000000000000E-99
 60   39     1.00000000000000E-99   1.00000000000000E-99
 61   39     1.00000000000000E-99   1.00000000000000E-99
 62   39     1.00000000000000E-99   1.00000000000000E-99
 63   39     1.00000000000000E-99   1.00000000000000E-99
 64   39     1.00000000000000E-99   1.00000000000000E-99
 65   39     1.00000000000000E-99   1.00000000000000E-99
 66   39     1.00000000000000E-99   1.00000000000000E-99
 67   39     1.00000000000000E-99   1.00000000000000E-99
 68   39     1.00000000000000E-99   1.00000000000000E-99
 69   39     1.00000000000000E-99   1.00000000000000E-99
 70   39     1.00000000000000E-99   1.00000000000000E-99
 71   39     1.00000000000000E-99   1.00000000000000E-99
 72   39     1.00000000000000E-99   1.00000000000000E-99
 73   39     1.00000000000000E-99   1.00000000000000E-99
 74   39     1.00000000000000E-99   1.00000000000000E-99
 75   39     1.00000000000000E-99   1.00000000000000E-99
 76   39     2.54960741799709E-24   2.93204853069665E-22
 77   39     1.42573553841961E-22   1.65385322456675E-20
 78   39     1.22729686114283E-20   1.43593732753712E-18
 79   39     4.33665309282503E-19   5.11725064953354E-17
 80   39     3.97361885106262E-17   4.72860643276451E-15
 81   39     1.34166698162421E-15   1.61000037794906E-13
 82   39     4.94011873517534E-14   5.97754366956216E-12
 83   39     5.23193536721845E-13   6.38296114800651E-11
 84   39     4.51393223853857E-12   5.55213665340244E-10
 85   39     1.68465485222167E-11   2.08897201675487E-09
 86   39     9.94725638808866E-11   1.24340704851108E-08
 87   39     2.02006486223183E-10   2.54528172641210E-08
 88   39     6.79993196653190E-10   8.63591359749551E-08
 89   39     1.57559329014747E-09   2.01675941138877E-07
 90   39     6.08659702800601E-09   7.85171016612775E-07
 91   39     1.53535221540254E-08   1.99595788002330E-06
 92   39     6.40784031178148E-08   8.39427080843374E-06
 93   39     1.11154759855122E-07   1.46724283008761E-05
 94   39     1.57803975222962E-07   2.09879287046540E-05
 95   39     1.38594406804818E-07   1.85716505118456E-05
 32   40     1.00000000000000E-99   1.00000000000000E-99
 33   40     1.00000000000000E-99   1.00000000000000E-99
 34   40     1.00000000000000E-99   1.00000000000000E-99
 35   40     1.00000000000000E-99   1.00000000000000E-99
 36   40     1.00000000000000E-99   1.00000000000000E-99
 37   40     1.00000000000000E-99   1.00000000000000E-99
 38   40     1.00000000000000E-99   1.00000000000000E-99
 39   40     1.00000000000000E-99   1.00000000000000E-99
 40   40     1.00000000000000E-99   1.00000000000000E-99
 41   40     1.00000000000000E-99   1.00000000000000E-99
 42   40     1.00000000000000E-99   1.00000000000000E-99
 43   40     1.00000000000000E-99   1.00000000000000E-99
 44   40     1.00000000000000E-99   1.00000000000000E-99
 45   40     1.00000000000000E-99   1.00000000000000E-99
 46   40     1.00000000000000E-99   1.00000000000000E-99
 47   40     1.00000000000000E-99   1.00000000000000E-99
 48   40     1.00000000000000E-99   1.00000000000000E-99
 49   40     1.00000000000000E-99   1.00000000000000E-99
 50   40     1.00000000000000E-99   1.00000000000000E-99
 51   40     1.00000000000000E-99   1.00000000000000E-99
 52   40     1.00000000000000E-99   1.00000000000000E-99
 53   40     1.00000000000000E-99   1.00000000000000E-99
 54   40     1.00000000000000E-99   1.00000000000000E-99
 55   40     1.00000000000000E-99   1.00000000000000E-99
 56   40     1.00000000000000E-99   1.00000000000000E-99
 57   40     1.00000000000000E-99   1.00000000000000E-99
 58   40     1.00000000000000E-99   1.00000000000000E-99
 59   40     1.00000000000000E-99   1.00000000000000E-99
 60   40     1.00000000000000E-99   1.00000000000000E-99
 61   40     1.00000000000000E-99   1.00000000000000E-99
 62   40     1.00000000000000E-99   1.00000000000000E-99
 63   40     1.00000000000000E-99   1.00000000000000E-99
 64   40     1.00000000000000E-99   1.00000000000000E-99
 65   40     1.00000000000000E-99   1.00000000000000E-99
 66   40     1.00000000000000E-99   1.00000000000000E-99
 67   40     1.00000000000000E-99   1.00000000000000E-99
 68   40     1.00000000000000E-99   1.00000000000000E-99
 69   40     1.00000000000000E-99   1.00000000000000E-99
 70   40     1.00000000000000E-99   1.00000000000000E-99
 71   40     1.00000000000000E-99   1.00000000000000E-99
 72   40     1.00000000000000E-99   1.00000000000000E-99
 73   40     1.00000000000000E-99   1.00000000000000E-99
 74   40     1.00000000000000E-99   1.00000000000000E-99
 75   40     1.00000000000000E-99   1.00000000000000E-99
 76   40     1.00000000000000E-99   1.00000000000000E-99
 77   40     1.00000000000000E-99   1.00000000000000E-99
 78   40     5.57318732185008E-24   6.57636103978310E-22
 79   40     4.57028254949660E-22   5.43863623390096E-20
 80   40     3.67847164526013E-20   4.41416597431215E-18
 81   40     3.05982085048625E-18   3.70238322908837E-16
 82   40     1.00787841566391E-16   1.22961166710997E-14
 83   40     2.53194725915239E-15   3.11429512875744E-13
 84   40     2.00216241696776E-14   2.48268139704002E-12
 85   40     1.69376780144355E-13   2.11720975180444E-11
 86   40     8.32884184457181E-13   1.04943407241605E-10
 87   40     4.21014103343526E-12   5.34687911246279E-10
 88   40     1.51918812980727E-11   1.94456080615331E-09
 89   40     6.36636056783901E-11   8.21260513251232E-09
 90   40     2.73728798798560E-10   3.55847438438128E-08
 91   40     1.30889813673116E-09   1.71465655911781E-07
 92   40     5.35083079115472E-09   7.06309664432423E-07
 93   40     2.11630746255136E-08   2.81468892519331E-06
 94   40     5.41630314966771E-08   7.25784622055474E-06
 95   40     1.65625082474302E-07   2.23593861340307E-05
 96   40     1.58803898563028E-06   2.15973302045718E-04
 97   40     2.73643787100326E-06   3.74891988327446E-04
 33   41     1.00000000000000E-99   1.00000000000000E-99
 34   41     1.00000000000000E-99   1.00000000000000E-99
 35   41     1.00000000000000E-99   1.00000000000000E-99
 36   41     1.00000000000000E-99   1.00000000000000E-99
 37   41     1.00000000000000E-99   1.00000000000000E-99
 38   41     1.00000000000000E-99   1.00000000000000E-99
 39   41     1.00000000000000E-99   1.00000000000000E-99
 40   41     1.00000000000000E-99   1.00000000000000E-99
 41   41     1.00000000000000E-99   1.00000000000000E-99
 42   41     1.00000000000000E-99   1.00000000000000E-99
 43   41     1.00000000000000E-99   1.00000000000000E-99
 44   41     1.00000000000000E-99   1.00000000000000E-99
 45   41     1.00000000000000E-99   1.00000000000000E-99
 46   41     1.00000000000000E-99   1.00000000000000E-99
 47   41     1.00000000000000E-99   1.00000000000000E-99
 48   41     1.00000000000000E-99   1.00000000000000E-99
 49   41     1.00000000000000E-99   1.00000000000000E-99
 50   41     1.00000000000000E-99   1.00000000000000E-99
 51   41     1.00000000000000E-99   1.00000000000000E-99
 52   41     1.00000000000000E-99   1.00000000000000E-99
 53   41     1.00000000000000E-99   1.00000000000000E-99
 54   41     1.00000000000000E-99   1.00000000000000E-99
 55   41     1.00000000000000E-99   1.00000000000000E-99
 56   41     1.00000000000000E-99   1.00000000000000E-99
 57   41     1.00000000000000E-99   1.00000000000000E-99
 58   41     1.00000000000000E-99   1.00000000000000E-99
 59   41     1.00000000000000E-99   1.00000000000000E-99
 60   41     1.00000000000000E-99   1.00000000000000E-99
 61   41     1.00000000000000E-99   1.00000000000000E-99
 62   41     1.00000000000000E-99   1.00000000000000E-99
 63   41     1.00000000000000E-99   1.00000000000000E-99
 64   41     1.00000000000000E-99   1.00000000000000E-99
 65   41     1.00000000000000E-99   1.00000000000000E-99
 66   41     1.00000000000000E-99   1.00000000000000E-99
 67   41     1.00000000000000E-99   1.00000000000000E-99
 68   41     1.00000000000000E-99   1.00000000000000E-99
 69   41     1.00000000000000E-99   1.00000000000000E-99
 70   41     1.00000000000000E-99   1.00000000000000E-99
 71   41     1.00000000000000E-99   1.00000000000000E-99
 72   41     1.00000000000000E-99   1.00000000000000E-99
 73   41     1.00000000000000E-99   1.00000000000000E-99
 74   41     1.00000000000000E-99   1.00000000000000E-99
 75   41     1.00000000000000E-99   1.00000000000000E-99
 76   41     1.00000000000000E-99   1.00000000000000E-99
 77   41     1.00000000000000E-99   1.00000000000000E-99
 78   41     1.00000000000000E-99   1.00000000000000E-99
 79   41     1.52004908277166E-25   1.82405889932600E-23
 80   41     3.21968739323154E-23   3.89582174581017E-21
 81   41     1.92002538636220E-21   2.34243097136188E-19
 82   41     2.03861714926584E-19   2.50749909359699E-17
 83   41     4.16994604368821E-18   5.17073309417338E-16
 84   41     7.25565148925245E-17   9.06956436156556E-15
 85   41     6.29527567928499E-16   7.93204735589908E-14
 86   41     5.51445324388816E-15   7.00335561973796E-13
 87   41     2.68007915211382E-14   3.43050131470568E-12
 88   41     1.96316438770436E-13   2.53248206013863E-11
 89   41     8.66661211481905E-13   1.12665957492648E-10
 90   41     7.49991042547991E-12   9.82488265737868E-10
 91   41     3.35138546624270E-11   4.42382881544037E-09
 92   41     2.80785194627693E-10   3.73444308854832E-08
 93   41     1.03006855985076E-09   1.38029187020001E-07
 94   41     5.73139016935492E-09   7.73737672862915E-07
 95   41     1.54116933685655E-08   2.09599029812491E-06
 96   41     6.65459933507850E-08   9.11680108905754E-06
 97   41     6.66271639698593E-08   9.19454862784058E-06
 98   41     2.36636103449607E-07   3.28924183794954E-05
 99   41     2.79476130001422E-07   3.91266582001991E-05
 35   42     1.00000000000000E-99   1.00000000000000E-99
 36   42     1.00000000000000E-99   1.00000000000000E-99
 37   42     1.00000000000000E-99   1.00000000000000E-99
 38   42     1.00000000000000E-99   1.00000000000000E-99
 39   42     1.00000000000000E-99   1.00000000000000E-99
 40   42     1.00000000000000E-99   1.00000000000000E-99
 41   42     1.00000000000000E-99   1.00000000000000E-99
 42   42     1.00000000000000E-99   1.00000000000000E-99
 43   42     1.00000000000000E-99   1.00000000000000E-99
 44   42     1.00000000000000E-99   1.00000000000000E-99
 45   42     1.00000000000000E-99   1.00000000000000E-99
 46   42     1.00000000000000E-99   1.00000000000000E-99
 47   42     1.00000000000000E-99   1.00000000000000E-99
 48   42     1.00000000000000E-99   1.00000000000000E-99
 49   42     1.00000000000000E-99   1.00000000000000E-99
 50   42     1.00000000000000E-99   1.00000000000000E-99
 51   42     1.00000000000000E-99   1.00000000000000E-99
 52   42     1.00000000000000E-99   1.00000000000000E-99
 53   42     1.00000000000000E-99   1.00000000000000E-99
 54   42     1.00000000000000E-99   1.00000000000000E-99
 55   42     1.00000000000000E-99   1.00000000000000E-99
 56   42     1.00000000000000E-99   1.00000000000000E-99
 57   42     1.00000000000000E-99   1.00000000000000E-99
 58   42     1.00000000000000E-99   1.00000000000000E-99
 59   42     1.00000000000000E-99   1.00000000000000E-99
 60   42     1.00000000000000E-99   1.00000000000000E-99
 61   42     1.00000000000000E-99   1.00000000000000E-99
 62   42     1.00000000000000E-99   1.00000000000000E-99
 63   42     1.00000000000000E-99   1.00000000000000E-99
 64   42     1.00000000000000E-99   1.00000000000000E-99
 65   42     1.00000000000000E-99   1.00000000000000E-99
 66   42     1.00000000000000E-99   1.00000000000000E-99
 67   42     1.00000000000000E-99   1.00000000000000E-99
 68   42     1.00000000000000E-99   1.00000000000000E-99
 69   42     1.00000000000000E-99   1.00000000000000E-99
 70   42     1.00000000000000E-99   1.00000000000000E-99
 71   42     1.00000000000000E-99   1.00000000000000E-99
 72   42     1.00000000000000E-99   1.00000000000000E-99
 73   42     1.00000000000000E-99   1.00000000000000E-99
 74   42     1.00000000000000E-99   1.00000000000000E-99
 75   42     1.00000000000000E-99   1.00000000000000E-99
 76   42     1.00000000000000E-99   1.00000000000000E-99
 77   42     1.00000000000000E-99   1.00000000000000E-99
 78   42     1.00000000000000E-99   1.00000000000000E-99
 79   42     1.00000000000000E-99   1.00000000000000E-99
 80   42     1.00000000000000E-99   1.00000000000000E-99
 81   42     1.01047709388880E-24   1.24288682548323E-22
 82   42     8.16885563861334E-23   1.01293809918805E-20
 83   42     4.06222477771555E-21   5.07778097214443E-19
 84   42     7.18426508207374E-20   9.05217400341292E-18
