    time    temp    dens
   2.43542314828211E-02   4.47847606417422E-01   2.73521618554194E+07
     nin     zin       y       x
  1    0     8.52759404314501E-01   8.52759404314501E-01
  0    1     1.38200922129948E-15   1.38200922129948E-15
  1    1     7.74637416453038E-14   1.54927483290608E-13
  2    1     2.98270166619789E-09   8.94810499859367E-09
  1    2     1.00000000000000E-99   1.00000000000000E-99
  2    2     7.40720594170477E-07   2.96288237668191E-06
  4    2     2.69012337418856E-07   1.61407402451314E-06
  3    3     4.74590350569300E-23   2.84754210341580E-22
  4    3     1.20736039222759E-17   8.45152274559313E-17
  5    3     2.24071433721225E-17   1.79257146976980E-16
  6    3     8.98020691501321E-09   8.08218622351188E-08
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     5.00283910481141E-15   4.50255519433027E-14
  6    4     2.02496287978918E-14   2.02496287978918E-13
  7    4     2.43396871975968E-14   2.67736559173565E-13
  8    4     3.72701177906997E-06   4.47241413488396E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     9.98484652722321E-18   1.09833311799455E-16
  7    5     2.05476136372439E-15   2.46571363646927E-14
  8    5     1.99338246827019E-13   2.59139720875124E-12
  9    5     1.07710809220244E-06   1.50795132908341E-05
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     7.41253819448186E-23   8.89504583337823E-22
  7    6     1.13579475534340E-22   1.47653318194642E-21
  8    6     1.58704166319147E-15   2.22185832846806E-14
  9    6     1.08459764435789E-14   1.62689646653683E-13
 10    6     1.83681291093992E-13   2.93890065750387E-12
 11    6     5.47425614563624E-07   9.30623544758160E-06
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     1.00000000000000E-99   1.00000000000000E-99
  8    7     7.60275446450986E-24   1.14041316967648E-22
  9    7     5.61440638611118E-17   8.98305021777789E-16
 10    7     6.46756603215510E-16   1.09948622546637E-14
 11    7     5.82681070320476E-16   1.04882592657686E-14
 12    7     1.22211112346128E-16   2.32201113457643E-15
 13    7     1.25807462802584E-08   2.51614925605168E-07
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.00000000000000E-99   1.00000000000000E-99
  8    8     1.00000000000000E-99   1.00000000000000E-99
  9    8     1.00000000000000E-99   1.00000000000000E-99
 10    8     1.04945925508769E-25   1.88902665915784E-24
 11    8     4.51963460129003E-20   8.58730574245106E-19
 12    8     5.03118343151357E-18   1.00623668630271E-16
 13    8     3.52762202231363E-16   7.40800624685863E-15
 14    8     3.26059976747258E-10   7.17331948843968E-09
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     1.00000000000000E-99   1.00000000000000E-99
  9    9     1.00000000000000E-99   1.00000000000000E-99
 10    9     1.00000000000000E-99   1.00000000000000E-99
 11    9     1.00000000000000E-99   1.00000000000000E-99
 12    9     1.00000000000000E-99   1.00000000000000E-99
 13    9     4.90742743539750E-20   1.07963403578745E-18
 14    9     2.73252191914073E-21   6.28480041402368E-20
 15    9     8.01540202352451E-21   1.92369648564588E-19
 16    9     1.36564998811229E-20   3.41412497028072E-19
 17    9     3.31829510737638E-13   8.62756727917860E-12
  7   10     1.00000000000000E-99   1.00000000000000E-99
  8   10     1.00000000000000E-99   1.00000000000000E-99
