    time    temp    dens
   7.65006625437344E-02   1.14777433875336E+00   8.82509435192726E+05
     nin     zin       y       x
  1    0     7.82721572392210E-01   7.82721572392210E-01
  0    1     4.98036746671305E-14   4.98036746671305E-14
  1    1     1.19715605926573E-12   2.39431211853146E-12
  2    1     9.47604881281095E-09   2.84281464384328E-08
  1    2     2.95768525418442E-25   8.87305576255326E-25
  2    2     1.31714507482011E-05   5.26858029928044E-05
  4    2     2.23678766586748E-07   1.34207259952049E-06
  3    3     6.52907561913011E-22   3.91744537147806E-21
  4    3     4.63262724187290E-15   3.24283906931103E-14
  5    3     5.22932998543997E-15   4.18346398835198E-14
  6    3     3.69810552523296E-07   3.32829497270967E-06
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     1.71825664882178E-14   1.54643098393960E-13
  6    4     1.20234522476955E-11   1.20234522476955E-10
  7    4     1.33077757757900E-13   1.46385533533690E-12
  8    4     2.48011454614327E-06   2.97613745537192E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     4.57470857624869E-16   5.03217943387356E-15
  7    5     3.80812122263156E-14   4.56974546715787E-13
  8    5     1.28182998286560E-06   1.66637897772528E-05
  9    5     9.19576088005260E-07   1.28740652320736E-05
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     2.83542857990844E-19   3.40251429589013E-18
  7    6     5.48526502412417E-15   7.13084453136142E-14
  8    6     5.76800359635544E-14   8.07520503489762E-13
  9    6     2.45468613657438E-13   3.68202920486157E-12
 10    6     4.56973653140907E-06   7.31157845025452E-05
 11    6     9.65507255137341E-07   1.64136233373348E-05
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     1.19450218588031E-23   1.67230306023243E-22
