# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
  2.32570983742255E-005     0.00000000000000E+000     0.00000000000000E+000    -7.17977433215996E+017     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32571003742255E-005     6.21337766104609E+021    -1.72260330172134E+021     6.18732279840692E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32571043742255E-005     6.22196359330000E+021     6.18613250473247E+020     6.18732251345689E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32571123742255E-005     6.21521671684319E+021    -1.66876797600097E+020     6.18732194378573E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32571283742255E-005     6.21516885776032E+021    -1.66618659811822E+020     6.18732080444011E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32571603742255E-005     6.21505732843256E+021    -1.65591784933624E+020     6.18731852574055E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32572243742255E-005     6.21482304777031E+021    -1.65308608156239E+020     6.18731396831004E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32573523742255E-005     6.21435982957506E+021    -1.65877697638902E+020     6.18730485333044E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32576083742255E-005     6.21345312122220E+021    -1.66844550318739E+020     6.18728662291304E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32581203742255E-005     6.21167829421867E+021    -1.65038652118776E+020     6.18725016019103E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32591443742255E-005     6.20816606778309E+021    -1.65590900298428E+020     6.18717722751127E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32611923742255E-005     6.20123071840273E+021    -1.65436411876909E+020     6.18703133348077E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32652883742255E-005     6.18749263037679E+021    -1.65150875443894E+020     6.18673943199447E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32734803742255E-005     6.16037517351878E+021    -1.64622877129686E+020     6.18615518202948E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.32898643742255E-005     6.10739693592430E+021    -1.63419611446623E+020     6.18498494104328E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.33226323742255E-005     6.00595756212182E+021    -1.61290185427963E+020     6.18263783351088E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.33881683742255E-005     5.81836363924605E+021    -1.57278752503135E+020     6.17791940567932E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.35192403742255E-005     5.48972953680553E+021    -1.50182471206758E+020     6.16839964454837E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.37813843742255E-005     4.95713570902644E+021    -1.38311284780502E+020     6.14910314014991E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.43056723742255E-005     4.18407268962029E+021    -1.20241208824677E+020     6.10983114352979E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.50000000000000E-005     3.79704154028554E+021    -1.11555178638390E+020     6.05770196451290E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.63886552515490E-005     2.80800485739581E+021    -8.60161372390277E+019     5.94545037019011E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  2.91659657546471E-005     1.87472816828751E+021    -5.82107451820658E+019     5.71883033808523E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  3.47205867608433E-005     1.14927442999518E+021    -3.32218026097360E+019     5.27364451103776E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  4.25587314936207E-005     8.49920739055406E+020    -1.88034133754238E+019     4.68526781339328E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  5.00000000000000E-005     8.10415077408942E+020    -1.07971970308098E+019     4.17891162699800E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  5.92708386931649E-005     6.43086551060919E+020    -3.65857637038917E+018     3.60368471809134E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  6.92231811084945E-005     5.56559019746702E+020     1.73005729395824E+018     3.06324540645690E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  7.60000000000000E-005     6.44828413222243E+020     7.94115279189955E+018     2.75090769638019E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  8.51649401280747E-005     5.01474407588637E+020     1.11328194191565E+019     2.39719943655275E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  9.42722590718591E-005     4.71434732612953E+020     1.58515175770918E+019     2.10884614262920E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  1.01000000000000E-004     5.31505308975959E+020     2.23305596073406E+019     1.92543290150315E+021     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000     0.00000000000000E+000
  1.07343690126082E-004     0.00000000000000E+000     0.00000000000000E+000     1.76987434269229E+021     2.47671963597861E+013     1.02724749511115E+015    -3.43802570862159E-003     1.31553305412157E+014     1.12535796012588E+014     1.32075582427341E-003     0.00000000000000E+000
  1.07343690136539E-004     5.44168798466931E+023    -5.12756119939799E+021     1.76990232037074E+021     5.48713409324601E+023     4.63627514735117E+010     4.51643567751254E+009     1.36668544451634E+016     1.85350816107595E+013     6.90943331865285E+004     0.00000000000000E+000
  1.07343690140280E-004     4.85438952003461E+023    -4.88049655481087E+021     1.76991119112602E+021     4.89438014736932E+023     4.63756806522380E+010     4.50799135575738E+009     1.36705630277912E+016     1.50688212883185E+013     6.91274132626174E+004     0.00000000000000E+000
  1.07343690144703E-004     4.27411643686115E+023    -4.54616130867052E+021     1.76992028361002E+021     4.30843152612076E+023     4.63761024665645E+010     4.50556390562780E+009     1.36705576445385E+016     1.42210150748505E+013     6.91316269924302E+004     0.00000000000000E+000
  1.07343690149998E-004     3.69026569613680E+023    -4.17002598012370E+021     1.76992947723304E+021     3.71869105311237E+023     4.63766039461485E+010     4.50474044361025E+009     1.36705377952112E+016     1.40797374780430E+013     6.91331801609709E+004     0.00000000000000E+000
  1.07343690156439E-004     3.10923765236364E+023    -3.64109519678477E+021     1.76993861425417E+021     3.13159254704711E+023     4.63772231910004E+010     4.50428314592666E+009     1.36705037476714E+016     1.41063047748932E+013     6.91342094089755E+004     0.00000000000000E+000
  1.07343690164437E-004     2.54362190042254E+023    -3.04166412071101E+021     1.76994749081934E+021     2.55980594004759E+023     4.63779944431514E+010     4.50389200925755E+009     1.36704507440311E+016     1.41683365003802E+013     6.91352537651038E+004     0.00000000000000E+000
  1.07343690174643E-004     2.00961722728156E+023    -2.40102421620751E+021     1.76995585026692E+021     2.01963922162539E+023     4.63789659515831E+010     4.50350704706863E+009     1.36703723450767E+016     1.42379046423442E+013     6.91364573529982E+004     0.00000000000000E+000
  1.07343690188168E-004     1.52646029906683E+023    -1.70657880669653E+021     1.76996338130774E+021     1.53047470991500E+023     4.63802098893766E+010     4.50312041636202E+009     1.36702595058130E+016     1.43104522043422E+013     6.91378937352514E+004     0.00000000000000E+000
  1.07343690207091E-004     1.11532262198836E+023    -1.03884060232454E+021     1.76996972884248E+021     1.11368837761872E+023     4.63818435323835E+010     4.50273326647562E+009     1.36700987100971E+016     1.43869514177175E+013     6.91396524347958E+004     0.00000000000000E+000
