Epsilon_beta,Time [Days]
1.3114974455435924e+16,1.1581089445659607e-05
1.3208179621593168e+16,1.1601469811709933e-05
1.3304435257466622e+16,1.1621886043066567e-05
1.3403830776070992e+16,1.1642338202845166e-05
1.3506572656894314e+16,1.1662826354272458e-05
1.361318819793498e+16,1.1683350560686436e-05
1.3723328132694666e+16,1.1703910885536557e-05
1.3837177958972606e+16,1.1724507392383935e-05
1.3955462471850414e+16,1.1745140144901542e-05
1.4077612266979766e+16,1.1765809206874392e-05
1.4204391658665276e+16,1.178651464219976e-05
1.4335546637111836e+16,1.1807256514887359e-05
1.447171288557204e+16,1.1828034889059548e-05
1.4612566763319624e+16,1.1848849828951528e-05
1.4759105380592822e+16,1.1869701398911546e-05
1.4910978996288042e+16,1.189058966340108e-05
1.5068563238909912e+16,1.1911514686995053e-05
1.5232337073969126e+16,1.1932476534382027e-05
1.540275489867493e+16,1.1953475270364396e-05
1.5580019722521844e+16,1.1974510959858606e-05
1.5764588143770016e+16,1.199558366789533e-05
1.5957014873177772e+16,1.2016693459619685e-05
1.6158054861164724e+16,1.2037840400291438e-05
1.636809574567549e+16,1.2059024555285186e-05
1.6587793296353298e+16,1.2080245990090588e-05
1.6818584978472264e+16,1.2101504770312538e-05
1.7060911499673776e+16,1.2122800961671391e-05
1.7316504147378712e+16,1.214413463000315e-05
1.7586027568337664e+16,1.2165505841259673e-05
1.7871918817848048e+16,1.2186914661508891e-05
1.817556298460244e+16,1.2208361156934996e-05
1.8499217053142692e+16,1.2229845393838647e-05
1.884566056943117e+16,1.2251367438637181e-05
1.9218088280074544e+16,1.2272927357864821e-05
1.962010308967795e+16,1.2294525218172865e-05
2.0055594876566216e+16,1.2316161086329919e-05
2.0530161333425708e+16,1.2337835029222076e-05
2.104915653013564e+16,1.235954711385314e-05
2.1619687539327664e+16,1.2381297407344829e-05
2.2249375557055452e+16,1.2403085976936977e-05
2.294801132868616e+16,1.242491288998775e-05
2.3725579875749824e+16,1.2446778213973852e-05
2.459407677518424e+16,1.2468682016490729e-05
2.5568590345286384e+16,1.2490624365252783e-05
2.6664375212382436e+16,1.2512605328093577e-05
2.7895511706260188e+16,1.2534624972966053e-05
2.928046021667766e+16,1.2556683367942735e-05
3.0839209295103908e+16,1.257878058121593e-05
3.2585287747663692e+16,1.2600916681097967e-05
3.453493150451414e+16,1.2623091736021378e-05
3.6696923607912744e+16,1.2645305814539128e-05
3.9075072746645896e+16,1.266755898532482e-05
4.166236445891454e+16,1.2689851317172906e-05
4.444443836726318e+16,1.2712182878998908e-05
4.74017868276628e+16,1.2734553739839618e-05
5.05433633289005e+16,1.2756963968853328e-05
5.396062898428938e+16,1.2779413635320026e-05
5.780284196408926e+16,1.2801902808641623e-05
6.202354932520831e+16,1.2824431558342162e-05
6.636294247919703e+16,1.2846999954068035e-05
7.064468365642864e+16,1.2869608065588195e-05
7.479211598963787e+16,1.289225596279438e-05
7.87671755527587e+16,1.2914943715701314e-05
8.254764100359637e+16,1.2937671394446944e-05
8.611985749617846e+16,1.2960439069292637e-05
8.947784998857885e+16,1.298324681062341e-05
9.261818641776962e+16,1.3006094688948138e-05
9.554340635847998e+16,1.3028982774899787e-05
9.825849937484029e+16,1.305191113923561e-05
1.0076737684315357e+17,1.307487985283739e-05
1.0307951328290366e+17,1.3097888986711642e-05
1.052024536798421e+17,1.3120938611989838e-05
1.0714439867595886e+17,1.3144028799928628e-05
1.0891404761300656e+17,1.3167159621910058e-05
1.1052014046381886e+17,1.3190331149441795e-05
1.1196897688263854e+17,1.3213543454157339e-05
1.1326914194442688e+17,1.3236796607816261e-05
1.1442829321134272e+17,1.32600906823044e-05
1.1545557141574818e+17,1.3283425749634113e-05
1.1635739328211714e+17,1.3306801881944475e-05
1.1714002861213256e+17,1.3330219151501514e-05
1.1781104113870586e+17,1.3353677630698433e-05
1.1837700699974138e+17,1.3377177392055832e-05
1.188429724600766e+17,1.3400718508221931e-05
1.1921623261504357e+17,1.3424301051972795e-05
1.1950133534850488e+17,1.3447925096212565e-05
1.197048014049771e+17,1.3471590713973672e-05
1.198315213030652e+17,1.3495297978417076e-05
1.1988658624197096e+17,1.3519046962832478e-05
1.1987472646705709e+17,1.3542837740638563e-05
1.1980038230229803e+17,1.3566670385383211e-05
1.1966845624827254e+17,1.3590544970743732e-05
1.1948292628834675e+17,1.3614461570527095e-05
1.19246938595435e+17,1.3638420258670157e-05
1.1896461345154643e+17,1.3662421109239881e-05
1.1863942756929774e+17,1.3686464196433578e-05
1.1827375389855605e+17,1.3710549594579135e-05
1.1787165146771286e+17,1.3734677378135231e-05
1.1743606088383325e+17,1.3758847621691586e-05
1.1696968058300654e+17,1.378306039996918e-05
1.1647483352128005e+17,1.3807315787820486e-05
1.1595383687988512e+17,1.38316138602297e-05
1.1540920213140934e+17,1.385595469231298e-05
1.1484297388967218e+17,1.3880338359318668e-05
1.1425702191545349e+17,1.3904764936627538e-05
1.1365323444620016e+17,1.3929234499753e-05
1.130335299531354e+17,1.395374712434137e-05
1.1239948375514117e+17,1.3978302886172082e-05
1.1175254082748045e+17,1.4002901861157918e-05
1.1109390098027042e+17,1.402754412534526e-05
1.1042502661425707e+17,1.4052229754914316e-05
1.097473123804603e+17,1.407695882617935e-05
1.0906149430212978e+17,1.4101731415588925e-05
1.0836903701820378e+17,1.4126547599726145e-05
1.0767055775746283e+17,1.4151407455308875e-05
1.069672408521177e+17,1.4176311059189993e-05
1.0625969893788586e+17,1.4201258488357622e-05
1.0554885980584411e+17,1.422624981993537e-05
1.048353190861759e+17,1.4251285131182563e-05
1.04119829820745e+17,1.427636449949449e-05
1.0340297348906256e+17,1.4301488002402642e-05
1.0268533942877336e+17,1.4326655717574944e-05
1.019674307821881e+17,1.4351867722816006e-05
1.0124970282919874e+17,1.4377124096067355e-05
1.0053268390238968e+17,1.4402424915407685e-05
9.98167888174685e+16,1.4427770259053083e-05
9.910235497077102e+16,1.445316020535729e-05
9.838973180400035e+16,1.4478594832811927e-05
9.767926158471282e+16,1.450407422004675e-05
9.697124962455318e+16,1.4529598445829883e-05
9.62659669135201e+16,1.4555167589068063e-05
9.556369523862282e+16,1.4580781728806896e-05
9.48646409362102e+16,1.4606440944231087e-05
9.416902117900826e+16,1.4632145314664688e-05
9.3477036021904e+16,1.4657894919571347e-05
9.27888696614234e+16,1.4683689838554557e-05
9.210469159765334e+16,1.4709530151357889e-05
9.142481047338998e+16,1.473541593786525e-05
9.07493830131926e+16,1.4761347278101124e-05
9.007828125577507e+16,1.4787324252230827e-05
8.94116092545687e+16,1.4813346940560748e-05
8.874971181418438e+16,1.4839415423538595e-05
8.80926822403266e+16,1.4865529781753654e-05
8.744039464113653e+16,1.4891690095937025e-05
8.679295534457157e+16,1.4917896446961879e-05
8.615061977773091e+16,1.4944148915843716e-05
8.551352238470064e+16,1.49704475837406e-05
8.48814110094392e+16,1.4996792531953411e-05
8.42543422810916e+16,1.5023183841926115e-05
8.363284862621464e+16,1.5049621595245995e-05
8.301662609336189e+16,1.507610587364391e-05
8.24055103745028e+16,1.510263675899455e-05
8.179997910322198e+16,1.5129214333316696e-05
8.119994060850317e+16,1.5155838678773453e-05
8.060500470749918e+16,1.5182509877672523e-05
8.001587151874326e+16,1.5209228012466448e-05
7.943208468323866e+16,1.5235993165752881e-05
7.885358878574443e+16,1.5262805420274813e-05
7.828111877455678e+16,1.5289664858920863e-05
7.771362777564187e+16,1.5316571564725508e-05
7.715228136082714e+16,1.5343525620869345e-05
7.659578370412163e+16,1.537052711067936e-05
7.604542067072451e+16,1.539757611762918e-05
7.549993258740821e+16,1.5424672725339315e-05
7.496051302240896e+16,1.5451817017577448e-05
7.442602664825038e+16,1.5479009078258655e-05
7.389749030590306e+16,1.5506248991445707e-05
7.337397548657069e+16,1.553353684134929e-05
7.285624366171429e+16,1.55608727123283e-05
7.234371082235198e+16,1.558825668889008e-05
7.183708138098091e+16,1.5615688855690682e-05
7.133533281188914e+16,1.5643169297535144e-05
7.083931832213135e+16,1.5670698099377748e-05
