time_days,Rn220 top 4
1.1582075067462385e-05,3.501250763923516e-85
1.1602457069257261e-05,3.501250763923516e-85
1.1622874939063245e-05,3.501250763923516e-85
1.1643328740000449e-05,3.501250763923516e-85
1.166381853530006e-05,3.501250763923516e-85
1.1684344388304543e-05,3.501250763923516e-85
1.1704906362467828e-05,3.501250763923516e-85
1.1725504521355514e-05,3.501250763923516e-85
1.1746138928645058e-05,3.501250763923516e-85
1.1766809648125983e-05,3.501250763923516e-85
1.1787516743700058e-05,3.501250763923516e-85
1.1808260279381518e-05,3.501250763923516e-85
1.1829040319297239e-05,3.501250763923516e-85
1.1849856927686948e-05,3.501250763923516e-85
1.1870710168903427e-05,3.501250763923516e-85
1.1891600107412698e-05,3.501250763923516e-85
1.1912526807794235e-05,3.501250763923516e-85
1.1933490334741154e-05,3.501250763923516e-85
1.195449075306042e-05,3.501250763923516e-85
1.1975528127673041e-05,3.501250763923516e-85
1.1996602523614279e-05,3.501250763923516e-85
1.2017714006033838e-05,3.501250763923516e-85
1.203886264019607e-05,3.501250763923516e-85
1.206004849148019e-05,3.501250763923516e-85
1.2081271625380452e-05,3.501250763923516e-85
1.2102532107506378e-05,3.501250763923516e-85
1.2123830003582939e-05,3.501250763923516e-85
1.2145165379450777e-05,3.501250763923516e-85
1.2166538301066392e-05,3.501250763923516e-85
1.2187948834502359e-05,3.501250763923516e-85
1.2209397045947523e-05,3.501250763923516e-85
1.2230883001707209e-05,3.501250763923516e-85
1.2252406768203427e-05,3.501250763923516e-85
1.2273968411975074e-05,3.501250763923516e-85
1.229556799967814e-05,3.501250763923516e-85
1.2317205598085917e-05,3.501250763923516e-85
1.2338881274089202e-05,3.501250763923516e-85
1.2360595094696511e-05,3.501250763923516e-85
1.2382347127034275e-05,3.501250763923516e-85
1.2404137438347057e-05,3.501250763923516e-85
1.2425966095997752e-05,3.501250763923516e-85
1.2447833167467804e-05,3.501250763923516e-85
1.2469738720357409e-05,3.501250763923516e-85
1.2491682822385722e-05,3.501250763923516e-85
1.2513665541391072e-05,3.501250763923516e-85
1.253568694533117e-05,3.501250763923516e-85
1.2557747102283315e-05,3.501250763923516e-85
1.2579846080444613e-05,3.501250763923516e-85
1.2601983948132175e-05,3.501250763923516e-85
1.2624160773783341e-05,3.501250763923516e-85
1.2646376625955889e-05,3.501250763923516e-85
1.2668631573328232e-05,3.501250763923516e-85
1.2690925684699658e-05,3.501250763923516e-85
1.2713259028990516e-05,3.501250763923516e-85
1.2735631675242447e-05,3.501250763923516e-85
1.2758043692618582e-05,3.501250763923516e-85
1.2780495150403777e-05,3.501250763923516e-85
1.2802986118004803e-05,3.501250763923516e-85
1.2825516664950577e-05,3.501250763923516e-85
1.2848086860892376e-05,3.501250763923516e-85
1.2870696775604044e-05,3.501250763923516e-85
1.2893346478982209e-05,3.501250763923516e-85
1.2916036041046513e-05,3.501250763923516e-85
1.2938765531939804e-05,3.501250763923516e-85
1.2961535021928377e-05,3.501250763923516e-85
1.2984344581402177e-05,3.501250763923516e-85
1.3007194280875022e-05,3.501250763923516e-85
1.3030084190984819e-05,3.501250763923516e-85
1.3053014382493775e-05,3.501250763923516e-85
1.307598492628864e-05,3.501250763923516e-85
1.3098995893380895e-05,3.501250763923516e-85
1.3122047354906992e-05,3.501250763923516e-85
1.3145139382128569e-05,3.501250763923516e-85
1.3168272046432665e-05,3.501250763923516e-85
1.319144541933195e-05,3.501250763923516e-85
1.321465957246494e-05,3.501250763923516e-85
1.3237914577596218e-05,3.501250763923516e-85
1.3261210506616655e-05,3.501250763923516e-85
1.3284547431543642e-05,3.501250763923516e-85
1.3307925424521302e-05,3.501250763923516e-85
1.3331344557820713e-05,3.501250763923516e-85
1.3354804903840137e-05,3.501250763923516e-85
1.3378306535105248e-05,3.501250763923516e-85
1.3401849524269335e-05,3.501250763923516e-85
1.3425433944113557e-05,3.501250763923516e-85
1.3449059867547146e-05,3.501250763923516e-85
1.3472727367607635e-05,3.501250763923516e-85
1.3496436517461091e-05,3.501250763923516e-85
1.3520187390402345e-05,3.501250763923516e-85
1.3543980059855197e-05,3.501250763923516e-85
1.3567814599372669e-05,3.501250763923516e-85
1.3591691082637213e-05,3.501250763923516e-85
1.3615609583460955e-05,3.501250763923516e-85
1.3639570175785907e-05,3.501250763923516e-85
1.3663572933684205e-05,3.501250763923516e-85
1.368761793135834e-05,3.501250763923516e-85
1.3711705243141378e-05,3.501250763923516e-85
1.3735834943497204e-05,3.501250763923516e-85
1.3760007107020732e-05,3.501250763923516e-85
1.378422180843816e-05,3.501250763923516e-85
1.3808479122607176e-05,3.501250763923516e-85
1.3832779124517211e-05,3.501250763923516e-85
1.3857121889289656e-05,3.501250763923516e-85
1.3881507492178104e-05,3.501250763923516e-85
1.3905936008568577e-05,3.501250763923516e-85
1.3930407513979757e-05,3.501250763923516e-85
1.3954922084063225e-05,3.501250763923516e-85
1.3979479794603695e-05,3.501250763923516e-85
1.4004080721519247e-05,3.501250763923516e-85
1.4028724940861554e-05,3.501250763923516e-85
1.4053412528816131e-05,3.501250763923516e-85
1.4078143561702556e-05,3.501250763923516e-85
1.4102918115974724e-05,3.501250763923516e-85
1.4127736268221062e-05,3.501250763923516e-85
1.4152598095164782e-05,3.501250763923516e-85
1.4177503673664115e-05,3.501250763923516e-85
1.4202453080712538e-05,3.501250763923516e-85
1.4227446393439024e-05,3.501250763923516e-85
1.4252483689108282e-05,3.501250763923516e-85
1.4277565045120982e-05,3.501250763923516e-85
1.4302690539014012e-05,3.501250763923516e-85
1.43278602484607e-05,3.501250763923516e-85
1.4353074251271067e-05,3.501250763923516e-85
1.4378332625392062e-05,3.501250763923516e-85
1.4403635448907804e-05,3.501250763923516e-85
1.4428982800039825e-05,3.501250763923516e-85
1.445437475714731e-05,3.501250763923516e-85
1.4479811398727338e-05,3.501250763923516e-85
1.4505292803415124e-05,3.501250763923516e-85
1.4530819049984272e-05,3.501250763923516e-85
1.4556390217347005e-05,3.501250763923516e-85
1.4582006384554415e-05,3.501250763923516e-85
1.4607667630796712e-05,3.501250763923516e-85
1.4633374035403455e-05,3.501250763923516e-85
1.4659125677843815e-05,3.501250763923516e-85
1.4684922637726807e-05,3.501250763923516e-85
1.4710764994801544e-05,3.501250763923516e-85
1.473665282895748e-05,3.501250763923516e-85
1.4762586220224655e-05,3.501250763923516e-85
1.4788565248773948e-05,3.501250763923516e-85
1.4814589994917318e-05,3.501250763923516e-85
1.484066053910806e-05,3.501250763923516e-85
1.486677696194105e-05,3.501250763923516e-85
1.4892939344152987e-05,3.501250763923516e-85
1.4919147766622662e-05,3.501250763923516e-85
1.4945402310371181e-05,3.501250763923516e-85
1.4971703056562242e-05,3.501250763923516e-85
1.4998050086502368e-05,3.501250763923516e-85
1.5024443481641166e-05,3.501250763923516e-85
1.5050883323571575e-05,3.501250763923516e-85
1.5077369694030124e-05,3.501250763923516e-85
1.5103902674897177e-05,3.501250763923516e-85
1.5130482348197194e-05,3.501250763923516e-85
1.5157108796098974e-05,3.501250763923516e-85
1.5183782100915925e-05,3.501250763923516e-85
1.5210502345106305e-05,3.501250763923516e-85
1.5237269611273477e-05,3.501250763923516e-85
1.5264083982166177e-05,3.501250763923516e-85
1.5290945540678748e-05,3.501250763923516e-85
1.531785436985143e-05,3.501250763923516e-85
1.534481055287057e-05,3.501250763923516e-85
1.5371814173068932e-05,3.501250763923516e-85
1.539886531392591e-05,3.501250763923516e-85
1.5425964059067808e-05,3.501250763923516e-85
1.54531104922681e-05,3.501250763923516e-85
1.548030469744768e-05,3.501250763923516e-85
1.5507546758675118e-05,3.501250763923516e-85
1.5534836760166945e-05,3.501250763923516e-85
1.556217478628787e-05,3.501250763923516e-85
1.5589560921551092e-05,3.501250763923516e-85
1.561699525061852e-05,4.1005697917816926e-09
1.564447785830105e-05,1.475789821066981e-08
1.5672008829558837e-05,2.5528320477964527e-08
1.5699588249501532e-05,3.665894744046662e-08
1.572721620338858e-05,4.8390182618770555e-08
1.575489277662945e-05,6.105082105800448e-08
1.5782618054783922e-05,7.473861976778914e-08
1.581039212356234e-05,8.987959876436734e-08
1.5838215068825873e-05,1.0662064165583982e-07
1.58660869765868e-05,1.2521010574459856e-07
1.589400793300876e-05,1.4630936976262188e-07
1.5921978024407015e-05,1.6982503005656738e-07
1.594999733724873e-05,1.9612506341614835e-07
1.597806595815323e-05,2.2610154134905624e-07
1.6006183973892282e-05,2.596833295828429e-07
1.6034351471390335e-05,2.972514254911133e-07
1.606256853772482e-05,3.399096324788236e-07
1.60908352601264e-05,3.8786991857365747e-07
1.6119151725979253e-05,4.429189833366117e-07
1.6147518022821328e-05,5.07060446871212e-07
1.6175934238344617e-05,5.810589421449916e-07
1.6204400460395445e-05,6.641963983845533e-07
1.6232916776974722e-05,7.570813774850002e-07
1.6261483276238214e-05,8.622495992306174e-07
1.6290100046496832e-05,9.794853519781585e-07
1.6318767176216897e-05,1.1095964343656204e-06
1.6347484754020397e-05,1.2551343966756806e-06
1.637625286868529e-05,1.4185972984869086e-06
1.6405071609145764e-05,1.6004554400908243e-06
1.6433941064492503e-05,1.8024469590173393e-06
1.6462861323972983e-05,2.0265946578597746e-06
1.6491832476991725e-05,2.2751036194979602e-06
1.6520854613110596e-05,2.5505489343049524e-06
1.654992782204906e-05,2.8587597365639784e-06
1.657905219368448e-05,3.1998078752794456e-06
1.6608227818052374e-05,3.576834523311074e-06
1.6637454785346708e-05,3.993242203644594e-06
1.6666733185920176e-05,4.452713462317193e-06
1.6696063110284462e-05,4.959230732536892e-06
1.672544464911054e-05,5.520055667921985e-06
1.6754877893228947e-05,6.1413780234599285e-06
1.678436293363005e-05,6.824927372859311e-06
1.681389986146435e-05,7.576242196702812e-06
1.684348876804276e-05,8.404154187821596e-06
1.6873129744836866e-05,9.31369797235323e-06
1.6902822883479234e-05,1.0312069704325081e-05
1.693256827576368e-05,1.140702915037343e-05
1.6962366013645554e-05,1.2614285856631146e-05
1.6992216189242048e-05,1.3939291129892383e-05
1.7022118894832433e-05,1.5389784214929643e-05
1.705207422285839e-05,1.6976372886740828e-05
1.708208226592427e-05,1.871045200149623e-05
1.7112143116797393e-05,2.0604253567613444e-05
1.714225686840833e-05,2.2670899518419323e-05
1.7172423613851182e-05,2.4924457291715444e-05
1.7202643446383884e-05,2.7381378362286293e-05
1.7232916459428485e-05,3.008240250826017e-05
1.7263242746571434e-05,3.302616076938553e-05
1.7293622401563867e-05,3.6234620167121405e-05
1.732405551832192e-05,3.972391551216138e-05
1.7354542190926986e-05,4.3547222954619185e-05
1.738508251362602e-05,4.770283530244683e-05
1.741567658083184e-05,5.221568114505785e-05
1.744632448712341e-05,5.711337003350999e-05
1.7477026327246127e-05,6.24255504044508e-05
1.7507782196112128e-05,6.818394790013387e-05
1.753859218880057e-05,7.442249520774977e-05
1.7569456400557925e-05,8.117746964004457e-05
1.7600374926798288e-05,8.848763870121646e-05
1.7631347863103656e-05,9.639671744433283e-05
1.7662375305224237e-05,0.0001049453119839536
1.7693457349078725e-05,0.00011418034122943899
1.772459409075463e-05,0.0001241518656057413
1.775578562650854e-05,0.00013497983844332678
1.778703205276644e-05,0.000146669558580449
1.781833346612401e-05,0.0001592764228738324
1.7849689963346908e-05,0.00017286573540564433
1.788110164137108e-05,0.00018750702454848478
1.7912568597303068e-05,0.0002032742900165834
1.7944090928420293e-05,0.00022024626288059138
1.7975668732171363e-05,0.00023850667910981473
1.800730210617638e-05,0.0002581445672301195
1.8038991148227235e-05,0.0002792545507095366
1.8070735956287914e-05,0.0003019371657057647
1.810253662849479e-05,0.0003262991948314187
1.8134393263156946e-05,0.00035245401761569773
1.8166305958756464e-05,0.0003805219783619747
1.819827481394873e-05,0.0004106307721226492
1.8230299927562746e-05,0.0004429158495369776
1.8262381398601438e-05,0.00047762209006773
1.8294519326241947e-05,0.0005151260936182257
1.8326713809835943e-05,0.0005552437000435586
1.8358964948909947e-05,0.0005981369047713398
1.8391272843165613e-05,0.0006439866864627419
1.8423637592480057e-05,0.0006929578848561148
1.845605929690615e-05,0.0007452405045395423
1.848853805667284e-05,0.0008010809139996245
1.852107397218546e-05,0.0008613302920535213
1.8553667144026028e-05,0.0009256155577655215
1.8586317672953563e-05,0.0009941791255608358
1.861902565990441e-05,0.0010672767025761223
1.8651791205992533e-05,0.0011451779657162778
1.8684614412509835e-05,0.0012281672711484317
1.8717495380926472e-05,0.0013165443975919249
1.8750434212891173e-05,0.0014109841794990865
1.878343101023153e-05,0.0015121490957088533
1.8816485874954346e-05,0.0016200484534558035
1.8849598909245936e-05,0.0017347611432754725
1.888277021547242e-05,0.00185666986189595
1.891599989618009e-05,0.00198617690726456
1.8949288054095673e-05,0.002123705114974305
1.898263479212669e-05,0.0022702920784597584
1.9016040213361746e-05,0.002427120561002226
1.9049504421070868e-05,0.0025935843854984113
1.908302751870581e-05,0.0027702133058780543
1.9116609609900386e-05,0.0029575636334494616
1.915025079847078e-05,0.0031562194824248492
1.918395118841587e-05,0.0033667940699357206
1.921771088391755e-05,0.0035901378643855733
1.925152998934105e-05,0.003828980346692405
1.9285408609235273e-05,0.004082029250560756
1.9319346848333088e-05,0.004350044655002626
1.9353344811551683e-05,0.004633823755208938
1.938740260399287e-05,0.004934202542817707
1.9421520330943435e-05,0.005252524109856261
1.945569809787542e-05,0.005588555892564077
1.94899360104465e-05,0.005948562955651828
1.9524234174500278e-05,0.006329529087772408
1.955859269606661e-05,0.0067313777423237365
1.9593011681361946e-05,0.007155044786699936
1.9627491236789666e-05,0.0076014972005939855
1.9662031468940385e-05,0.008079156780751742
1.9696632484592297e-05,0.008583540808053609
1.9731294390711503e-05,0.009115605958730977
1.976601729445235e-05,0.009675172698282067
1.9800801303157738e-05,0.010265681226600631
1.9835646524359486e-05,0.010896550722588105
1.9870553065778634e-05,0.0115599350172431
1.990552103532579e-05,0.012257199708544534
1.9940550541101465e-05,0.012989757042794207
1.99756416913964e-05,0.013768967541238266
2.0010794594691914e-05,0.014595532694996072
2.0046009359660217e-05,0.015461617548816222
2.0081286095164767e-05,0.016368612172673637
2.0116624910260598e-05,0.01733455917765995
2.015202591419466e-05,0.018353630325411076
2.0187489216406143e-05,0.01942082093238915
2.022301492652684e-05,0.02053784640078356
2.0258603154381473e-05,0.02172833586456379
2.0294254009988023e-05,0.02298052506677362
2.032996760355808e-05,0.024291158016770793
2.0365744045497193e-05,0.02566234187326009
2.0401583446405193e-05,0.027121484685473752
2.0437485917076546e-05,0.028655030717726234
2.047345156850069e-05,0.030259366602504334
2.050948051186239e-05,0.031937068176995695
2.0545572858542057e-05,0.03371609309628121
2.0581728720116115e-05,0.0355880687532609
2.0617948208357355e-05,0.037545540118278285
2.065423143523524e-05,0.039591640103926996
2.0690578512916286e-05,0.04174978350978527
2.07269895537644e-05,0.04402745324020971
2.0763464670341224e-05,0.04640806606247712
2.0800003975406488e-05,0.04889541286742356
2.0836607581918345e-05,0.05150088733790555
2.087327560303374e-05,0.05426322581046175
2.091000815210875e-05,0.05714912531603503
2.094680534269893e-05,0.06016314919106609
