# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.2000e+01 1.4000e+13 5.0000e+01 0.12000
2.5000e-05 1.0869e+01 1.1916e+13 5.1250e+01 0.12000
5.0000e-05 9.7313e+00 1.0142e+13 5.2500e+01 0.12000
7.6000e-05 8.6531e+00 8.8334e+12 5.3800e+01 0.12000
1.0100e-04 7.8374e+00 7.6936e+12 5.5050e+01 0.12000
1.2600e-04 7.1150e+00 6.8569e+12 5.6300e+01 0.12000
1.5100e-04 6.5640e+00 5.9722e+12 5.7550e+01 0.12000
1.7700e-04 6.0978e+00 5.3227e+12 5.8850e+01 0.12000
2.0200e-04 5.6777e+00 4.7438e+12 6.0100e+01 0.12000
2.2700e-04 5.3477e+00 4.1317e+12 6.1350e+01 0.12000
2.5200e-04 5.0138e+00 3.6824e+12 6.2600e+01 0.12000
2.7700e-04 4.7225e+00 3.2819e+12 6.3850e+01 0.12000
3.0300e-04 4.4277e+00 2.8585e+12 6.5150e+01 0.12000
3.2800e-04 4.2089e+00 2.5476e+12 6.6400e+01 0.12000
3.5300e-04 3.9643e+00 2.2705e+12 6.7650e+01 0.12000
3.7800e-04 3.7685e+00 2.0707e+12 6.8900e+01 0.12000
4.0300e-04 3.5578e+00 1.8456e+12 7.0150e+01 0.12000
4.2900e-04 3.3976e+00 1.6831e+12 7.1450e+01 0.12000
4.5400e-04 3.2372e+00 1.5351e+12 7.2700e+01 0.12000
4.7900e-04 3.0844e+00 1.4000e+12 7.3950e+01 0.12000
5.0400e-04 2.9592e+00 1.2768e+12 7.5200e+01 0.12000
5.2900e-04 2.8130e+00 1.1645e+12 7.6450e+01 0.12000
5.5500e-04 2.6988e+00 1.0620e+12 7.7750e+01 0.12000
5.8000e-04 2.5952e+00 9.6857e+11 7.9000e+01 0.12000
6.0500e-04 2.4842e+00 9.0392e+11 8.0250e+01 0.12000
6.3000e-04 2.3887e+00 8.2438e+11 8.1500e+01 0.12000
6.5600e-04 2.2813e+00 7.6936e+11 8.2800e+01 0.12000
6.8100e-04 2.1786e+00 7.0167e+11 8.4050e+01 0.12000
7.0600e-04 2.0998e+00 6.5483e+11 8.5300e+01 0.12000
7.3100e-04 2.0098e+00 5.9722e+11 8.6550e+01 0.12000
7.5600e-04 1.9283e+00 5.5736e+11 8.7800e+01 0.12000
7.8200e-04 1.8542e+00 5.2015e+11 8.9100e+01 0.12000
8.0700e-04 1.7668e+00 4.7438e+11 9.0350e+01 0.12000
8.3200e-04 1.6912e+00 4.4272e+11 9.1600e+01 0.12000
8.5700e-04 1.6262e+00 4.1317e+11 9.2850e+01 0.12000
8.8200e-04 1.5531e+00 3.8559e+11 9.4100e+01 0.12000
9.0800e-04 1.4831e+00 3.5985e+11 9.5400e+01 0.12000
9.3300e-04 1.4229e+00 3.3584e+11 9.6650e+01 0.12000
9.5800e-04 1.3620e+00 3.1342e+11 9.7900e+01 0.12000
9.8300e-04 1.2977e+00 2.9250e+11 9.9150e+01 0.12000
1.0090e-03 1.2251e+00 2.7297e+11 1.0045e+02 0.12000
1.0340e-03 1.1459e+00 2.6069e+11 1.0170e+02 0.12000
1.0590e-03 1.0572e+00 2.4330e+11 1.0295e+02 0.12000
1.0840e-03 9.7987e-01 2.2705e+11 1.0420e+02 0.12000
1.1090e-03 9.1447e-01 2.1684e+11 1.0545e+02 0.12000
1.1350e-03 8.6332e-01 2.0236e+11 1.0675e+02 0.12000
1.1600e-03 7.9831e-01 1.9326e+11 1.0800e+02 0.12000
1.1850e-03 7.4503e-01 1.8035e+11 1.0925e+02 0.12000
1.2100e-03 7.0011e-01 1.7224e+11 1.1050e+02 0.12000
1.2350e-03 6.6401e-01 1.6449e+11 1.1175e+02 0.12000
1.2610e-03 6.2111e-01 1.5351e+11 1.1305e+02 0.12000
1.2860e-03 5.8234e-01 1.4660e+11 1.1430e+02 0.12000
1.3110e-03 5.4850e-01 1.4000e+11 1.1555e+02 0.12000
1.3360e-03 5.2260e-01 1.3370e+11 1.1680e+02 0.12000
1.3620e-03 4.9794e-01 1.2768e+11 1.1810e+02 0.12000
1.3870e-03 4.6792e-01 1.2194e+11 1.1935e+02 0.12000
1.4120e-03 4.4277e-01 1.1645e+11 1.2060e+02 0.12000
1.4370e-03 4.2187e-01 1.1121e+11 1.2185e+02 0.12000
1.4620e-03 4.0288e-01 1.0620e+11 1.2310e+02 0.12000
1.4880e-03 3.8830e-01 1.0142e+11 1.2440e+02 0.12000
1.5130e-03 3.6659e-01 9.6857e+10 1.2565e+02 0.12000
1.5380e-03 3.4768e-01 9.2497e+10 1.2690e+02 0.12000
1.5630e-03 3.3279e-01 9.0392e+10 1.2815e+02 0.12000
1.5880e-03 3.2002e-01 8.6323e+10 1.2940e+02 0.12000
1.6140e-03 3.0915e-01 8.2438e+10 1.3070e+02 0.12000
1.6390e-03 2.9728e-01 7.8728e+10 1.3195e+02 0.12000
1.6640e-03 2.8325e-01 7.6936e+10 1.3320e+02 0.12000
1.6890e-03 2.7112e-01 7.3474e+10 1.3445e+02 0.12000
1.7150e-03 2.6072e-01 7.1800e+10 1.3575e+02 0.12000
1.7400e-03 2.5128e-01 6.8569e+10 1.3700e+02 0.12000
1.7650e-03 2.4387e-01 6.5483e+10 1.3825e+02 0.12000
1.7900e-03 2.3723e-01 6.3993e+10 1.3950e+02 0.12000
1.8150e-03 2.2655e-01 6.1113e+10 1.4075e+02 0.12000
1.8410e-03 2.1736e-01 5.9722e+10 1.4205e+02 0.12000
1.8660e-03 2.0950e-01 5.7033e+10 1.4330e+02 0.12000
1.8910e-03 2.0239e-01 5.5736e+10 1.4455e+02 0.12000
1.9160e-03 1.9687e-01 5.4466e+10 1.4580e+02 0.12000
1.9410e-03 1.9195e-01 5.2015e+10 1.4705e+02 0.12000
1.9670e-03 1.8758e-01 5.0831e+10 1.4835e+02 0.12000
1.9920e-03 1.7996e-01 4.9674e+10 1.4960e+02 0.12000
2.0170e-03 1.7384e-01 4.7438e+10 1.5085e+02 0.12000
2.0420e-03 1.6834e-01 4.6358e+10 1.5210e+02 0.12000
2.0680e-03 1.6337e-01 4.5304e+10 1.5340e+02 0.12000
2.0930e-03 1.5929e-01 4.3264e+10 1.5465e+02 0.12000
2.1130e-03 1.5566e-01 4.2280e+10 1.5565e+02 0.12000
2.1430e-03 1.5282e-01 4.1317e+10 1.5715e+02 0.12000
2.1730e-03 1.4899e-01 4.0377e+10 1.5865e+02 0.12000
2.1930e-03 1.4427e-01 3.8559e+10 1.5965e+02 0.12000
2.2230e-03 1.4002e-01 3.7681e+10 1.6115e+02 0.12000
2.2430e-03 1.3620e-01 3.6824e+10 1.6215e+02 0.12000
2.2730e-03 1.3279e-01 3.5985e+10 1.6365e+02 0.12000
2.2930e-03 1.3007e-01 3.4367e+10 1.6465e+02 0.12000
2.3230e-03 1.2769e-01 3.3584e+10 1.6615e+02 0.12000
2.3430e-03 1.2566e-01 3.2819e+10 1.6715e+02 0.12000
2.3730e-03 1.2393e-01 3.2073e+10 1.6865e+02 0.12000
2.3930e-03 1.2055e-01 3.1342e+10 1.6965e+02 0.12000
2.4230e-03 1.1726e-01 3.0629e+10 1.7115e+02 0.12000
2.4430e-03 1.1459e-01 2.9932e+10 1.7215e+02 0.12000
2.4730e-03 1.1199e-01 2.9250e+10 1.7365e+02 0.12000
2.4930e-03 1.0994e-01 2.7934e+10 1.7465e+02 0.12000
2.5230e-03 1.0819e-01 2.7297e+10 1.7615e+02 0.12000
2.5430e-03 1.0646e-01 2.6677e+10 1.7715e+02 0.12000
2.5730e-03 1.0524e-01 2.6069e+10 1.7865e+02 0.12000
2.5930e-03 1.0427e-01 2.5476e+10 1.7965e+02 0.12000
2.6230e-03 1.0190e-01 2.4896e+10 1.8115e+02 0.12000
2.6430e-03 9.9351e-02 2.4330e+10 1.8215e+02 0.12000
2.6730e-03 9.7313e-02 2.3775e+10 1.8365e+02 0.12000
2.6930e-03 9.5317e-02 2.3234e+10 1.8465e+02 0.12000
2.7230e-03 9.3578e-02 2.2705e+10 1.8615e+02 0.12000
2.7530e-03 9.2082e-02 2.2189e+10 1.8765e+02 0.12000
2.7730e-03 9.0818e-02 2.1684e+10 1.8865e+02 0.12000
2.8030e-03 8.9572e-02 2.1191e+10 1.9015e+02 0.12000
2.8230e-03 8.8751e-02 2.0707e+10 1.9115e+02 0.12000
2.8530e-03 8.8140e-02 2.0236e+10 1.9265e+02 0.12000
2.8730e-03 8.6531e-02 1.9776e+10 1.9365e+02 0.12000
2.9030e-03 8.4756e-02 1.9326e+10 1.9515e+02 0.12000
2.9230e-03 8.3018e-02 1.8886e+10 1.9615e+02 0.12000
2.9530e-03 8.1503e-02 1.8886e+10 1.9765e+02 0.12000
2.9730e-03 8.0199e-02 1.8456e+10 1.9865e+02 0.12000
3.0030e-03 7.9099e-02 1.8035e+10 2.0015e+02 0.12000
3.0230e-03 7.8194e-02 1.7625e+10 2.0115e+02 0.12000
3.0530e-03 7.7477e-02 1.7224e+10 2.0265e+02 0.12000
3.0730e-03 7.6767e-02 1.6831e+10 2.0365e+02 0.12000
