# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.1000e+01 8.0000e+12 5.0000e+01 0.03000
2.5000e-05 9.9629e+00 6.8091e+12 5.1125e+01 0.03000
5.0000e-05 8.9204e+00 5.7955e+12 5.2250e+01 0.03000
7.6000e-05 7.9320e+00 5.0477e+12 5.3420e+01 0.03000
1.0100e-04 7.1843e+00 4.3963e+12 5.4545e+01 0.03000
1.2600e-04 6.5221e+00 3.9183e+12 5.5670e+01 0.03000
1.5100e-04 6.0170e+00 3.4127e+12 5.6795e+01 0.03000
1.7700e-04 5.5897e+00 3.0415e+12 5.7965e+01 0.03000
2.0200e-04 5.2046e+00 2.7108e+12 5.9090e+01 0.03000
2.2700e-04 4.9021e+00 2.3610e+12 6.0215e+01 0.03000
2.5200e-04 4.5960e+00 2.1043e+12 6.1340e+01 0.03000
2.7700e-04 4.3290e+00 1.8754e+12 6.2465e+01 0.03000
3.0300e-04 4.0587e+00 1.6334e+12 6.3635e+01 0.03000
3.2800e-04 3.8582e+00 1.4558e+12 6.4760e+01 0.03000
3.5300e-04 3.6340e+00 1.2974e+12 6.5885e+01 0.03000
3.7800e-04 3.4545e+00 1.1832e+12 6.7010e+01 0.03000
4.0300e-04 3.2613e+00 1.0547e+12 6.8135e+01 0.03000
4.2900e-04 3.1145e+00 9.6179e+11 6.9305e+01 0.03000
4.5400e-04 2.9674e+00 8.7718e+11 7.0430e+01 0.03000
4.7900e-04 2.8274e+00 8.0000e+11 7.1555e+01 0.03000
5.0400e-04 2.7126e+00 7.2961e+11 7.2680e+01 0.03000
5.2900e-04 2.5786e+00 6.6542e+11 7.3805e+01 0.03000
5.5500e-04 2.4739e+00 6.0686e+11 7.4975e+01 0.03000
5.8000e-04 2.3790e+00 5.5347e+11 7.6100e+01 0.03000
6.0500e-04 2.2771e+00 5.1652e+11 7.7225e+01 0.03000
6.3000e-04 2.1897e+00 4.7108e+11 7.8350e+01 0.03000
6.5600e-04 2.0912e+00 4.3963e+11 7.9520e+01 0.03000
6.8100e-04 1.9971e+00 4.0096e+11 8.0645e+01 0.03000
7.0600e-04 1.9248e+00 3.7419e+11 8.1770e+01 0.03000
7.3100e-04 1.8424e+00 3.4127e+11 8.2895e+01 0.03000
7.5600e-04 1.7676e+00 3.1849e+11 8.4020e+01 0.03000
7.8200e-04 1.6997e+00 2.9723e+11 8.5190e+01 0.03000
8.0700e-04 1.6196e+00 2.7108e+11 8.6315e+01 0.03000
8.3200e-04 1.5502e+00 2.5298e+11 8.7440e+01 0.03000
8.5700e-04 1.4906e+00 2.3610e+11 8.8565e+01 0.03000
8.8200e-04 1.4236e+00 2.2034e+11 8.9690e+01 0.03000
9.0800e-04 1.3595e+00 2.0563e+11 9.0860e+01 0.03000
9.3300e-04 1.3044e+00 1.9191e+11 9.1985e+01 0.03000
9.5800e-04 1.2485e+00 1.7909e+11 9.3110e+01 0.03000
9.8300e-04 1.1896e+00 1.6714e+11 9.4235e+01 0.03000
1.0090e-03 1.1230e+00 1.5598e+11 9.5405e+01 0.03000
1.0340e-03 1.0504e+00 1.4897e+11 9.6530e+01 0.03000
1.0590e-03 9.6913e-01 1.3903e+11 9.7655e+01 0.03000
1.0840e-03 8.9822e-01 1.2974e+11 9.8780e+01 0.03000
1.1090e-03 8.3827e-01 1.2391e+11 9.9905e+01 0.03000
1.1350e-03 7.9138e-01 1.1563e+11 1.0107e+02 0.03000
1.1600e-03 7.3179e-01 1.1043e+11 1.0220e+02 0.03000
1.1850e-03 6.8294e-01 1.0306e+11 1.0333e+02 0.03000
1.2100e-03 6.4177e-01 9.8420e+10 1.0445e+02 0.03000
1.2350e-03 6.0868e-01 9.3993e+10 1.0558e+02 0.03000
1.2610e-03 5.6935e-01 8.7718e+10 1.0675e+02 0.03000
1.2860e-03 5.3381e-01 8.3771e+10 1.0787e+02 0.03000
1.3110e-03 5.0279e-01 8.0000e+10 1.0900e+02 0.03000
1.3360e-03 4.7905e-01 7.6399e+10 1.1012e+02 0.03000
1.3620e-03 4.5644e-01 7.2961e+10 1.1129e+02 0.03000
1.3870e-03 4.2892e-01 6.9678e+10 1.1241e+02 0.03000
1.4120e-03 4.0587e-01 6.6542e+10 1.1354e+02 0.03000
1.4370e-03 3.8671e-01 6.3546e+10 1.1466e+02 0.03000
1.4620e-03 3.6931e-01 6.0686e+10 1.1579e+02 0.03000
1.4880e-03 3.5594e-01 5.7955e+10 1.1696e+02 0.03000
1.5130e-03 3.3604e-01 5.5347e+10 1.1809e+02 0.03000
1.5380e-03 3.1870e-01 5.2856e+10 1.1921e+02 0.03000
1.5630e-03 3.0506e-01 5.1652e+10 1.2033e+02 0.03000
1.5880e-03 2.9335e-01 4.9328e+10 1.2146e+02 0.03000
1.6140e-03 2.8339e-01 4.7108e+10 1.2263e+02 0.03000
1.6390e-03 2.7251e-01 4.4988e+10 1.2375e+02 0.03000
1.6640e-03 2.5965e-01 4.3963e+10 1.2488e+02 0.03000
1.6890e-03 2.4853e-01 4.1985e+10 1.2600e+02 0.03000
1.7150e-03 2.3899e-01 4.1029e+10 1.2717e+02 0.03000
1.7400e-03 2.3034e-01 3.9183e+10 1.2830e+02 0.03000
1.7650e-03 2.2355e-01 3.7419e+10 1.2943e+02 0.03000
1.7900e-03 2.1746e-01 3.6567e+10 1.3055e+02 0.03000
1.8150e-03 2.0767e-01 3.4921e+10 1.3168e+02 0.03000
1.8410e-03 1.9924e-01 3.4127e+10 1.3284e+02 0.03000
1.8660e-03 1.9204e-01 3.2590e+10 1.3397e+02 0.03000
1.8910e-03 1.8552e-01 3.1849e+10 1.3509e+02 0.03000
1.9160e-03 1.8046e-01 3.1123e+10 1.3622e+02 0.03000
