# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.1000e+01 1.2000e+13 5.0000e+01 0.21000
2.5000e-05 9.9629e+00 1.0214e+13 5.1000e+01 0.21000
5.0000e-05 8.9204e+00 8.6933e+12 5.2000e+01 0.21000
7.6000e-05 7.9320e+00 7.5715e+12 5.3040e+01 0.21000
1.0100e-04 7.1843e+00 6.5945e+12 5.4040e+01 0.21000
1.2600e-04 6.5221e+00 5.8774e+12 5.5040e+01 0.21000
1.5100e-04 6.0170e+00 5.1190e+12 5.6040e+01 0.21000
1.7700e-04 5.5897e+00 4.5623e+12 5.7080e+01 0.21000
2.0200e-04 5.2046e+00 4.0661e+12 5.8080e+01 0.21000
2.2700e-04 4.9021e+00 3.5415e+12 5.9080e+01 0.21000
2.5200e-04 4.5960e+00 3.1564e+12 6.0080e+01 0.21000
2.7700e-04 4.3290e+00 2.8130e+12 6.1080e+01 0.21000
3.0300e-04 4.0587e+00 2.4501e+12 6.2120e+01 0.21000
3.2800e-04 3.8582e+00 2.1837e+12 6.3120e+01 0.21000
3.5300e-04 3.6340e+00 1.9461e+12 6.4120e+01 0.21000
3.7800e-04 3.4545e+00 1.7749e+12 6.5120e+01 0.21000
4.0300e-04 3.2613e+00 1.5820e+12 6.6120e+01 0.21000
4.2900e-04 3.1145e+00 1.4427e+12 6.7160e+01 0.21000
4.5400e-04 2.9674e+00 1.3158e+12 6.8160e+01 0.21000
4.7900e-04 2.8274e+00 1.2000e+12 6.9160e+01 0.21000
5.0400e-04 2.7126e+00 1.0944e+12 7.0160e+01 0.21000
5.2900e-04 2.5786e+00 9.9813e+11 7.1160e+01 0.21000
5.5500e-04 2.4739e+00 9.1029e+11 7.2200e+01 0.21000
5.8000e-04 2.3790e+00 8.3020e+11 7.3200e+01 0.21000
6.0500e-04 2.2771e+00 7.7479e+11 7.4200e+01 0.21000
6.3000e-04 2.1897e+00 7.0661e+11 7.5200e+01 0.21000
6.5600e-04 2.0912e+00 6.5945e+11 7.6240e+01 0.21000
6.8100e-04 1.9971e+00 6.0143e+11 7.7240e+01 0.21000
7.0600e-04 1.9248e+00 5.6128e+11 7.8240e+01 0.21000
7.3100e-04 1.8424e+00 5.1190e+11 7.9240e+01 0.21000
7.5600e-04 1.7676e+00 4.7773e+11 8.0240e+01 0.21000
7.8200e-04 1.6997e+00 4.4584e+11 8.1280e+01 0.21000
8.0700e-04 1.6196e+00 4.0661e+11 8.2280e+01 0.21000
8.3200e-04 1.5502e+00 3.7947e+11 8.3280e+01 0.21000
8.5700e-04 1.4906e+00 3.5415e+11 8.4280e+01 0.21000
8.8200e-04 1.4236e+00 3.3050e+11 8.5280e+01 0.21000
9.0800e-04 1.3595e+00 3.0845e+11 8.6320e+01 0.21000
9.3300e-04 1.3044e+00 2.8786e+11 8.7320e+01 0.21000
9.5800e-04 1.2485e+00 2.6864e+11 8.8320e+01 0.21000
9.8300e-04 1.1896e+00 2.5072e+11 8.9320e+01 0.21000
1.0090e-03 1.1230e+00 2.3398e+11 9.0360e+01 0.21000
1.0340e-03 1.0504e+00 2.2345e+11 9.1360e+01 0.21000
1.0590e-03 9.6913e-01 2.0854e+11 9.2360e+01 0.21000
1.0840e-03 8.9822e-01 1.9461e+11 9.3360e+01 0.21000
1.1090e-03 8.3827e-01 1.8586e+11 9.4360e+01 0.21000
1.1350e-03 7.9138e-01 1.7345e+11 9.5400e+01 0.21000
1.1600e-03 7.3179e-01 1.6565e+11 9.6400e+01 0.21000
1.1850e-03 6.8294e-01 1.5459e+11 9.7400e+01 0.21000
1.2100e-03 6.4177e-01 1.4763e+11 9.8400e+01 0.21000
1.2350e-03 6.0868e-01 1.4099e+11 9.9400e+01 0.21000
1.2610e-03 5.6935e-01 1.3158e+11 1.0044e+02 0.21000
1.2860e-03 5.3381e-01 1.2566e+11 1.0144e+02 0.21000
1.3110e-03 5.0279e-01 1.2000e+11 1.0244e+02 0.21000
1.3360e-03 4.7905e-01 1.1460e+11 1.0344e+02 0.21000
1.3620e-03 4.5644e-01 1.0944e+11 1.0448e+02 0.21000
1.3870e-03 4.2892e-01 1.0452e+11 1.0548e+02 0.21000
1.4120e-03 4.0587e-01 9.9813e+10 1.0648e+02 0.21000
1.4370e-03 3.8671e-01 9.5320e+10 1.0748e+02 0.21000
1.4620e-03 3.6931e-01 9.1029e+10 1.0848e+02 0.21000
1.4880e-03 3.5594e-01 8.6933e+10 1.0952e+02 0.21000
1.5130e-03 3.3604e-01 8.3020e+10 1.1052e+02 0.21000
1.5380e-03 3.1870e-01 7.9284e+10 1.1152e+02 0.21000
1.5630e-03 3.0506e-01 7.7479e+10 1.1252e+02 0.21000
1.5880e-03 2.9335e-01 7.3991e+10 1.1352e+02 0.21000
1.6140e-03 2.8339e-01 7.0661e+10 1.1456e+02 0.21000
1.6390e-03 2.7251e-01 6.7481e+10 1.1556e+02 0.21000
1.6640e-03 2.5965e-01 6.5945e+10 1.1656e+02 0.21000
1.6890e-03 2.4853e-01 6.2977e+10 1.1756e+02 0.21000
