# time[s], T9[GK], density[g/cm^3], R[km], Ye

1.9160e-03 1.9687e-01 4.6685e+10 1.4580e+02 0.30000
1.9410e-03 1.9195e-01 4.4584e+10 1.4705e+02 0.30000
1.9670e-03 1.8758e-01 4.3570e+10 1.4835e+02 0.30000
1.9920e-03 1.7996e-01 4.2578e+10 1.4960e+02 0.30000
2.0170e-03 1.7384e-01 4.0661e+10 1.5085e+02 0.30000
2.0420e-03 1.6834e-01 3.9735e+10 1.5210e+02 0.30000
2.0680e-03 1.6337e-01 3.8832e+10 1.5340e+02 0.30000
2.0930e-03 1.5929e-01 3.7083e+10 1.5465e+02 0.30000
2.1130e-03 1.5566e-01 3.6240e+10 1.5565e+02 0.30000
2.1430e-03 1.5282e-01 3.5415e+10 1.5715e+02 0.30000
2.1730e-03 1.4899e-01 3.4609e+10 1.5865e+02 0.30000
2.1930e-03 1.4427e-01 3.3050e+10 1.5965e+02 0.30000
2.2230e-03 1.4002e-01 3.2298e+10 1.6115e+02 0.30000
2.2430e-03 1.3620e-01 3.1564e+10 1.6215e+02 0.30000
2.2730e-03 1.3279e-01 3.0845e+10 1.6365e+02 0.30000
2.2930e-03 1.3007e-01 2.9457e+10 1.6465e+02 0.30000
2.3230e-03 1.2769e-01 2.8786e+10 1.6615e+02 0.30000
2.3430e-03 1.2566e-01 2.8130e+10 1.6715e+02 0.30000
2.3730e-03 1.2393e-01 2.7491e+10 1.6865e+02 0.30000
2.3930e-03 1.2055e-01 2.6864e+10 1.6965e+02 0.30000
2.4230e-03 1.1726e-01 2.6254e+10 1.7115e+02 0.30000
2.4430e-03 1.1459e-01 2.5656e+10 1.7215e+02 0.30000
2.4730e-03 1.1199e-01 2.5072e+10 1.7365e+02 0.30000
2.4930e-03 1.0994e-01 2.3943e+10 1.7465e+02 0.30000
2.5230e-03 1.0819e-01 2.3398e+10 1.7615e+02 0.30000
2.5430e-03 1.0646e-01 2.2866e+10 1.7715e+02 0.30000
2.5730e-03 1.0524e-01 2.2345e+10 1.7865e+02 0.30000
2.5930e-03 1.0427e-01 2.1837e+10 1.7965e+02 0.30000
2.6230e-03 1.0190e-01 2.1339e+10 1.8115e+02 0.30000
2.6430e-03 9.9351e-02 2.0854e+10 1.8215e+02 0.30000
2.6730e-03 9.7313e-02 2.0379e+10 1.8365e+02 0.30000
2.6930e-03 9.5317e-02 1.9915e+10 1.8465e+02 0.30000
2.7230e-03 9.3578e-02 1.9461e+10 1.8615e+02 0.30000
2.7530e-03 9.2082e-02 1.9019e+10 1.8765e+02 0.30000
2.7730e-03 9.0818e-02 1.8586e+10 1.8865e+02 0.30000
2.8030e-03 8.9572e-02 1.8163e+10 1.9015e+02 0.30000
2.8230e-03 8.8751e-02 1.7749e+10 1.9115e+02 0.30000
2.8530e-03 8.8140e-02 1.7345e+10 1.9265e+02 0.30000
2.8730e-03 8.6531e-02 1.6951e+10 1.9365e+02 0.30000
2.9030e-03 8.4756e-02 1.6565e+10 1.9515e+02 0.30000
2.9230e-03 8.3018e-02 1.6188e+10 1.9615e+02 0.30000
2.9530e-03 8.1503e-02 1.6188e+10 1.9765e+02 0.30000
2.9730e-03 8.0199e-02 1.5820e+10 1.9865e+02 0.30000
3.0030e-03 7.9099e-02 1.5459e+10 2.0015e+02 0.30000
3.0230e-03 7.8194e-02 1.5107e+10 2.0115e+02 0.30000
3.0530e-03 7.7477e-02 1.4763e+10 2.0265e+02 0.30000
3.0730e-03 7.6767e-02 1.4427e+10 2.0365e+02 0.30000
3.1030e-03 7.6239e-02 1.4099e+10 2.0515e+02 0.30000
3.1230e-03 7.5888e-02 1.3778e+10 2.0615e+02 0.30000
3.1530e-03 7.4847e-02 1.3558e+10 2.0765e+02 0.30000
3.1730e-03 7.3481e-02 1.3310e+10 2.0865e+02 0.30000
3.2030e-03 7.2473e-02 1.3037e+10 2.1015e+02 0.30000
3.2230e-03 7.1314e-02 1.2799e+10 2.1115e+02 0.30000
3.2530e-03 7.0335e-02 1.2537e+10 2.1265e+02 0.30000
3.2730e-03 6.9530e-02 1.2308e+10 2.1365e+02 0.30000
3.3030e-03 6.8893e-02 1.2055e+10 2.1515e+02 0.30000
3.3330e-03 6.8260e-02 1.1835e+10 2.1665e+02 0.30000
3.3530e-03 6.7791e-02 1.1619e+10 2.1765e+02 0.30000
3.3830e-03 6.7325e-02 1.1407e+10 2.1915e+02 0.30000
3.4030e-03 6.7015e-02 1.1173e+10 2.2015e+02 0.30000
3.4330e-03 6.6861e-02 1.0969e+10 2.2165e+02 0.30000
3.4530e-03 6.5944e-02 1.0769e+10 2.2265e+02 0.30000
3.4830e-03 6.5039e-02 1.0573e+10 2.2415e+02 0.30000
3.5030e-03 6.4147e-02 1.0380e+10 2.2515e+02 0.30000
3.5330e-03 6.3412e-02 1.0214e+10 2.2665e+02 0.30000
3.5530e-03 6.2687e-02 1.0027e+10 2.2765e+02 0.30000
3.5830e-03 6.2111e-02 9.8443e+09 2.2915e+02 0.30000
3.6030e-03 6.1542e-02 9.6646e+09 2.3015e+02 0.30000
3.6330e-03 6.1118e-02 9.5101e+09 2.3165e+02 0.30000
3.6530e-03 6.0698e-02 9.3365e+09 2.3265e+02 0.30000
3.6830e-03 6.0419e-02 9.1660e+09 2.3415e+02 0.30000
3.7030e-03 6.0141e-02 9.0196e+09 2.3515e+02 0.30000
3.7330e-03 6.0003e-02 8.8549e+09 2.3665e+02 0.30000
3.7530e-03 5.9865e-02 8.7133e+09 2.3765e+02 0.30000
3.7830e-03 5.9044e-02 8.5740e+09 2.3915e+02 0.30000
3.8030e-03 5.8367e-02 8.4175e+09 2.4015e+02 0.30000
3.8330e-03 5.7567e-02 8.2829e+09 2.4165e+02 0.30000
3.8530e-03 5.7039e-02 8.1505e+09 2.4265e+02 0.30000
3.8830e-03 5.6386e-02 8.0201e+09 2.4415e+02 0.30000
3.9130e-03 5.5869e-02 7.8920e+09 2.4565e+02 0.30000
3.9330e-03 5.5485e-02 7.7479e+09 2.4665e+02 0.30000
3.9630e-03 5.5103e-02 7.6240e+09 2.4815e+02 0.30000
3.9830e-03 5.4723e-02 7.5021e+09 2.4915e+02 0.30000
4.0130e-03 5.4472e-02 7.3822e+09 2.5065e+02 0.30000
4.0330e-03 5.4222e-02 7.2809e+09 2.5165e+02 0.30000
4.0630e-03 5.4097e-02 7.1645e+09 2.5315e+02 0.30000
4.0830e-03 5.3972e-02 7.0499e+09 2.5415e+02 0.30000
4.1130e-03 5.3972e-02 6.9372e+09 2.5565e+02 0.30000
4.1330e-03 5.3601e-02 6.8263e+09 2.5665e+02 0.30000
4.1630e-03 5.2987e-02 6.7171e+09 2.5815e+02 0.30000
4.1830e-03 5.2381e-02 6.6250e+09 2.5915e+02 0.30000
4.2130e-03 5.1900e-02 6.5190e+09 2.6065e+02 0.30000
4.2330e-03 5.1424e-02 6.4296e+09 2.6165e+02 0.30000
4.2630e-03 5.1071e-02 6.3268e+09 2.6315e+02 0.30000
4.2830e-03 5.0602e-02 6.2257e+09 2.6415e+02 0.30000
4.3130e-03 5.0370e-02 6.1403e+09 2.6565e+02 0.30000
4.3330e-03 5.0024e-02 6.0559e+09 2.6665e+02 0.30000
4.3630e-03 4.9794e-02 5.9591e+09 2.6815e+02 0.30000
4.3830e-03 4.9679e-02 5.8774e+09 2.6915e+02 0.30000
4.4130e-03 4.9565e-02 5.7834e+09 2.7065e+02 0.30000
4.4330e-03 4.9451e-02 5.7041e+09 2.7165e+02 0.30000
4.4630e-03 4.9337e-02 5.6258e+09 2.7315e+02 0.30000
4.4830e-03 4.9337e-02 5.5358e+09 2.7415e+02 0.30000
4.5130e-03 4.9224e-02 5.4599e+09 2.7565e+02 0.30000
4.5430e-03 4.8773e-02 5.3850e+09 2.7715e+02 0.30000
4.5630e-03 4.8325e-02 5.3111e+09 2.7815e+02 0.30000
4.5930e-03 4.7992e-02 5.2382e+09 2.7965e+02 0.30000
4.6130e-03 4.7552e-02 5.1663e+09 2.8065e+02 0.30000
4.6430e-03 4.7225e-02 5.0955e+09 2.8215e+02 0.30000
4.6630e-03 4.7008e-02 5.0255e+09 2.8315e+02 0.30000
4.6930e-03 4.6685e-02 4.9566e+09 2.8465e+02 0.30000
4.7130e-03 4.6470e-02 4.8885e+09 2.8565e+02 0.30000
4.7430e-03 4.6363e-02 4.8216e+09 2.8715e+02 0.30000
4.7630e-03 4.6150e-02 4.7553e+09 2.8815e+02 0.30000
4.7930e-03 4.6044e-02 4.6901e+09 2.8965e+02 0.30000
4.8130e-03 4.5938e-02 4.6258e+09 2.9065e+02 0.30000
4.8430e-03 4.5938e-02 4.5623e+09 2.9215e+02 0.30000
4.8630e-03 4.5938e-02 4.4997e+09 2.9315e+02 0.30000
4.8930e-03 4.5938e-02 4.4482e+09 2.9465e+02 0.30000
4.9130e-03 4.5938e-02 4.3872e+09 2.9565e+02 0.30000
4.9430e-03 4.5832e-02 4.3269e+09 2.9715e+02 0.30000
4.9630e-03 4.5412e-02 4.2775e+09 2.9815e+02 0.30000
4.9930e-03 4.5204e-02 4.2188e+09 2.9965e+02 0.30000
5.0130e-03 4.4892e-02 4.1609e+09 3.0065e+02 0.30000
5.0430e-03 4.4686e-02 4.1133e+09 3.0215e+02 0.30000
5.0630e-03 4.4480e-02 4.0568e+09 3.0315e+02 0.30000
5.0930e-03 4.4175e-02 4.0011e+09 3.0465e+02 0.30000
5.1230e-03 4.4073e-02 3.9554e+09 3.0615e+02 0.30000
5.1430e-03 4.3871e-02 3.9011e+09 3.0715e+02 0.30000
5.1730e-03 4.3769e-02 3.8564e+09 3.0865e+02 0.30000
5.1930e-03 4.3668e-02 3.8035e+09 3.0965e+02 0.30000
5.2230e-03 4.3569e-02 3.7600e+09 3.1115e+02 0.30000
5.2430e-03 4.3468e-02 3.7169e+09 3.1215e+02 0.30000
5.2730e-03 4.3369e-02 3.6659e+09 3.1365e+02 0.30000
5.2930e-03 4.3369e-02 3.6240e+09 3.1465e+02 0.30000
5.3230e-03 4.3369e-02 3.5825e+09 3.1615e+02 0.30000
5.3430e-03 4.3369e-02 3.5333e+09 3.1715e+02 0.30000
5.3730e-03 4.3369e-02 3.4928e+09 3.1865e+02 0.30000
5.3930e-03 4.3369e-02 3.4529e+09 3.1965e+02 0.30000
5.4230e-03 4.3169e-02 3.4133e+09 3.2115e+02 0.30000
