# time[s], T9[GK], density[g/cm^3], R[km], Ye

4.5930e-03 3.9994e-02 5.2382e+09 2.3372e+02 0.30000
4.6130e-03 3.9627e-02 5.1663e+09 2.3452e+02 0.30000
4.6430e-03 3.9354e-02 5.0955e+09 2.3572e+02 0.30000
4.6630e-03 3.9174e-02 5.0255e+09 2.3652e+02 0.30000
4.6930e-03 3.8904e-02 4.9566e+09 2.3772e+02 0.30000
4.7130e-03 3.8725e-02 4.8885e+09 2.3852e+02 0.30000
4.7430e-03 3.8636e-02 4.8216e+09 2.3972e+02 0.30000
4.7630e-03 3.8459e-02 4.7553e+09 2.4052e+02 0.30000
4.7930e-03 3.8370e-02 4.6901e+09 2.4172e+02 0.30000
4.8130e-03 3.8282e-02 4.6258e+09 2.4252e+02 0.30000
4.8430e-03 3.8282e-02 4.5623e+09 2.4372e+02 0.30000
4.8630e-03 3.8282e-02 4.4997e+09 2.4452e+02 0.30000
4.8930e-03 3.8282e-02 4.4482e+09 2.4572e+02 0.30000
4.9130e-03 3.8282e-02 4.3872e+09 2.4652e+02 0.30000
4.9430e-03 3.8193e-02 4.3269e+09 2.4772e+02 0.30000
4.9630e-03 3.7843e-02 4.2775e+09 2.4852e+02 0.30000
4.9930e-03 3.7670e-02 4.2188e+09 2.4972e+02 0.30000
5.0130e-03 3.7410e-02 4.1609e+09 2.5052e+02 0.30000
5.0430e-03 3.7238e-02 4.1133e+09 2.5172e+02 0.30000
5.0630e-03 3.7067e-02 4.0568e+09 2.5252e+02 0.30000
5.0930e-03 3.6813e-02 4.0011e+09 2.5372e+02 0.30000
5.1230e-03 3.6728e-02 3.9554e+09 2.5492e+02 0.30000
5.1430e-03 3.6559e-02 3.9011e+09 2.5572e+02 0.30000
5.1730e-03 3.6474e-02 3.8564e+09 2.5692e+02 0.30000
5.1930e-03 3.6390e-02 3.8035e+09 2.5772e+02 0.30000
5.2230e-03 3.6307e-02 3.7600e+09 2.5892e+02 0.30000
5.2430e-03 3.6223e-02 3.7169e+09 2.5972e+02 0.30000
5.2730e-03 3.6140e-02 3.6659e+09 2.6092e+02 0.30000
5.2930e-03 3.6140e-02 3.6240e+09 2.6172e+02 0.30000
5.3230e-03 3.6140e-02 3.5825e+09 2.6292e+02 0.30000
5.3430e-03 3.6140e-02 3.5333e+09 2.6372e+02 0.30000
5.3730e-03 3.6140e-02 3.4928e+09 2.6492e+02 0.30000
5.3930e-03 3.6140e-02 3.4529e+09 2.6572e+02 0.30000
5.4230e-03 3.5974e-02 3.4133e+09 2.6692e+02 0.30000
