# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.0000e+01 1.2000e+13 5.0000e+01 0.30000
2.5000e-05 9.0572e+00 1.0214e+13 5.1000e+01 0.30000
5.0000e-05 8.1094e+00 8.6933e+12 5.2000e+01 0.30000
7.6000e-05 7.2109e+00 7.5715e+12 5.3040e+01 0.30000
1.0100e-04 6.5311e+00 6.5945e+12 5.4040e+01 0.30000
1.2600e-04 5.9291e+00 5.8774e+12 5.5040e+01 0.30000
1.5100e-04 5.4700e+00 5.1190e+12 5.6040e+01 0.30000
1.7700e-04 5.0815e+00 4.5623e+12 5.7080e+01 0.30000
2.0200e-04 4.7314e+00 4.0661e+12 5.8080e+01 0.30000
2.2700e-04 4.4565e+00 3.5415e+12 5.9080e+01 0.30000
2.5200e-04 4.1782e+00 3.1564e+12 6.0080e+01 0.30000
2.7700e-04 3.9354e+00 2.8130e+12 6.1080e+01 0.30000
3.0300e-04 3.6897e+00 2.4501e+12 6.2120e+01 0.30000
3.2800e-04 3.5074e+00 2.1837e+12 6.3120e+01 0.30000
3.5300e-04 3.3036e+00 1.9461e+12 6.4120e+01 0.30000
3.7800e-04 3.1404e+00 1.7749e+12 6.5120e+01 0.30000
4.0300e-04 2.9648e+00 1.5820e+12 6.6120e+01 0.30000
4.2900e-04 2.8314e+00 1.4427e+12 6.7160e+01 0.30000
4.5400e-04 2.6977e+00 1.3158e+12 6.8160e+01 0.30000
4.7900e-04 2.5704e+00 1.2000e+12 6.9160e+01 0.30000
5.0400e-04 2.4660e+00 1.0944e+12 7.0160e+01 0.30000
5.2900e-04 2.3442e+00 9.9813e+11 7.1160e+01 0.30000
5.5500e-04 2.2490e+00 9.1029e+11 7.2200e+01 0.30000
5.8000e-04 2.1627e+00 8.3020e+11 7.3200e+01 0.30000
6.0500e-04 2.0701e+00 7.7479e+11 7.4200e+01 0.30000
6.3000e-04 1.9906e+00 7.0661e+11 7.5200e+01 0.30000
6.5600e-04 1.9010e+00 6.5945e+11 7.6240e+01 0.30000
6.8100e-04 1.8155e+00 6.0143e+11 7.7240e+01 0.30000
7.0600e-04 1.7498e+00 5.6128e+11 7.8240e+01 0.30000
7.3100e-04 1.6749e+00 5.1190e+11 7.9240e+01 0.30000
7.5600e-04 1.6069e+00 4.7773e+11 8.0240e+01 0.30000
7.8200e-04 1.5452e+00 4.4584e+11 8.1280e+01 0.30000
8.0700e-04 1.4723e+00 4.0661e+11 8.2280e+01 0.30000
8.3200e-04 1.4093e+00 3.7947e+11 8.3280e+01 0.30000
8.5700e-04 1.3551e+00 3.5415e+11 8.4280e+01 0.30000
8.8200e-04 1.2942e+00 3.3050e+11 8.5280e+01 0.30000
9.0800e-04 1.2359e+00 3.0845e+11 8.6320e+01 0.30000
9.3300e-04 1.1858e+00 2.8786e+11 8.7320e+01 0.30000
9.5800e-04 1.1350e+00 2.6864e+11 8.8320e+01 0.30000
9.8300e-04 1.0814e+00 2.5072e+11 8.9320e+01 0.30000
1.0090e-03 1.0209e+00 2.3398e+11 9.0360e+01 0.30000
1.0340e-03 9.5495e-01 2.2345e+11 9.1360e+01 0.30000
1.0590e-03 8.8103e-01 2.0854e+11 9.2360e+01 0.30000
1.0840e-03 8.1656e-01 1.9461e+11 9.3360e+01 0.30000
1.1090e-03 7.6206e-01 1.8586e+11 9.4360e+01 0.30000
1.1350e-03 7.1943e-01 1.7345e+11 9.5400e+01 0.30000
1.1600e-03 6.6526e-01 1.6565e+11 9.6400e+01 0.30000
1.1850e-03 6.2086e-01 1.5459e+11 9.7400e+01 0.30000
1.2100e-03 5.8343e-01 1.4763e+11 9.8400e+01 0.30000
1.2350e-03 5.5334e-01 1.4099e+11 9.9400e+01 0.30000
1.2610e-03 5.1759e-01 1.3158e+11 1.0044e+02 0.30000
1.2860e-03 4.8528e-01 1.2566e+11 1.0144e+02 0.30000
1.3110e-03 4.5708e-01 1.2000e+11 1.0244e+02 0.30000
1.3360e-03 4.3550e-01 1.1460e+11 1.0344e+02 0.30000
1.3620e-03 4.1495e-01 1.0944e+11 1.0448e+02 0.30000
1.3870e-03 3.8993e-01 1.0452e+11 1.0548e+02 0.30000
1.4120e-03 3.6897e-01 9.9813e+10 1.0648e+02 0.30000
1.4370e-03 3.5155e-01 9.5320e+10 1.0748e+02 0.30000
1.4620e-03 3.3573e-01 9.1029e+10 1.0848e+02 0.30000
1.4880e-03 3.2358e-01 8.6933e+10 1.0952e+02 0.30000
1.5130e-03 3.0549e-01 8.3020e+10 1.1052e+02 0.30000
1.5380e-03 2.8973e-01 7.9284e+10 1.1152e+02 0.30000
1.5630e-03 2.7733e-01 7.7479e+10 1.1252e+02 0.30000
1.5880e-03 2.6668e-01 7.3991e+10 1.1352e+02 0.30000
1.6140e-03 2.5763e-01 7.0661e+10 1.1456e+02 0.30000
1.6390e-03 2.4773e-01 6.7481e+10 1.1556e+02 0.30000
1.6640e-03 2.3604e-01 6.5945e+10 1.1656e+02 0.30000
1.6890e-03 2.2594e-01 6.2977e+10 1.1756e+02 0.30000
1.7150e-03 2.1726e-01 6.1543e+10 1.1860e+02 0.30000
1.7400e-03 2.0940e-01 5.8774e+10 1.1960e+02 0.30000
1.7650e-03 2.0323e-01 5.6128e+10 1.2060e+02 0.30000
1.7900e-03 1.9769e-01 5.4851e+10 1.2160e+02 0.30000
1.8150e-03 1.8879e-01 5.2382e+10 1.2260e+02 0.30000
1.8410e-03 1.8113e-01 5.1190e+10 1.2364e+02 0.30000
1.8660e-03 1.7458e-01 4.8885e+10 1.2464e+02 0.30000
1.8910e-03 1.6865e-01 4.7773e+10 1.2564e+02 0.30000
1.9160e-03 1.6406e-01 4.6685e+10 1.2664e+02 0.30000
1.9410e-03 1.5995e-01 4.4584e+10 1.2764e+02 0.30000
1.9670e-03 1.5632e-01 4.3570e+10 1.2868e+02 0.30000
1.9920e-03 1.4997e-01 4.2578e+10 1.2968e+02 0.30000
2.0170e-03 1.4487e-01 4.0661e+10 1.3068e+02 0.30000
2.0420e-03 1.4028e-01 3.9735e+10 1.3168e+02 0.30000
2.0680e-03 1.3614e-01 3.8832e+10 1.3272e+02 0.30000
2.0930e-03 1.3274e-01 3.7083e+10 1.3372e+02 0.30000
2.1130e-03 1.2971e-01 3.6240e+10 1.3452e+02 0.30000
2.1430e-03 1.2735e-01 3.5415e+10 1.3572e+02 0.30000
2.1730e-03 1.2416e-01 3.4609e+10 1.3692e+02 0.30000
2.1930e-03 1.2023e-01 3.3050e+10 1.3772e+02 0.30000
2.2230e-03 1.1668e-01 3.2298e+10 1.3892e+02 0.30000
2.2430e-03 1.1350e-01 3.1564e+10 1.3972e+02 0.30000
2.2730e-03 1.1066e-01 3.0845e+10 1.4092e+02 0.30000
2.2930e-03 1.0839e-01 2.9457e+10 1.4172e+02 0.30000
2.3230e-03 1.0641e-01 2.8786e+10 1.4292e+02 0.30000
2.3430e-03 1.0472e-01 2.8130e+10 1.4372e+02 0.30000
2.3730e-03 1.0327e-01 2.7491e+10 1.4492e+02 0.30000
2.3930e-03 1.0046e-01 2.6864e+10 1.4572e+02 0.30000
2.4230e-03 9.7720e-02 2.6254e+10 1.4692e+02 0.30000
2.4430e-03 9.5495e-02 2.5656e+10 1.4772e+02 0.30000
2.4730e-03 9.3324e-02 2.5072e+10 1.4892e+02 0.30000
2.4930e-03 9.1619e-02 2.3943e+10 1.4972e+02 0.30000
2.5230e-03 9.0155e-02 2.3398e+10 1.5092e+02 0.30000
2.5430e-03 8.8714e-02 2.2866e+10 1.5172e+02 0.30000
2.5730e-03 8.7698e-02 2.2345e+10 1.5292e+02 0.30000
2.5930e-03 8.6895e-02 2.1837e+10 1.5372e+02 0.30000
2.6230e-03 8.4917e-02 2.1339e+10 1.5492e+02 0.30000
2.6430e-03 8.2793e-02 2.0854e+10 1.5572e+02 0.30000
2.6730e-03 8.1094e-02 2.0379e+10 1.5692e+02 0.30000
2.6930e-03 7.9431e-02 1.9915e+10 1.5772e+02 0.30000
2.7230e-03 7.7982e-02 1.9461e+10 1.5892e+02 0.30000
2.7530e-03 7.6735e-02 1.9019e+10 1.6012e+02 0.30000
2.7730e-03 7.5682e-02 1.8586e+10 1.6092e+02 0.30000
2.8030e-03 7.4643e-02 1.8163e+10 1.6212e+02 0.30000
2.8230e-03 7.3959e-02 1.7749e+10 1.6292e+02 0.30000
2.8530e-03 7.3450e-02 1.7345e+10 1.6412e+02 0.30000
2.8730e-03 7.2109e-02 1.6951e+10 1.6492e+02 0.30000
2.9030e-03 7.0630e-02 1.6565e+10 1.6612e+02 0.30000
2.9230e-03 6.9182e-02 1.6188e+10 1.6692e+02 0.30000
2.9530e-03 6.7919e-02 1.6188e+10 1.6812e+02 0.30000
2.9730e-03 6.6833e-02 1.5820e+10 1.6892e+02 0.30000
3.0030e-03 6.5916e-02 1.5459e+10 1.7012e+02 0.30000
3.0230e-03 6.5162e-02 1.5107e+10 1.7092e+02 0.30000
3.0530e-03 6.4565e-02 1.4763e+10 1.7212e+02 0.30000
3.0730e-03 6.3973e-02 1.4427e+10 1.7292e+02 0.30000
3.1030e-03 6.3532e-02 1.4099e+10 1.7412e+02 0.30000
3.1230e-03 6.3240e-02 1.3778e+10 1.7492e+02 0.30000
3.1530e-03 6.2372e-02 1.3558e+10 1.7612e+02 0.30000
3.1730e-03 6.1234e-02 1.3310e+10 1.7692e+02 0.30000
3.2030e-03 6.0394e-02 1.3037e+10 1.7812e+02 0.30000
3.2230e-03 5.9428e-02 1.2799e+10 1.7892e+02 0.30000
3.2530e-03 5.8613e-02 1.2537e+10 1.8012e+02 0.30000
3.2730e-03 5.7942e-02 1.2308e+10 1.8092e+02 0.30000
3.3030e-03 5.7411e-02 1.2055e+10 1.8212e+02 0.30000
3.3330e-03 5.6884e-02 1.1835e+10 1.8332e+02 0.30000
3.3530e-03 5.6492e-02 1.1619e+10 1.8412e+02 0.30000
3.3830e-03 5.6104e-02 1.1407e+10 1.8532e+02 0.30000
3.4030e-03 5.5846e-02 1.1173e+10 1.8612e+02 0.30000
3.4330e-03 5.5717e-02 1.0969e+10 1.8732e+02 0.30000
3.4530e-03 5.4953e-02 1.0769e+10 1.8812e+02 0.30000
3.4830e-03 5.4199e-02 1.0573e+10 1.8932e+02 0.30000
3.5030e-03 5.3456e-02 1.0380e+10 1.9012e+02 0.30000
3.5330e-03 5.2844e-02 1.0214e+10 1.9132e+02 0.30000
3.5530e-03 5.2239e-02 1.0027e+10 1.9212e+02 0.30000
3.5830e-03 5.1759e-02 9.8443e+09 1.9332e+02 0.30000
3.6030e-03 5.1285e-02 9.6646e+09 1.9412e+02 0.30000
3.6330e-03 5.0932e-02 9.5101e+09 1.9532e+02 0.30000
3.6530e-03 5.0582e-02 9.3365e+09 1.9612e+02 0.30000
3.6830e-03 5.0349e-02 9.1660e+09 1.9732e+02 0.30000
3.7030e-03 5.0118e-02 9.0196e+09 1.9812e+02 0.30000
3.7330e-03 5.0003e-02 8.8549e+09 1.9932e+02 0.30000
3.7530e-03 4.9888e-02 8.7133e+09 2.0012e+02 0.30000
3.7830e-03 4.9203e-02 8.5740e+09 2.0132e+02 0.30000
3.8030e-03 4.8639e-02 8.4175e+09 2.0212e+02 0.30000
3.8330e-03 4.7973e-02 8.2829e+09 2.0332e+02 0.30000
3.8530e-03 4.7532e-02 8.1505e+09 2.0412e+02 0.30000
3.8830e-03 4.6989e-02 8.0201e+09 2.0532e+02 0.30000
3.9130e-03 4.6557e-02 7.8920e+09 2.0652e+02 0.30000
3.9330e-03 4.6237e-02 7.7479e+09 2.0732e+02 0.30000
3.9630e-03 4.5919e-02 7.6240e+09 2.0852e+02 0.30000
3.9830e-03 4.5602e-02 7.5021e+09 2.0932e+02 0.30000
4.0130e-03 4.5394e-02 7.3822e+09 2.1052e+02 0.30000
4.0330e-03 4.5185e-02 7.2809e+09 2.1132e+02 0.30000
4.0630e-03 4.5081e-02 7.1645e+09 2.1252e+02 0.30000
4.0830e-03 4.4977e-02 7.0499e+09 2.1332e+02 0.30000
4.1130e-03 4.4977e-02 6.9372e+09 2.1452e+02 0.30000
4.1330e-03 4.4668e-02 6.8263e+09 2.1532e+02 0.30000
4.1630e-03 4.4156e-02 6.7171e+09 2.1652e+02 0.30000
4.1830e-03 4.3651e-02 6.6250e+09 2.1732e+02 0.30000
4.2130e-03 4.3250e-02 6.5190e+09 2.1852e+02 0.30000
4.2330e-03 4.2854e-02 6.4296e+09 2.1932e+02 0.30000
4.2630e-03 4.2559e-02 6.3268e+09 2.2052e+02 0.30000
4.2830e-03 4.2169e-02 6.2257e+09 2.2132e+02 0.30000
4.3130e-03 4.1975e-02 6.1403e+09 2.2252e+02 0.30000
4.3330e-03 4.1686e-02 6.0559e+09 2.2332e+02 0.30000
4.3630e-03 4.1495e-02 5.9591e+09 2.2452e+02 0.30000
4.3830e-03 4.1399e-02 5.8774e+09 2.2532e+02 0.30000
4.4130e-03 4.1304e-02 5.7834e+09 2.2652e+02 0.30000
4.4330e-03 4.1209e-02 5.7041e+09 2.2732e+02 0.30000
4.4630e-03 4.1114e-02 5.6258e+09 2.2852e+02 0.30000
4.4830e-03 4.1114e-02 5.5358e+09 2.2932e+02 0.30000
4.5130e-03 4.1020e-02 5.4599e+09 2.3052e+02 0.30000
4.5430e-03 4.0644e-02 5.3850e+09 2.3172e+02 0.30000
4.5630e-03 4.0271e-02 5.3111e+09 2.3252e+02 0.30000
