# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.2000e+01 8.0000e+12 5.0000e+01 0.03000
2.5000e-05 1.0869e+01 6.8091e+12 5.1125e+01 0.03000
5.0000e-05 9.7313e+00 5.7955e+12 5.2250e+01 0.03000
7.6000e-05 8.6531e+00 5.0477e+12 5.3420e+01 0.03000
1.0100e-04 7.8374e+00 4.3963e+12 5.4545e+01 0.03000
1.2600e-04 7.1150e+00 3.9183e+12 5.5670e+01 0.03000
1.5100e-04 6.5640e+00 3.4127e+12 5.6795e+01 0.03000
1.7700e-04 6.0978e+00 3.0415e+12 5.7965e+01 0.03000
2.0200e-04 5.6777e+00 2.7108e+12 5.9090e+01 0.03000
2.2700e-04 5.3477e+00 2.3610e+12 6.0215e+01 0.03000
2.5200e-04 5.0138e+00 2.1043e+12 6.1340e+01 0.03000
2.7700e-04 4.7225e+00 1.8754e+12 6.2465e+01 0.03000
3.0300e-04 4.4277e+00 1.6334e+12 6.3635e+01 0.03000
3.2800e-04 4.2089e+00 1.4558e+12 6.4760e+01 0.03000
3.5300e-04 3.9643e+00 1.2974e+12 6.5885e+01 0.03000
3.7800e-04 3.7685e+00 1.1832e+12 6.7010e+01 0.03000
4.0300e-04 3.5578e+00 1.0547e+12 6.8135e+01 0.03000
4.2900e-04 3.3976e+00 9.6179e+11 6.9305e+01 0.03000
4.5400e-04 3.2372e+00 8.7718e+11 7.0430e+01 0.03000
4.7900e-04 3.0844e+00 8.0000e+11 7.1555e+01 0.03000
5.0400e-04 2.9592e+00 7.2961e+11 7.2680e+01 0.03000
5.2900e-04 2.8130e+00 6.6542e+11 7.3805e+01 0.03000
5.5500e-04 2.6988e+00 6.0686e+11 7.4975e+01 0.03000
5.8000e-04 2.5952e+00 5.5347e+11 7.6100e+01 0.03000
6.0500e-04 2.4842e+00 5.1652e+11 7.7225e+01 0.03000
6.3000e-04 2.3887e+00 4.7108e+11 7.8350e+01 0.03000
6.5600e-04 2.2813e+00 4.3963e+11 7.9520e+01 0.03000
6.8100e-04 2.1786e+00 4.0096e+11 8.0645e+01 0.03000
7.0600e-04 2.0998e+00 3.7419e+11 8.1770e+01 0.03000
7.3100e-04 2.0098e+00 3.4127e+11 8.2895e+01 0.03000
7.5600e-04 1.9283e+00 3.1849e+11 8.4020e+01 0.03000
7.8200e-04 1.8542e+00 2.9723e+11 8.5190e+01 0.03000
8.0700e-04 1.7668e+00 2.7108e+11 8.6315e+01 0.03000
8.3200e-04 1.6912e+00 2.5298e+11 8.7440e+01 0.03000
8.5700e-04 1.6262e+00 2.3610e+11 8.8565e+01 0.03000
8.8200e-04 1.5531e+00 2.2034e+11 8.9690e+01 0.03000
9.0800e-04 1.4831e+00 2.0563e+11 9.0860e+01 0.03000
9.3300e-04 1.4229e+00 1.9191e+11 9.1985e+01 0.03000
9.5800e-04 1.3620e+00 1.7909e+11 9.3110e+01 0.03000
9.8300e-04 1.2977e+00 1.6714e+11 9.4235e+01 0.03000
1.0090e-03 1.2251e+00 1.5598e+11 9.5405e+01 0.03000
1.0340e-03 1.1459e+00 1.4897e+11 9.6530e+01 0.03000
1.0590e-03 1.0572e+00 1.3903e+11 9.7655e+01 0.03000
1.0840e-03 9.7987e-01 1.2974e+11 9.8780e+01 0.03000
1.1090e-03 9.1447e-01 1.2391e+11 9.9905e+01 0.03000
1.1350e-03 8.6332e-01 1.1563e+11 1.0107e+02 0.03000
1.1600e-03 7.9831e-01 1.1043e+11 1.0220e+02 0.03000
1.1850e-03 7.4503e-01 1.0306e+11 1.0333e+02 0.03000
1.2100e-03 7.0011e-01 9.8420e+10 1.0445e+02 0.03000
1.2350e-03 6.6401e-01 9.3993e+10 1.0558e+02 0.03000
1.2610e-03 6.2111e-01 8.7718e+10 1.0675e+02 0.03000
1.2860e-03 5.8234e-01 8.3771e+10 1.0787e+02 0.03000
1.3110e-03 5.4850e-01 8.0000e+10 1.0900e+02 0.03000
1.3360e-03 5.2260e-01 7.6399e+10 1.1012e+02 0.03000
1.3620e-03 4.9794e-01 7.2961e+10 1.1129e+02 0.03000
1.3870e-03 4.6792e-01 6.9678e+10 1.1241e+02 0.03000
1.4120e-03 4.4277e-01 6.6542e+10 1.1354e+02 0.03000
1.4370e-03 4.2187e-01 6.3546e+10 1.1466e+02 0.03000
1.4620e-03 4.0288e-01 6.0686e+10 1.1579e+02 0.03000
1.4880e-03 3.8830e-01 5.7955e+10 1.1696e+02 0.03000
1.5130e-03 3.6659e-01 5.5347e+10 1.1809e+02 0.03000
1.5380e-03 3.4768e-01 5.2856e+10 1.1921e+02 0.03000
1.5630e-03 3.3279e-01 5.1652e+10 1.2033e+02 0.03000
1.5880e-03 3.2002e-01 4.9328e+10 1.2146e+02 0.03000
1.6140e-03 3.0915e-01 4.7108e+10 1.2263e+02 0.03000
1.6390e-03 2.9728e-01 4.4988e+10 1.2375e+02 0.03000
1.6640e-03 2.8325e-01 4.3963e+10 1.2488e+02 0.03000
1.6890e-03 2.7112e-01 4.1985e+10 1.2600e+02 0.03000
1.7150e-03 2.6072e-01 4.1029e+10 1.2717e+02 0.03000
