# time[s], T9[GK], density[g/cm^3], R[km], Ye

4.6630e-03 3.9174e-02 4.1879e+09 2.8315e+02 0.03000
4.6930e-03 3.8904e-02 4.1305e+09 2.8465e+02 0.03000
4.7130e-03 3.8725e-02 4.0738e+09 2.8565e+02 0.03000
4.7430e-03 3.8636e-02 4.0180e+09 2.8715e+02 0.03000
4.7630e-03 3.8459e-02 3.9628e+09 2.8815e+02 0.03000
4.7930e-03 3.8370e-02 3.9084e+09 2.8965e+02 0.03000
4.8130e-03 3.8282e-02 3.8548e+09 2.9065e+02 0.03000
4.8430e-03 3.8282e-02 3.8019e+09 2.9215e+02 0.03000
4.8630e-03 3.8282e-02 3.7498e+09 2.9315e+02 0.03000
4.8930e-03 3.8282e-02 3.7068e+09 2.9465e+02 0.03000
4.9130e-03 3.8282e-02 3.6560e+09 2.9565e+02 0.03000
4.9430e-03 3.8193e-02 3.6058e+09 2.9715e+02 0.03000
4.9630e-03 3.7843e-02 3.5646e+09 2.9815e+02 0.03000
4.9930e-03 3.7670e-02 3.5157e+09 2.9965e+02 0.03000
5.0130e-03 3.7410e-02 3.4674e+09 3.0065e+02 0.03000
5.0430e-03 3.7238e-02 3.4277e+09 3.0215e+02 0.03000
5.0630e-03 3.7067e-02 3.3806e+09 3.0315e+02 0.03000
5.0930e-03 3.6813e-02 3.3343e+09 3.0465e+02 0.03000
5.1230e-03 3.6728e-02 3.2961e+09 3.0615e+02 0.03000
5.1430e-03 3.6559e-02 3.2509e+09 3.0715e+02 0.03000
5.1730e-03 3.6474e-02 3.2137e+09 3.0865e+02 0.03000
5.1930e-03 3.6390e-02 3.1696e+09 3.0965e+02 0.03000
5.2230e-03 3.6307e-02 3.1333e+09 3.1115e+02 0.03000
5.2430e-03 3.6223e-02 3.0974e+09 3.1215e+02 0.03000
5.2730e-03 3.6140e-02 3.0549e+09 3.1365e+02 0.03000
5.2930e-03 3.6140e-02 3.0200e+09 3.1465e+02 0.03000
5.3230e-03 3.6140e-02 2.9854e+09 3.1615e+02 0.03000
5.3430e-03 3.6140e-02 2.9445e+09 3.1715e+02 0.03000
5.3730e-03 3.6140e-02 2.9107e+09 3.1865e+02 0.03000
5.3930e-03 3.6140e-02 2.8774e+09 3.1965e+02 0.03000
5.4230e-03 3.5974e-02 2.8444e+09 3.2115e+02 0.03000
