# time[s], T9[GK], density[g/cm^3], R[km], Ye

0.0000e+00 1.1000e+01 1.4000e+13 5.0000e+01 0.12000
2.5000e-05 9.9629e+00 1.1916e+13 5.1250e+01 0.12000
5.0000e-05 8.9204e+00 1.0142e+13 5.2500e+01 0.12000
7.6000e-05 7.9320e+00 8.8334e+12 5.3800e+01 0.12000
1.0100e-04 7.1843e+00 7.6936e+12 5.5050e+01 0.12000
1.2600e-04 6.5221e+00 6.8569e+12 5.6300e+01 0.12000
1.5100e-04 6.0170e+00 5.9722e+12 5.7550e+01 0.12000
1.7700e-04 5.5897e+00 5.3227e+12 5.8850e+01 0.12000
2.0200e-04 5.2046e+00 4.7438e+12 6.0100e+01 0.12000
2.2700e-04 4.9021e+00 4.1317e+12 6.1350e+01 0.12000
2.5200e-04 4.5960e+00 3.6824e+12 6.2600e+01 0.12000
2.7700e-04 4.3290e+00 3.2819e+12 6.3850e+01 0.12000
3.0300e-04 4.0587e+00 2.8585e+12 6.5150e+01 0.12000
3.2800e-04 3.8582e+00 2.5476e+12 6.6400e+01 0.12000
3.5300e-04 3.6340e+00 2.2705e+12 6.7650e+01 0.12000
3.7800e-04 3.4545e+00 2.0707e+12 6.8900e+01 0.12000
4.0300e-04 3.2613e+00 1.8456e+12 7.0150e+01 0.12000
4.2900e-04 3.1145e+00 1.6831e+12 7.1450e+01 0.12000
4.5400e-04 2.9674e+00 1.5351e+12 7.2700e+01 0.12000
4.7900e-04 2.8274e+00 1.4000e+12 7.3950e+01 0.12000
5.0400e-04 2.7126e+00 1.2768e+12 7.5200e+01 0.12000
5.2900e-04 2.5786e+00 1.1645e+12 7.6450e+01 0.12000
5.5500e-04 2.4739e+00 1.0620e+12 7.7750e+01 0.12000
5.8000e-04 2.3790e+00 9.6857e+11 7.9000e+01 0.12000
6.0500e-04 2.2771e+00 9.0392e+11 8.0250e+01 0.12000
6.3000e-04 2.1897e+00 8.2438e+11 8.1500e+01 0.12000
6.5600e-04 2.0912e+00 7.6936e+11 8.2800e+01 0.12000
6.8100e-04 1.9971e+00 7.0167e+11 8.4050e+01 0.12000
7.0600e-04 1.9248e+00 6.5483e+11 8.5300e+01 0.12000
7.3100e-04 1.8424e+00 5.9722e+11 8.6550e+01 0.12000
7.5600e-04 1.7676e+00 5.5736e+11 8.7800e+01 0.12000
7.8200e-04 1.6997e+00 5.2015e+11 8.9100e+01 0.12000
8.0700e-04 1.6196e+00 4.7438e+11 9.0350e+01 0.12000
8.3200e-04 1.5502e+00 4.4272e+11 9.1600e+01 0.12000
8.5700e-04 1.4906e+00 4.1317e+11 9.2850e+01 0.12000
8.8200e-04 1.4236e+00 3.8559e+11 9.4100e+01 0.12000
9.0800e-04 1.3595e+00 3.5985e+11 9.5400e+01 0.12000
9.3300e-04 1.3044e+00 3.3584e+11 9.6650e+01 0.12000
9.5800e-04 1.2485e+00 3.1342e+11 9.7900e+01 0.12000
9.8300e-04 1.1896e+00 2.9250e+11 9.9150e+01 0.12000
1.0090e-03 1.1230e+00 2.7297e+11 1.0045e+02 0.12000
1.0340e-03 1.0504e+00 2.6069e+11 1.0170e+02 0.12000
1.0590e-03 9.6913e-01 2.4330e+11 1.0295e+02 0.12000
1.0840e-03 8.9822e-01 2.2705e+11 1.0420e+02 0.12000
1.1090e-03 8.3827e-01 2.1684e+11 1.0545e+02 0.12000
1.1350e-03 7.9138e-01 2.0236e+11 1.0675e+02 0.12000
1.1600e-03 7.3179e-01 1.9326e+11 1.0800e+02 0.12000
1.1850e-03 6.8294e-01 1.8035e+11 1.0925e+02 0.12000
1.2100e-03 6.4177e-01 1.7224e+11 1.1050e+02 0.12000
1.2350e-03 6.0868e-01 1.6449e+11 1.1175e+02 0.12000
1.2610e-03 5.6935e-01 1.5351e+11 1.1305e+02 0.12000
1.2860e-03 5.3381e-01 1.4660e+11 1.1430e+02 0.12000
1.3110e-03 5.0279e-01 1.4000e+11 1.1555e+02 0.12000
1.3360e-03 4.7905e-01 1.3370e+11 1.1680e+02 0.12000
1.3620e-03 4.5644e-01 1.2768e+11 1.1810e+02 0.12000
1.3870e-03 4.2892e-01 1.2194e+11 1.1935e+02 0.12000
1.4120e-03 4.0587e-01 1.1645e+11 1.2060e+02 0.12000
1.4370e-03 3.8671e-01 1.1121e+11 1.2185e+02 0.12000
1.4620e-03 3.6931e-01 1.0620e+11 1.2310e+02 0.12000
1.4880e-03 3.5594e-01 1.0142e+11 1.2440e+02 0.12000
1.5130e-03 3.3604e-01 9.6857e+10 1.2565e+02 0.12000
1.5380e-03 3.1870e-01 9.2497e+10 1.2690e+02 0.12000
1.5630e-03 3.0506e-01 9.0392e+10 1.2815e+02 0.12000
1.5880e-03 2.9335e-01 8.6323e+10 1.2940e+02 0.12000
1.6140e-03 2.8339e-01 8.2438e+10 1.3070e+02 0.12000
1.6390e-03 2.7251e-01 7.8728e+10 1.3195e+02 0.12000
1.6640e-03 2.5965e-01 7.6936e+10 1.3320e+02 0.12000
1.6890e-03 2.4853e-01 7.3474e+10 1.3445e+02 0.12000
1.7150e-03 2.3899e-01 7.1800e+10 1.3575e+02 0.12000
1.7400e-03 2.3034e-01 6.8569e+10 1.3700e+02 0.12000
1.7650e-03 2.2355e-01 6.5483e+10 1.3825e+02 0.12000
1.7900e-03 2.1746e-01 6.3993e+10 1.3950e+02 0.12000
1.8150e-03 2.0767e-01 6.1113e+10 1.4075e+02 0.12000
1.8410e-03 1.9924e-01 5.9722e+10 1.4205e+02 0.12000
1.8660e-03 1.9204e-01 5.7033e+10 1.4330e+02 0.12000
1.8910e-03 1.8552e-01 5.5736e+10 1.4455e+02 0.12000
1.9160e-03 1.8046e-01 5.4466e+10 1.4580e+02 0.12000
1.9410e-03 1.7595e-01 5.2015e+10 1.4705e+02 0.12000
1.9670e-03 1.7195e-01 5.0831e+10 1.4835e+02 0.12000
1.9920e-03 1.6496e-01 4.9674e+10 1.4960e+02 0.12000
2.0170e-03 1.5936e-01 4.7438e+10 1.5085e+02 0.12000
2.0420e-03 1.5431e-01 4.6358e+10 1.5210e+02 0.12000
2.0680e-03 1.4976e-01 4.5304e+10 1.5340e+02 0.12000
2.0930e-03 1.4601e-01 4.3264e+10 1.5465e+02 0.12000
2.1130e-03 1.4268e-01 4.2280e+10 1.5565e+02 0.12000
2.1430e-03 1.4009e-01 4.1317e+10 1.5715e+02 0.12000
2.1730e-03 1.3657e-01 4.0377e+10 1.5865e+02 0.12000
2.1930e-03 1.3225e-01 3.8559e+10 1.5965e+02 0.12000
2.2230e-03 1.2835e-01 3.7681e+10 1.6115e+02 0.12000
2.2430e-03 1.2485e-01 3.6824e+10 1.6215e+02 0.12000
2.2730e-03 1.2173e-01 3.5985e+10 1.6365e+02 0.12000
2.2930e-03 1.1923e-01 3.4367e+10 1.6465e+02 0.12000
2.3230e-03 1.1705e-01 3.3584e+10 1.6615e+02 0.12000
2.3430e-03 1.1519e-01 3.2819e+10 1.6715e+02 0.12000
2.3730e-03 1.1360e-01 3.2073e+10 1.6865e+02 0.12000
2.3930e-03 1.1050e-01 3.1342e+10 1.6965e+02 0.12000
2.4230e-03 1.0749e-01 3.0629e+10 1.7115e+02 0.12000
2.4430e-03 1.0504e-01 2.9932e+10 1.7215e+02 0.12000
2.4730e-03 1.0266e-01 2.9250e+10 1.7365e+02 0.12000
2.4930e-03 1.0078e-01 2.7934e+10 1.7465e+02 0.12000
2.5230e-03 9.9171e-02 2.7297e+10 1.7615e+02 0.12000
2.5430e-03 9.7585e-02 2.6677e+10 1.7715e+02 0.12000
2.5730e-03 9.6468e-02 2.6069e+10 1.7865e+02 0.12000
2.5930e-03 9.5584e-02 2.5476e+10 1.7965e+02 0.12000
2.6230e-03 9.3408e-02 2.4896e+10 1.8115e+02 0.12000
2.6430e-03 9.1072e-02 2.4330e+10 1.8215e+02 0.12000
2.6730e-03 8.9204e-02 2.3775e+10 1.8365e+02 0.12000
2.6930e-03 8.7374e-02 2.3234e+10 1.8465e+02 0.12000
2.7230e-03 8.5780e-02 2.2705e+10 1.8615e+02 0.12000
2.7530e-03 8.4409e-02 2.2189e+10 1.8765e+02 0.12000
2.7730e-03 8.3250e-02 2.1684e+10 1.8865e+02 0.12000
2.8030e-03 8.2107e-02 2.1191e+10 1.9015e+02 0.12000
2.8230e-03 8.1355e-02 2.0707e+10 1.9115e+02 0.12000
2.8530e-03 8.0795e-02 2.0236e+10 1.9265e+02 0.12000
2.8730e-03 7.9320e-02 1.9776e+10 1.9365e+02 0.12000
2.9030e-03 7.7693e-02 1.9326e+10 1.9515e+02 0.12000
2.9230e-03 7.6100e-02 1.8886e+10 1.9615e+02 0.12000
2.9530e-03 7.4711e-02 1.8886e+10 1.9765e+02 0.12000
2.9730e-03 7.3516e-02 1.8456e+10 1.9865e+02 0.12000
3.0030e-03 7.2508e-02 1.8035e+10 2.0015e+02 0.12000
3.0230e-03 7.1678e-02 1.7625e+10 2.0115e+02 0.12000
3.0530e-03 7.1021e-02 1.7224e+10 2.0265e+02 0.12000
3.0730e-03 7.0370e-02 1.6831e+10 2.0365e+02 0.12000
3.1030e-03 6.9885e-02 1.6449e+10 2.0515e+02 0.12000
3.1230e-03 6.9564e-02 1.6074e+10 2.0615e+02 0.12000
3.1530e-03 6.8609e-02 1.5817e+10 2.0765e+02 0.12000
3.1730e-03 6.7357e-02 1.5528e+10 2.0865e+02 0.12000
3.2030e-03 6.6433e-02 1.5210e+10 2.1015e+02 0.12000
3.2230e-03 6.5371e-02 1.4932e+10 2.1115e+02 0.12000
3.2530e-03 6.4474e-02 1.4626e+10 2.1265e+02 0.12000
3.2730e-03 6.3736e-02 1.4359e+10 2.1365e+02 0.12000
3.3030e-03 6.3152e-02 1.4065e+10 2.1515e+02 0.12000
3.3330e-03 6.2572e-02 1.3808e+10 2.1665e+02 0.12000
3.3530e-03 6.2142e-02 1.3556e+10 2.1765e+02 0.12000
3.3830e-03 6.1714e-02 1.3308e+10 2.1915e+02 0.12000
3.4030e-03 6.1430e-02 1.3036e+10 2.2015e+02 0.12000
3.4330e-03 6.1289e-02 1.2798e+10 2.2165e+02 0.12000
3.4530e-03 6.0448e-02 1.2564e+10 2.2265e+02 0.12000
3.4830e-03 5.9619e-02 1.2335e+10 2.2415e+02 0.12000
3.5030e-03 5.8801e-02 1.2110e+10 2.2515e+02 0.12000
3.5330e-03 5.8128e-02 1.1916e+10 2.2665e+02 0.12000
3.5530e-03 5.7463e-02 1.1698e+10 2.2765e+02 0.12000
3.5830e-03 5.6935e-02 1.1485e+10 2.2915e+02 0.12000
3.6030e-03 5.6413e-02 1.1275e+10 2.3015e+02 0.12000
3.6330e-03 5.6025e-02 1.1095e+10 2.3165e+02 0.12000
3.6530e-03 5.5640e-02 1.0893e+10 2.3265e+02 0.12000
3.6830e-03 5.5384e-02 1.0694e+10 2.3415e+02 0.12000
3.7030e-03 5.5129e-02 1.0523e+10 2.3515e+02 0.12000
3.7330e-03 5.5003e-02 1.0331e+10 2.3665e+02 0.12000
3.7530e-03 5.4877e-02 1.0165e+10 2.3765e+02 0.12000
3.7830e-03 5.4123e-02 1.0003e+10 2.3915e+02 0.12000
3.8030e-03 5.3503e-02 9.8204e+09 2.4015e+02 0.12000
3.8330e-03 5.2770e-02 9.6633e+09 2.4165e+02 0.12000
3.8530e-03 5.2285e-02 9.5089e+09 2.4265e+02 0.12000
3.8830e-03 5.1687e-02 9.3568e+09 2.4415e+02 0.12000
3.9130e-03 5.1213e-02 9.2073e+09 2.4565e+02 0.12000
3.9330e-03 5.0861e-02 9.0392e+09 2.4665e+02 0.12000
3.9630e-03 5.0511e-02 8.8947e+09 2.4815e+02 0.12000
3.9830e-03 5.0163e-02 8.7524e+09 2.4915e+02 0.12000
4.0130e-03 4.9933e-02 8.6126e+09 2.5065e+02 0.12000
4.0330e-03 4.9703e-02 8.4944e+09 2.5165e+02 0.12000
4.0630e-03 4.9589e-02 8.3586e+09 2.5315e+02 0.12000
4.0830e-03 4.9474e-02 8.2249e+09 2.5415e+02 0.12000
4.1130e-03 4.9474e-02 8.0934e+09 2.5565e+02 0.12000
4.1330e-03 4.9134e-02 7.9640e+09 2.5665e+02 0.12000
4.1630e-03 4.8572e-02 7.8367e+09 2.5815e+02 0.12000
4.1830e-03 4.8016e-02 7.7291e+09 2.5915e+02 0.12000
4.2130e-03 4.7575e-02 7.6055e+09 2.6065e+02 0.12000
4.2330e-03 4.7139e-02 7.5012e+09 2.6165e+02 0.12000
4.2630e-03 4.6815e-02 7.3813e+09 2.6315e+02 0.12000
4.2830e-03 4.6386e-02 7.2633e+09 2.6415e+02 0.12000
4.3130e-03 4.6173e-02 7.1636e+09 2.6565e+02 0.12000
4.3330e-03 4.5855e-02 7.0653e+09 2.6665e+02 0.12000
4.3630e-03 4.5644e-02 6.9523e+09 2.6815e+02 0.12000
4.3830e-03 4.5539e-02 6.8569e+09 2.6915e+02 0.12000
4.4130e-03 4.5435e-02 6.7473e+09 2.7065e+02 0.12000
4.4330e-03 4.5330e-02 6.6547e+09 2.7165e+02 0.12000
4.4630e-03 4.5226e-02 6.5634e+09 2.7315e+02 0.12000
4.4830e-03 4.5226e-02 6.4585e+09 2.7415e+02 0.12000
4.5130e-03 4.5122e-02 6.3699e+09 2.7565e+02 0.12000
4.5430e-03 4.4708e-02 6.2824e+09 2.7715e+02 0.12000
4.5630e-03 4.4298e-02 6.1963e+09 2.7815e+02 0.12000
4.5930e-03 4.3993e-02 6.1113e+09 2.7965e+02 0.12000
4.6130e-03 4.3590e-02 6.0273e+09 2.8065e+02 0.12000
4.6430e-03 4.3290e-02 5.9447e+09 2.8215e+02 0.12000
4.6630e-03 4.3091e-02 5.8631e+09 2.8315e+02 0.12000
4.6930e-03 4.2794e-02 5.7827e+09 2.8465e+02 0.12000
4.7130e-03 4.2598e-02 5.7033e+09 2.8565e+02 0.12000
4.7430e-03 4.2499e-02 5.6252e+09 2.8715e+02 0.12000
4.7630e-03 4.2305e-02 5.5479e+09 2.8815e+02 0.12000
4.7930e-03 4.2207e-02 5.4718e+09 2.8965e+02 0.12000
