# time[s], T9[GK], density[g/cm^3], R[km], Ye

4.8130e-03 4.2110e-02 5.3968e+09 2.9065e+02 0.12000
4.8430e-03 4.2110e-02 5.3227e+09 2.9215e+02 0.12000
4.8630e-03 4.2110e-02 5.2497e+09 2.9315e+02 0.12000
4.8930e-03 4.2110e-02 5.1896e+09 2.9465e+02 0.12000
4.9130e-03 4.2110e-02 5.1184e+09 2.9565e+02 0.12000
4.9430e-03 4.2013e-02 5.0481e+09 2.9715e+02 0.12000
4.9630e-03 4.1627e-02 4.9904e+09 2.9815e+02 0.12000
4.9930e-03 4.1437e-02 4.9219e+09 2.9965e+02 0.12000
5.0130e-03 4.1151e-02 4.8544e+09 3.0065e+02 0.12000
5.0430e-03 4.0962e-02 4.7988e+09 3.0215e+02 0.12000
5.0630e-03 4.0774e-02 4.7329e+09 3.0315e+02 0.12000
5.0930e-03 4.0494e-02 4.6680e+09 3.0465e+02 0.12000
5.1230e-03 4.0401e-02 4.6146e+09 3.0615e+02 0.12000
5.1430e-03 4.0215e-02 4.5513e+09 3.0715e+02 0.12000
5.1730e-03 4.0122e-02 4.4992e+09 3.0865e+02 0.12000
5.1930e-03 4.0029e-02 4.4374e+09 3.0965e+02 0.12000
5.2230e-03 3.9938e-02 4.3867e+09 3.1115e+02 0.12000
5.2430e-03 3.9846e-02 4.3363e+09 3.1215e+02 0.12000
5.2730e-03 3.9754e-02 4.2769e+09 3.1365e+02 0.12000
5.2930e-03 3.9754e-02 4.2280e+09 3.1465e+02 0.12000
5.3230e-03 3.9754e-02 4.1796e+09 3.1615e+02 0.12000
5.3430e-03 3.9754e-02 4.1222e+09 3.1715e+02 0.12000
5.3730e-03 3.9754e-02 4.0750e+09 3.1865e+02 0.12000
5.3930e-03 3.9754e-02 4.0284e+09 3.1965e+02 0.12000
5.4230e-03 3.9572e-02 3.9822e+09 3.2115e+02 0.12000
