# time[s], T9[GK], density[g/cm^3], R[km], Ye

1.7900e-03 1.9769e-01 4.5709e+10 1.2160e+02 0.12000
1.8150e-03 1.8879e-01 4.3652e+10 1.2260e+02 0.12000
1.8410e-03 1.8113e-01 4.2659e+10 1.2364e+02 0.12000
1.8660e-03 1.7458e-01 4.0738e+10 1.2464e+02 0.12000
1.8910e-03 1.6865e-01 3.9811e+10 1.2564e+02 0.12000
1.9160e-03 1.6406e-01 3.8904e+10 1.2664e+02 0.12000
1.9410e-03 1.5995e-01 3.7153e+10 1.2764e+02 0.12000
1.9670e-03 1.5632e-01 3.6308e+10 1.2868e+02 0.12000
1.9920e-03 1.4997e-01 3.5482e+10 1.2968e+02 0.12000
2.0170e-03 1.4487e-01 3.3884e+10 1.3068e+02 0.12000
2.0420e-03 1.4028e-01 3.3113e+10 1.3168e+02 0.12000
2.0680e-03 1.3614e-01 3.2360e+10 1.3272e+02 0.12000
2.0930e-03 1.3274e-01 3.0903e+10 1.3372e+02 0.12000
2.1130e-03 1.2971e-01 3.0200e+10 1.3452e+02 0.12000
2.1430e-03 1.2735e-01 2.9512e+10 1.3572e+02 0.12000
2.1730e-03 1.2416e-01 2.8841e+10 1.3692e+02 0.12000
2.1930e-03 1.2023e-01 2.7542e+10 1.3772e+02 0.12000
2.2230e-03 1.1668e-01 2.6915e+10 1.3892e+02 0.12000
2.2430e-03 1.1350e-01 2.6303e+10 1.3972e+02 0.12000
2.2730e-03 1.1066e-01 2.5704e+10 1.4092e+02 0.12000
2.2930e-03 1.0839e-01 2.4548e+10 1.4172e+02 0.12000
2.3230e-03 1.0641e-01 2.3988e+10 1.4292e+02 0.12000
2.3430e-03 1.0472e-01 2.3442e+10 1.4372e+02 0.12000
2.3730e-03 1.0327e-01 2.2909e+10 1.4492e+02 0.12000
2.3930e-03 1.0046e-01 2.2387e+10 1.4572e+02 0.12000
2.4230e-03 9.7720e-02 2.1878e+10 1.4692e+02 0.12000
2.4430e-03 9.5495e-02 2.1380e+10 1.4772e+02 0.12000
2.4730e-03 9.3324e-02 2.0893e+10 1.4892e+02 0.12000
2.4930e-03 9.1619e-02 1.9953e+10 1.4972e+02 0.12000
2.5230e-03 9.0155e-02 1.9498e+10 1.5092e+02 0.12000
2.5430e-03 8.8714e-02 1.9055e+10 1.5172e+02 0.12000
2.5730e-03 8.7698e-02 1.8621e+10 1.5292e+02 0.12000
2.5930e-03 8.6895e-02 1.8197e+10 1.5372e+02 0.12000
2.6230e-03 8.4917e-02 1.7783e+10 1.5492e+02 0.12000
2.6430e-03 8.2793e-02 1.7379e+10 1.5572e+02 0.12000
2.6730e-03 8.1094e-02 1.6982e+10 1.5692e+02 0.12000
2.6930e-03 7.9431e-02 1.6595e+10 1.5772e+02 0.12000
2.7230e-03 7.7982e-02 1.6218e+10 1.5892e+02 0.12000
2.7530e-03 7.6735e-02 1.5849e+10 1.6012e+02 0.12000
2.7730e-03 7.5682e-02 1.5489e+10 1.6092e+02 0.12000
2.8030e-03 7.4643e-02 1.5136e+10 1.6212e+02 0.12000
2.8230e-03 7.3959e-02 1.4791e+10 1.6292e+02 0.12000
2.8530e-03 7.3450e-02 1.4454e+10 1.6412e+02 0.12000
2.8730e-03 7.2109e-02 1.4126e+10 1.6492e+02 0.12000
2.9030e-03 7.0630e-02 1.3804e+10 1.6612e+02 0.12000
2.9230e-03 6.9182e-02 1.3490e+10 1.6692e+02 0.12000
2.9530e-03 6.7919e-02 1.3490e+10 1.6812e+02 0.12000
2.9730e-03 6.6833e-02 1.3183e+10 1.6892e+02 0.12000
3.0030e-03 6.5916e-02 1.2882e+10 1.7012e+02 0.12000
3.0230e-03 6.5162e-02 1.2590e+10 1.7092e+02 0.12000
3.0530e-03 6.4565e-02 1.2303e+10 1.7212e+02 0.12000
3.0730e-03 6.3973e-02 1.2022e+10 1.7292e+02 0.12000
3.1030e-03 6.3532e-02 1.1749e+10 1.7412e+02 0.12000
3.1230e-03 6.3240e-02 1.1482e+10 1.7492e+02 0.12000
3.1530e-03 6.2372e-02 1.1298e+10 1.7612e+02 0.12000
3.1730e-03 6.1234e-02 1.1092e+10 1.7692e+02 0.12000
3.2030e-03 6.0394e-02 1.0864e+10 1.7812e+02 0.12000
3.2230e-03 5.9428e-02 1.0666e+10 1.7892e+02 0.12000
3.2530e-03 5.8613e-02 1.0447e+10 1.8012e+02 0.12000
3.2730e-03 5.7942e-02 1.0257e+10 1.8092e+02 0.12000
3.3030e-03 5.7411e-02 1.0046e+10 1.8212e+02 0.12000
3.3330e-03 5.6884e-02 9.8628e+09 1.8332e+02 0.12000
3.3530e-03 5.6492e-02 9.6828e+09 1.8412e+02 0.12000
3.3830e-03 5.6104e-02 9.5061e+09 1.8532e+02 0.12000
3.4030e-03 5.5846e-02 9.3111e+09 1.8612e+02 0.12000
3.4330e-03 5.5717e-02 9.1412e+09 1.8732e+02 0.12000
3.4530e-03 5.4953e-02 8.9744e+09 1.8812e+02 0.12000
3.4830e-03 5.4199e-02 8.8105e+09 1.8932e+02 0.12000
3.5030e-03 5.3456e-02 8.6498e+09 1.9012e+02 0.12000
3.5330e-03 5.2844e-02 8.5114e+09 1.9132e+02 0.12000
3.5530e-03 5.2239e-02 8.3561e+09 1.9212e+02 0.12000
3.5830e-03 5.1759e-02 8.2036e+09 1.9332e+02 0.12000
3.6030e-03 5.1285e-02 8.0539e+09 1.9412e+02 0.12000
3.6330e-03 5.0932e-02 7.9250e+09 1.9532e+02 0.12000
3.6530e-03 5.0582e-02 7.7804e+09 1.9612e+02 0.12000
3.6830e-03 5.0349e-02 7.6384e+09 1.9732e+02 0.12000
3.7030e-03 5.0118e-02 7.5163e+09 1.9812e+02 0.12000
3.7330e-03 5.0003e-02 7.3791e+09 1.9932e+02 0.12000
3.7530e-03 4.9888e-02 7.2611e+09 2.0012e+02 0.12000
3.7830e-03 4.9203e-02 7.1450e+09 2.0132e+02 0.12000
3.8030e-03 4.8639e-02 7.0146e+09 2.0212e+02 0.12000
3.8330e-03 4.7973e-02 6.9024e+09 2.0332e+02 0.12000
3.8530e-03 4.7532e-02 6.7920e+09 2.0412e+02 0.12000
3.8830e-03 4.6989e-02 6.6834e+09 2.0532e+02 0.12000
3.9130e-03 4.6557e-02 6.5767e+09 2.0652e+02 0.12000
3.9330e-03 4.6237e-02 6.4566e+09 2.0732e+02 0.12000
3.9630e-03 4.5919e-02 6.3533e+09 2.0852e+02 0.12000
3.9830e-03 4.5602e-02 6.2517e+09 2.0932e+02 0.12000
4.0130e-03 4.5394e-02 6.1518e+09 2.1052e+02 0.12000
4.0330e-03 4.5185e-02 6.0674e+09 2.1132e+02 0.12000
4.0630e-03 4.5081e-02 5.9704e+09 2.1252e+02 0.12000
4.0830e-03 4.4977e-02 5.8749e+09 2.1332e+02 0.12000
4.1130e-03 4.4977e-02 5.7810e+09 2.1452e+02 0.12000
4.1330e-03 4.4668e-02 5.6886e+09 2.1532e+02 0.12000
4.1630e-03 4.4156e-02 5.5976e+09 2.1652e+02 0.12000
4.1830e-03 4.3651e-02 5.5208e+09 2.1732e+02 0.12000
4.2130e-03 4.3250e-02 5.4325e+09 2.1852e+02 0.12000
4.2330e-03 4.2854e-02 5.3580e+09 2.1932e+02 0.12000
4.2630e-03 4.2559e-02 5.2723e+09 2.2052e+02 0.12000
4.2830e-03 4.2169e-02 5.1881e+09 2.2132e+02 0.12000
4.3130e-03 4.1975e-02 5.1169e+09 2.2252e+02 0.12000
4.3330e-03 4.1686e-02 5.0466e+09 2.2332e+02 0.12000
4.3630e-03 4.1495e-02 4.9659e+09 2.2452e+02 0.12000
4.3830e-03 4.1399e-02 4.8978e+09 2.2532e+02 0.12000
4.4130e-03 4.1304e-02 4.8195e+09 2.2652e+02 0.12000
4.4330e-03 4.1209e-02 4.7534e+09 2.2732e+02 0.12000
4.4630e-03 4.1114e-02 4.6882e+09 2.2852e+02 0.12000
4.4830e-03 4.1114e-02 4.6132e+09 2.2932e+02 0.12000
4.5130e-03 4.1020e-02 4.5499e+09 2.3052e+02 0.12000
4.5430e-03 4.0644e-02 4.4875e+09 2.3172e+02 0.12000
4.5630e-03 4.0271e-02 4.4259e+09 2.3252e+02 0.12000
4.5930e-03 3.9994e-02 4.3652e+09 2.3372e+02 0.12000
4.6130e-03 3.9627e-02 4.3052e+09 2.3452e+02 0.12000
4.6430e-03 3.9354e-02 4.2462e+09 2.3572e+02 0.12000
4.6630e-03 3.9174e-02 4.1879e+09 2.3652e+02 0.12000
4.6930e-03 3.8904e-02 4.1305e+09 2.3772e+02 0.12000
4.7130e-03 3.8725e-02 4.0738e+09 2.3852e+02 0.12000
4.7430e-03 3.8636e-02 4.0180e+09 2.3972e+02 0.12000
4.7630e-03 3.8459e-02 3.9628e+09 2.4052e+02 0.12000
4.7930e-03 3.8370e-02 3.9084e+09 2.4172e+02 0.12000
4.8130e-03 3.8282e-02 3.8548e+09 2.4252e+02 0.12000
4.8430e-03 3.8282e-02 3.8019e+09 2.4372e+02 0.12000
4.8630e-03 3.8282e-02 3.7498e+09 2.4452e+02 0.12000
4.8930e-03 3.8282e-02 3.7068e+09 2.4572e+02 0.12000
4.9130e-03 3.8282e-02 3.6560e+09 2.4652e+02 0.12000
4.9430e-03 3.8193e-02 3.6058e+09 2.4772e+02 0.12000
4.9630e-03 3.7843e-02 3.5646e+09 2.4852e+02 0.12000
4.9930e-03 3.7670e-02 3.5157e+09 2.4972e+02 0.12000
5.0130e-03 3.7410e-02 3.4674e+09 2.5052e+02 0.12000
5.0430e-03 3.7238e-02 3.4277e+09 2.5172e+02 0.12000
5.0630e-03 3.7067e-02 3.3806e+09 2.5252e+02 0.12000
5.0930e-03 3.6813e-02 3.3343e+09 2.5372e+02 0.12000
5.1230e-03 3.6728e-02 3.2961e+09 2.5492e+02 0.12000
5.1430e-03 3.6559e-02 3.2509e+09 2.5572e+02 0.12000
5.1730e-03 3.6474e-02 3.2137e+09 2.5692e+02 0.12000
5.1930e-03 3.6390e-02 3.1696e+09 2.5772e+02 0.12000
5.2230e-03 3.6307e-02 3.1333e+09 2.5892e+02 0.12000
5.2430e-03 3.6223e-02 3.0974e+09 2.5972e+02 0.12000
5.2730e-03 3.6140e-02 3.0549e+09 2.6092e+02 0.12000
5.2930e-03 3.6140e-02 3.0200e+09 2.6172e+02 0.12000
5.3230e-03 3.6140e-02 2.9854e+09 2.6292e+02 0.12000
5.3430e-03 3.6140e-02 2.9445e+09 2.6372e+02 0.12000
5.3730e-03 3.6140e-02 2.9107e+09 2.6492e+02 0.12000
5.3930e-03 3.6140e-02 2.8774e+09 2.6572e+02 0.12000
5.4230e-03 3.5974e-02 2.8444e+09 2.6692e+02 0.12000
