# time[s], T9[GK], density[g/cm^3], R[km], Ye

6.1034e-06 1.1000e+01 2.9997e+13 3.0001e+01 0.05000
6.5107e-06 1.1000e+01 2.9996e+13 3.0001e+01 0.05000
6.9452e-06 1.0999e+01 2.9996e+13 3.0001e+01 0.05000
7.4087e-06 1.0999e+01 2.9995e+13 3.0002e+01 0.05000
7.9031e-06 1.0999e+01 2.9994e+13 3.0002e+01 0.05000
8.4305e-06 1.0999e+01 2.9994e+13 3.0002e+01 0.05000
8.9931e-06 1.0999e+01 2.9993e+13 3.0002e+01 0.05000
9.5932e-06 1.0999e+01 2.9992e+13 3.0003e+01 0.05000
1.0233e-05 1.0999e+01 2.9991e+13 3.0003e+01 0.05000
1.0916e-05 1.0999e+01 2.9989e+13 3.0004e+01 0.05000
1.1645e-05 1.0999e+01 2.9988e+13 3.0004e+01 0.05000
1.2422e-05 1.0998e+01 2.9986e+13 3.0005e+01 0.05000
1.3251e-05 1.0998e+01 2.9984e+13 3.0005e+01 0.05000
1.4135e-05 1.0998e+01 2.9982e+13 3.0006e+01 0.05000
1.5078e-05 1.0998e+01 2.9980e+13 3.0007e+01 0.05000
1.6085e-05 1.0997e+01 2.9977e+13 3.0008e+01 0.05000
1.7158e-05 1.0997e+01 2.9974e+13 3.0009e+01 0.05000
1.8303e-05 1.0996e+01 2.9970e+13 3.0010e+01 0.05000
1.9525e-05 1.0996e+01 2.9966e+13 3.0011e+01 0.05000
2.0828e-05 1.0995e+01 2.9961e+13 3.0013e+01 0.05000
2.2217e-05 1.0995e+01 2.9956e+13 3.0015e+01 0.05000
2.3700e-05 1.0994e+01 2.9950e+13 3.0017e+01 0.05000
2.5282e-05 1.0993e+01 2.9943e+13 3.0019e+01 0.05000
2.6969e-05 1.0992e+01 2.9935e+13 3.0022e+01 0.05000
2.8769e-05 1.0991e+01 2.9926e+13 3.0025e+01 0.05000
3.0688e-05 1.0990e+01 2.9915e+13 3.0028e+01 0.05000
3.2736e-05 1.0988e+01 2.9904e+13 3.0032e+01 0.05000
3.4921e-05 1.0987e+01 2.9891e+13 3.0037e+01 0.05000
3.7251e-05 1.0985e+01 2.9876e+13 3.0042e+01 0.05000
3.9737e-05 1.0983e+01 2.9858e+13 3.0047e+01 0.05000
4.2389e-05 1.0980e+01 2.9839e+13 3.0054e+01 0.05000
4.5218e-05 1.0978e+01 2.9817e+13 3.0061e+01 0.05000
4.8235e-05 1.0974e+01 2.9792e+13 3.0070e+01 0.05000
5.1454e-05 1.0971e+01 2.9763e+13 3.0079e+01 0.05000
5.4888e-05 1.0967e+01 2.9731e+13 3.0090e+01 0.05000
5.8551e-05 1.0962e+01 2.9694e+13 3.0103e+01 0.05000
6.2458e-05 1.0957e+01 2.9652e+13 3.0117e+01 0.05000
6.6627e-05 1.0951e+01 2.9605e+13 3.0133e+01 0.05000
7.1073e-05 1.0945e+01 2.9551e+13 3.0151e+01 0.05000
7.5816e-05 1.0937e+01 2.9489e+13 3.0172e+01 0.05000
8.0875e-05 1.0929e+01 2.9420e+13 3.0196e+01 0.05000
8.6272e-05 1.0919e+01 2.9341e+13 3.0223e+01 0.05000
9.2030e-05 1.0908e+01 2.9252e+13 3.0254e+01 0.05000
9.8171e-05 1.0895e+01 2.9151e+13 3.0288e+01 0.05000
1.0472e-04 1.0881e+01 2.9037e+13 3.0328e+01 0.05000
1.1171e-04 1.0865e+01 2.8907e+13 3.0373e+01 0.05000
1.1917e-04 1.0846e+01 2.8761e+13 3.0425e+01 0.05000
1.2712e-04 1.0826e+01 2.8596e+13 3.0483e+01 0.05000
1.3560e-04 1.0802e+01 2.8410e+13 3.0550e+01 0.05000
1.4465e-04 1.0775e+01 2.8200e+13 3.0625e+01 0.05000
1.5430e-04 1.0745e+01 2.7964e+13 3.0711e+01 0.05000
1.6460e-04 1.0711e+01 2.7699e+13 3.0809e+01 0.05000
1.7559e-04 1.0673e+01 2.7402e+13 3.0920e+01 0.05000
1.8730e-04 1.0629e+01 2.7070e+13 3.1046e+01 0.05000
1.9980e-04 1.0581e+01 2.6698e+13 3.1189e+01 0.05000
2.1314e-04 1.0526e+01 2.6285e+13 3.1352e+01 0.05000
2.2736e-04 1.0464e+01 2.5825e+13 3.1537e+01 0.05000
2.4253e-04 1.0395e+01 2.5316e+13 3.1746e+01 0.05000
2.5872e-04 1.0317e+01 2.4755e+13 3.1985e+01 0.05000
2.7598e-04 1.0231e+01 2.4137e+13 3.2255e+01 0.05000
2.9440e-04 1.0135e+01 2.3462e+13 3.2562e+01 0.05000
3.1405e-04 1.0028e+01 2.2726e+13 3.2909e+01 0.05000
3.3500e-04 9.9089e+00 2.1929e+13 3.3303e+01 0.05000
3.5736e-04 9.7778e+00 2.1070e+13 3.3750e+01 0.05000
3.8121e-04 9.6336e+00 2.0152e+13 3.4255e+01 0.05000
4.0665e-04 9.4755e+00 1.9176e+13 3.4827e+01 0.05000
4.3379e-04 9.3029e+00 1.8147e+13 3.5473e+01 0.05000
4.6273e-04 9.1154e+00 1.7071e+13 3.6203e+01 0.05000
4.9361e-04 8.9126e+00 1.5957e+13 3.7026e+01 0.05000
5.2655e-04 8.6947e+00 1.4815e+13 3.7954e+01 0.05000
5.6169e-04 8.4616e+00 1.3656e+13 3.9000e+01 0.05000
5.9918e-04 8.2141e+00 1.2492e+13 4.0175e+01 0.05000
6.3916e-04 7.9528e+00 1.1337e+13 4.1495e+01 0.05000
6.8182e-04 7.6790e+00 1.0206e+13 4.2975e+01 0.05000
7.2732e-04 7.3940e+00 9.1112e+12 4.4631e+01 0.05000
7.7585e-04 7.0995e+00 8.0655e+12 4.6482e+01 0.05000
8.2763e-04 6.7976e+00 7.0797e+12 4.8546e+01 0.05000
8.8286e-04 6.4905e+00 6.1628e+12 5.0844e+01 0.05000
9.4178e-04 6.1804e+00 5.3210e+12 5.3395e+01 0.05000
1.0046e-03 5.8697e+00 4.5582e+12 5.6221e+01 0.05000
1.0717e-03 5.5607e+00 3.8756e+12 5.9345e+01 0.05000
1.1432e-03 5.2558e+00 3.2723e+12 6.2788e+01 0.05000
1.2195e-03 4.9569e+00 2.7451e+12 6.6574e+01 0.05000
1.3009e-03 4.6658e+00 2.2895e+12 7.0727e+01 0.05000
1.3877e-03 4.3843e+00 1.8995e+12 7.5269e+01 0.05000
1.4803e-03 4.1135e+00 1.5688e+12 8.0223e+01 0.05000
1.5791e-03 3.8545e+00 1.2907e+12 8.5615e+01 0.05000
1.6844e-03 3.6079e+00 1.0585e+12 9.1467e+01 0.05000
1.7968e-03 3.3741e+00 8.6580e+11 9.7804e+01 0.05000
1.9167e-03 3.1534e+00 7.0674e+11 1.0465e+02 0.05000
2.0447e-03 2.9456e+00 5.7604e+11 1.1203e+02 0.05000
2.1811e-03 2.7505e+00 4.6901e+11 1.1998e+02 0.05000
2.3267e-03 2.5678e+00 3.8162e+11 1.2851e+02 0.05000
2.4819e-03 2.3970e+00 3.1041e+11 1.3767e+02 0.05000
2.6476e-03 2.2375e+00 2.5248e+11 1.4749e+02 0.05000
2.8242e-03 2.0887e+00 2.0539e+11 1.5799e+02 0.05000
3.0127e-03 1.9501e+00 1.6714e+11 1.6923e+02 0.05000
3.2138e-03 1.8209e+00 1.3607e+11 1.8123e+02 0.05000
3.4282e-03 1.7005e+00 1.1084e+11 1.9406e+02 0.05000
3.6570e-03 1.5884e+00 9.0332e+10 2.0775e+02 0.05000
3.9011e-03 1.4840e+00 7.3663e+10 2.2237e+02 0.05000
4.1614e-03 1.3867e+00 6.0106e+10 2.3797e+02 0.05000
4.4391e-03 1.2961e+00 4.9072e+10 2.5462e+02 0.05000
4.7353e-03 1.2116e+00 4.0085e+10 2.7237e+02 0.05000
5.0513e-03 1.1328e+00 3.2762e+10 2.9132e+02 0.05000
5.3884e-03 1.0593e+00 2.6791e+10 3.1153e+02 0.05000
5.7480e-03 9.9072e-01 2.1918e+10 3.3309e+02 0.05000
6.1316e-03 9.2673e-01 1.7939e+10 3.5609e+02 0.05000
6.5408e-03 8.6699e-01 1.4689e+10 3.8063e+02 0.05000
6.9773e-03 8.1121e-01 1.2032e+10 4.0680e+02 0.05000
7.4429e-03 7.5912e-01 9.8598e+09 4.3472e+02 0.05000
7.9396e-03 7.1044e-01 8.0823e+09 4.6450e+02 0.05000
8.4695e-03 6.6496e-01 6.6273e+09 4.9627e+02 0.05000
9.0347e-03 6.2246e-01 5.4359e+09 5.3016e+02 0.05000
9.6376e-03 5.8272e-01 4.4599e+09 5.6631e+02 0.05000
1.0281e-02 5.4557e-01 3.6601e+09 6.0487e+02 0.05000
1.0967e-02 5.1083e-01 3.0045e+09 6.4601e+02 0.05000
1.1699e-02 4.7834e-01 2.4669e+09 6.8989e+02 0.05000
1.2479e-02 4.4794e-01 2.0259e+09 7.3670e+02 0.05000
1.3312e-02 4.1951e-01 1.6640e+09 7.8664e+02 0.05000
1.4201e-02 3.9290e-01 1.3671e+09 8.3990e+02 0.05000
1.5148e-02 3.6801e-01 1.1233e+09 8.9672e+02 0.05000
1.6159e-02 3.4471e-01 9.2319e+08 9.5734e+02 0.05000
1.7237e-02 3.2290e-01 7.5882e+08 1.0220e+03 0.05000
1.8388e-02 3.0248e-01 6.2380e+08 1.0910e+03 0.05000
1.9615e-02 2.8337e-01 5.1288e+08 1.1645e+03 0.05000
2.0924e-02 2.6548e-01 4.2173e+08 1.2430e+03 0.05000
2.2320e-02 2.4873e-01 3.4683e+08 1.3268e+03 0.05000
2.3810e-02 2.3304e-01 2.8526e+08 1.4161e+03 0.05000
2.5399e-02 2.1835e-01 2.3464e+08 1.5113e+03 0.05000
2.7094e-02 2.0459e-01 1.9302e+08 1.6130e+03 0.05000
2.8902e-02 1.9171e-01 1.5880e+08 1.7214e+03 0.05000
3.0830e-02 1.7964e-01 1.3066e+08 1.8370e+03 0.05000
3.2888e-02 1.6833e-01 1.0751e+08 1.9604e+03 0.05000
3.5082e-02 1.5775e-01 8.8473e+07 2.0920e+03 0.05000
3.7424e-02 1.4783e-01 7.2810e+07 2.2324e+03 0.05000
3.9921e-02 1.3853e-01 5.9924e+07 2.3821e+03 0.05000
4.2585e-02 1.2983e-01 4.9322e+07 2.5418e+03 0.05000
4.5427e-02 1.2167e-01 4.0597e+07 2.7122e+03 0.05000
4.8459e-02 1.1403e-01 3.3418e+07 2.8940e+03 0.05000
5.1692e-02 1.0687e-01 2.7510e+07 3.0879e+03 0.05000
5.5142e-02 1.0016e-01 2.2647e+07 3.2948e+03 0.05000
5.8822e-02 9.3873e-02 1.8645e+07 3.5154e+03 0.05000
6.2747e-02 8.7982e-02 1.5351e+07 3.7508e+03 0.05000
6.6935e-02 8.2462e-02 1.2639e+07 4.0018e+03 0.05000
7.1402e-02 7.7289e-02 1.0406e+07 4.2697e+03 0.05000
7.6166e-02 7.2442e-02 8.5686e+06 4.5554e+03 0.05000
8.1249e-02 6.7899e-02 7.0556e+06 4.8601e+03 0.05000
8.6671e-02 6.3642e-02 5.8100e+06 5.1853e+03 0.05000
9.2455e-02 5.9652e-02 4.7844e+06 5.5321e+03 0.05000
9.8625e-02 5.5913e-02 3.9399e+06 5.9020e+03 0.05000
1.0521e-01 5.2409e-02 3.2446e+06 6.2966e+03 0.05000
1.1223e-01 4.9125e-02 2.6720e+06 6.7176e+03 0.05000
1.1972e-01 4.6046e-02 2.2006e+06 7.1667e+03 0.05000
1.2771e-01 4.3161e-02 1.8123e+06 7.6457e+03 0.05000
1.3623e-01 4.0457e-02 1.4926e+06 8.1567e+03 0.05000
1.4532e-01 3.7923e-02 1.2293e+06 8.7018e+03 0.05000
1.5502e-01 3.5548e-02 1.0125e+06 9.2833e+03 0.05000
1.6536e-01 3.3321e-02 8.3389e+05 9.9036e+03 0.05000
1.7640e-01 3.1234e-02 6.8683e+05 1.0565e+04 0.05000
1.8817e-01 2.9278e-02 5.6570e+05 1.1271e+04 0.05000
2.0073e-01 2.7445e-02 4.6595e+05 1.2024e+04 0.05000
2.1412e-01 2.5727e-02 3.8379e+05 1.2827e+04 0.05000
2.2841e-01 2.4116e-02 3.1612e+05 1.3684e+04 0.05000
2.4365e-01 2.2606e-02 2.6038e+05 1.4598e+04 0.05000
2.5991e-01 2.1191e-02 2.1448e+05 1.5573e+04 0.05000
2.7726e-01 1.9864e-02 1.7666e+05 1.6613e+04 0.05000
2.9576e-01 1.8621e-02 1.4552e+05 1.7722e+04 0.05000
3.1550e-01 1.7455e-02 1.1987e+05 1.8906e+04 0.05000
3.3655e-01 1.6362e-02 9.8738e+04 2.0168e+04 0.05000
3.5901e-01 1.5338e-02 8.1333e+04 2.1515e+04 0.05000
3.8297e-01 1.4378e-02 6.6997e+04 2.2951e+04 0.05000
4.0853e-01 1.3478e-02 5.5188e+04 2.4484e+04 0.05000
4.3579e-01 1.2635e-02 4.5461e+04 2.6118e+04 0.05000
4.6487e-01 1.1844e-02 3.7449e+04 2.7862e+04 0.05000
4.9590e-01 1.1103e-02 3.0849e+04 2.9722e+04 0.05000
5.2899e-01 1.0408e-02 2.5412e+04 3.1707e+04 0.05000
5.6429e-01 9.7566e-03 2.0933e+04 3.3823e+04 0.05000
6.0195e-01 9.1460e-03 1.7244e+04 3.6081e+04 0.05000
6.4212e-01 8.5737e-03 1.4205e+04 3.8490e+04 0.05000
6.8497e-01 8.0372e-03 1.1702e+04 4.1059e+04 0.05000
7.3068e-01 7.5342e-03 9.6397e+03 4.3800e+04 0.05000
7.7944e-01 7.0628e-03 7.9409e+03 4.6724e+04 0.05000
8.3146e-01 6.6208e-03 6.5416e+03 4.9843e+04 0.05000
8.8694e-01 6.2066e-03 5.3888e+03 5.3170e+04 0.05000
9.4613e-01 5.8182e-03 4.4393e+03 5.6719e+04 0.05000
1.0093e+00 5.4542e-03 3.6570e+03 6.0504e+04 0.05000
1.0766e+00 5.1129e-03 3.0126e+03 6.4543e+04 0.05000
1.1485e+00 4.7930e-03 2.4818e+03 6.8851e+04 0.05000
1.2251e+00 4.4931e-03 2.0444e+03 7.3446e+04 0.05000
1.3069e+00 4.2120e-03 1.6842e+03 7.8348e+04 0.05000
1.3941e+00 3.9484e-03 1.3874e+03 8.3578e+04 0.05000
1.4871e+00 3.7014e-03 1.1430e+03 8.9156e+04 0.05000
1.5864e+00 3.4698e-03 9.4158e+02 9.5106e+04 0.05000
1.6922e+00 3.2527e-03 7.7567e+02 1.0145e+05 0.05000
1.8051e+00 3.0492e-03 6.3900e+02 1.0823e+05 0.05000
1.9256e+00 2.8584e-03 5.2641e+02 1.1545e+05 0.05000
2.0541e+00 2.6796e-03 4.3366e+02 1.2315e+05 0.05000
2.1912e+00 2.5119e-03 3.5725e+02 1.3137e+05 0.05000
2.3374e+00 2.3548e-03 2.9430e+02 1.4014e+05 0.05000
2.4934e+00 2.2075e-03 2.4245e+02 1.4949e+05 0.05000
2.6598e+00 2.0694e-03 1.9973e+02 1.5947e+05 0.05000
2.8373e+00 1.9399e-03 1.6454e+02 1.7011e+05 0.05000
3.0266e+00 1.8185e-03 1.3555e+02 1.8147e+05 0.05000
3.2286e+00 1.7047e-03 1.1167e+02 1.9358e+05 0.05000
3.4441e+00 1.5981e-03 9.1992e+01 2.0650e+05 0.05000
3.6739e+00 1.4981e-03 7.5784e+01 2.2028e+05 0.05000
3.9191e+00 1.4044e-03 6.2432e+01 2.3498e+05 0.05000
4.1806e+00 1.3165e-03 5.1432e+01 2.5066e+05 0.05000
4.4596e+00 1.2342e-03 4.2370e+01 2.6739e+05 0.05000
4.7572e+00 1.1570e-03 3.4905e+01 2.8523e+05 0.05000
5.0747e+00 1.0846e-03 2.8755e+01 3.0427e+05 0.05000
5.4134e+00 1.0167e-03 2.3689e+01 3.2457e+05 0.05000
5.7746e+00 9.5311e-04 1.9515e+01 3.4623e+05 0.05000
6.1600e+00 8.9348e-04 1.6077e+01 3.6934e+05 0.05000
6.5711e+00 8.3759e-04 1.3244e+01 3.9399e+05 0.05000
7.0096e+00 7.8519e-04 1.0911e+01 4.2028e+05 0.05000
7.4773e+00 7.3606e-04 8.9886e+00 4.4833e+05 0.05000
7.9763e+00 6.9002e-04 7.4049e+00 4.7825e+05 0.05000
8.5086e+00 6.4685e-04 6.1003e+00 5.1017e+05 0.05000
9.0764e+00 6.0638e-04 5.0255e+00 5.4421e+05 0.05000
9.6822e+00 5.6845e-04 4.1401e+00 5.8053e+05 0.05000
1.0328e+01 5.3288e-04 3.4107e+00 6.1927e+05 0.05000
1.1018e+01 4.9955e-04 2.8098e+00 6.6060e+05 0.05000
1.1753e+01 4.6829e-04 2.3147e+00 7.0468e+05 0.05000
1.2537e+01 4.3900e-04 1.9069e+00 7.5171e+05 0.05000
1.3374e+01 4.1153e-04 1.5709e+00 8.0188e+05 0.05000
1.4266e+01 3.8579e-04 1.2942e+00 8.5539e+05 0.05000
1.5218e+01 3.6165e-04 1.0662e+00 9.1247e+05 0.05000
1.6234e+01 3.3903e-04 8.7832e-01 9.7337e+05 0.05000
1.7317e+01 3.1782e-04 7.2358e-01 1.0383e+06 0.05000
1.8473e+01 2.9794e-04 5.9609e-01 1.1076e+06 0.05000
1.9706e+01 2.7930e-04 4.9107e-01 1.1815e+06 0.05000
2.1021e+01 2.6182e-04 4.0455e-01 1.2604e+06 0.05000
2.2423e+01 2.4545e-04 3.3328e-01 1.3445e+06 0.05000
2.3920e+01 2.3009e-04 2.7456e-01 1.4342e+06 0.05000
2.5516e+01 2.1570e-04 2.2619e-01 1.5299e+06 0.05000
2.7219e+01 2.0220e-04 1.8634e-01 1.6320e+06 0.05000
2.9035e+01 1.8955e-04 1.5351e-01 1.7409e+06 0.05000
3.0973e+01 1.7769e-04 1.2646e-01 1.8571e+06 0.05000
3.3040e+01 1.6658e-04 1.0418e-01 1.9811e+06 0.05000
3.5245e+01 1.5616e-04 8.5827e-02 2.1133e+06 0.05000
3.7597e+01 1.4639e-04 7.0706e-02 2.2543e+06 0.05000
4.0106e+01 1.3723e-04 5.8249e-02 2.4047e+06 0.05000
4.2782e+01 1.2864e-04 4.7986e-02 2.5652e+06 0.05000
4.5637e+01 1.2060e-04 3.9532e-02 2.7364e+06 0.05000
4.8683e+01 1.1305e-04 3.2567e-02 2.9190e+06 0.05000
5.1931e+01 1.0598e-04 2.6829e-02 3.1138e+06 0.05000
5.5397e+01 9.9350e-05 2.2103e-02 3.3216e+06 0.05000
5.9094e+01 9.3135e-05 1.8209e-02 3.5433e+06 0.05000
6.3038e+01 8.7308e-05 1.5001e-02 3.7797e+06 0.05000
6.7244e+01 8.1846e-05 1.2358e-02 4.0320e+06 0.05000
7.1732e+01 7.6726e-05 1.0181e-02 4.3010e+06 0.05000
7.6519e+01 7.1926e-05 8.3869e-03 4.5880e+06 0.05000
8.1625e+01 6.7426e-05 6.9093e-03 4.8942e+06 0.05000
8.7072e+01 6.3208e-05 5.6920e-03 5.2208e+06 0.05000
9.2883e+01 5.9254e-05 4.6892e-03 5.5692e+06 0.05000
9.9081e+01 5.5547e-05 3.8630e-03 5.9409e+06 0.05000
1.0569e+02 5.2072e-05 3.1824e-03 6.3374e+06 0.05000
1.1275e+02 4.8815e-05 2.6217e-03 6.7603e+06 0.05000
1.2027e+02 4.5761e-05 2.1598e-03 7.2114e+06 0.05000
1.2830e+02 4.2898e-05 1.7793e-03 7.6927e+06 0.05000
1.3686e+02 4.0214e-05 1.4658e-03 8.2060e+06 0.05000
1.4599e+02 3.7699e-05 1.2076e-03 8.7537e+06 0.05000
1.5573e+02 3.5340e-05 9.9483e-04 9.3378e+06 0.05000
1.6613e+02 3.3129e-05 8.1956e-04 9.9610e+06 0.05000
1.7721e+02 3.1057e-05 6.7517e-04 1.0626e+07 0.05000
1.8904e+02 2.9114e-05 5.5621e-04 1.1335e+07 0.05000
2.0166e+02 2.7293e-05 4.5822e-04 1.2091e+07 0.05000
2.1511e+02 2.5585e-05 3.7749e-04 1.2898e+07 0.05000
2.2947e+02 2.3985e-05 3.1098e-04 1.3759e+07 0.05000
2.4478e+02 2.2484e-05 2.5619e-04 1.4677e+07 0.05000
2.6112e+02 2.1077e-05 2.1106e-04 1.5657e+07 0.05000
2.7854e+02 1.9759e-05 1.7387e-04 1.6701e+07 0.05000
2.9713e+02 1.8523e-05 1.4324e-04 1.7816e+07 0.05000
3.1696e+02 1.7364e-05 1.1800e-04 1.9005e+07 0.05000
3.3811e+02 1.6278e-05 9.7213e-05 2.0273e+07 0.05000
3.6067e+02 1.5259e-05 8.0086e-05 2.1626e+07 0.05000
3.8474e+02 1.4305e-05 6.5977e-05 2.3069e+07 0.05000
4.1042e+02 1.3410e-05 5.4353e-05 2.4609e+07 0.05000
4.3781e+02 1.2571e-05 4.4777e-05 2.6251e+07 0.05000
4.6702e+02 1.1785e-05 3.6888e-05 2.8003e+07 0.05000
4.9819e+02 1.1047e-05 3.0389e-05 2.9871e+07 0.05000
5.3144e+02 1.0356e-05 2.5035e-05 3.1865e+07 0.05000
5.6690e+02 9.7084e-06 2.0624e-05 3.3991e+07 0.05000
6.0473e+02 9.1010e-06 1.6991e-05 3.6260e+07 0.05000
6.4509e+02 8.5317e-06 1.3997e-05 3.8679e+07 0.05000
6.8814e+02 7.9979e-06 1.1531e-05 4.1261e+07 0.05000
7.3406e+02 7.4976e-06 9.4996e-06 4.4014e+07 0.05000
7.8305e+02 7.0285e-06 7.8260e-06 4.6951e+07 0.05000
8.3530e+02 6.5888e-06 6.4472e-06 5.0085e+07 0.05000
8.9105e+02 6.1766e-06 5.3113e-06 5.3427e+07 0.05000
9.5051e+02 5.7902e-06 4.3756e-06 5.6992e+07 0.05000
1.0139e+03 5.4280e-06 3.6047e-06 6.0796e+07 0.05000
1.0816e+03 5.0884e-06 2.9696e-06 6.4853e+07 0.05000
1.1538e+03 4.7701e-06 2.4464e-06 6.9181e+07 0.05000
1.2308e+03 4.4717e-06 2.0154e-06 7.3798e+07 0.05000
1.3129e+03 4.1919e-06 1.6603e-06 7.8722e+07 0.05000
1.4005e+03 3.9297e-06 1.3678e-06 8.3976e+07 0.05000
1.4940e+03 3.6839e-06 1.1268e-06 8.9580e+07 0.05000
1.5937e+03 3.4534e-06 9.2829e-07 9.5558e+07 0.05000
1.7000e+03 3.2374e-06 7.6475e-07 1.0193e+08 0.05000
1.8135e+03 3.0348e-06 6.3001e-07 1.0874e+08 0.05000
1.9345e+03 2.8450e-06 5.1902e-07 1.1599e+08 0.05000
2.0636e+03 2.6670e-06 4.2758e-07 1.2373e+08 0.05000
2.2013e+03 2.5002e-06 3.5224e-07 1.3199e+08 0.05000
2.3482e+03 2.3437e-06 2.9019e-07 1.4080e+08 0.05000
2.5049e+03 2.1971e-06 2.3906e-07 1.5020e+08 0.05000
2.6721e+03 2.0597e-06 1.9694e-07 1.6022e+08 0.05000
2.8504e+03 1.9308e-06 1.6224e-07 1.7091e+08 0.05000
3.0406e+03 1.8100e-06 1.3366e-07 1.8232e+08 0.05000
3.2436e+03 1.6968e-06 1.1011e-07 1.9448e+08 0.05000
3.4600e+03 1.5906e-06 9.0712e-08 2.0746e+08 0.05000
3.6909e+03 1.4911e-06 7.4730e-08 2.2131e+08 0.05000
3.9372e+03 1.3979e-06 6.1564e-08 2.3608e+08 0.05000
4.2000e+03 1.3104e-06 5.0718e-08 2.5183e+08 0.05000
4.4803e+03 1.2284e-06 4.1782e-08 2.6864e+08 0.05000
4.7792e+03 1.1516e-06 3.4421e-08 2.8656e+08 0.05000
5.0982e+03 1.0795e-06 2.8357e-08 3.0569e+08 0.05000
5.4384e+03 1.0120e-06 2.3361e-08 3.2609e+08 0.05000
5.8013e+03 9.4869e-07 1.9245e-08 3.4785e+08 0.05000
6.1885e+03 8.8934e-07 1.5854e-08 3.7106e+08 0.05000
6.6014e+03 8.3371e-07 1.3061e-08 3.9582e+08 0.05000
7.0420e+03 7.8155e-07 1.0760e-08 4.2224e+08 0.05000
7.5119e+03 7.3266e-07 8.8643e-09 4.5042e+08 0.05000
8.0132e+03 6.8682e-07 7.3026e-09 4.8047e+08 0.05000
8.5480e+03 6.4386e-07 6.0160e-09 5.1254e+08 0.05000
9.1184e+03 6.0358e-07 4.9561e-09 5.4674e+08 0.05000
9.7269e+03 5.6582e-07 4.0829e-09 5.8323e+08 0.05000
1.0376e+04 5.3042e-07 3.3636e-09 6.2215e+08 0.05000
1.1068e+04 4.9724e-07 2.7710e-09 6.6367e+08 0.05000
1.1807e+04 4.6613e-07 2.2828e-09 7.0796e+08 0.05000
1.2595e+04 4.3697e-07 1.8806e-09 7.5520e+08 0.05000
1.3436e+04 4.0963e-07 1.5493e-09 8.0560e+08 0.05000
1.4332e+04 3.8401e-07 1.2763e-09 8.5936e+08 0.05000
1.5289e+04 3.5998e-07 1.0515e-09 9.1671e+08 0.05000
1.6309e+04 3.3746e-07 8.6621e-10 9.7788e+08 0.05000
1.7397e+04 3.1635e-07 7.1360e-10 1.0431e+09 0.05000
1.8558e+04 2.9656e-07 5.8788e-10 1.1128e+09 0.05000
1.9797e+04 2.7801e-07 4.8431e-10 1.1870e+09 0.05000
2.1118e+04 2.6062e-07 3.9898e-10 1.2662e+09 0.05000
2.2527e+04 2.4431e-07 3.2869e-10 1.3507e+09 0.05000
2.4030e+04 2.2903e-07 2.7078e-10 1.4409e+09 0.05000
2.5634e+04 2.1470e-07 2.2307e-10 1.5370e+09 0.05000
2.7345e+04 2.0127e-07 1.8377e-10 1.6396e+09 0.05000
2.9170e+04 1.8868e-07 1.5139e-10 1.7490e+09 0.05000
3.1116e+04 1.7687e-07 1.2472e-10 1.8657e+09 0.05000
3.3193e+04 1.6581e-07 1.0275e-10 1.9902e+09 0.05000
