# time[s], T9[GK], density[g/cm^3], R[km], Ye

9.4613e-01 8.4656e-03 1.2483e+04 4.2525e+04 0.15000
1.0093e+00 7.9357e-03 1.0283e+04 4.5365e+04 0.15000
1.0766e+00 7.4390e-03 8.4705e+03 4.8393e+04 0.15000
1.1485e+00 6.9734e-03 6.9776e+03 5.1624e+04 0.15000
1.2251e+00 6.5370e-03 5.7478e+03 5.5071e+04 0.15000
1.3069e+00 6.1279e-03 4.7348e+03 5.8748e+04 0.15000
1.3941e+00 5.7444e-03 3.9003e+03 6.2670e+04 0.15000
1.4871e+00 5.3849e-03 3.2129e+03 6.6853e+04 0.15000
1.5864e+00 5.0479e-03 2.6467e+03 7.1316e+04 0.15000
1.6922e+00 4.7321e-03 2.1803e+03 7.6077e+04 0.15000
1.8051e+00 4.4359e-03 1.7961e+03 8.1155e+04 0.15000
1.9256e+00 4.1584e-03 1.4796e+03 8.6573e+04 0.15000
2.0541e+00 3.8982e-03 1.2188e+03 9.2351e+04 0.15000
2.1912e+00 3.6542e-03 1.0040e+03 9.8516e+04 0.15000
2.3374e+00 3.4256e-03 8.2712e+02 1.0509e+05 0.15000
2.4934e+00 3.2112e-03 6.8137e+02 1.1211e+05 0.15000
2.6598e+00 3.0103e-03 5.6130e+02 1.1959e+05 0.15000
2.8373e+00 2.8220e-03 4.6240e+02 1.2757e+05 0.15000
3.0266e+00 2.6454e-03 3.8092e+02 1.3609e+05 0.15000
3.2286e+00 2.4799e-03 3.1380e+02 1.4517e+05 0.15000
3.4441e+00 2.3247e-03 2.5850e+02 1.5486e+05 0.15000
3.6739e+00 2.1793e-03 2.1296e+02 1.6519e+05 0.15000
3.9191e+00 2.0429e-03 1.7543e+02 1.7622e+05 0.15000
4.1806e+00 1.9151e-03 1.4452e+02 1.8798e+05 0.15000
4.4596e+00 1.7953e-03 1.1906e+02 2.0053e+05 0.15000
4.7572e+00 1.6829e-03 9.8079e+01 2.1391e+05 0.15000
5.0747e+00 1.5777e-03 8.0797e+01 2.2819e+05 0.15000
5.4134e+00 1.4789e-03 6.6561e+01 2.4342e+05 0.15000
5.7746e+00 1.3864e-03 5.4833e+01 2.5966e+05 0.15000
6.1600e+00 1.2997e-03 4.5172e+01 2.7699e+05 0.15000
6.5711e+00 1.2184e-03 3.7213e+01 2.9548e+05 0.15000
7.0096e+00 1.1421e-03 3.0656e+01 3.1520e+05 0.15000
7.4773e+00 1.0707e-03 2.5255e+01 3.3623e+05 0.15000
7.9763e+00 1.0037e-03 2.0805e+01 3.5867e+05 0.15000
8.5086e+00 9.4090e-04 1.7140e+01 3.8261e+05 0.15000
9.0764e+00 8.8204e-04 1.4120e+01 4.0815e+05 0.15000
9.6822e+00 8.2686e-04 1.1632e+01 4.3538e+05 0.15000
1.0328e+01 7.7513e-04 9.5825e+00 4.6444e+05 0.15000
1.1018e+01 7.2663e-04 7.8942e+00 4.9544e+05 0.15000
1.1753e+01 6.8117e-04 6.5033e+00 5.2850e+05 0.15000
1.2537e+01 6.3856e-04 5.3575e+00 5.6377e+05 0.15000
1.3374e+01 5.9861e-04 4.4136e+00 6.0139e+05 0.15000
1.4266e+01 5.6116e-04 3.6360e+00 6.4153e+05 0.15000
1.5218e+01 5.2605e-04 2.9954e+00 6.8434e+05 0.15000
1.6234e+01 4.9314e-04 2.4676e+00 7.3001e+05 0.15000
1.7317e+01 4.6229e-04 2.0329e+00 7.7873e+05 0.15000
1.8473e+01 4.3337e-04 1.6747e+00 8.3070e+05 0.15000
1.9706e+01 4.0626e-04 1.3796e+00 8.8614e+05 0.15000
2.1021e+01 3.8084e-04 1.1366e+00 9.4527e+05 0.15000
2.2423e+01 3.5702e-04 9.3633e-01 1.0084e+06 0.15000
2.3920e+01 3.3468e-04 7.7136e-01 1.0757e+06 0.15000
2.5516e+01 3.1374e-04 6.3546e-01 1.1474e+06 0.15000
2.7219e+01 2.9412e-04 5.2350e-01 1.2240e+06 0.15000
2.9035e+01 2.7572e-04 4.3127e-01 1.3057e+06 0.15000
3.0973e+01 2.5847e-04 3.5529e-01 1.3928e+06 0.15000
3.3040e+01 2.4230e-04 2.9269e-01 1.4858e+06 0.15000
3.5245e+01 2.2714e-04 2.4112e-01 1.5849e+06 0.15000
3.7597e+01 2.1293e-04 1.9864e-01 1.6907e+06 0.15000
4.0106e+01 1.9961e-04 1.6364e-01 1.8035e+06 0.15000
4.2782e+01 1.8712e-04 1.3481e-01 1.9239e+06 0.15000
4.5637e+01 1.7541e-04 1.1106e-01 2.0523e+06 0.15000
4.8683e+01 1.6444e-04 9.1494e-02 2.1892e+06 0.15000
5.1931e+01 1.5415e-04 7.5374e-02 2.3353e+06 0.15000
5.5397e+01 1.4451e-04 6.2095e-02 2.4912e+06 0.15000
5.9094e+01 1.3547e-04 5.1155e-02 2.6574e+06 0.15000
6.3038e+01 1.2699e-04 4.2142e-02 2.8348e+06 0.15000
6.7244e+01 1.1905e-04 3.4717e-02 3.0240e+06 0.15000
7.1732e+01 1.1160e-04 2.8601e-02 3.2258e+06 0.15000
7.6519e+01 1.0462e-04 2.3562e-02 3.4410e+06 0.15000
8.1625e+01 9.8075e-05 1.9411e-02 3.6707e+06 0.15000
8.7072e+01 9.1940e-05 1.5991e-02 3.9156e+06 0.15000
9.2883e+01 8.6188e-05 1.3174e-02 4.1769e+06 0.15000
9.9081e+01 8.0796e-05 1.0853e-02 4.4557e+06 0.15000
1.0569e+02 7.5741e-05 8.9406e-03 4.7530e+06 0.15000
1.1275e+02 7.1003e-05 7.3654e-03 5.0702e+06 0.15000
1.2027e+02 6.6561e-05 6.0677e-03 5.4086e+06 0.15000
1.2830e+02 6.2397e-05 4.9987e-03 5.7695e+06 0.15000
1.3686e+02 5.8494e-05 4.1180e-03 6.1545e+06 0.15000
1.4599e+02 5.4834e-05 3.3925e-03 6.5652e+06 0.15000
1.5573e+02 5.1404e-05 2.7948e-03 7.0034e+06 0.15000
1.6613e+02 4.8188e-05 2.3024e-03 7.4707e+06 0.15000
1.7721e+02 4.5174e-05 1.8968e-03 7.9693e+06 0.15000
1.8904e+02 4.2347e-05 1.5626e-03 8.5011e+06 0.15000
2.0166e+02 3.9698e-05 1.2873e-03 9.0684e+06 0.15000
2.1511e+02 3.7215e-05 1.0605e-03 9.6736e+06 0.15000
2.2947e+02 3.4887e-05 8.7366e-04 1.0319e+07 0.15000
2.4478e+02 3.2704e-05 7.1973e-04 1.1008e+07 0.15000
2.6112e+02 3.0658e-05 5.9293e-04 1.1742e+07 0.15000
2.7854e+02 2.8740e-05 4.8847e-04 1.2526e+07 0.15000
2.9713e+02 2.6942e-05 4.0241e-04 1.3362e+07 0.15000
3.1696e+02 2.5257e-05 3.3151e-04 1.4254e+07 0.15000
3.3811e+02 2.3677e-05 2.7311e-04 1.5205e+07 0.15000
3.6067e+02 2.2196e-05 2.2499e-04 1.6219e+07 0.15000
3.8474e+02 2.0807e-05 1.8535e-04 1.7302e+07 0.15000
4.1042e+02 1.9505e-05 1.5269e-04 1.8456e+07 0.15000
4.3781e+02 1.8285e-05 1.2579e-04 1.9688e+07 0.15000
4.6702e+02 1.7141e-05 1.0363e-04 2.1002e+07 0.15000
4.9819e+02 1.6069e-05 8.5373e-05 2.2404e+07 0.15000
5.3144e+02 1.5064e-05 7.0332e-05 2.3899e+07 0.15000
5.6690e+02 1.4121e-05 5.7941e-05 2.5494e+07 0.15000
6.0473e+02 1.3238e-05 4.7733e-05 2.7195e+07 0.15000
6.4509e+02 1.2410e-05 3.9323e-05 2.9010e+07 0.15000
6.8814e+02 1.1633e-05 3.2395e-05 3.0946e+07 0.15000
7.3406e+02 1.0906e-05 2.6688e-05 3.3011e+07 0.15000
7.8305e+02 1.0223e-05 2.1986e-05 3.5214e+07 0.15000
8.3530e+02 9.5838e-06 1.8112e-05 3.7564e+07 0.15000
8.9105e+02 8.9842e-06 1.4921e-05 4.0070e+07 0.15000
9.5051e+02 8.4222e-06 1.2292e-05 4.2744e+07 0.15000
1.0139e+03 7.8953e-06 1.0127e-05 4.5597e+07 0.15000
1.0816e+03 7.4014e-06 8.3425e-06 4.8640e+07 0.15000
1.1538e+03 6.9383e-06 6.8727e-06 5.1886e+07 0.15000
1.2308e+03 6.5043e-06 5.6619e-06 5.5348e+07 0.15000
1.3129e+03 6.0974e-06 4.6644e-06 5.9042e+07 0.15000
1.4005e+03 5.7159e-06 3.8426e-06 6.2982e+07 0.15000
1.4940e+03 5.3583e-06 3.1656e-06 6.7185e+07 0.15000
1.5937e+03 5.0231e-06 2.6079e-06 7.1668e+07 0.15000
1.7000e+03 4.7089e-06 2.1484e-06 7.6451e+07 0.15000
1.8135e+03 4.4143e-06 1.7699e-06 8.1553e+07 0.15000
1.9345e+03 4.1382e-06 1.4581e-06 8.6995e+07 0.15000
2.0636e+03 3.8793e-06 1.2012e-06 9.2801e+07 0.15000
2.2013e+03 3.6366e-06 9.8957e-07 9.8994e+07 0.15000
2.3482e+03 3.4091e-06 8.1523e-07 1.0560e+08 0.15000
2.5049e+03 3.1958e-06 6.7160e-07 1.1265e+08 0.15000
2.6721e+03 2.9959e-06 5.5328e-07 1.2016e+08 0.15000
2.8504e+03 2.8085e-06 4.5580e-07 1.2818e+08 0.15000
3.0406e+03 2.6328e-06 3.7550e-07 1.3674e+08 0.15000
3.2436e+03 2.4681e-06 3.0934e-07 1.4586e+08 0.15000
3.4600e+03 2.3137e-06 2.5484e-07 1.5560e+08 0.15000
3.6909e+03 2.1689e-06 2.0994e-07 1.6598e+08 0.15000
3.9372e+03 2.0332e-06 1.7295e-07 1.7706e+08 0.15000
4.2000e+03 1.9060e-06 1.4248e-07 1.8887e+08 0.15000
4.4803e+03 1.7868e-06 1.1738e-07 2.0148e+08 0.15000
4.7792e+03 1.6750e-06 9.6700e-08 2.1492e+08 0.15000
5.0982e+03 1.5702e-06 7.9663e-08 2.2926e+08 0.15000
5.4384e+03 1.4720e-06 6.5628e-08 2.4456e+08 0.15000
5.8013e+03 1.3799e-06 5.4066e-08 2.6089e+08 0.15000
6.1885e+03 1.2936e-06 4.4540e-08 2.7830e+08 0.15000
6.6014e+03 1.2127e-06 3.6693e-08 2.9687e+08 0.15000
7.0420e+03 1.1368e-06 3.0228e-08 3.1668e+08 0.15000
7.5119e+03 1.0657e-06 2.4903e-08 3.3781e+08 0.15000
8.0132e+03 9.9902e-07 2.0515e-08 3.6035e+08 0.15000
8.5480e+03 9.3652e-07 1.6901e-08 3.8440e+08 0.15000
9.1184e+03 8.7793e-07 1.3923e-08 4.1006e+08 0.15000
9.7269e+03 8.2301e-07 1.1470e-08 4.3742e+08 0.15000
1.0376e+04 7.7152e-07 9.4494e-09 4.6661e+08 0.15000
1.1068e+04 7.2326e-07 7.7846e-09 4.9775e+08 0.15000
1.1807e+04 6.7801e-07 6.4131e-09 5.3097e+08 0.15000
1.2595e+04 6.3559e-07 5.2833e-09 5.6640e+08 0.15000
1.3436e+04 5.9583e-07 4.3524e-09 6.0420e+08 0.15000
1.4332e+04 5.5856e-07 3.5856e-09 6.4452e+08 0.15000
1.5289e+04 5.2361e-07 2.9539e-09 6.8753e+08 0.15000
1.6309e+04 4.9086e-07 2.4335e-09 7.3341e+08 0.15000
1.7397e+04 4.6015e-07 2.0047e-09 7.8235e+08 0.15000
1.8558e+04 4.3136e-07 1.6515e-09 8.3456e+08 0.15000
1.9797e+04 4.0438e-07 1.3606e-09 8.9026e+08 0.15000
2.1118e+04 3.7908e-07 1.1209e-09 9.4967e+08 0.15000
2.2527e+04 3.5536e-07 9.2339e-10 1.0130e+09 0.15000
2.4030e+04 3.3313e-07 7.6071e-10 1.0806e+09 0.15000
2.5634e+04 3.1229e-07 6.2669e-10 1.1528e+09 0.15000
2.7345e+04 2.9276e-07 5.1628e-10 1.2297e+09 0.15000
2.9170e+04 2.7444e-07 4.2532e-10 1.3118e+09 0.15000
3.1116e+04 2.5727e-07 3.5038e-10 1.3993e+09 0.15000
3.3193e+04 2.4118e-07 2.8865e-10 1.4927e+09 0.15000
