Epsilon_alpha,Time [Days]
1.8320442057906582e-06,1.4971703056562242e-05
2.0850832517579396e-06,1.4998050086502368e-05
2.375605899231585e-06,1.5024443481641166e-05
2.711888480629294e-06,1.5050883323571575e-05
3.0994195363284705e-06,1.5077369694030124e-05
3.5426501403313537e-06,1.5103902674897177e-05
4.052763497191735e-06,1.5130482348197194e-05
4.644892067693863e-06,1.5157108796098974e-05
5.32071268220421e-06,1.5183782100915925e-05
6.09150766825096e-06,1.5210502345106305e-05
6.972224641015753e-06,1.5237269611273477e-05
7.971550482719672e-06,1.5264083982166177e-05
9.12534564589423e-06,1.5290945540678748e-05
1.0426173897689581e-05,1.531785436985143e-05
1.1921175527966626e-05,1.534481055287057e-05
1.360176640746714e-05,1.5371814173068932e-05
1.5528133814838653e-05,1.539886531392591e-05
1.7690131756173624e-05,1.5425964059067808e-05
2.0159313000239647e-05,1.54531104922681e-05
2.2928155609507825e-05,1.548030469744768e-05
2.6076577332845165e-05,1.5507546758675118e-05
2.9606819128787722e-05,1.5534836760166945e-05
3.360092985262322e-05,1.556217478628787e-05
3.8086219801221055e-05,1.5589560921551092e-05
4.316669054070094e-05,1.561699525061852e-05
4.8824360089990525e-05,1.564447785830105e-05
5.522499734887987e-05,1.5672008829558837e-05
6.23629829073911e-05,1.5699588249501532e-05
7.032190150967215e-05,1.572721620338858e-05
7.928761778575204e-05,1.575489277662945e-05
8.920959606115535e-05,1.5782618054783922e-05
0.00010035031224640194,1.581039212356234e-05
0.00011273115543231043,1.5838215068825873e-05
0.00012645797842766586,1.58660869765868e-05
0.0001418784720663958,1.589400793300876e-05
0.00015890163800795197,1.5921978024407015e-05
0.00017771185616757677,1.594999733724873e-05
0.00019879502882900435,1.597806595815323e-05
0.00022202625946150255,1.6006183973892282e-05
0.00024759673915096265,1.6034351471390335e-05
0.00027607724688607116,1.606256853772482e-05
0.0003075780901136667,1.60908352601264e-05
0.0003422419249522926,1.6119151725979253e-05
0.00038040978769328723,1.6147518022821328e-05
0.00042271913729419744,1.6175934238344617e-05
0.0004690441849749597,1.6204400460395445e-05
0.0005197198612232236,1.6232916776974722e-05
0.0005758827911277077,1.6261483276238214e-05
0.000637392715459134,1.6290100046496832e-05
0.0007045353027426176,1.6318767176216897e-05
0.000778295318502308,1.6347484754020397e-05
0.000859602114176057,1.637625286868529e-05
0.0009484980212675098,1.6405071609145764e-05
0.0010455378340747039,1.6433941064492503e-05
0.0011513915562825462,1.6462861323972983e-05
0.0012667691733627086,1.6491832476991725e-05
0.0013924928815116531,1.6520854613110596e-05
0.0015305576822500218,1.654992782204906e-05
0.0016807623641417985,1.657905219368448e-05
0.0018440421223438568,1.6608227818052374e-05
0.0020213937662267273,1.6637454785346708e-05
0.002213879182448724,1.6666733185920176e-05
0.0024226289313806645,1.6696063110284462e-05
0.0026498317472513897,1.672544464911054e-05
0.0028972322682757775,1.6754877893228947e-05
0.0031650655505833934,1.678436293363005e-05
0.003454804524470384,1.681389986146435e-05
0.0037688538773709853,1.684348876804276e-05
0.004108394177938709,1.6873129744836866e-05
0.0044752762197852545,1.6902822883479234e-05
0.004871453965531386,1.693256827576368e-05
0.005301151186195724,1.6962366013645554e-05
0.0057654462229436276,1.6992216189242048e-05
0.006266065493040478,1.7022118894832433e-05
0.006805508391260197,1.705207422285839e-05
0.0073864216486813385,1.708208226592427e-05
0.008011606739602344,1.7112143116797393e-05
0.008684027526938153,1.714225686840833e-05
0.009406818180435287,1.7172423613851182e-05
0.010183651269728164,1.7202643446383884e-05
0.01102428555505684,1.7232916459428485e-05
0.011927078544546403,1.7263242746571434e-05
0.012896823562271497,1.7293622401563867e-05
0.01393648884520721,1.732405551832192e-05
0.015059887270449683,1.7354542190926986e-05
0.016262477697211543,1.738508251362602e-05
0.017550494394826515,1.741567658083184e-05
0.018929526028393377,1.744632448712341e-05
0.020405348843688928,1.7477026327246127e-05
0.021984060432536437,1.7507782196112128e-05
0.023672098246922485,1.753859218880057e-05
0.0254762576887353,1.7569456400557925e-05
0.027403710579870316,1.7600374926798288e-05
0.029462491921764044,1.7631347863103656e-05
0.03165974846641827,1.7662375305224237e-05
0.03400387316065988,1.7693457349078725e-05
0.036503706266569166,1.772459409075463e-05
0.039182209302873514,1.775578562650854e-05
0.04203821844613954,1.778703205276644e-05
0.04508091121120651,1.781833346612401e-05
0.04832124420554699,1.7849689963346908e-05
0.0517707501076249,1.788110164137108e-05
0.05544156490370056,1.7912568597303068e-05
0.05934645615878392,1.7944090928420293e-05
0.06349885238047986,1.7975668732171363e-05
0.06791287352591702,1.800730210617638e-05
0.07260336269691621,1.8038991148227235e-05
0.07758591906548551,1.8070735956287914e-05
0.0828769320699913,1.810253662849479e-05
0.08849361692172746,1.8134393263156946e-05
0.09445405146102902,1.8166305958756464e-05
0.1007772144019883,1.819827481394873e-05
0.1074830250227918,1.8230299927562746e-05
0.11460970674091504,1.8262381398601438e-05
0.12221443282333687,1.8294519326241947e-05
0.1302612586732377,1.8326713809835943e-05
0.1387731958949451,1.8358964948909947e-05
0.14777579601375943,1.8391272843165613e-05
0.1572914956679089,1.8423637592480057e-05
0.16734642740979933,1.845605929690615e-05
0.17797515942101044,1.848853805667284e-05
0.18930621803329215,1.852107397218546e-05
0.20127331106286,1.8553667144026028e-05
0.21390825502561014,1.8586317672953563e-05
0.22724430334512064,1.861902565990441e-05
0.2413162073285376,1.8651791205992533e-05
0.256160279226146,1.8684614412509835e-05
0.27181445744073535,1.8717495380926472e-05
0.2883709280077934,1.8750434212891173e-05
0.3059170868302237,1.878343101023153e-05
0.32444279154051947,1.8816485874954346e-05
0.3439506273547796,1.8849598909245936e-05
0.3644867987962694,1.888277021547242e-05
0.3860994398567665,1.891599989618009e-05
0.40883869877612866,1.8949288054095673e-05
0.43283803053893455,1.898263479212669e-05
0.45824620194336585,1.9016040213361746e-05
0.4849673844341142,1.9049504421070868e-05
0.5130618325604427,1.908302751870581e-05
0.5425922982891543,1.9116609609900386e-05
0.5736241291385206,1.915025079847078e-05
0.6062253685943398,1.918395118841587e-05
0.6404934240085128,1.921771088391755e-05
0.6767623885458423,1.925152998934105e-05
0.7148484035237401,1.9285408609235273e-05
0.7548325648226258,1.9319346848333088e-05
0.7967992364922426,1.9353344811551683e-05
0.8408361705949002,1.938740260399287e-05
0.8870892251047713,1.9421520330943435e-05
0.9355103392329004,1.945569809787542e-05
0.9868335056937626,1.94899360104465e-05
1.0406682859781982,1.9524234174500278e-05
1.0969873358939446,1.955859269606661e-05
1.1558840029986934,1.9593011681361946e-05
1.217454177353486,1.9627491236789666e-05
1.2826442711495596,1.9662031468940385e-05
1.3509057431055989,1.9696632484592297e-05
1.422321876473841,1.9731294390711503e-05
1.496851638472916,1.976601729445235e-05
1.5748588456023966,1.9800801303157738e-05
1.657349809733579,1.9835646524359486e-05
1.7434237952246134,1.9870553065778634e-05
1.8332076753956528,1.990552103532579e-05
1.9268321072446213,1.9940550541101465e-05
2.0254814544606363,1.99756416913964e-05
2.1291686747760727,2.0010794594691914e-05
2.2370344461617373,2.0046009359660217e-05
2.3492052385936972,2.0081286095164767e-05
2.467513888530453,2.0116624910260598e-05
2.591300999757392,2.015202591419466e-05
2.7200219955654115,2.0187489216406143e-05
2.8538275604488104,2.022301492652684e-05
2.995044513635406,2.0258603154381473e-05
3.142430560243036,2.0294254009988023e-05
3.2956274567281634,2.032996760355808e-05
3.4548664128474753,2.0365744045497193e-05
3.623442239359216,2.0401583446405193e-05
3.7987830571247843,2.0437485917076546e-05
3.9807528212214174,2.047345156850069e-05
4.169704979542529,2.050948051186239e-05
4.368267710347946,2.0545572858542057e-05
4.575578577532381,2.0581728720116115e-05
4.79088965514175,2.0617948208357355e-05
5.014450385552382,2.065423143523524e-05
5.248350365571923,2.0690578512916286e-05
5.493173989628407,2.07269895537644e-05
5.747346859308813,2.0763464670341224e-05
6.011160544771789,2.0800003975406488e-05
6.285575435333807,2.0836607581918345e-05
6.573916248514095,2.087327560303374e-05
6.873151710356594,2.091000815210875e-05
7.183621707123258,2.094680534269893e-05
7.50567589136174,2.0983667288559666e-05
7.842992246282048,2.1020594103646546e-05
8.194326178190419,2.1057585902115678e-05
8.558720160244958,2.1094642798324068e-05
8.93657935507966,2.1131764906829958e-05
9.328848061920713,2.1168952342393203e-05
9.740249368540288,2.1206205219975606e-05
10.16791070415745,2.1243523654741263e-05
10.610134336531258,2.128090776205696e-05
11.068029915353621,2.1318357657492484e-05
11.549299171105353,2.135587345682101e-05
12.046957731959292,2.1393455276019446e-05
12.561458838470324,2.1431103231268798e-05
13.095639771889573,2.146881743895452e-05
13.654739202129985,2.1506598015666887e-05
14.23274725269936,2.1544445078201348e-05
14.830191446172256,2.1582358743558874e-05
15.450728732342306,2.1620339128946347e-05
16.098962419703145,2.165838635177691e-05
16.76968079729094,2.1696500529670317e-05
17.46188113033159,2.1734681780453317e-05
18.182512976683515,2.177293022216e-05
18.932912958968192,2.1811245973032187e-05
19.707304365796155,2.184962915151976e-05
20.506676029108355,2.1888079876281053e-05
21.347176573763996,2.1926598266183226e-05
22.213203451328567,2.1965184440302614e-05
23.101837636839573,2.200383851792509e-05
24.038840159662666,2.204256061854646e-05
25.000351793402338,2.2081350861872807e-05
25.99037241073374,2.212020936782088e-05
27.029797866530465,2.2159136256518447e-05
28.096388134054727,2.2198131648304684e-05
29.197096549834516,2.2237195663730532e-05
30.349097353837696,2.2276328423559078e-05
31.531187398748255,2.2315530048765925e-05
32.7525155378992,2.2354800660539577e-05
34.02810548302113,2.239414038028179e-05
35.336998693882975,2.2433549329607966e-05
36.68953702965268,2.2473027630347537e-05
38.100646680311506,2.2512575404544308e-05
39.548882546598506,2.2552192774456873e-05
41.044750436897836,2.2591879862558962e-05
42.60464669642743,2.263163679153984e-05
44.204320287490155,2.2671463684304684e-05
45.856651730129,2.2711360663974946e-05
47.578098635846004,2.275132785388875e-05
49.3455335556695,2.2791365377601278e-05
51.173796080377194,2.2831473358885135e-05
53.073551028149126,2.2871651921730732e-05
55.01413721695406,2.2911901190346697e-05
57.04025628674492,2.2952221289160217e-05
59.12500178606613,2.2992612342817456e-05
61.25855443536699,2.3033074476183936e-05
63.49554051265742,2.3073607814344897e-05
65.7810483070652,2.311421248260572e-05
68.13896541597171,2.3154888606492292e-05
70.5899230081517,2.319563631175139e-05
73.09415454482996,2.3236455724351094e-05
75.69468801297162,2.3277346970481136e-05
78.37851727862383,2.3318310176553353e-05
81.12083450912844,2.335934546920201e-05
83.98326804016821,2.3400452975284228e-05
86.92031471632107,2.344163282188038e-05
89.92389999751984,2.3482885136294453e-05
93.07230609741596,2.3524210046054494e-05
96.28352928905892,2.3565607678912936e-05
99.59320619288498,2.360707816284706e-05
103.02605052704445,2.3648621626059334e-05
106.52697658020008,2.369023819697786e-05
110.16747330139333,2.373192800425672e-05
113.90793193080609,2.3773691176776435e-05
117.7268903053689,2.381552784364429e-05
121.71955793661255,2.3857438134194793e-05
125.79251219374673,2.3899422177990056e-05
129.98201007043437,2.394148010482017e-05
134.32714573601305,2.3983612044703673e-05
138.75957894048258,2.4025818127887855e-05
143.34748932551875,2.4068098484849254e-05
148.07336444717183,2.4110453246293996e-05
152.89416453268933,2.4152882543158235e-05
157.90980974402248,2.4195386506608543e-05
163.060269955492,2.4237965268042307e-05
168.33156629520178,2.4280618959088157e-05
173.80762731280305,2.432334771160636e-05
179.35986382466882,2.4366151657689228e-05
185.16350417746435,2.4409030929661528e-05
191.06607848808895,2.4451985660080878e-05
197.1585255723358,2.4495015981738196e-05
203.42804798950607,2.453812202765806e-05
209.8206154351385,2.458130393109915e-05
216.47577882982264,2.4624561825554663e-05
223.22463323696917,2.46678958447527e-05
230.24029627985337,2.4711306122656708e-05
237.4026289273173,2.4754792793465866e-05
244.75366497357254,2.479835599161554e-05
252.35257849561938,2.4841995851777646e-05
260.05510117277186,2.488571250886112e-05
268.10790732549924,2.4929506098012285e-05
276.27365358748926,2.4973376754615305e-05
284.7037591800524,2.5017324614292597e-05
293.3553710542035,2.5061349812905242e-05
302.17639891387023,2.5105452486553388e-05
311.3372466808422,2.5149632771576726e-05
320.62911082406856,2.5193890804554843e-05
330.25749932622284,2.5238226722307698e-05
340.1124559775225,2.5282640661896008e-05
350.21316040875814,2.5327132760621706e-05
360.6187432906232,2.5371703156028342e-05
371.20946432991104,2.5416351985901497e-05
382.1921432992453,2.5461079388269242e-05
393.2910290786706,2.5505885501402557e-05
404.8782362773202,2.555077046381572e-05
416.5739421332928,2.5595734414266792e-05
428.7240376822654,2.5640777491758012e-05
441.06357228114587,2.568589983553622e-05
453.7780245569369,2.5731101585093322e-05
466.79139255597914,2.5776382880166674e-05
480.0901594932729,2.582174386073957e-05
493.8084022462398,2.5867184667041632e-05
507.7119161301366,2.5912705439549242e-05
522.1671324360763,2.595830631898602e-05
536.7721019806611,2.60039874463232e-05
551.9216714788989,2.604974896278012e-05
567.3103511887309,2.609559100982461e-05
583.1276906068323,2.614151372917348e-05
599.351978671356,2.6187517262792917e-05
615.8891506913612,2.6233601752898932e-05
632.9514450670121,2.6279767341957824e-05
650.2337636970534,2.6326014172686582e-05
668.170917609142,2.637234238805337e-05
686.2565203026576,2.641875213127792e-05
705.074415494953,2.6465243545832022e-05
724.0866035908936,2.6511816775439937e-05
743.7278427829704,2.6558471964078847e-05
763.7066780997387,2.6605209255979308e-05
784.1990213247924,2.6652028795625693e-05
805.1858748997141,2.669893072775663e-05
826.557723813216,2.674591519736546e-05
848.595301449956,2.67929823497007e-05
870.8757069678819,2.6840132330266432e-05
894.0080748964139,2.6887365284822828e-05
917.3545383961424,2.693468135938656e-05
941.4993555095687,2.698208070023125e-05
966.0036375734592,2.7029563453887943e-05
991.1463802641811,2.7077129767145538e-05
1016.857970616667,2.7124779787051252e-05
1043.0335687700162,2.7172513660911084e-05
1070.0113698321175,2.7220331536290243e-05
1097.269845412418,2.726823356101364e-05
1125.5406368620072,2.7316219883166315e-05
1154.0582288751116,2.7364290651093912e-05
1183.5315396956635,2.7412446013403122e-05
1213.4156590132432,2.7460686118962164e-05
1244.0720689216848,2.7509011116901237e-05
1275.377553514175,2.7557421156612952e-05
1307.2524689663987,2.760591638775286e-05
1340.0357482832162,2.7654496960239822e-05
1373.1652693625936,2.7703163024256586e-05
1407.4843890033774,2.7751914730250136e-05
1442.1571204376096,2.7800752228932242e-05
1477.972319832087,2.7849675671279886e-05
1514.1761101852358,2.7898685208535727e-05
1551.4938049060881,2.7947780992208596e-05
1589.287933643143,2.7996963174073943e-05
1628.1569752771895,2.8046231906174306e-05
1667.6025865078946,2.8095587340819783e-05
1708.0729361468234,2.814502963058852e-05
1749.2330793199424,2.8194558928327152e-05
1791.35582114251,2.82441753871513e-05
1834.2954918874614,2.8293879160446034e-05
1878.1228467394199,2.834367040186635e-05
1922.909028082425,2.8393549265337644e-05
1968.4943671003205,2.8443515905056192e-05
2015.1960710954868,2.8493570475489615e-05
2062.59392938832,2.854371313137737e-05
2111.2822391734485,2.8593944027731216e-05
2160.5483295652175,2.864426331983571e-05
2211.2964418433507,2.8694671163248676e-05
2262.4876686780394,2.8745167713801675e-05
2315.370936622911,2.8795753127600507e-05
2368.5454096315,2.884642756102569e-05
2423.6413862137592,2.8897191170732935e-05
2479.0274245421274,2.894804411365362e-05
2536.2469161742656,2.8998986546995313e-05
2593.9495373062305,2.9050018628242213e-05
2653.3301730681424,2.910114051515568e-05
2713.4326428063882,2.915235236577467e-05
2775.0373830819335,2.920365433841629e-05
2837.6253331129305,2.9255046591676223e-05
2901.5184130579123,2.9306529284429256e-05
2966.6798846173,2.935810257582977e-05
3032.926822916504,2.940976662531221e-05
3100.7523134286107,2.9461521592591612e-05
3169.4199346543955,2.951336763766405e-05
3240.002445289946,2.9565304920807176e-05
3311.158888855793,2.9617333602580698e-05
3384.7461670712682,2.9669453843826852e-05
3458.6240003963694,2.9721665805670958e-05
3535.0287025756434,2.9773969649521854e-05
3611.7043029439965,2.9826365537072442e-05
3691.026066307548,2.9878853630300144e-05
3770.5771973835676,2.9931434091467465e-05
3852.918508756048,2.998410708312242e-05
3935.499749578971,3.0036872768099103e-05
4020.89057847208,3.0089731309518144e-05
4106.6285525881985,3.0142682870787233e-05
4195.131183847246,3.019572761560164e-05
4284.135921053631,3.0248865707944674e-05
4375.833655104807,3.0302097312088247e-05
4468.218216699035,3.0355422592593348e-05
4563.19580656384,3.0408841714310543e-05
4659.076334019878,3.0462354842380523e-05
4757.419999191571,3.0515962142234575e-05
4856.915763033038,3.0569663779595117e-05
4958.713203443744,3.0623459920476196e-05
5061.9466523108085,3.067735073118403e-05
5167.287062386616,3.0731336378317474e-05
5274.3838722928485,3.078541702876857e-05
5383.357955094552,3.0839592849723077e-05
5494.4470788696235,3.089386400866092e-05
5607.147060316582,3.09482306733568e-05
5722.360777231042,3.1002693011880635e-05
5838.880420407288,3.105725119259813e-05
5958.354385975031,3.111190538417126e-05
6078.789005514326,3.116665575555882e-05
6202.662301471307,3.122150247601695e-05
6327.19300296922,3.127644571509961e-05
6455.523962478887,3.133148564265918e-05
6584.649977229503,3.1386622428846895e-05
6717.1839150119795,3.144185624411348e-05
6851.053473709347,3.149718725920957e-05
6987.8918774561425,3.15526156451863e-05
7126.6568267069815,3.1608141573395835e-05
7267.902805930087,3.166376521549185e-05
7411.7186590241945,3.171948674343011e-05
7557.47695989664,3.1775306329469006e-05
7706.5029477429125,3.183122414617004e-05
7856.879968018191,3.1887240366398404e-05
8011.757703253786,3.1943355163323483e-05
8167.396112957987,3.199956871041939e-05
8327.36394430233,3.205588118146557e-05
8488.401968292123,3.211229275054722e-05
8653.615268147503,3.216880359205592e-05
8820.189890157728,3.2225413880690154e-05
8990.815338148794,3.22821237914558e-05
9163.065826821974,3.2338933499666755e-05
9339.295983907188,3.23958431809454e-05
9517.394393233788,3.245285301122319e-05
9699.351819571213,3.250996316674116e-05
9883.443226704674,3.256717382405052e-05
10071.307760525975,3.262448516001316e-05
10261.539580094088,3.268189735180222e-05
10455.49583960968,3.2739410576902595e-05
10652.017843844704,3.279702501311155e-05
10852.255301586292,3.285474083853922e-05
11055.219640470215,3.2912558231609185e-05
11261.932697752794,3.2970477371059014e-05
11471.493919256545,3.30284984359408e-05
11684.88198078971,3.308662160562173e-05
11901.197051220968,3.314484705978466e-05
12121.46459987507,3.3203174978428645e-05
12344.692924335162,3.326160554186949e-05
12572.049596064406,3.332013893074031e-05
12802.353039019885,3.337877532599213e-05
13037.013697945657,3.343751490889437e-05
13274.556603913543,3.349635786103547e-05
13516.84418986997,3.355530436432342e-05
13761.953248851018,3.361435460098633e-05
14011.839125865448,3.3673508753573e-05
14264.690533091441,3.373276700495347e-05
14522.402986314064,3.379212953831959e-05
14783.175715188525,3.38515965371856e-05
15048.948608312023,3.391116818538866e-05
15317.824441575145,3.397084466708948e-05
15591.897297751259,3.403062616677284e-05
15869.060858738489,3.409051286924816e-05
16151.838071709917,3.41505049596501e-05
16437.717111072467,3.4210602623439125e-05
16729.053633804677,3.4270806046402044e-05
17023.846754412793,3.433111541465265e-05
17323.996947372958,3.4391530914632214e-05
17627.90568174038,3.445205273311013e-05
17937.13018890414,3.451268105718447e-05
18250.359023702647,3.457341607428255e-05
18568.924859016504,3.4634257972161523e-05
18891.681259228582,3.469520693890893e-05
19219.86189303152,3.475626316294335e-05
19552.356326189023,3.481742683301492e-05
19890.431771753905,3.487869813820591e-05
20232.87773228943,3.494007726793138e-05
20581.134632493617,3.500156441193969e-05
20933.74866621082,3.506315976031313e-05
21292.480380341636,3.512486350346849e-05
21655.482109008422,3.518667583215765e-05
22025.558891734432,3.5248596937468184e-05
22400.077920783955,3.5310627010823916e-05
22780.247301183008,3.537276624398557e-05
23166.54873337224,3.543501482905131e-05
23557.101782540005,3.5497372958457346e-05
23955.45473883621,3.555984082497854e-05
24356.690171229846,3.5622418621728996e-05
24767.367829618503,3.5685106542162674e-05
25179.592119529723,3.574790478007396e-05
25602.871752236606,3.581081352959825e-05
26026.896267281743,3.587383298521262e-05
26462.56226101759,3.593696334173637e-05
26899.492826098525,3.6000204794331634e-05
27347.047272413358,3.6063557538503995e-05
27797.169962640208,3.612702177010308e-05
28256.94701993522,3.6190597685323174e-05
28720.552124215785,3.625428548070383e-05
29193.44848652857,3.631808535313046e-05
29671.680302511322,3.638199749983495e-05
30156.39419848604,3.644602211839627e-05
30649.58327182221,3.651015940674109e-05
31146.435526113142,3.657440956314441e-05
31654.843868332213,3.663877278623013e-05
32164.29688963319,3.670324927497168e-05
32688.175875002486,3.676783922869265e-05
33212.97677621608,3.683254284706742e-05
33750.33790305676,3.689736033012172e-05
34290.909498129724,3.6962291878233296e-05
34842.084359816174,3.702733769213251e-05
35398.71911293892,3.709249797290298e-05
35964.170801889624,3.715777292198219e-05
36537.181131299476,3.72231627411621e-05
37117.35669042947,3.728866763258978e-05
37707.07592653761,3.735428779876805e-05
38302.40717204166,3.742002344255607e-05
