time_days,Sb129 top 16
1.1582075067462385e-05,7.79830210516518e-88
1.1602457069257261e-05,7.79830210516518e-88
1.1622874939063245e-05,7.79830210516518e-88
1.1643328740000449e-05,7.79830210516518e-88
1.166381853530006e-05,7.79830210516518e-88
1.1684344388304543e-05,7.79830210516518e-88
1.1704906362467828e-05,7.79830210516518e-88
1.1725504521355514e-05,7.79830210516518e-88
1.1746138928645058e-05,7.79830210516518e-88
1.1766809648125983e-05,7.79830210516518e-88
1.1787516743700058e-05,7.79830210516518e-88
1.1808260279381518e-05,7.79830210516518e-88
1.1829040319297239e-05,7.79830210516518e-88
1.1849856927686948e-05,7.79830210516518e-88
1.1870710168903427e-05,7.79830210516518e-88
1.1891600107412698e-05,7.79830210516518e-88
1.1912526807794235e-05,7.79830210516518e-88
1.1933490334741154e-05,7.79830210516518e-88
1.195449075306042e-05,7.79830210516518e-88
1.1975528127673041e-05,7.79830210516518e-88
1.1996602523614279e-05,7.79830210516518e-88
1.2017714006033838e-05,7.79830210516518e-88
1.203886264019607e-05,7.79830210516518e-88
1.206004849148019e-05,7.79830210516518e-88
1.2081271625380452e-05,7.79830210516518e-88
1.2102532107506378e-05,7.79830210516518e-88
1.2123830003582939e-05,7.79830210516518e-88
1.2145165379450777e-05,7.79830210516518e-88
1.2166538301066392e-05,7.79830210516518e-88
1.2187948834502359e-05,7.79830210516518e-88
1.2209397045947523e-05,7.79830210516518e-88
1.2230883001707209e-05,7.79830210516518e-88
1.2252406768203427e-05,7.79830210516518e-88
1.2273968411975074e-05,7.79830210516518e-88
1.229556799967814e-05,7.79830210516518e-88
1.2317205598085917e-05,7.79830210516518e-88
1.2338881274089202e-05,7.79830210516518e-88
1.2360595094696511e-05,7.79830210516518e-88
1.2382347127034275e-05,7.79830210516518e-88
1.2404137438347057e-05,7.79830210516518e-88
1.2425966095997752e-05,7.79830210516518e-88
1.2447833167467804e-05,7.79830210516518e-88
1.2469738720357409e-05,7.79830210516518e-88
1.2491682822385722e-05,7.79830210516518e-88
1.2513665541391072e-05,7.79830210516518e-88
1.253568694533117e-05,7.79830210516518e-88
1.2557747102283315e-05,7.79830210516518e-88
1.2579846080444613e-05,7.79830210516518e-88
1.2601983948132175e-05,7.79830210516518e-88
1.2624160773783341e-05,7.79830210516518e-88
1.2646376625955889e-05,7.79830210516518e-88
1.2668631573328232e-05,7.79830210516518e-88
1.2690925684699658e-05,7.79830210516518e-88
1.2713259028990516e-05,7.79830210516518e-88
1.2735631675242447e-05,7.79830210516518e-88
1.2758043692618582e-05,7.79830210516518e-88
1.2780495150403777e-05,7.79830210516518e-88
1.2802986118004803e-05,4.512642664261863e-11
1.2825516664950577e-05,7.083590896341425e-10
1.2848086860892376e-05,5.559567070921096e-09
1.2870696775604044e-05,2.7019449893735796e-08
1.2893346478982209e-05,9.852835150840295e-08
1.2916036041046513e-05,2.9770860690225373e-07
1.2938765531939804e-05,7.839768504647042e-07
1.2961535021928377e-05,1.8632794981920842e-06
1.2984344581402177e-05,4.077281047146167e-06
1.3007194280875022e-05,8.341180544980457e-06
1.3030084190984819e-05,1.6124818637157906e-05
1.3053014382493775e-05,2.9687506100441295e-05
1.307598492628864e-05,5.241468221225846e-05
1.3098995893380895e-05,8.915102605161063e-05
1.3122047354906992e-05,0.0001467176435461945
1.3145139382128569e-05,0.00023444918754518423
1.3168272046432665e-05,0.0003651667173639682
1.319144541933195e-05,0.0005552431765863422
1.321465957246494e-05,0.0008270428369339408
1.3237914577596218e-05,0.0012078284098868603
1.3261210506616655e-05,0.0017335679306598427
1.3284547431543642e-05,0.0024462389586490186
1.3307925424521302e-05,0.0034023504053895728
1.3331344557820713e-05,0.004668109748465179
1.3354804903840137e-05,0.006321944432023111
1.3378306535105248e-05,0.008460120204650319
1.3401849524269335e-05,0.011201801353876563
1.3425433944113557e-05,0.014678764057911742
1.3449059867547146e-05,0.019055961299810627
1.3472727367607635e-05,0.02451241911491621
1.3496436517461091e-05,0.0312696191795701
1.3520187390402345e-05,0.03957219488126082
1.3543980059855197e-05,0.049696980554127225
1.3567814599372669e-05,0.06200215176704617
1.3591691082637213e-05,0.07682546016642072
1.3615609583460955e-05,0.09458155447166262
1.3639570175785907e-05,0.11576987699639701
1.3663572933684205e-05,0.1409401558599523
1.368761793135834e-05,0.1706652356197754
1.3711705243141378e-05,0.20568583493148837
1.3735834943497204e-05,0.24666607996345397
1.3760007107020732e-05,0.294405338934728
1.378422180843816e-05,0.349813284674584
1.3808479122607176e-05,0.41403161897954655
1.3832779124517211e-05,0.4880986016132576
1.3857121889289656e-05,0.5732105352599192
1.3881507492178104e-05,0.6707501694042246
1.3905936008568577e-05,0.7821083817158736
1.3930407513979757e-05,0.9091409997259831
1.3954922084063225e-05,1.0533091853563403
1.3979479794603695e-05,1.2164934807568917
1.4004080721519247e-05,1.4008050834394252
1.4028724940861554e-05,1.6086786524940546
1.4053412528816131e-05,1.842678266740523
1.4078143561702556e-05,2.1043059310362957
1.4102918115974724e-05,2.398282344292145
1.4127736268221062e-05,2.725488522085935
1.4152598095164782e-05,3.091136891795035
1.4177503673664115e-05,3.4968232303097704
1.4202453080712538e-05,3.948309967907371
1.4227446393439024e-05,4.447465019092029
1.4252483689108282e-05,5.0018575966437
1.4277565045120982e-05,5.612814836927264
1.4302690539014012e-05,6.28540672355149
1.43278602484607e-05,7.0283211901273805
1.4353074251271067e-05,7.843439808593584
1.4378332625392062e-05,8.736365513020838
1.4403635448907804e-05,9.717989094392847
1.4428982800039825e-05,10.792999759624012
1.445437475714731e-05,11.96736567007746
1.4479811398727338e-05,13.248663196684392
1.4505292803415124e-05,14.645573318184015
1.4530819049984272e-05,16.16675126411926
1.4556390217347005e-05,17.821040683198433
1.4582006384554415e-05,19.61889499751017
1.4607667630796712e-05,21.56944629001987
1.4633374035403455e-05,23.683421322421285
1.4659125677843815e-05,25.972138697121192
1.4684922637726807e-05,28.447536077223717
1.4710764994801544e-05,31.1221977599452
1.473665282895748e-05,34.01566193108236
1.4762586220224655e-05,37.14281440856498
1.4788565248773948e-05,40.507511413687716
1.4814589994917318e-05,44.123952580286684
1.484066053910806e-05,48.01526471942528
1.486677696194105e-05,52.20630638677347
1.4892939344152987e-05,56.70102221498978
1.4919147766622662e-05,61.51893276476645
1.4945402310371181e-05,66.68425480018239
1.4971703056562242e-05,72.23213778948168
1.4998050086502368e-05,78.16130621100555
1.5024443481641166e-05,84.4931098276616
1.5050883323571575e-05,91.27782446260238
