    time    temp    dens
   1.15245105713963E+00   5.01742111015612E-01   2.58135345369201E+02
     nin     zin       y       x
  1    0     2.54206269792099E-09   2.54206269792099E-09
  0    1     1.76527253727574E-13   1.76527253727574E-13
  1    1     1.56060839833308E-13   3.12121679666617E-13
  2    1     2.00087150148760E-09   6.00261450446281E-09
  1    2     3.92557774538318E-17   1.17767332361495E-16
  2    2     1.47836132996794E-04   5.91344531987175E-04
  4    2     4.18640665618057E-08   2.51184399370834E-07
  3    3     2.30221636885208E-10   1.38132982131125E-09
  4    3     1.15475134074770E-09   8.08325938523390E-09
  5    3     1.75478756343029E-14   1.40383005074423E-13
  6    3     7.63077189510659E-07   6.86769470559594E-06
  3    4     4.10958927397890E-17   2.87671249178523E-16
  5    4     2.15004448885446E-07   1.93504003996902E-06
  6    4     3.23614181128546E-07   3.23614181128546E-06
  7    4     8.13933415994455E-18   8.95326757593900E-17
  8    4     2.12785295435023E-15   2.55342354522028E-14
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.32058867064794E-13   1.32058867064794E-12
  6    5     9.18002768882856E-09   1.00980304577114E-07
  7    5     7.40864547613455E-11   8.89037457136146E-10
  8    5     8.52798609499940E-12   1.10863819234992E-10
  9    5     2.51579814636116E-18   3.52211740490563E-17
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     6.35691284105993E-22   6.99260412516592E-21
  6    6     5.00875744122330E-07   6.01050892946796E-06
  7    6     6.40256749023730E-08   8.32333773730849E-07
  8    6     5.62249911052013E-08   7.87149875472819E-07
  9    6     6.58347179771273E-12   9.87520769656910E-11
 10    6     6.50004981968668E-06   1.04000797114987E-04
 11    6     6.48452335201436E-14   1.10236896984244E-12
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     6.89564203252504E-18   8.96433464228255E-17
  7    7     2.87957037202130E-10   4.03139852082982E-09
  8    7     3.35842284458947E-06   5.03763426688420E-05
  9    7     8.94339588176377E-08   1.43094334108220E-06
 10    7     2.85367266666604E-08   4.85124353333227E-07
 11    7     8.67176510016065E-09   1.56091771802892E-07
 12    7     2.29178728725096E-07   4.35439584577682E-06
 13    7     1.21081604472030E-07   2.42163208944060E-06
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.90179206005429E-21   2.85268809008143E-20
  8    8     1.31997633992740E-08   2.11196214388384E-07
  9    8     2.91235597312784E-10   4.95100515431733E-09
 10    8     1.41705044207562E-07   2.55069079573612E-06
 11    8     6.04801288848574E-07   1.14912244881229E-05
 12    8     7.46749957594798E-07   1.49349991518960E-05
 13    8     1.27433454969125E-07   2.67610255435162E-06
 14    8     3.42492765823793E-06   7.53484084812344E-05
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     1.74987174372506E-22   2.97478196433260E-21
  9    9     3.83731863558336E-18   6.90717354405004E-17
 10    9     4.04715750056849E-09   7.68959925108013E-08
 11    9     1.13665457363243E-08   2.27330914726486E-07
 12    9     1.41175721336462E-08   2.96469014806571E-07
 13    9     5.03229700054464E-07   1.10710534011982E-05
 14    9     7.01966517494073E-10   1.61452299023637E-08
 15    9     4.02197796705354E-10   9.65274712092849E-09
 16    9     1.92789807317588E-09   4.81974518293969E-08
 17    9     2.12218979743768E-15   5.51769347333797E-14
  7   10     1.00000000000000E-99   1.00000000000000E-99
  8   10     1.00000000000000E-99   1.00000000000000E-99
  9   10     1.00000000000000E-99   1.00000000000000E-99
 10   10     1.24120980742386E-10   2.48241961484772E-09
 11   10     5.34248864510593E-10   1.12192261547225E-08
 12   10     1.97791821510911E-08   4.35142007324004E-07
 13   10     4.83310578760531E-10   1.11161433114922E-08
 14   10     2.13429764384103E-08   5.12231434521847E-07
 15   10     5.34634801483021E-08   1.33658700370755E-06
 16   10     6.66465024795975E-10   1.73280906446953E-08
 17   10     2.86810973926771E-14   7.74389629602281E-13
 18   10     1.64798074052950E-16   4.61434607348260E-15
 19   10     7.43328221232804E-21   2.15565184157513E-19
 20   10     6.55418022212096E-25   1.96625406663629E-23
 21   10     1.00000000000000E-99   1.00000000000000E-99
 22   10     1.00000000000000E-99   1.00000000000000E-99
 23   10     1.00000000000000E-99   1.00000000000000E-99
 24   10     1.00000000000000E-99   1.00000000000000E-99
 25   10     1.00000000000000E-99   1.00000000000000E-99
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
