time_days,Sn123 top 18
1.1581089442440045e-05,6.845793393890605e-91
1.1601469808485028e-05,6.845793393890605e-91
1.162188603983631e-05,6.845793393890605e-91
1.1642338199609547e-05,6.845793393890605e-91
1.166282635103147e-05,6.845793393890605e-91
1.1683350557440069e-05,6.845793393890605e-91
1.1703910882284804e-05,6.845793393890605e-91
1.1724507389126785e-05,6.845793393890605e-91
1.1745140141638987e-05,6.845793393890605e-91
1.1765809203606422e-05,6.845793393890605e-91
1.1786514638926367e-05,6.845793393890605e-91
1.1807256511608535e-05,6.845793393890605e-91
1.182803488577528e-05,6.845793393890605e-91
1.1848849825661811e-05,6.845793393890605e-91
1.1869701395616369e-05,6.845793393890605e-91
1.1890589660100436e-05,6.845793393890605e-91
1.1911514683688931e-05,6.845793393890605e-91
1.1932476531070416e-05,6.845793393890605e-91
1.1953475267047294e-05,6.845793393890605e-91
1.1974510956535995e-05,6.845793393890605e-91
1.1995583664567206e-05,6.845793393890605e-91
1.2016693456286041e-05,6.845793393890605e-91
1.203784039695226e-05,6.845793393890605e-91
1.205902455194047e-05,6.845793393890605e-91
1.208024598674032e-05,6.845793393890605e-91
1.2101504766956713e-05,6.845793393890605e-91
1.2122800958309995e-05,6.845793393890605e-91
1.2144134626636175e-05,6.845793393890605e-91
1.2165505837887115e-05,6.845793393890605e-91
1.2186914658130738e-05,6.845793393890605e-91
1.2208361153551234e-05,6.845793393890605e-91
1.222984539044927e-05,6.845793393890605e-91
1.2251367435242182e-05,6.845793393890605e-91
1.2272927354464187e-05,6.845793393890605e-91
1.2294525214766592e-05,6.845793393890605e-91
1.231616108291799e-05,6.845793393890605e-91
1.233783502580449e-05,6.845793393890605e-91
1.2359547110429882e-05,6.845793393890605e-91
1.2381297403915889e-05,6.845793393890605e-91
1.2403085973502348e-05,6.845793393890605e-91
1.2424912886547422e-05,6.845793393890605e-91
1.2446778210527814e-05,6.845793393890605e-91
1.2468682013038975e-05,6.845793393890605e-91
1.2490624361795301e-05,6.845793393890605e-91
1.251260532463036e-05,6.845793393890605e-91
1.253462496949709e-05,6.845793393890605e-91
1.2556683364468014e-05,6.845793393890605e-91
1.2578780577735448e-05,6.845793393890605e-91
1.260091667761171e-05,6.845793393890605e-91
1.2623091732529336e-05,6.845793393890605e-91
1.2645305811041292e-05,6.845793393890605e-91
1.266755898182118e-05,6.845793393890605e-91
1.2689851313663452e-05,6.845793393890605e-91
1.2712182875483631e-05,6.845793393890605e-91
1.2734553736318512e-05,6.845793393890605e-91
1.2756963965326378e-05,6.845793393890605e-91
1.2779413631787224e-05,6.845793393890605e-91
1.280190280510296e-05,6.845793393890605e-91
1.282443155479763e-05,6.845793393890605e-91
1.2846999950517622e-05,6.845793393890605e-91
1.2869608062031892e-05,6.845793393890605e-91
1.2892255959232175e-05,6.845793393890605e-91
1.2914943712133201e-05,6.845793393890605e-91
1.2937671390872912e-05,6.845793393890605e-91
1.2960439065712678e-05,6.845793393890605e-91
1.2983246807037509e-05,6.845793393890605e-91
1.300609468535629e-05,6.845793393890605e-91
1.3028982771301977e-05,6.845793393890605e-91
1.3051911135631833e-05,6.845793393890605e-91
1.3074879849227633e-05,6.845793393890605e-91
1.3097888983095898e-05,6.845793393890605e-91
1.3120938608368095e-05,6.845793393890605e-91
1.3144028796300876e-05,6.845793393890605e-91
1.316715961827629e-05,6.845793393890605e-91
1.3190331145801998e-05,6.845793393890605e-91
1.3213543450511506e-05,6.845793393890605e-91
1.3236796604164377e-05,6.845793393890605e-91
1.3260090678646461e-05,6.845793393890605e-91
1.3283425745970105e-05,6.845793393890605e-91
1.3306801878274391e-05,6.845793393890605e-91
1.333021914782534e-05,6.845793393890605e-91
1.3353677627016162e-05,6.845793393890605e-91
1.3377177388367452e-05,6.845793393890605e-91
1.3400718504527433e-05,6.845793393890605e-91
1.3424301048272168e-05,6.845793393890605e-91
1.34479250925058e-05,6.845793393890605e-91
1.347159071026076e-05,6.845793393890605e-91
1.3495297974698003e-05,6.845793393890605e-91
1.3519046959107239e-05,1.6575699355384572e-14
1.3542837736907144e-05,2.7376832655124188e-14
1.3566670381645602e-05,4.338000885397217e-14
1.3590544966999923e-05,6.786783728577005e-14
1.3614461566777079e-05,1.0495440751330411e-13
1.3638420254913918e-05,1.609005016744686e-13
1.366242110547741e-05,2.4424212050097913e-13
1.3686464192664869e-05,3.6705236398630804e-13
1.3710549590804174e-05,5.47750688998507e-13
1.373467737435401e-05,8.106864142738522e-13
1.3758847617904094e-05,1.1895015767261644e-12
1.3783060396175405e-05,1.7272545118237707e-12
1.3807315784020418e-05,2.4872476271122967e-12
1.383161385642333e-05,3.5555711348717154e-12
1.3855954688500296e-05,5.042501570381922e-12
1.3880338355499664e-05,7.098641449527765e-12
1.3904764932802195e-05,9.923666859031858e-12
1.3929234495921314e-05,1.3783620056973316e-11
1.3953747120503329e-05,1.9005166157839553e-11
1.3978302882327675e-05,2.602243723123207e-11
1.4002901857307135e-05,3.540098814306308e-11
1.402754412148809e-05,4.791565513752149e-11
1.4052229751050748e-05,6.447819630192082e-11
1.4076958822309375e-05,8.610482349375431e-11
1.4101731411712533e-05,1.1464136964333941e-10
1.4126547595843322e-05,1.514093546387884e-10
1.4151407451419611e-05,1.9938872391071119e-10
1.4176311055294282e-05,2.6064546235494946e-10
1.420125848445545e-05,3.397314616919167e-10
1.4226249816026727e-05,4.3980291325104424e-10
1.4251285127267438e-05,5.681683599915541e-10
1.4276364495572873e-05,7.296894750686036e-10
1.4301487998474518e-05,9.319638536733074e-10
1.4326655713640308e-05,1.1874225150322993e-09
1.4351867718874843e-05,1.5053341121626597e-09
1.437712409211966e-05,1.8987546543708837e-09
1.440242491145344e-05,2.3885480282845983e-09
1.4427770255092282e-05,2.9948320119604707e-09
1.4453160201389921e-05,3.739361748719934e-09
1.4478594828837979e-05,4.650565179588024e-09
1.450407421606621e-05,5.763203873498938e-09
1.452959844184274e-05,7.117402121167167e-09
1.455516758507431e-05,8.759794034169515e-09
1.4580781724806522e-05,1.074757439553659e-08
1.4606440940224079e-05,1.3142965620621837e-08
1.4632145310651034e-05,1.6021057432164376e-08
1.4657894915551039e-05,1.9469131820355214e-08
1.468368983452758e-05,2.358838473555343e-08
1.4709530147324235e-05,2.8495851958670296e-08
1.4735415933824906e-05,3.4354977548108014e-08
1.4761347274054082e-05,4.1331125177499346e-08
1.4787324248177076e-05,4.955194949683582e-08
1.4813346936500274e-05,5.920849619723358e-08
1.4839415419471388e-05,7.059889133070536e-08
1.48655297776797e-05,8.40059218617852e-08
1.4891690091856315e-05,9.965931826432805e-08
1.4917896442874406e-05,1.1789806550775397e-07
1.4944148911749464e-05,1.3919173488201605e-07
1.4970447579639559e-05,1.640499503147064e-07
1.499679252784557e-05,1.9279045932245932e-07
1.5023183837811461e-05,2.2593557819868693e-07
1.504962159112452e-05,2.6450791895565555e-07
1.5076105869515599e-05,3.089756658647976e-07
1.5102636754859396e-05,3.598910275928988e-07
1.5129214329174687e-05,4.1862277370278384e-07
1.5155838674624575e-05,4.861000961625545e-07
1.5182509873516766e-05,5.62784909637651e-07
1.5209228008303803e-05,6.509867080568099e-07
1.523599316158333e-05,7.51344985286387e-07
1.526280541609835e-05,8.651032230933885e-07
1.528966485473748e-05,9.957020978837499e-07
1.5316571560535185e-05,1.1423613091656578e-06
1.5343525616672076e-05,1.3104415722165827e-06
1.5370527106475133e-05,1.4981594760149557e-06
1.539757611341798e-05,1.7125190806638105e-06
1.5424672721121135e-05,1.951391040439879e-06
1.545181701335227e-05,2.2229883989328808e-06
1.5479009074026475e-05,2.525219383652437e-06
1.5506248987206507e-05,2.8671681362895517e-06
1.5533536837103066e-05,3.2474293515484097e-06
1.5560872708075036e-05,3.6753334513743196e-06
1.5588256684629763e-05,4.1516321825121215e-06
1.5615688851423303e-05,4.687565270911766e-06
1.564316929326069e-05,5.2796572074344795e-06
1.5670698095096206e-05,5.942791496883904e-06
1.5698275342033622e-05,6.678040231259608e-06
1.5725901119326482e-05,7.489946928570241e-06
1.5753575512378364e-05,8.398114891782128e-06
1.578129860674313e-05,9.395391895999932e-06
1.5809070488125205e-05,1.0503030482537976e-05
1.5836891242379826e-05,1.172555892262964e-05
1.5864760955513333e-05,1.3066945450543652e-05
1.589267971368341e-05,1.456187573380034e-05
1.5920647603199365e-05,1.6198140697661173e-05
1.5948664710522387e-05,1.798697882518974e-05
1.5976731122265832e-05,1.9974609139684957e-05
1.600484692519546e-05,2.2145230602640836e-05
1.6033012206229734e-05,2.4512885486646933e-05
1.6061227052440076e-05,2.7118006500180856e-05
1.6089491551051125e-05,2.9970560532974904e-05
1.6117805789441036e-05,3.307320875395893e-05
1.614616985514171e-05,3.6452925928116206e-05
1.6174583835839098e-05,4.016739906974016e-05
1.620304781937347e-05,4.419661325331573e-05
1.6231561893739654e-05,4.856270247258954e-05
1.6260126147087354e-05,5.334002349207676e-05
1.6288740667721383e-05,5.852784279908969e-05
1.6317405544101962e-05,6.413524471616471e-05
1.634612086484498e-05,7.021929372648546e-05
1.6374886718722272e-05,7.686179617409e-05
1.6403703194661895e-05,8.404783169970272e-05
1.64325703817484e-05,9.181143869322945e-05
1.6461488369223107e-05,0.00010019163492333888
1.6490457246484392e-05,0.00010922956044881256
1.6519477103087942e-05,0.00011896856232738518
1.6548548028747052e-05,0.00012952849200001585
1.6577670113332883e-05,0.00014090639535815574
1.660684344687477e-05,0.00015314107019823224
1.6636068119560463e-05,0.0001662864238611982
1.6665344221736432e-05,0.00018039906934265863
1.6694671843908136e-05,0.00019553842536983493
1.6724051076740315e-05,0.000211801265476895
1.6753482011057245e-05,0.0002293299025780138
1.6782964737843048e-05,0.00024809762208140366
1.681249934824195e-05,0.00026817721172382763
1.6842085933558574e-05,0.00028969382560868623
1.6871724585258223e-05,0.00031270064603018736
1.6901415394967162e-05,0.0003372842108372566
1.6931158454472902e-05,0.00036353506481844527
1.6960953855724465e-05,0.000391623157724584
1.6990801690832705e-05,0.0004216680049982319
1.7020702052070564e-05,0.00045369715160504143
1.7050655031873358e-05,0.0004878199408062485
1.7080660722839087e-05,0.0005241504880488784
1.7110719217728688e-05,0.0005628078316095034
1.7140830609466354e-05,0.0006039160862354834
1.7170994991139793e-05,0.0006476045997967408
1.720121245600053e-05,0.0006940081129585215
1.72314830974642e-05,0.0007435483367768026
1.726180700911083e-05,0.0007962073428806793
1.729218428468512e-05,0.0008521163155676727
1.7322615018096757e-05,0.0009114798471857186
1.7353099303420675e-05,0.0009746564563273526
1.7383637234897366e-05,0.0010415791955403946
1.7414228906933162e-05,0.001112437946049737
1.744487441410055e-05,0.0011874284978796341
1.747557385113842e-05,0.0012667555894921563
1.7506327312952395e-05,0.0013506324303552007
1.753713489461512e-05,0.0014392809806384366
1.756799669136653e-05,0.001532932237838052
1.759891279861418e-05,0.001631826530486191
1.7629883311933512e-05,0.0017362315755575857
1.7660908327068173e-05,0.0018463765407851433
1.7691987939930287e-05,0.0019625303903340954
1.772312224660077e-05,0.0020851157210290193
1.7754311343329617e-05,0.002214728067957338
1.778555532653621e-05,0.0023512604993383046
1.7816854292809606e-05,0.00249502717127948
1.7848208338908834e-05,0.0026463541528716087
1.7879617561763215e-05,0.002805579789082107
1.7911082058472625e-05,0.0029730550715541667
1.794260192630783e-05,0.0031491440173785166
1.797417726271077e-05,0.0033342240558859866
1.800580816529486e-05,0.0035286864235069444
1.8037494731845298e-05,0.003732936566740617
1.8069237060319362e-05,0.003947394553267819
1.810103524884672e-05,0.004172495491235666
1.813288939572972e-05,0.004408689956742936
1.8164799599443706e-05,0.004656444429542601
1.819676595863732e-05,0.004916241736988124
1.8228788572132807e-05,0.005188807101132987
1.8260867538926315e-05,0.005474919233488247
1.8293002958188205e-05,0.005776110967231865
1.8325194929263362e-05,0.006091221669152484
1.8357443551671494e-05,0.006420792980566292
1.8389748925107446e-05,0.006765428965187622
1.8422111149441502e-05,0.007125631278278013
1.8454530324719702e-05,0.0075019957161567615
1.8487006551164146e-05,0.007895915433067575
1.85195399291733e-05,0.008309759516379285
1.8552130559322313e-05,0.008741891043762053
1.8584778542363336e-05,0.00919299464057804
1.86174839792258e-05,0.009663777021522017
1.865024697101678e-05,0.010154967597895675
1.8683067619021253e-05,0.010667319096664386
1.8715946024702453e-05,0.011201608191311628
1.8748882289702168e-05,0.011760767245258489
1.8781876515841044e-05,0.012345266094682861
1.8814928805118923e-05,0.012955215449451218
1.8848039259715138e-05,0.013590405878730354
1.888120798198884e-05,0.014251718668934868
1.891443507447931e-05,0.014940061900042906
1.8947720639906286e-05,0.015656371163212515
1.8981064781170252e-05,0.016404553521210213
1.9014467601352798e-05,0.017185788712240788
1.9047929203716903e-05,0.01799833341049824
1.9081449691707268e-05,0.018843249924233602
1.9115029168950647e-05,0.019721631781085693
1.914866773925614e-05,0.02063460452920658
1.9182365506615544e-05,0.02158332654818816
1.9216122575203653e-05,0.02257082773123811
1.9249939049378592e-05,0.023601497434962312
1.9283815033682127e-05,0.024671973745785582
1.9317750632840006e-05,0.0257835625486349
