time_days,Cs137 top 2
1.4973661707867803e-05,2.9758076547898e-07
1.5000011985469699e-05,3.2678042755866665e-07
1.5026408633635006e-05,3.584082461412273e-07
1.5052851733965486e-05,3.926346191221973e-07
1.5079341368206507e-05,4.296767259880084e-07
1.5105877618247282e-05,4.697524273668616e-07
1.5132460566121147e-05,5.130668780719059e-07
1.515909029400578e-05,5.596482470777386e-07
1.5185766884223479e-05,6.09834357333455e-07
1.5212490419241418e-05,6.639887857865851e-07
1.5239260981671887e-05,7.220863368845751e-07
1.5266078654272558e-05,7.843991668345565e-07
1.5292943519946738e-05,8.5157719944023e-07
1.5319855661743622e-05,9.234764586491292e-07
1.534681516285856e-05,1.0003681034473029e-06
1.5373822106633295e-05,1.0829890014238045e-06
1.5400876576556246e-05,1.1713580006733277e-06
1.5427978656262745e-05,1.2656774401203724e-06
1.545512842953531e-05,1.3664835837491854e-06
1.5482325980303886e-05,1.4744484921529267e-06
1.5509571392646126e-05,1.5894269514155158e-06
1.5536864750787638e-05,1.711935012648537e-06
1.5564206139102243e-05,1.8428785916671684e-06
1.5591595642112253e-05,1.9819699825965107e-06
1.5619033344488707e-05,2.1299184637647703e-06
1.5646519331051652e-05,2.2878783931105725e-06
1.56740536867704e-05,2.455145190680939e-06
1.570163649676379e-05,2.6333057577567764e-06
1.5729267846300452e-05,2.8223380501040227e-06
1.5756947820799063e-05,3.022758291763076e-06
1.5784676505828624e-05,3.2356732844883317e-06
1.5812453987108717e-05,3.460658988229852e-06
1.5840280350509765e-05,3.6997171708417184e-06
1.586815568205332e-05,3.951655139650692e-06
1.5896080067912293e-05,4.2194899158633e-06
1.592405359441125e-05,4.501348485359687e-06
1.5952076348026668e-05,4.800374829515808e-06
1.5980148415387205e-05,5.115421569619598e-06
1.6008269883273962e-05,5.449396499726372e-06
1.603644083862076e-05,5.800158505810446e-06
1.6064661368514388e-05,6.171638250692357e-06
1.6092931560194917e-05,6.562096620928205e-06
1.612125150105592e-05,6.973844090387287e-06
1.6149621278644766e-05,7.408715019730068e-06
1.617804098066289e-05,7.865028220042864e-06
1.620651069496606e-05,8.344545931924845e-06
1.6235030509564655e-05,8.850748774645216e-06
1.6263600512623928e-05,9.38116186983427e-06
1.6292220792464284e-05,9.937536208912644e-06
1.632089143756155e-05,1.0524222272945881e-05
1.6349612536547257e-05,1.1139913443937942e-05
1.6378384178208903e-05,1.1785166208770767e-05
1.640720645149023e-05,1.246108979481364e-05
1.6436079445491506e-05,1.3171828150397181e-05
1.646500324946979e-05,1.3916753952669233e-05
1.6493977952839223e-05,1.4696144129745405e-05
1.652300364517128e-05,1.5511235740404032e-05
1.6552080416195072e-05,1.636329624037108e-05
1.6581208355797614e-05,1.725362385504992e-05
1.6610387554024095e-05,1.818845718563546e-05
1.663961810107817e-05,1.91649970690182e-05
1.6668900087322228e-05,2.0184394058107564e-05
1.6698233603277677e-05,2.1248100644955942e-05
1.672761873962522e-05,2.235760292821011e-05
1.675705558720514e-05,2.3515344956835558e-05
1.6786544237017582e-05,2.4727314735535593e-05
1.6816084780222823e-05,2.5990139147362835e-05
1.6845677308141564e-05,2.7305455782183717e-05
1.6875321912255218e-05,2.867493806658722e-05
1.6905018684206175e-05,3.0100295672157913e-05
1.6934767715798093e-05,3.15877849574133e-05
1.6964569098996195e-05,3.3138446743964115e-05
1.6994422925927535e-05,3.475098599975854e-05
1.702432928888129e-05,3.6427285097145716e-05
1.7054288280309048e-05,3.816926495981585e-05
1.7084299992825084e-05,3.99788854796115e-05
1.711436451920666e-05,4.1867308220923445e-05
1.7144481952394308e-05,4.3828013258934763e-05
1.717465238549211e-05,4.5863023429060034e-05
1.7204875911767983e-05,4.797447454589655e-05
1.7235152624653984e-05,5.016454372998582e-05
1.7265482617746597e-05,5.2443743333671226e-05
1.7295865984806992e-05,5.480946458796227e-05
1.7326302819761355e-05,5.726374817999124e-05
1.735679321670116e-05,5.980801954845296e-05
1.7387337269883454e-05,6.244480594320204e-05
1.741793507373116e-05,6.517668218876224e-05
1.7448586722833363e-05,6.800627121806424e-05
1.7479292311945597e-05,7.094586229846467e-05
1.751005193599016e-05,7.39895628532094e-05
1.7540865690056378e-05,7.713977963415206e-05
1.7571733669400916e-05,8.039935252423932e-05
1.760265596944807e-05,8.377117230980322e-05
1.763363268579007e-05,8.725818119056059e-05
1.7664663914187348e-05,9.088258174327396e-05
1.7695749750568873e-05,9.463029395268884e-05
1.7726890291032407e-05,9.85046592978664e-05
1.7758085631844845e-05,0.00010250908736649612
1.7789335869442473e-05,0.00010664705696331372
1.782064110043129e-05,0.00011092535611843724
1.7852001421587296e-05,0.00011534325888370742
1.78834169298568e-05,0.0001199044240174029
1.7914887722356712e-05,0.0001246142512161771
1.7946413896374846e-05,0.00012947351009040783
1.797799554937022e-05,0.00013451357322517694
1.800963277897336e-05,0.00013971025471856818
1.80413256829866e-05,0.00014506741085143967
1.807307435938438e-05,0.00015058900082116255
1.8104878906313558e-05,0.00015627906315274448
1.8136739422093704e-05,0.0001621417169486162
1.816865600521741e-05,0.00016818338706118906
1.82006287543506e-05,0.00017443726324140434
1.8232657768332807e-05,0.0001808778411347816
1.8264743146177526e-05,0.00018750958891360856
1.8296884987072478e-05,0.00019433706167823494
1.8329083390379935e-05,0.00020136490277719395
1.836133845563702e-05,0.00020859784513917024
1.8393650282556032e-05,0.00021604071261675028
1.8426018971024722e-05,0.00022371854498971896
1.845844462110664e-05,0.0002316326492574942
1.849092733304141e-05,0.00023977296566474613
1.852346720724507e-05,0.00024814470790683835
1.8556064344310353e-05,0.00025675318742573175
1.858871884500702e-05,0.0002656038148217554
1.8621430810282166e-05,0.0002747021012757509
1.8654200341260523e-05,0.00028405365998131714
1.868702753924479e-05,0.0002936806140848608
1.871991250571593e-05,0.0003035949524023331
1.8752855342333483e-05,0.00031378126545664637
1.8785856150935903e-05,0.000324245599813843
1.881891503354084e-05,0.0003349999306294215
1.8852032092345483e-05,0.0003460416893139785
1.8885207429726864e-05,0.0003573771684699244
1.891844114824217e-05,0.0003690130656848167
1.8951733350629072e-05,0.000380990590502349
1.898508413980603e-05,0.00039330513835018525
1.9018493618872624e-05,0.0004059400602626242
1.905196189110986e-05,0.0004189070077565554
1.90854890599805e-05,0.0004322051467175995
1.911907522912937e-05,0.00044584145753255377
1.91527205023837e-05,0.00045982444972353983
1.9186424983753422e-05,0.0004742339943156404
1.9220188777431508e-05,0.0004890056684860469
1.9254011987794277e-05,0.0005041469874542701
1.928789471940174e-05,0.0005196656020419
1.93218370769979e-05,0.0005355693010693538
1.9355839165511094e-05,0.0005518660134590926
1.9389901090054298e-05,0.0005685930876775735
1.942402295592548e-05,0.0005857795031717341
1.9458204868607883e-05,0.0006033857153088672
1.9492446933770408e-05,0.0006214202325583301
1.9526749257267885e-05,0.0006398917116447703
1.956111194514144e-05,0.0006588089594673614
1.95955351036188e-05,0.0006781809350243255
1.9630018839114622e-05,0.000698035096068035
1.9664563258230845e-05,0.0007184257651688885
1.9699168467756993e-05,0.0007393009763200632
1.973383457467052e-05,0.0007606703126509381
1.9768561686137134e-05,0.0007825435182311431
1.980334990951113e-05,0.0008049305000261573
1.983819935233572e-05,0.0008278413298589955
1.9873110122343374e-05,0.0008512862463781322
1.990808232745615e-05,0.0008753121678825017
1.9943116075786006e-05,0.0008999409000361328
1.9978211475635175e-05,0.0009251372758514206
2.0013368635496467e-05,0.0009509122106958399
2.004858766405361e-05,0.0009772767958703894
2.00838686701816e-05,0.001004242300627692
2.011921176294703e-05,0.0010318638841495629
2.0154617051608418e-05,0.001060126614976441
2.0190084645616554e-05,0.0010891717754550276
2.0225614654614834e-05,0.0011187845000351607
2.0261207188439614e-05,0.001148973660508273
2.0296862357120524e-05,0.001180003062695304
2.033258027088083e-05,0.0012117236810413419
2.036836104013776e-05,0.0012440596420917299
2.040420477550286e-05,0.0012770595849046597
2.044011158778231e-05,0.0013110098267061464
2.047608158797731e-05,0.0013456162193995864
2.0512114887284368e-05,0.0013808891277402894
2.05482115970957e-05,0.0014169841629747934
2.058437182899953e-05,0.001453989777176809
2.0620595694780452e-05,0.0014917053600605305
2.0656883306419792e-05,0.0015301421749812495
2.069323477609592e-05,0.0015695399560588183
2.0729650216184623e-05,0.0016098343206692278
2.076612973925944e-05,0.0016508961226855325
2.0802673458092022e-05,0.0016927375682214627
2.083928148565246e-05,0.0017356546847745189
2.0875953935109662e-05,0.001779485161118412
2.0912690919831678e-05,0.0018241443483688416
2.094949255338606e-05,0.0018696454403469478
2.0986358949540215e-05,0.001916307634506026
2.1023290222261762e-05,0.001963936099047328
2.1060286485718864e-05,0.0020124585094615298
2.109734785428061e-05,0.00206188909300073
2.1134474442517338e-05,0.002112531480711343
2.1171666365201013e-05,0.0021642348664702355
2.1208923737305574e-05,0.0022169015537396868
2.1246246674007273e-05,0.0022705468496238795
2.128363529068507e-05,0.002325414145019003
2.132108970292095e-05,0.0023814849907051916
2.13586100265003e-05,0.002438592775406377
2.139619637741226e-05,0.002496753933064563
2.1433848871850094e-05,0.0025561006737702292
2.1471567626211532e-05,0.0026168476781782157
2.1509352757099146e-05,0.0026787097034788447
2.1547204381320687e-05,0.0027417043578255125
2.158512261588947e-05,0.002805849540929847
2.162310757802474e-05,0.0028715437079428873
2.1661159385151996e-05,0.0029384899969639115
2.1699278154903407e-05,0.003006652826090519
2.1737464005118127e-05,0.0030760513306564738
2.177571705384268e-05,0.0031468553240608056
2.1814037419331344e-05,0.0032192333358621477
2.1852425220046484e-05,0.0032929166165232638
2.1890880574658935e-05,0.0033679255845504097
2.1929403602048365e-05,0.0034443148877634886
2.196799442130364e-05,0.0035227110918089185
2.200665315172321e-05,0.003602397069924873
2.2045379912815444e-05,0.0036831966312662495
2.2084174824299037e-05,0.0037662590251679074
2.2123038006103345e-05,0.0038505148753420365
2.2161969578368788e-05,0.0039360589871591765
2.2200969661447197e-05,0.0040238780838063905
2.224003837590219e-05,0.0041129379641898734
2.227917584250957e-05,0.004203449628426685
2.2318382182257662e-05,0.004296242156794056
2.2357657516347697e-05,0.004390349757055712
2.2397001966194215e-05,0.0044860342217128745
2.2436415653425395e-05,0.0045840922219202085
2.2475898699883474e-05,0.00468348809163825
2.2515451227625093e-05,0.004784635662889117
2.2555073358921683e-05,0.00488809026024278
2.2594765216259858e-05,0.004993009599843432
2.263452692234176e-05,0.00509971434757311
2.2674358600085485e-05,0.005208877223989762
2.2714260372625414e-05,0.0053196523084152155
2.2754232363312632e-05,0.005432102703719249
2.2794274695715287e-05,0.005547190174961235
2.283438749361898e-05,0.005664140442022318
2.2874570881027152e-05,0.00578290298029629
2.2914824982161454e-05,0.005903746524085945
2.2955149921462143e-05,0.006027181699216737
2.2995545823588464e-05,0.006152561223580937
2.3036012813419038e-05,0.006280043591816389
2.307655101605223e-05,0.0064099663911284825
2.3117160556806564e-05,0.006542481581574192
2.31578415612211e-05,0.006676811387625918
2.3198594155055797e-05,0.006813625107447583
2.3239418464291944e-05,0.006953209618470258
2.3280314615132524e-05,0.0070947040687417565
2.3321282734002598e-05,0.007238681574263646
2.3362322947549722e-05,0.0073856600446311075
2.3403435382644314e-05,0.007534838941235818
2.344462016638006e-05,0.007686800248551106
2.3485877426074295e-05,0.00784161237459697
2.3527207289268412e-05,0.007998099104923533
2.3568609883728245e-05,0.008158713189152532
2.3610085337444467e-05,0.008320866168298996
2.3651633778632986e-05,0.00848641343535465
2.3693255335735345e-05,0.008654622004551582
2.3734950137419104e-05,0.008824990063936854
2.377671831257826e-05,0.008999432161247505
2.381855999033363e-05,0.009175575907643896
2.3860475300033257e-05,0.009355582065328905
2.3902464371252804e-05,0.009538228059372935
2.3944527333795964e-05,0.009723362143529948
2.3986664317694842e-05,0.009913149970928025
2.402887545321039e-05,0.010104054888303597
2.4071160870832775e-05,0.010300479238124606
2.4113520701281803e-05,0.01049801310676108
2.4155955075507313e-05,0.010700554282103323
2.419846412468959e-05,0.010904962156710291
2.424104798023977e-05,0.011113720877266718
2.4283706773800243e-05,0.011325196992031718
2.4326440637245042e-05,0.011540332276768032
2.43692497026803e-05,0.011759074987835929
2.4412134102444596e-05,0.011980749336025219
2.4455093969109412e-05,0.012206961176745421
2.4498129435479534e-05,0.012435340636340728
2.4541240634593436e-05,0.012669228372321557
2.4584427699723718e-05,0.012904482609346483
2.462769076437751e-05,0.01314625729349018
2.467102996229688e-05,0.013389345018433647
2.4714445427459264e-05,0.013638414937851492
2.4757937294077856e-05,0.013889664649841838
2.4801505696602037e-05,0.014146084709047735
2.4845150769717793e-05,0.014405729927951921
2.4888872648348123e-05,0.014669659263789466
2.4932671467653463e-05,0.014937938300862014
2.4976547363032106e-05,0.015209538262150822
2.5020500470120605e-05,0.015486694265821851
2.5064530924794203e-05,0.015766128429448426
2.5108638863167257e-05,0.01605240943117413
2.515282442159366e-05,0.016340419565190265
2.5197087736667255e-05,0.016635502578673633
2.5241428945222255e-05,0.01693299289456704
2.5285848184333667e-05,0.017236399726242028
2.5330345591317726e-05,0.017543631189229168
2.537492130373231e-05,0.017855534191190993
2.541957545937737e-05,0.018172772821050703
2.5464308196295354e-05,0.018493346653939712
2.5509119652771634e-05,0.018820863571511016
2.555400996733493e-05,0.01915050244381453
2.5598979278757732e-05,0.019488356696190347
2.5644027726056772e-05,0.019828666071377163
2.5689155448493383e-05,0.02017571298983374
2.5734362585573983e-05,0.020526977515520246
2.5779649277050484e-05,0.020883400852016454
2.582501566292074e-05,0.021246812372363835
2.587046188342896e-05,0.021614170728192744
2.591598807906616e-05,0.021987980702838188
2.5961594390570584e-05,0.022366514362254418
2.6007280958928134e-05,0.022751008937257646
2.605304792537284e-05,0.02314096132103804
2.6098895431387237e-05,0.023536433079480695
2.6144823618702877e-05,0.023938050775774062
2.6190832629300696e-05,0.02434479880695414
2.62369226054115e-05,0.024758331591527804
2.6283093689516383e-05,0.02517666155546955
2.632934602434718e-05,0.02560236241079603
2.63756797528869e-05,0.026032586601514005
2.6422095018370168e-05,0.02647071173581949
2.6468591964283667e-05,0.02691314914384886
2.651517073436659e-05,0.027363958010397708
2.6561831472611074e-05,0.027818934384760137
2.6608574323262644e-05,0.028282689701505333
2.665539943082069e-05,0.028750537611210922
2.670230694003886e-05,0.029227505380870003
2.6749296995925548e-05,0.029708564276023627
2.6796369743744332e-05,0.03019901380663213
2.684352532901441e-05,0.030693748838184792
2.6890763897511082e-05,0.031198385096737457
2.693808559526616e-05,0.031706667254173114
2.6985490568568444e-05,0.03222623245267217
2.7032978963964175e-05,0.03274778438691255
2.708055092825748e-05,0.03328261869660224
2.7128206608510823e-05,0.033818394194413175
2.7175946152045474e-05,0.03436816935151505
2.722376970644194e-05,0.03491955600376433
2.7271677419540466e-05,0.035483561288160916
2.731966943944143e-05,0.03605087786178991
2.7367745914505846e-05,0.03662948313578666
2.7415906993355818e-05,0.03721305200132248
2.7464152824874978e-05,0.03780663536464002
2.7512483558208974e-05,0.038406782505179364
2.75608993427659e-05,0.03901573036640703
2.7609400328216783e-05,0.039632785386467737
2.7657986664496046e-05,0.04025749253318066
2.7706658501801958e-05,0.04089178866761815
2.775541599059709e-05,0.04153265833520384
2.7804259281608804e-05,0.04218453245827513
2.785318852582971e-05,0.04284197639751167
2.7902203874518126e-05,0.043511769032132296
2.795130547919856e-05,0.04418620757555877
2.800049349166216e-05,0.044874262902788654
2.8049768063967192e-05,0.045566125029906875
2.809912934843951e-05,0.04627279089868644
2.8148577497673036e-05,0.0469825143000317
2.8198112664530215e-05,0.047708142237197035
2.82477350021425e-05,0.048436173377320334
2.8297444663910816e-05,0.04918111859793246
2.8347241803506036e-05,0.0499279127773455
2.8397126574869475e-05,0.05069253419535244
2.8447099132213337e-05,0.05145855561147546
2.849715963002121e-05,0.052243215850749355
2.8547308223048524e-05,0.05302925691560417
2.8597545066323074e-05,0.05383400306369871
2.864787031514544e-05,0.054640485203559144
2.8698284125089506e-05,0.05546574808306263
2.874878665200294e-05,0.056293042027653326
2.879937805200765e-05,0.05713931597764084
2.8850058481500302e-05,0.05798779620885857
2.8900828097152764e-05,0.05885558470657115
2.8951687055912632e-05,0.059725629471360966
2.9002635515003687e-05,0.06061544518957083
2.9053673631926378e-05,0.06150743651333291
2.910480156445833e-05,0.06241980137711669
2.915601947065482e-05,0.06333417071139534
2.920732750884927e-05,0.06426957032066394
2.925872583765373e-05,0.0652072585210668
2.9310214615959365e-05,0.06616742859938929
2.936179400293696e-05,0.06712928836114404
2.9413464158037402e-05,0.06811244917390315
2.9465225240992182e-05,0.06909957499612468
2.951707741181387e-05,0.07010561975150643
2.9569020830796636e-05,0.07111846805423812
2.962105565851672e-05,0.07214794334781913
2.9673182055832952e-05,0.07318697499221925
2.972540018388723e-05,0.07424043838430819
2.9777710204105015e-05,0.0753061186887527
2.9830112278195863e-05,0.07638413877849429
2.988260656815389e-05,0.07747693753329397
2.9935193236258284e-05,0.07858009403149607
2.9987872445073813e-05,0.07970048551340407
3.004064435745131e-05,0.08082936931428232
3.0093509136528217e-05,0.0819778323011576
3.0146466945729027e-05,0.08313314468450847
3.0199517948765844e-05,0.08431067621743192
3.0252662309638862e-05,0.08549232263912743
3.0305900192636882e-05,0.08669943144300478
3.035923176233782e-05,0.08790866448694448
3.0412657183609194e-05,0.08914522258877919
3.0466176621608678e-05,0.09038460027451493
3.051979024178456e-05,0.09164974517794224
3.0573498209876295e-05,0.09292042171726092
3.062730069191501e-05,0.0942134598698948
3.068119785422399e-05,0.09551597246074248
3.0735189863419227e-05,0.09683755167843547
3.078927688640991e-05,0.09817244246366778
3.084345909039895e-05,0.09952322310259888
3.08977366428835e-05,0.10089103919097137
3.095210971165548e-05,0.1022716942218491
3.100657846480208e-05,0.10367298770630451
3.106114307070627e-05,0.10508420278719423
3.1115803698047366e-05,0.10651953076238922
3.1170560515801486e-05,0.10796200431035397
3.122541369324215e-05,0.10943192888987116
3.128036339994072e-05,0.1109063721514985
3.1335409805767e-05,0.11241146048490454
3.13905530808897e-05,0.11391919743534037
3.1445793395777e-05,0.11545942189547825
3.150113092119706e-05,0.11700295768947763
3.155656582821858e-05,0.11857712750646694
3.161209828821126e-05,0.12015704043191631
3.16677284728464e-05,0.12176590982336329
3.172345655409739e-05,0.1233827832632235
3.1779282704240275e-05,0.1250271195546078
3.183520709585425e-05,0.12668154200325352
3.18912299018222e-05,0.12836212569246086
3.194735129533126e-05,0.13005469077180196
3.200357144987336e-05,0.13177231559236144
3.205989053924567e-05,0.13350362206769023
3.211630873755128e-05,0.13525909505068195
3.217282621919961e-05,0.13702974684625516
3.222944315890702e-05,0.13882388838084317
3.228615973169733e-05,0.1406344945951661
3.2342976112902356e-05,0.14246813848771572
3.2399892478162485e-05,0.14431931340853307
3.2456909003427145e-05,0.14619330694027086
3.2514025864955435e-05,0.1480856700592447
3.2571243239316625e-05,0.1500008740424293
3.262856130339068e-05,0.15193505006951846
3.268598023436888e-05,0.15389233890208828
3.274350020975427e-05,0.1558689577796121
3.280112140736229e-05,0.15786921949829621
3.285884400532131e-05,0.15988891641472813
3.291666818207312e-05,0.16193383243387466
3.297459411637358e-05,0.1639986143322247
3.303262198729307e-05,0.16608695290561817
3.309075197421714e-05,0.16819756574358707
3.314898425684697e-05,0.17033020372726523
3.3207319015200015e-05,0.17248746058694545
3.326575642961052e-05,0.1746652127321836
3.332429668073004e-05,0.17686998105431853
3.338293994952807e-05,0.17909362082898256
3.344168641729255e-05,0.18134682067573102
3.3500536265630455e-05,0.18361708344165617
3.355948967646837e-05,0.18591968989699748
3.361854683205298e-05,0.18823726920166334
3.367770791495173e-05,0.19059031668575976
3.373697310805331e-05,0.19295585681299757
3.3796342594568274e-05,0.19536044460153734
3.385581655802959e-05,0.1977744841577535
3.391539518229316e-05,0.20023139699986775
3.397507865153849e-05,0.202694922547156
3.403486715026916e-05,0.2052049061638348
3.4094760863313444e-05,0.20771930678727962
3.4154759975824884e-05,0.21028278266819128
3.421486467328283e-05,0.21285109996746673
3.427507514149307e-05,0.21546685838264923
3.433539156658832e-05,0.21808985035435166
3.4395814135028875e-05,0.22075898650267212
3.445634303360317e-05,0.2234374166439582
3.4516978449428304e-05,0.2261610415796763
3.4577720569950724e-05,0.2288956789014447
3.4638569582946674e-05,0.23167491955139455
3.469952567652288e-05,0.234466538592224
3.476058903911709e-05,0.23730253777280552
3.4821759859498643e-05,0.24015191861382273
3.48830383267691e-05,0.24304583504796018
3.4944424630362756e-05,0.2459537633286803
3.5005918960047314e-05,0.2489067716629453
3.506752150592439e-05,0.25187403859817764
3.5129232458430145e-05,0.25488732942022957
3.519105200833589e-05,0.2579147318180691
3.525298034674861e-05,0.26098951167454676
3.5315017665111625e-05,0.2640778519554503
3.537716415520513e-05,0.2672153433704817
3.543942000914684e-05,0.27036542958748705
3.550178541939252e-05,0.2735668710818918
3.5564260578736635e-05,0.2767795169419009
3.562684568031293e-05,0.2800461630531976
3.5689540917594994e-05,0.2833221879393392
3.575234648439692e-05,0.2866553092426221
3.581526257487384e-05,0.28999713942860444
3.587828938352258e-05,0.29339642136733707
3.594142710518223e-05,0.29680824027845426
