Epsilon_beta,Time [Days]
1.0903930140026093e+17,1.4102918118058748e-05
1.0834682094181418e+17,1.4127736270308543e-05
1.076483707583474e+17,1.4152598097255725e-05
1.0694506332214562e+17,1.4177503675758526e-05
1.0623756533677992e+17,1.4202453082810421e-05
1.0552676457563403e+17,1.4227446395540388e-05
1.0481327838093293e+17,1.425248369121313e-05
1.0409785172384522e+17,1.4277565047229323e-05
1.033810646497768e+17,1.4302690541125847e-05
1.0266350886531058e+17,1.4327860250576038e-05
1.0194567969631138e+17,1.4353074253389913e-05
1.0122803458735026e+17,1.4378332627514422e-05
1.0051112316382272e+17,1.4403635451033684e-05
9.979532527088059e+16,1.442898280216923e-05
9.908099219472597e+16,1.4454374759280246e-05
9.836847300233554e+16,1.4479811400863809e-05
9.765811083339165e+16,1.4505292805555141e-05
9.695021083157069e+16,1.4530819052127838e-05
9.624504319865645e+16,1.4556390219494125e-05
9.554289079491277e+16,1.4582006386705094e-05
9.484395807454803e+16,1.4607667632950957e-05
9.414846194612886e+16,1.4633374037561273e-05
9.345660222431053e+16,1.4659125680005211e-05
9.276856288717038e+16,1.468492263989179e-05
9.208451323620477e+16,1.4710764996970116e-05
9.140476912572986e+16,1.4736652831129647e-05
9.072949134249805e+16,1.4762586222400425e-05
9.005854157796722e+16,1.4788565250953325e-05
8.939202284312522e+16,1.4814589997100308e-05
8.87302024366143e+16,1.4840660541294671e-05
8.807332664725304e+16,1.4866776964131285e-05
8.742119357223902e+16,1.4892939346346855e-05
8.677391404663843e+16,1.4919147768820169e-05
8.61316554910775e+16,1.4945402312572332e-05
8.549471807952219e+16,1.4971703058767042e-05
8.486276726665254e+16,1.4998050088710826e-05
8.423585955282357e+16,1.5024443483853284e-05
8.361444320221155e+16,1.505088332578736e-05
8.299838654590795e+16,1.5077369696249583e-05
8.238743658392582e+16,1.5103902677120317e-05
8.178198395665432e+16,1.5130482350424018e-05
8.118211685404365e+16,1.515710879832949e-05
8.058735209514267e+16,1.5183782103150142e-05
7.999829576142067e+16,1.5210502347344225e-05
7.941467903977347e+16,1.5237269613515109e-05
7.883626438078872e+16,1.5264083984411522e-05
7.826397438519614e+16,1.5290945542927817e-05
7.769667116891734e+16,1.531785437210423e-05
7.713540814058952e+16,1.5344810555127104e-05
7.657909629260362e+16,1.5371814175329206e-05
7.60288151505237e+16,1.5398865316189932e-05
7.54835107187697e+16,1.5425964061335586e-05
7.494417153737507e+16,1.5453110494539638e-05
7.440986649638862e+16,1.548030469972298e-05
7.388140902006885e+16,1.5507546760954192e-05
7.33580730732186e+16,1.5534836762449797e-05
7.284041858870286e+16,1.5562174788574508e-05
7.232807832309406e+16,1.5589560923841523e-05
7.182153539294294e+16,1.5616995252912745e-05
7.131987269665048e+16,1.564447786059908e-05
7.082405208383663e+16,1.5672008831860677e-05
7.033331620601779e+16,1.569958825180719e-05
6.9847681962406184e+16,1.572721620569806e-05
6.9367757393828264e+16,1.575489277894276e-05
6.889256984024467e+16,1.5782618057101065e-05
6.842295182131962e+16,1.581039212588332e-05
6.7958357727161864e+16,1.58382150711507e-05
6.749867067575414e+16,1.5866086978915488e-05
6.704467416198683e+16,1.5894007935341305e-05
6.659537632464612e+16,1.592197802674343e-05
6.615085500717639e+16,1.5949997339589017e-05
6.571192338651511e+16,1.5978065960497398e-05
6.527762165845188e+16,1.600618397624033e-05
6.484791118034247e+16,1.6034351473742274e-05
6.442345912639556e+16,1.606256854008066e-05
6.400376144914042e+16,1.6090835262486146e-05
6.358852051575266e+16,1.6119151728342912e-05
6.317795639197759e+16,1.6147518025188903e-05
6.277242802984131e+16,1.617593424071612e-05
6.2371214523757576e+16,1.6204400462770877e-05
6.197427222439475e+16,1.6232916779354095e-05
6.1582316082492584e+16,1.626148327862153e-05
6.119466631426708e+16,1.62901000488841e-05
6.081113817810722e+16,1.631876717860812e-05
6.043209183957604e+16,1.6347484756415582e-05
6.005769304109408e+16,1.6376252871084448e-05
5.968746156727838e+16,1.6405071611548898e-05
5.932131472809572e+16,1.6433941066899622e-05
5.89591978535211e+16,1.646286132638409e-05
5.860105608320272e+16,1.649183247940683e-05
5.8246861514217976e+16,1.6520854615529702e-05
5.789700251460192e+16,1.6549927824472177e-05
5.7550945045779864e+16,1.657905219611161e-05
5.7208633622455224e+16,1.6608227820483528e-05
5.6870012747012936e+16,1.6637454787781897e-05
5.653502694375631e+16,1.66667331883594e-05
5.620362079239941e+16,1.669606311272773e-05
5.58759552533011e+16,1.6725444651557856e-05
5.555202219877147e+16,1.6754877895680314e-05
5.523149374712173e+16,1.6784362936085483e-05
5.491431494403847e+16,1.6813899863923854e-05
5.460056649654881e+16,1.684348877050634e-05
5.4290102006484136e+16,1.6873129747304527e-05
5.3982865443169704e+16,1.6902822885950984e-05
5.367880109771399e+16,1.6932568278239525e-05
5.337808923527491e+16,1.696236601612551e-05
5.308050981710839e+16,1.699221619172611e-05
5.278593329232426e+16,1.7022118897320612e-05
5.249430530094331e+16,1.7052074225350694e-05
5.220557193723216e+16,1.7082082268420703e-05
5.1919679772537464e+16,1.7112143119297966e-05
5.163657587707659e+16,1.7142256870913045e-05
5.135620784064482e+16,1.717242361636005e-05
5.107854378186087e+16,1.720264344889691e-05
5.080385054954317e+16,1.7232916461945673e-05
5.053177092864891e+16,1.7263242749092793e-05
5.02622773826398e+16,1.729362240408941e-05
4.999527199548963e+16,1.7324055520851648e-05
4.973098081691726e+16,1.7354542193460905e-05
4.946907753366364e+16,1.7385082516164136e-05
4.920950838681972e+16,1.7415676583374164e-05
4.895222851200509e+16,1.7446324489669945e-05
4.869719421520194e+16,1.7477026329796886e-05
4.8444362257447656e+16,1.7507782198667115e-05
4.819368987439486e+16,1.7538592191359786e-05
4.7945134795372776e+16,1.7569456403121385e-05
4.76986552617159e+16,1.7600374929365994e-05
4.7454218374635576e+16,1.7631347865675618e-05
4.7211769654731656e+16,1.766237530780046e-05
4.6971269570760344e+16,1.769345735165922e-05
4.6732679131714984e+16,1.7724594093339402e-05
4.6496137909654936e+16,1.7755785629097593e-05
4.6261434051760664e+16,1.7787032055359788e-05
4.602851350062679e+16,1.7818333468721652e-05
4.5797340185470424e+16,1.7849689965948854e-05
4.556787861607863e+16,1.788110164397734e-05
4.5340093893038104e+16,1.7912568599913644e-05
4.5113951717069176e+16,1.7944090931035193e-05
4.488941839746587e+16,1.79756687347906e-05
4.466646085964439e+16,1.8007302108799957e-05
4.444504665181432e+16,1.803899115085516e-05
4.422514395078647e+16,1.807073595892019e-05
4.400672156693103e+16,1.810253663113143e-05
4.378974894830984e+16,1.8134393265797954e-05
4.3574196183995896e+16,1.8166305961401846e-05
4.336003400660591e+16,1.8198274816598495e-05
4.314723379406212e+16,1.8230299930216907e-05
4.293583749485149e+16,1.8262381401259993e-05
4.272594273798583e+16,1.8294519328904907e-05
4.2517273653746376e+16,1.8326713812503318e-05
4.230980861916469e+16,1.835896495158174e-05
4.210353103595139e+16,1.839127284584183e-05
4.1898411922072744e+16,1.842363759516071e-05
4.169443117942102e+16,1.8456059299591246e-05
4.149158710278708e+16,1.8488538059362385e-05
4.129008643569161e+16,1.852107397487946e-05
4.1089650908794264e+16,1.8553667146724492e-05
4.0890262741379976e+16,1.85863176756565e-05
4.069190449800707e+16,1.8619025662611826e-05
4.049455909848854e+16,1.8651791208704434e-05
4.029820982682552e+16,1.868461441522623e-05
4.010284033911861e+16,1.871749538364737e-05
3.9908512068006216e+16,1.8750434215616572e-05
3.97152564520072e+16,1.8783431012961446e-05
3.952296532533508e+16,1.8816485877688788e-05
3.93315644225571e+16,1.8849598911984905e-05
3.914104123459491e+16,1.8882770218215927e-05
3.895138352760945e+16,1.891599989892814e-05
3.876257935015883e+16,1.8949288056848276e-05
3.857469473466749e+16,1.8982634794883853e-05
3.8387787002170376e+16,1.9016040216123477e-05
3.820168808050251e+16,1.9049504423837173e-05
3.801638784614712e+16,1.9083027521476702e-05
3.783187644910562e+16,1.911660961267587e-05
3.764814431784273e+16,1.9150250801250862e-05
3.74651821633688e+16,1.9183951191200555e-05
3.7282998001017976e+16,1.9217710886706847e-05
3.710173642226171e+16,1.9251529992134973e-05
3.692121057621093e+16,1.9285408612033822e-05
3.6741412800620504e+16,1.9319346851136272e-05
3.656233569553635e+16,1.935334481435951e-05
3.638397212413646e+16,1.9387402606805353e-05
3.620634006381987e+16,1.942152033376057e-05
3.602937089100955e+16,1.9455698100697227e-05
3.5853326139629124e+16,1.9489936013272982e-05
3.5677967436624292e+16,1.952423417733144e-05
3.5503238588921324e+16,1.955859269890246e-05
3.5329135406162624e+16,1.95930116842025e-05
3.5155653816048348e+16,1.962749123963492e-05
3.4983060935512776e+16,1.9662031471790352e-05
3.4811109508839684e+16,1.9696632487446985e-05
3.4639783648985748e+16,1.9731294393570924e-05
3.446903561336634e+16,1.9766017297316503e-05
3.429893202015112e+16,1.980080130602664e-05
3.4129683566749204e+16,1.9835646527233137e-05
3.3961000953822004e+16,1.9870553068657046e-05
3.379288397525422e+16,1.990552103820897e-05
3.3625332397254372e+16,1.9940550543989417e-05
3.3458566242782864e+16,1.997564169428914e-05
3.3292525400240964e+16,2.0010794597589444e-05
3.3126993907214984e+16,2.004600936256255e-05
3.2961974498099516e+16,2.0081286098071903e-05
3.279776810047673e+16,2.0116624913172548e-05
3.2634195962933756e+16,2.0152025917111433e-05
3.2471132567666988e+16,2.0187489219327746e-05
3.2308580676583716e+16,2.0223014929453286e-05
3.214686380364865e+16,2.0258603157312766e-05
3.198573694555709e+16,2.029425401292417e-05
3.1825119848603516e+16,2.0329967606499094e-05
3.166501532746975e+16,2.0365744048443076e-05
3.1505731196236316e+16,2.0401583449355954e-05
3.1347035060883744e+16,2.0437485920032196e-05
3.118885110840176e+16,2.0473451571461236e-05
3.103118221464467e+16,2.0509480514827834e-05
3.0874284956184452e+16,2.0545572861512415e-05
3.071801238467736e+16,2.0581728723091396e-05
3.0562255588044668e+16,2.0617948211337562e-05
3.0407017495022176e+16,2.0654231438220384e-05
3.0252470025629504e+16,2.0690578515906373e-05
3.0098619865223016e+16,2.0726989556759442e-05
2.994528999775752e+16,2.0763464673341222e-05
2.9792483384584804e+16,2.0800003978411453e-05
2.964025557509013e+16,2.0836607584928287e-05
2.9488831358024404e+16,2.0873275606048666e-05
2.933793263184458e+16,2.091000815512867e-05
2.9187562362424196e+16,2.094680534572385e-05
2.9037723463661012e+16,2.09836672915896e-05
2.8888638177559132e+16,2.10205941066815e-05
2.8740178015646584e+16,2.1057585905155656e-05
2.859225192014416e+16,2.1094642801369077e-05
2.8444862778803064e+16,2.113176490988001e-05
2.8298044176595292e+16,2.116895234544831e-05
2.815203209013988e+16,2.1206205223035766e-05
2.8006620916891812e+16,2.1243523657806495e-05
2.7861696163229612e+16,2.1280907765127267e-05
2.7717299346848988e+16,2.1318357660567875e-05
2.7573780433506424e+16,2.1355873459901495e-05
2.7430754826167984e+16,2.1393455279105035e-05
2.7288228070446316e+16,2.1431103234359492e-05
2.7146309150374316e+16,2.1468817442050334e-05
2.7005188395285732e+16,2.1506598018767827e-05
2.6864572729005596e+16,2.154444508130742e-05
2.6724467227050104e+16,2.158235874667009e-05
2.6584995859782744e+16,2.162033913206272e-05
2.6446296092681108e+16,2.1658386354898444e-05
2.6308137618627656e+16,2.169650053279702e-05
2.61704678128723e+16,2.1734681783585194e-05
2.6033506411677188e+16,2.1772930225297067e-05
2.5897255925480964e+16,2.1811245976174442e-05
2.5761499329485064e+16,2.1849629154667218e-05
2.5626253230451644e+16,2.1888079879433727e-05
2.5491978799411204e+16,2.192659826934112e-05
2.5358164732947656e+16,2.1965184443465737e-05
2.522472597401613e+16,2.200383852109345e-05
2.5092342967470396e+16,2.2042560621720068e-05
2.496032771573559e+16,2.208135086505167e-05
2.482878425899949e+16,2.2120209371005005e-05
2.469820147300703e+16,2.2159136259707845e-05
2.4567997315270988e+16,2.219813165149936e-05
2.4438332561956596e+16,2.2237195666930498e-05
2.4309561263588348e+16,2.2276328426764342e-05
2.418117865107405e+16,2.23155300519765e-05
2.405337548008418e+16,2.2354800663755463e-05
2.3926425026060016e+16,2.2394140383503002e-05
2.3799872490486516e+16,2.2433549332834514e-05
2.3673913165928204e+16,2.2473027633579425e-05
2.354879095455895e+16,2.251257540778155e-05
2.3424080258666584e+16,2.255219277769947e-05
2.329996108536507e+16,2.259187986580693e-05
2.317667799361595e+16,2.2631636794793187e-05
2.3053794105940524e+16,2.2671463687563416e-05
2.2931511597323024e+16,2.2711360667239072e-05
2.281005151512536e+16,2.2751327857158285e-05
2.268902870907192e+16,2.2791365380876226e-05
2.256865534646663e+16,2.28314733621655e-05
2.2449041986454016e+16,2.2871651925016532e-05
2.2329742509099584e+16,2.2911901193637935e-05
2.2211346967749356e+16,2.29522212924569e-05
2.2093454976424108e+16,2.29926123461196e-05
2.1975939130201196e+16,2.3033074479491545e-05
2.185944532168508e+16,2.3073607817657985e-05
2.1743273383508668e+16,2.311421248592429e-05
2.162770117334473e+16,2.3154888609816357e-05
2.1512922965756668e+16,2.3195636315080956e-05
2.1398479283630924e+16,2.3236455727686168e-05
2.1284818406759344e+16,2.3277346973821742e-05
2.1171762539804076e+16,2.3318310179899482e-05
2.105905254866326e+16,2.335934547255368e-05
2.0947270389285144e+16,2.340045297864145e-05
2.083594089988886e+16,2.3441632825243157e-05
2.0724988287942868e+16,2.3482885139662798e-05
2.061508338183777e+16,2.352421004942841e-05
2.050547287946836e+16,2.3565607682292438e-05
2.0396458241990064e+16,2.3607078166232153e-05
2.028820364455805e+16,2.3648621629450038e-05
2.0180252273910372e+16,2.3690238200374175e-05
2.007314413403769e+16,2.373192800765866e-05
1.996653944348257e+16,2.3773691180184e-05
1.9860279052453344e+16,2.3815527847057497e-05
1.975501149270816e+16,2.3857438137613652e-05
1.965005476274853e+16,2.389942218141457e-05
1.9545651782428456e+16,2.394148010825036e-05
1.944202191620222e+16,2.3983612048139533e-05
1.9338711426668564e+16,2.4025818131329408e-05
1.9236130400067456e+16,2.4068098488296502e-05
1.9134135461794924e+16,2.4110453249746953e-05
1.9032467452382676e+16,2.4152882546616905e-05
1.893167283305015e+16,2.4195386510072938e-05
1.883137892782931e+16,2.4237965271512435e-05
1.8731510104037404e+16,2.428061896256403e-05
1.8632467462716068e+16,2.4323347715087992e-05
1.8533587922417732e+16,2.436615166117662e-05
1.8435714151592856e+16,2.440903093315469e-05
1.833808085202821e+16,2.4451985663579825e-05
1.8241110662656624e+16,2.4495015985242933e-05
1.8144707299659256e+16,2.4538122031168595e-05
1.804863085389652e+16,2.4581303934615496e-05
1.7953447600692482e+16,2.4624561829076826e-05
1.7858434593261262e+16,2.4667895848280692e-05
1.776428188336444e+16,2.4711306126190536e-05
1.767047996409131e+16,2.475479279700555e-05
1.7577190081622458e+16,2.4798355995161076e-05
1.748459776408952e+16,2.484199585532906e-05
1.7392173480485102e+16,2.4885712512418406e-05
1.7300765003647752e+16,2.4929506101575458e-05
1.7209525609978772e+16,2.497337675818438e-05
1.7118960729582454e+16,2.5017324617867578e-05
1.7028895658482164e+16,2.5061349816486135e-05
1.693916388895334e+16,2.510545249014021e-05
1.6850262175331212e+16,2.5149632775169484e-05
1.676154510371988e+16,2.5193890808153548e-05
1.6673603878373196e+16,2.5238226725912355e-05
1.658608905403958e+16,2.5282640665506635e-05
1.649905344869461e+16,2.532713276423831e-05
1.6412622428023284e+16,2.5371703159650926e-05
1.6326479610378458e+16,2.5416351989530078e-05
1.6241123614467758e+16,2.546107939190383e-05
1.6155860935976812e+16,2.5505885505043156e-05
1.607157100545831e+16,2.5550770467462346e-05
1.5987335915959794e+16,2.559573441791946e-05
1.5903942974494156e+16,2.5640777495416717e-05
1.5820769146399056e+16,2.568589983920098e-05
1.5738217884852236e+16,2.5731101588764146e-05
1.5656095669026676e+16,2.5776382883843573e-05
1.5574374089655026e+16,2.5821743864422555e-05
1.549329368828865e+16,2.5867184670730708e-05
1.5412389951501348e+16,2.591270544324443e-05
1.5332341439597658e+16,2.595830632268732e-05
1.5252380833005542e+16,2.6003987450030626e-05
1.5173217201886178e+16,2.6049748966493677e-05
1.509428105272661e+16,2.6095591013544314e-05
1.501589931434227e+16,2.6141513732899343e-05
1.4938004127491956e+16,2.6187517266524944e-05
1.486044022240957e+16,2.623360175663713e-05
1.4783519374378804e+16,2.6279767345702205e-05
1.4706761765817408e+16,2.6326014176437163e-05
1.4630805736331608e+16,2.6372342391810157e-05
1.455488918572653e+16,2.6418752135040922e-05
1.4479842275434434e+16,2.646524354960125e-05
1.440488379038622e+16,2.6511816779215403e-05
1.4330608170329528e+16,2.6558471967860558e-05
1.4256597938447294e+16,2.660520925976728e-05
1.4183082721946386e+16,2.665202879941993e-05
1.4110010907260158e+16,2.6698930731557147e-05
1.403724536205709e+16,2.6745915201172275e-05
1.3965102114187394e+16,2.67929823535138e-05
1.3893075662709118e+16,2.6840132334085846e-05
1.3821851126092386e+16,2.6887365288648558e-05
1.3750693058838462e+16,2.693468136321862e-05
1.3680237668590052e+16,2.6982080704069655e-05
1.3609989978124432e+16,2.7029563457732696e-05
1.3540241634816366e+16,2.7077129770996654e-05
1.347089607821579e+16,2.7124779790908738e-05
1.3401847988943594e+16,2.7172513664774954e-05
1.333340330005595e+16,2.7220331540160506e-05
1.3265061730905864e+16,2.726823356489031e-05
1.319748489508784e+16,2.7316219887049392e-05
1.312996442053343e+16,2.7364290654983413e-05
1.3063120931774894e+16,2.7412446017299057e-05
1.2996462004942814e+16,2.7460686122864546e-05
1.293029168688312e+16,2.750901112081007e-05
1.2864485080820166e+16,2.755742116052826e-05
1.2798977647034428e+16,2.7605916391674638e-05
1.2734014146833356e+16,2.76544969641681e-05
1.2669159511715878e+16,2.7703163028191355e-05
1.2605029921694514e+16,2.7751914734191417e-05
1.2540996718085402e+16,2.7800752232880045e-05
1.2477617544803736e+16,2.7849675675234215e-05
1.2414347383573664e+16,2.7898685212496602e-05
1.2351677309941662e+16,2.7947780996176024e-05
1.2289162931234264e+16,2.7996963178047933e-05
1.2227191510799362e+16,2.8046231910154866e-05
1.2165425677392044e+16,2.8095587344806933e-05
1.2104142657815972e+16,2.8145029634582263e-05
1.2043118151622638e+16,2.8194558932327503e-05
1.1982513466834398e+16,2.8244175391158268e-05
1.192222308839367e+16,2.829387916445963e-05
1.1862286852565194e+16,2.8343670405886586e-05
1.1802723421961608e+16,2.8393549269364533e-05
1.1743445924381092e+16,2.8443515909089743e-05
1.168460228271459e+16,2.8493570479529836e-05
1.1625973983153874e+16,2.8543713135424273e-05
1.1567842994184902e+16,2.8593944031784814e-05
1.1509854518579164e+16,2.8644263323896016e-05
1.145242907039258e+16,2.8694671167315694e-05
1.1395071206743882e+16,2.8745167717875422e-05
1.1338344213357038e+16,2.8795753131680993e-05
1.1281607907811162e+16,2.8846427565112928e-05
1.1225572310691834e+16,2.8897191174826927e-05
1.1169519639003712e+16,2.894804411775439e-05
1.1114097433233574e+16,2.899898655110286e-05
1.1058731776010904e+16,2.905001863235656e-05
1.1003903832678332e+16,2.9101140519276826e-05
1.0949218063146378e+16,2.915235236990264e-05
1.0894975939211524e+16,2.9203654342551085e-05
1.0840962966577372e+16,2.925504659581786e-05
1.0787298359129554e+16,2.9306529288577743e-05
1.07339511294419e+16,2.9358102579985114e-05
1.0680855872456072e+16,2.9409766629474433e-05
1.0628167369372586e+16,2.9461521596760715e-05
1.0575633430559792e+16,2.951336764184005e-05
1.0523596676033134e+16,2.956530492499008e-05
1.0471616153784874e+16,2.961733360677052e-05
1.0420270501144072e+16,2.966945384802361e-05
1.0368885229223062e+16,2.9721665809874653e-05
1.031813330159045e+16,2.9773969653732505e-05
1.0267333262188684e+16,2.9826365541290056e-05
1.021717093925142e+16,2.9878853634524738e-05
1.0166946335993e+16,2.993143409569904e-05
1.0117369385762416e+16,2.9984107087360995e-05
1.0067730734470108e+16,3.0036872772344683e-05
1.001871472496448e+16,3.0089731313770744e-05
9969662815844842.0,3.014268287504687e-05
9921193154346586.0,3.019572761986832e-05
9872723260491402.0,3.0248865712218413e-05
9824790985883040.0,3.0302097316369056e-05
9776898306995546.0,3.0355422596881235e-05
9729494646540898.0,3.0408841718605525e-05
9682174315248642.0,3.0462354846682603e-05
9635290678652282.0,3.051596214654377e-05
9588537766487878.0,3.056966378391144e-05
9542165740273910.0,3.062345992479966e-05
9495975263389856.0,3.0677350735514645e-05
9450106605595666.0,3.0731336382655245e-05
9404473530252060.0,3.078541703311352e-05
9359100165419118.0,3.0839592854075206e-05
9314019413262816.0,3.089386401302025e-05
9269133427702782.0,3.094823067772334e-05
9224599880847390.0,3.1002693016254394e-05
9180193518158308.0,3.1057251196979115e-05
9136202024067918.0,3.1111905388559495e-05
9092267680878474.0,3.116665575995431e-05
9048813057057312.0,3.1221502480419704e-05
9005357279762160.0,3.127644571950965e-05
8962420317465078.0,3.1331485647076504e-05
8919498931876500.0,3.138662243327154e-05
8877011266898427.0,3.1441856248545434e-05
8834618876614032.0,3.149718726364884e-05
8792573491344581.0,3.1552615649632916e-05
8750704690475380.0,3.160814157784979e-05
8709094701562976.0,3.1663765219953176e-05
8667744078341649.0,3.171948674789882e-05
8626562733438799.0,3.177530633394511e-05
8585724873660718.0,3.1831224150653544e-05
8544965548291351.0,3.188724037088932e-05
8504696561457406.0,3.194335516782182e-05
8464421476383026.0,3.199956871492518e-05
8424592206812124.0,3.2055881185978796e-05
8384793327526613.0,3.211229275506791e-05
8345400654073906.0,3.2168803596584086e-05
8306069663136540.0,3.2225413885225806e-05
8267111235300741.0,3.228212379599895e-05
8228239997680696.0,3.233893350421742e-05
8189715667979951.0,3.239584318550359e-05
8151299553786403.0,3.245285301578891e-05
8113200774663188.0,3.250996317131443e-05
8075231867727237.0,3.2567173828631355e-05
8037556147860091.0,3.262448516460157e-05
8000026704152808.0,3.268189735639821e-05
7962771441006746.0,3.2739410581506185e-05
7925673883689616.0,3.279702501772275e-05
7888836371322370.0,3.285474084315805e-05
7852163285744219.0,3.291255823623565e-05
7815740722036839.0,3.2970477375693125e-05
7779484850824964.0,3.302849844058256e-05
7743474344256171.0,3.308662161027117e-05
7707628582590723.0,3.314484706444179e-05
7672027158640200.0,3.320317498309348e-05
7636584549749890.0,3.326160554654203e-05
7601389156985113.0,3.332013893542059e-05
7566342887869016.0,3.3378775330680136e-05
7531550403746029.0,3.343751491359013e-05
7496893801108705.0,3.349635786573899e-05
7462508684638221.0,3.3555304369034716e-05
7428247104817981.0,3.3614354605705416e-05
7394246723611465.0,3.367350875829989e-05
