,0
0,0.19075805066486354
1,0.20014689569140098
2,0.209933435301179
3,0.22013167037479234
4,0.23075597743503462
5,0.24182111511347432
6,0.253342230663818
7,0.265334866522306
8,0.27781496691448626
9,0.2907988845086605
10,0.30430338711494564
11,0.31834566442992657
12,0.33294333482647287
13,0.3481144521881738
14,0.36387751278788544
15,0.3802514622097566
16,0.3972557023142947
17,0.4149100982457575
18,0.43326949349970756
19,0.4523396552348998
20,0.472126859840718
21,0.4926530742887997
22,0.5139407681247954
23,0.5360129207408932
24,0.5588930286850246
25,0.5826051130061388
26,0.6071737266332489
27,0.6326398609664139
28,0.6591301044658004
29,0.6866619961884164
30,0.7152722844339122
31,0.7448381779653792
32,0.7753860340308227
33,0.806942853341769
34,0.8397171018901541
35,0.8737206025083095
36,0.9088358499733445
37,0.9451239767461405
38,0.9825418399879982
39,1.0214763754184086
40,1.0617506829912722
41,1.1032680473887722
42,1.1460585997719168
43,1.1903434005892748
44,1.2363179546349081
45,1.2836900642906137
46,1.3324933642299495
47,1.382762226350151
48,1.4350372611632782
49,1.4889477203556296
50,1.5444628947011105
51,1.6016231918664243
52,1.660641532676193
53,1.7218427739100512
54,1.7848327463735285
55,1.8496538825335624
56,1.9163495726489745
57,1.9853930367132606
58,2.056678295105699
59,2.1300071389070334
60,2.2054697961980945
61,2.2830390059570367
62,2.3636263311787924
63,2.446410838666467
64,2.531440040934259
65,2.618762492497124
66,2.709309388902196
67,2.8024255267887295
68,2.8980352742387923
69,2.9961924193471647
70,3.0975718045195135
71,3.2024754346279907
72,3.309807321687671
73,3.419957631751494
74,3.534249681920664
75,3.651180554616959
76,3.7707913277602763
77,3.895057655306115
78,4.0223112000754915
79,4.152474229649141
80,4.286962986652076
81,4.425304015746988
82,4.5667993877207325
83,4.712137120501695
84,4.862614425910378
85,5.016266248243535
86,5.173672472576134
87,5.336705860122268
88,5.5031657076222
89,5.673398044334189
90,5.849875242979896
91,6.03004734365275
92,6.213958324561404
93,6.404753031317838
94,6.599591092233897
95,6.798458807426217
96,7.0041024530041245
97,7.214805415646654
98,7.429547570981045
99,7.6515416026165415
100,7.878693276854953
101,8.110202284014928
102,8.349492188882303
103,8.594205693169188
104,8.843615160855052
105,9.101181403117469
106,9.36462745931624
107,9.633129202294967
108,9.909987744406292
109,10.193711454691027
110,10.48238223335702
111,10.780576650575856
112,11.08507563797102
113,11.39488661340027
114,11.715613846469749
115,12.04221966648566
116,12.374967631576725
117,12.71902517655911
118,13.069136638113282
119,13.426313081649095
120,13.794914068825904
121,14.169999598473833
122,14.552908432302667
123,14.947567024665915
124,15.349166548637017
125,15.759155020111733
126,16.1817482512187
127,16.61144036746091
128,17.050569531548405
129,17.502156751424597
130,17.961318800508
131,18.43111224032001
132,18.91340671907419
133,19.403779631449652
134,19.905811021485718
135,20.420605347376352
136,20.944010479489204
137,21.479904112528644
138,22.029761177804563
139,22.58783128151233
140,23.16110055046369
141,23.746295067122027
142,24.34023045241966
143,24.952767780517252
144,25.575299516062437
145,26.20875542516146
146,26.86088854828094
147,27.522848105248773
148,28.198557692182625
149,28.891687178995866
150,29.59526000440687
151,30.31526462892574
152,31.051638257198782
153,31.799107028620767
154,32.56550784286212
155,33.34747190546874
156,34.14156425668715
157,34.95945485353346
158,35.78914904995044
159,36.63593435350458
160,37.50247157643024
161,38.378902004676874
162,39.283565919876345
163,40.19814603763063
164,41.134495540774964
165,42.08912653977038
166,43.0573658380655
167,44.05340551658283
168,45.060577150132154
169,46.09316109644551
170,47.14379408913783
171,48.2106144149751
172,49.306147611147715
173,50.414169586611855
174,51.55005875616988
175,52.70520759232301
176,53.877700794099326
177,55.08140673330041
178,56.29904205945323
179,57.54529879404888
180,58.81386229732918
181,60.09936097699371
182,61.42046215276797
183,62.75708916244562
184,64.1213817226072
185,65.51422463429506
186,66.92222997091295
187,68.37125538144485
188,69.83508956819776
189,71.33096097479951
190,72.85356769747835
191,74.39617258910312
192,75.97937233763626
193,77.57902815805355
194,79.21542391106465
195,80.87842002922524
196,82.56469566487785
197,84.29295162620679
198,86.03945897661742
199,87.82568758880565
200,89.64337986944963
201,91.48834790592268
202,93.37357004773222
203,95.2786562565108
204,97.23350949309386
205,99.20077224973645
206,101.22674313026302
207,103.26665304124136
208,105.35688133232675
209,107.47166083781046
