time_days,Sb130 top 13
1.1582075069193287e-05,24145.793598670767
1.1602457070991036e-05,24726.82979539841
1.1622874940799898e-05,25326.785117522762
1.1643328741739983e-05,25946.315487561325
1.166381853704248e-05,26586.876878928677
1.1684344390049854e-05,27252.139198553046
1.1704906364216036e-05,27939.897002033744
1.1725504523106622e-05,28651.433396595578
1.1746138930399075e-05,29391.320690542896
1.1766809649882908e-05,30156.32180092176
1.1787516745459903e-05,30951.94756289798
1.180826028114428e-05,31776.75995985165
1.1829040321062927e-05,32635.77078965744
1.1849856929455566e-05,33527.17380737448
1.1870710170674981e-05,34458.420022570725
1.1891600109187192e-05,35428.019661080616
1.1912526809571673e-05,36439.26900959957
1.1933490336521541e-05,37496.394354375865
1.1954490754843761e-05,38604.32755849067
1.1975528129459342e-05,39765.64058411072
1.1996602525403544e-05,40985.24440129852
1.2017714007826071e-05,42269.44609513706
1.203886264199128e-05,43625.64735982322
1.2060048493278378e-05,45059.359440603046
1.2081271627181624e-05,46578.80622239774
1.210253210931054e-05,48198.511210957535
1.2123830005390094e-05,49926.425242481055
1.2145165381260928e-05,51781.41136068264
1.2166538302879548e-05,53774.22189529814
1.2187948836318523e-05,55931.456707755846
1.22093970477667e-05,58273.781825010716
1.2230883003529405e-05,60829.576603191716
1.225240677002865e-05,63635.56805218513
1.2273968413803324e-05,66735.75520527609
1.2295568001509422e-05,70181.9133289236
1.2317205599920236e-05,74033.10563424577
1.2338881275926567e-05,78377.78457242833
1.2360595096536924e-05,83305.54976155776
1.2382347128877744e-05,88942.281897604
1.2404137440193583e-05,95437.39793983655
1.2425966097847342e-05,103000.83743970751
1.2447833169320463e-05,111872.97891525821
1.246973872221314e-05,122380.99510838969
1.2491682824244532e-05,134977.35181777476
1.2513665543252967e-05,150243.26526860477
1.2535686947196153e-05,168976.82199077468
1.2557747104151393e-05,192341.34532139212
1.257984608231579e-05,221987.77569917793
1.2601983950006457e-05,260418.83260077646
1.2624160775660734e-05,311631.7125329169
1.2646376627836395e-05,382218.6127492159
1.2668631575211859e-05,483779.39952982595
1.269092568658641e-05,638499.6274563627
1.2713259030880399e-05,891934.1275391175
1.2735631677135464e-05,1349672.7804487366
1.2758043694514741e-05,2279305.048754266
1.278049515230308e-05,4403460.143156597
1.2802986119907257e-05,9374753.817341149
1.2825516666856188e-05,18621608.653445452
1.284808686280115e-05,31136579.026106544
1.2870696777515984e-05,46115368.99956
1.2893346480897321e-05,63587835.356530584
1.29160360429648e-05,83729724.49419123
1.2938765533861275e-05,106705136.6112534
1.2961535023853036e-05,132682349.66675477
1.2984344583330031e-05,161800771.25563875
1.3007194282806073e-05,194193465.67629987
1.303008419291907e-05,229965867.5066848
1.3053014384431238e-05,269214390.5406569
1.3075984928229317e-05,312025954.4659092
1.309899589532479e-05,358460099.63483554
1.3122047356854113e-05,408576064.46202594
1.314513938407892e-05,462419374.00473267
1.3168272048386251e-05,520047326.1124697
1.3191445421288777e-05,581468855.9134909
1.3214659574425014e-05,646736653.1477952
1.3237914579559542e-05,715830184.4145538
1.3261210508583235e-05,788769922.4377468
1.3284547433513487e-05,865516905.767262
1.3307925426494413e-05,946105264.3884892
1.3331344559797098e-05,1030506239.2315762
1.33548049058198e-05,1118673731.753367
1.3378306537088193e-05,1210585584.9151297
1.3401849526255571e-05,1306228704.9932444
1.3425433946103087e-05,1405531101.8556268
1.3449059869539976e-05,1508468123.170671
1.347272736960377e-05,1614962888.9720116
1.349643651946054e-05,1724977772.828272
1.3520187392405107e-05,1838438382.2355385
1.3543980061861282e-05,1955277671.4602668
1.3567814601382082e-05,2075482069.5201447
1.3591691084649958e-05,2198939647.0036964
1.361560958547704e-05,2325586580.8819494
1.3639570177805335e-05,2455379691.25998
1.3663572935706983e-05,2588254127.2624025
1.368761793338447e-05,2724110352.2982235
1.3711705245170871e-05,2862896160.3163724
1.3735834945530063e-05,3004496151.9095116
1.3760007109056964e-05,3148832068.874623
1.3784221810477768e-05,3295838766.164836
1.3808479124650167e-05,3445475752.0015254
1.383277912656359e-05,3597639698.834727
