    time    temp    dens
   6.71715116071661E-01   8.13280202858578E-01   1.30364571549409E+03
     nin     zin       y       x
  1    0     3.69993062826645E-02   3.69993062826645E-02
  0    1     3.22982262811252E-11   3.22982262811252E-11
  1    1     6.78734328681095E-10   1.35746865736219E-09
  2    1     3.42058796877738E-08   1.02617639063321E-07
  1    2     1.29959755119936E-19   3.89879265359807E-19
  2    2     1.53444264625492E-04   6.13777058501968E-04
  4    2     9.39125156133438E-08   5.63475093680063E-07
  3    3     4.75795515847098E-18   2.85477309508259E-17
  4    3     2.52661334239848E-12   1.76862933967894E-11
  5    3     2.64742730245680E-12   2.11794184196544E-11
  6    3     2.06020216701122E-06   1.85418195031010E-05
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     3.43043175992647E-11   3.08738858393382E-10
  6    4     3.56168467620568E-07   3.56168467620568E-06
  7    4     3.69860462813262E-12   4.06846509094588E-11
  8    4     1.23134033834954E-08   1.47760840601945E-07
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     1.10926657786511E-12   1.22019323565162E-11
  7    5     6.34202711662038E-12   7.61043253994446E-11
  8    5     3.81498895625823E-08   4.95948564313569E-07
  9    5     1.80462756709286E-10   2.52647859393000E-09
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     3.20402995503520E-14   3.84483594604224E-13
  7    6     5.74126272622024E-12   7.46364154408631E-11
  8    6     5.39558823246468E-10   7.55382352545055E-09
  9    6     1.35806961697205E-10   2.03710442545808E-09
 10    6     1.04454754452219E-05   1.67127607123550E-04
 11    6     5.50033086225888E-09   9.35056246584009E-08
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     7.05729558962544E-19   9.88021382547562E-18
  8    7     1.01629476456389E-10   1.52444214684583E-09
  9    7     2.34164540594276E-10   3.74663264950841E-09
 10    7     8.46393583139696E-10   1.43886909133748E-08
 11    7     7.59922352363720E-10   1.36786023425470E-08
 12    7     9.81102881322050E-10   1.86409547451189E-08
 13    7     1.98760958701176E-06   3.97521917402352E-05
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.00000000000000E-99   1.00000000000000E-99
  8    8     3.07288470662955E-16   4.91661553060729E-15
  9    8     1.58374259924690E-18   2.69236241871973E-17
 10    8     9.80096061408040E-15   1.76417291053447E-13
 11    8     4.60660269930925E-12   8.75254512868758E-11
 12    8     2.11542127996857E-10   4.23084255993715E-09
 13    8     1.40059805024470E-08   2.94125590551388E-07
 14    8     3.96157573525755E-06   8.71546661756662E-05
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
