0,629133169;42,03693027;42,16500959;41,92855546
0,687115729;41,94807171;42,06629878;41,8396969
1,02106209;41,88811101;42,01619033;41,76988395
1,410382703;41,69037562;41,76919366;41,61155757
2,392829646;41,34441712;41,43308742;41,29515584
3,353720248;41,19591163;41,28458193;41,12694584
4,335814363;41,09683998;41,19536254;40,99831743
7,355399513;40,80014276;41,00704013;40,61294991
8,273464104;40,64225566;40,85900528;40,42550605
9,243464855;40,16911208;40,36615719;39,97206697
10,24729446;39,93243832;40,24771049;39,61716614
11,19029704;39,91254555;40,27707899;39,5480121
12,22052044;39,87294826;40,13895916;39,61678962
13,1531899;39,75456432;40,15850679;39,3604741
