time_days,Xe133 top 7
1.1582075067462385e-05,4.74301943197696e-90
1.1602457069257261e-05,4.74301943197696e-90
1.1622874939063245e-05,4.74301943197696e-90
1.1643328740000449e-05,4.74301943197696e-90
1.166381853530006e-05,4.74301943197696e-90
1.1684344388304543e-05,4.74301943197696e-90
1.1704906362467828e-05,4.74301943197696e-90
1.1725504521355514e-05,4.74301943197696e-90
1.1746138928645058e-05,4.74301943197696e-90
1.1766809648125983e-05,4.74301943197696e-90
1.1787516743700058e-05,4.74301943197696e-90
1.1808260279381518e-05,4.74301943197696e-90
1.1829040319297239e-05,4.74301943197696e-90
1.1849856927686948e-05,4.74301943197696e-90
1.1870710168903427e-05,4.74301943197696e-90
1.1891600107412698e-05,4.74301943197696e-90
1.1912526807794235e-05,4.74301943197696e-90
1.1933490334741154e-05,4.74301943197696e-90
1.195449075306042e-05,4.74301943197696e-90
1.1975528127673041e-05,4.74301943197696e-90
1.1996602523614279e-05,4.74301943197696e-90
1.2017714006033838e-05,4.74301943197696e-90
1.203886264019607e-05,4.74301943197696e-90
1.206004849148019e-05,4.74301943197696e-90
1.2081271625380452e-05,4.74301943197696e-90
1.2102532107506378e-05,4.74301943197696e-90
1.2123830003582939e-05,4.74301943197696e-90
1.2145165379450777e-05,4.74301943197696e-90
1.2166538301066392e-05,4.74301943197696e-90
1.2187948834502359e-05,4.74301943197696e-90
1.2209397045947523e-05,4.74301943197696e-90
1.2230883001707209e-05,4.74301943197696e-90
1.2252406768203427e-05,4.74301943197696e-90
1.2273968411975074e-05,4.74301943197696e-90
1.229556799967814e-05,4.74301943197696e-90
1.2317205598085917e-05,4.74301943197696e-90
1.2338881274089202e-05,4.74301943197696e-90
1.2360595094696511e-05,4.74301943197696e-90
1.2382347127034275e-05,4.74301943197696e-90
1.2404137438347057e-05,4.74301943197696e-90
1.2425966095997752e-05,4.74301943197696e-90
1.2447833167467804e-05,4.74301943197696e-90
1.2469738720357409e-05,4.74301943197696e-90
1.2491682822385722e-05,4.74301943197696e-90
1.2513665541391072e-05,4.74301943197696e-90
1.253568694533117e-05,4.74301943197696e-90
1.2557747102283315e-05,4.74301943197696e-90
1.2579846080444613e-05,4.74301943197696e-90
1.2601983948132175e-05,4.74301943197696e-90
1.2624160773783341e-05,4.74301943197696e-90
1.2646376625955889e-05,4.74301943197696e-90
1.2668631573328232e-05,4.74301943197696e-90
1.2690925684699658e-05,4.74301943197696e-90
1.2713259028990516e-05,4.74301943197696e-90
1.2735631675242447e-05,4.74301943197696e-90
1.2758043692618582e-05,4.74301943197696e-90
1.2780495150403777e-05,4.74301943197696e-90
1.2802986118004803e-05,4.74301943197696e-90
1.2825516664950577e-05,4.74301943197696e-90
1.2848086860892376e-05,4.74301943197696e-90
1.2870696775604044e-05,4.74301943197696e-90
1.2893346478982209e-05,4.74301943197696e-90
1.2916036041046513e-05,4.74301943197696e-90
1.2938765531939804e-05,4.74301943197696e-90
1.2961535021928377e-05,4.74301943197696e-90
1.2984344581402177e-05,4.74301943197696e-90
1.3007194280875022e-05,4.74301943197696e-90
1.3030084190984819e-05,4.74301943197696e-90
1.3053014382493775e-05,4.74301943197696e-90
1.307598492628864e-05,4.74301943197696e-90
1.3098995893380895e-05,4.74301943197696e-90
1.3122047354906992e-05,4.74301943197696e-90
1.3145139382128569e-05,4.74301943197696e-90
1.3168272046432665e-05,4.74301943197696e-90
1.319144541933195e-05,4.74301943197696e-90
1.321465957246494e-05,4.74301943197696e-90
1.3237914577596218e-05,4.74301943197696e-90
1.3261210506616655e-05,4.74301943197696e-90
1.3284547431543642e-05,4.74301943197696e-90
1.3307925424521302e-05,8.720786697975967e-14
1.3331344557820713e-05,1.2704861906929733e-13
1.3354804903840137e-05,1.7504830237512463e-13
1.3378306535105248e-05,2.383435406663133e-13
1.3401849524269335e-05,3.21101572602141e-13
1.3425433944113557e-05,4.2810636101200916e-13
1.3449059867547146e-05,5.654763316179777e-13
1.3472727367607635e-05,7.400713565637207e-13
1.3496436517461091e-05,9.60513158447699e-13
1.3520187390402345e-05,1.236521858495909e-12
1.3543980059855197e-05,1.5796209104060339e-12
1.3567814599372669e-05,2.0047814692323635e-12
1.3591691082637213e-05,2.5267538415416724e-12
1.3615609583460955e-05,3.163854157243586e-12
1.3639570175785907e-05,3.938531505040634e-12
1.3663572933684205e-05,4.876205937969615e-12
1.368761793135834e-05,6.0040146754505205e-12
1.3711705243141378e-05,7.356645580276006e-12
1.3735834943497204e-05,8.968232933653381e-12
1.3760007107020732e-05,1.0879295497306706e-11
1.378422180843816e-05,1.313739636036621e-11
1.3808479122607176e-05,1.5802060442132897e-11
1.3832779124517211e-05,1.8929506159422496e-11
1.3857121889289656e-05,2.2586742409904948e-11
1.3881507492178104e-05,2.6853734282567954e-11
1.3905936008568577e-05,3.184147364318275e-11
1.3930407513979757e-05,3.7616636877238305e-11
1.3954922084063225e-05,4.427151168687215e-11
1.3979479794603695e-05,5.192748932112068e-11
1.4004080721519247e-05,6.071868736047652e-11
1.4028724940861554e-05,7.079431343778111e-11
1.4053412528816131e-05,8.232422316466692e-11
1.4078143561702556e-05,9.542126391962853e-11
1.4102918115974724e-05,1.1038536423337223e-10
1.4127736268221062e-05,1.272998103341254e-10
1.4152598095164782e-05,1.4651171958273593e-10
1.4177503673664115e-05,1.6815793617931486e-10
1.4202453080712538e-05,1.926348900119311e-10
1.4227446393439024e-05,2.2010095951464444e-10
1.4252483689108282e-05,2.5108643358461125e-10
1.4277565045120982e-05,2.857397148811498e-10
1.4302690539014012e-05,3.2445455583481614e-10
1.43278602484607e-05,3.6787840132784536e-10
1.4353074251271067e-05,4.1621569430778987e-10
1.4378332625392062e-05,4.699281817451785e-10
1.4403635448907804e-05,5.298647419290022e-10
1.4428982800039825e-05,5.96434554478819e-10
1.445437475714731e-05,6.70154297282029e-10
1.4479811398727338e-05,7.516986842013965e-10
1.4505292803415124e-05,8.418287481377058e-10
1.4530819049984272e-05,9.413113896166315e-10
1.4556390217347005e-05,1.0509592718845074e-09
1.4582006384554415e-05,1.1717152458529772e-09
1.4607667630796712e-05,1.304452262103158e-09
1.4633374035403455e-05,1.4501877818527691e-09
1.4659125677843815e-05,1.6100065969958937e-09
1.4684922637726807e-05,1.7850658376656243e-09
1.4710764994801544e-05,1.976599469957581e-09
1.473665282895748e-05,2.1864190116166363e-09
1.4762586220224655e-05,2.41592415695102e-09
1.4788565248773948e-05,2.6657189173410783e-09
1.4814589994917318e-05,2.9372877296714103e-09
1.484066053910806e-05,3.2329239237934562e-09
1.486677696194105e-05,3.555130658095138e-09
1.4892939344152987e-05,3.904569944764201e-09
1.4919147766622662e-05,4.283280196320798e-09
1.4945402310371181e-05,4.693764178753197e-09
1.4971703056562242e-05,5.139635739942299e-09
1.4998050086502368e-05,5.62113968962791e-09
1.5024443481641166e-05,6.140628054577866e-09
1.5050883323571575e-05,6.703257185532378e-09
1.5077369694030124e-05,7.310832205705729e-09
1.5103902674897177e-05,7.96416824906827e-09
1.5130482348197194e-05,8.66891517827878e-09
1.5157108796098974e-05,9.4290254621938e-09
1.5183782100915925e-05,1.0243586025827265e-08
1.5210502345106305e-05,1.1121372567862937e-08
1.5237269611273477e-05,1.2063794705375452e-08
1.5264083982166177e-05,1.3071899193477675e-08
1.5290945540678748e-05,1.4159801950328137e-08
1.531785436985143e-05,1.531910432381052e-08
1.534481055287057e-05,1.656687681640215e-08
1.5371814173068932e-05,1.7894292897794462e-08
1.539886531392591e-05,1.9320901645789258e-08
1.5425964059067808e-05,2.0837208898181882e-08
1.54531104922681e-05,2.2463678651102026e-08
1.548030469744768e-05,2.4191567332057145e-08
1.5507546758675118e-05,2.6040719834646518e-08
1.5534836760166945e-05,2.800496350855372e-08
1.556217478628787e-05,3.010155024659702e-08
1.5589560921551092e-05,3.2330486373988586e-08
1.561699525061852e-05,3.470970533707855e-08
1.564447785830105e-05,3.72264760823453e-08
1.5672008829558837e-05,3.9912273302759325e-08
1.5699588249501532e-05,4.275717986822135e-08
1.572721620338858e-05,4.577031417584469e-08
1.575489277662945e-05,4.897878593314188e-08
1.5782618054783922e-05,5.236376727238917e-08
1.581039212356234e-05,5.596194983308841e-08
1.5838215068825873e-05,5.97665152892574e-08
1.58660869765868e-05,6.378433607292705e-08
1.589400793300876e-05,6.805674406376476e-08
1.5921978024407015e-05,7.255826319808581e-08
1.594999733724873e-05,7.730377482108469e-08
1.597806595815323e-05,8.234365036690135e-08
1.6006183973892282e-05,8.764882304175617e-08
1.6034351471390335e-05,9.323049730788541e-08
1.606256853772482e-05,9.913921039766838e-08
1.60908352601264e-05,1.0536515495630756e-07
1.6119151725979253e-05,1.1190718373133341e-07
1.6147518022821328e-05,1.1879515776951858e-07
1.6175934238344617e-05,1.2607166360776304e-07
1.6204400460395445e-05,1.3370812918075354e-07
1.6232916776974722e-05,1.4171875380775069e-07
1.6261483276238214e-05,1.5017884107504216e-07
1.6290100046496832e-05,1.5905815699035934e-07
1.6318767176216897e-05,1.6836170231818723e-07
1.6347484754020397e-05,1.7814287940922228e-07
1.637625286868529e-05,1.884439187896191e-07
1.6405071609145764e-05,1.992456102324892e-07
1.6433941064492503e-05,2.1056373711897658e-07
1.6462861323972983e-05,2.2241851398381673e-07
1.6491832476991725e-05,2.3483072083380842e-07
1.6520854613110596e-05,2.478252306031043e-07
1.654992782204906e-05,2.6148454677991883e-07
1.657905219368448e-05,2.7577230646017795e-07
1.6608227818052374e-05,2.907119453678166e-07
1.6637454785346708e-05,3.063275557935731e-07
1.6666733185920176e-05,3.226439022825561e-07
1.6696063110284462e-05,3.3968643729820805e-07
1.672544464911054e-05,3.5752141541718727e-07
1.6754877893228947e-05,3.7619030062045075e-07
1.678436293363005e-05,3.956726027365819e-07
1.681389986146435e-05,4.159969504418273e-07
1.684348876804276e-05,4.372228877395016e-07
1.6873129744836866e-05,4.593617790660323e-07
