    time    temp    dens
   4.12604750808461E-02   1.00841990081109E+00   5.62486720609345E+06
     nin     zin       y       x
  1    0     8.20000491735574E-01   8.20000491735574E-01
  0    1     7.71645679202024E-15   7.71645679202024E-15
  1    1     2.09014099330771E-13   4.18028198661543E-13
  2    1     4.14036901030390E-09   1.24211070309117E-08
  1    2     1.00000000000000E-99   1.00000000000000E-99
  2    2     3.40383161564331E-06   1.36153264625732E-05
  4    2     2.64892500063319E-07   1.58935500037991E-06
  3    3     1.22430467537746E-22   7.34582805226475E-22
  4    3     4.15125552393842E-16   2.90587886675689E-15
  5    3     4.86513904712413E-16   3.89211123769931E-15
  6    3     1.15694751678877E-07   1.04125276510989E-06
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     9.19381909642599E-15   8.27443718678339E-14
  6    4     4.19107989132598E-13   4.19107989132598E-12
  7    4     6.57135067149639E-14   7.22848573864603E-13
  8    4     4.07362438884446E-06   4.88834926661336E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     9.19490606214158E-17   1.01143966683557E-15
  7    5     8.63222268076460E-15   1.03586672169175E-13
  8    5     8.03552119916811E-08   1.04461775589185E-06
  9    5     1.81046652054143E-06   2.53465312875800E-05
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     1.89348246271398E-20   2.27217895525677E-19
  7    6     5.64563159710115E-17   7.33932107623150E-16
  8    6     6.88279415560794E-15   9.63591181785112E-14
  9    6     4.23186491663226E-14   6.34779737494839E-13
 10    6     3.29210059630459E-07   5.26736095408734E-06
 11    6     1.57547572157934E-06   2.67830872668488E-05
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     2.88815353762777E-25   4.04341495267887E-24
  8    7     2.70885783272510E-17   4.06328674908765E-16
  9    7     4.68980572061428E-16   7.50368915298285E-15
 10    7     4.57844349813077E-15   7.78335394682232E-14
 11    7     4.12484740888508E-15   7.42472533599314E-14
 12    7     7.68465056783333E-14   1.46008360788833E-12
 13    7     7.80781303376932E-08   1.56156260675386E-06
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.00000000000000E-99   1.00000000000000E-99
  8    8     4.13808478717720E-24   6.62093565948352E-23
  9    8     1.00000000000000E-99   1.00000000000000E-99
 10    8     5.65823467182254E-21   1.01848224092806E-19
 11    8     2.07576741142837E-18   3.94395808171390E-17
 12    8     7.01524825858655E-17   1.40304965171731E-15
 13    8     4.91874676899876E-15   1.03293682148974E-13
 14    8     3.33669623000140E-09   7.34073170600307E-08
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     1.00000000000000E-99   1.00000000000000E-99
  9    9     1.00000000000000E-99   1.00000000000000E-99
 10    9     1.69839289652705E-25   3.22694650340139E-24
 11    9     2.00511975394410E-25   4.01023950788821E-24
 12    9     3.38020515997109E-22   7.09843083593930E-21
 13    9     1.16216364075428E-18   2.55676000965941E-17
 14    9     6.47109390747312E-20   1.48835159871882E-18
 15    9     1.89818856703036E-19   4.55565256087285E-18
 16    9     2.40472980037486E-13   6.01182450093715E-12
 17    9     5.41543036722257E-12   1.40801189547787E-10
  7   10     1.00000000000000E-99   1.00000000000000E-99
  8   10     1.00000000000000E-99   1.00000000000000E-99
  9   10     1.00000000000000E-99   1.00000000000000E-99
 10   10     1.00000000000000E-99   1.00000000000000E-99
