    time    temp    dens
   2.55482475980933E+00   2.21232671285671E-01   2.36936297307869E+01
     nin     zin       y       x
  1    0     3.87204572564043E-11   3.87204572564043E-11
  0    1     3.85464626612924E-14   3.85464626612924E-14
  1    1     4.75505132021559E-15   9.51010264043117E-15
  2    1     9.40598115756693E-10   2.82179434727008E-09
  1    2     1.84029347320978E-16   5.52088041962934E-16
  2    2     1.20568618969385E-04   4.82274475877540E-04
  4    2     1.50422297517180E-09   9.02533785103080E-09
  3    3     2.32345723752947E-09   1.39407434251768E-08
  4    3     5.86190984209605E-10   4.10333688946724E-09
  5    3     7.21778964607747E-15   5.77423171686197E-14
  6    3     3.80822897682683E-08   3.42740607914415E-07
  3    4     3.83159684710415E-17   2.68211779297290E-16
  5    4     6.38366221972826E-07   5.74529599775543E-06
  6    4     5.12339221259382E-08   5.12339221259382E-07
  7    4     4.20628791225603E-15   4.62691670348163E-14
  8    4     3.96972816744392E-23   4.76367380093270E-22
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.04701435729628E-12   1.04701435729628E-11
  6    5     1.99279580278983E-09   2.19207538306882E-08
  7    5     1.01482255070099E-15   1.21778706084118E-14
  8    5     2.20823296335929E-17   2.87070285236708E-16
  9    5     1.00000000000000E-99   1.00000000000000E-99
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     5.52102818218520E-21   6.07313100040372E-20
  6    6     4.38494053617898E-07   5.26192864341477E-06
  7    6     4.24834189855843E-08   5.52284446812596E-07
  8    6     7.59195994168447E-08   1.06287439183583E-06
  9    6     1.47344627628503E-12   2.21016941442755E-11
 10    6     1.73328122265229E-06   2.77324995624366E-05
 11    6     1.07425613573843E-13   1.82623543075533E-12
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     2.63036928047100E-17   3.41948006461230E-16
  7    7     1.79568699180410E-10   2.51396178852574E-09
  8    7     8.83090122242851E-06   1.32463518336428E-04
  9    7     1.20357053515290E-07   1.92571285624464E-06
 10    7     2.14992057690421E-08   3.65486498073716E-07
 11    7     1.48620026547634E-09   2.67516047785742E-08
 12    7     3.44570320628704E-08   6.54683609194538E-07
 13    7     2.62794119379774E-13   5.25588238759548E-12
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     6.16168197592906E-22   9.24252296389360E-21
  8    8     5.61885973939936E-08   8.99017558303898E-07
  9    8     1.15902771367731E-09   1.97034711325143E-08
 10    8     7.87964334385133E-07   1.41833580189324E-05
 11    8     1.02921893168943E-06   1.95551597020991E-05
 12    8     6.29952491478779E-08   1.25990498295756E-06
 13    8     6.76605916416297E-08   1.42087242447422E-06
 14    8     1.49011762058788E-06   3.27825876529334E-05
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     1.00000000000000E-99   1.00000000000000E-99
  7    9     1.00000000000000E-99   1.00000000000000E-99
  8    9     1.22243136355228E-22   2.07813331803888E-21
  9    9     2.03293103127863E-18   3.65927585630153E-17
 10    9     4.18097079142119E-08   7.94384450370026E-07
 11    9     6.82020438053225E-09   1.36404087610645E-07
 12    9     2.91656707210597E-08   6.12479085142253E-07
 13    9     1.04321905605776E-06   2.29508192332706E-05
 14    9     2.59135275128961E-10   5.96011132796611E-09
 15    9     1.75232996562436E-11   4.20559191749846E-10
 16    9     4.03772722403192E-15   1.00943180600798E-13
 17    9     2.19559631276467E-23   5.70855041318815E-22
  7   10     1.00000000000000E-99   1.00000000000000E-99
  8   10     1.00000000000000E-99   1.00000000000000E-99
  9   10     1.00000000000000E-99   1.00000000000000E-99
 10   10     4.63922124936252E-10   9.27844249872504E-09
 11   10     5.78750337378721E-09   1.21537570849531E-07
 12   10     1.98386631456156E-07   4.36450589203543E-06
 13   10     5.69893595759391E-10   1.31075527024660E-08
 14   10     1.49321656370072E-08   3.58371975288174E-07
 15   10     7.74673319383699E-09   1.93668329845925E-07
 16   10     3.64270168115243E-12   9.47102437099631E-11
 17   10     2.61049521099623E-20   7.04833706968983E-19
 18   10     1.00000000000000E-99   1.00000000000000E-99
