,0
0,21.10491129671195
1,22.404475746847933
2,23.77353869421676
3,25.215021679433526
4,26.73194123641638
5,28.327410640053717
6,30.004641473840355
7,31.774436609996854
8,33.63844273392207
9,35.59570100699053
10,37.64988682548996
11,39.80662185991537
12,42.08614414015226
13,44.478797011937964
14,46.989491429257214
15,49.623388688162755
16,52.38592510380991
17,55.28283999119864
18,58.32733282303262
19,61.52625997911239
20,64.87910323674406
21,68.39200815312235
22,72.0714411311079
23,75.92410680952224
24,79.95693085461893
25,84.17706522967427
26,88.59189360153339
27,93.21216380785954
28,98.0595839304275
29,103.14713855311352
30,108.46149761448697
31,114.06985220640811
32,119.91492281992726
33,126.0048419117019
34,132.34859479002043
35,138.98999164452513
36,145.96488071641443
37,153.22543854498917
38,160.7813659188346
39,168.64266872946405
40,176.88743384657585
41,185.50791764444062
42,194.4742787826764
43,203.79798910323726
44,213.49111628696414
45,223.64136642016535
46,234.23553275995943
47,245.24825054683453
48,256.6969490268695
49,268.5996155520081
50,280.97480600296785
51,293.89233455641704
52,307.3604777306588
53,321.3576989981103
54,335.90453310021735
55,351.0220967404129
56,366.7320893694473
57,383.05679377168576
58,400.01907677772294
59,417.6423903402998
60,435.950773158247
61,454.97270790171996
62,474.76230913289567
63,495.30705363506786
64,516.6330844883779
65,538.7671618128405
66,561.7366710893375
67,585.5696331087693
68,610.294715756151
69,635.941247865112
70,662.5392354003588
71,690.119380261773
72,718.7131020418685
73,748.3525631104197
74,779.0989437843434
75,810.9842364057339
76,844.0248902043912
77,878.2564973543994
78,913.8226353376465
79,950.5846197195447
80,988.9346101312517
81,1028.5961036259027
82,1069.592793440575
83,1112.0571082179429
84,1155.8318230039788
85,1201.6630948585246
86,1248.8983786633828
87,1297.569297500502
88,1347.8889148835865
89,1400.3503024641818
90,1454.3999226968274
91,1510.0738516645406
92,1567.7278015753236
93,1627.6604506415142
94,1689.3873490940414
95,1752.9495223775714
96,1818.80164027285
97,1887.3828519915717
98,1957.796648931982
99,2030.3497186534985
100,2106.0381192365808
101,2183.630167949098
102,2263.512567480494
103,2346.840858936758
104,2432.264913239048
105,2520.062150836973
106,2611.7175463483372
107,2705.6779665921044
108,2802.0108401372827
109,2902.7327785304933
110,3006.1862639255537
111,3112.0906635890383
112,3222.8843807308112
113,3336.0493314809696
114,3452.6905996756614
115,3573.8096852504787
116,3697.5122674253385
117,3825.756177843783
118,3958.070190419849
119,4093.19922370491
120,4233.963527019026
121,4378.406841224795
122,4525.92183546437
123,4680.173483632525
124,4837.748894698267
125,4999.274439442012
126,5167.440590102804
127,5339.223019438519
128,5515.81530306427
129,5699.022312660499
130,5886.1626086791075
131,6078.935955292285
132,6278.388460251306
133,6482.117288680149
134,6692.245937506864
135,6909.230787883024
136,7130.862605776952
137,7359.582495739314
138,7595.472768703892
139,7836.409876295223
140,8085.020432115638
141,8341.27951943442
142,8603.01618373896
143,8872.882100268283
144,9151.28819369989
145,9435.34084699308
146,9728.497718434388
147,10030.203455806786
148,10338.025872258844
149,10656.044754422548
150,10982.999547985248
151,11316.247681252513
152,11661.420512520404
153,12014.930752795466
154,12375.24208769036
155,12749.374320396477
156,13131.372749271213
157,13521.030355012206
158,13926.467910753527
159,14338.878668542458
160,14761.939539401083
161,15198.494810799291
162,15642.705718435882
163,16101.175291828331
164,16571.204219608462
165,17049.562609568915
166,17545.580757742555
167,18051.696695381375
168,18568.150933969144
169,19102.998237395193
170,19647.107132368168
171,20205.337252958816
172,20780.093305139973
173,21364.880011700676
174,21967.35089403565
175,22584.79662692811
176,23213.309062487137
177,23864.930694247072
178,24527.687092463548
179,25206.74434537118
180,25905.24583456538
181,26613.205966424874
182,27348.3667994093
183,28094.388246126146
184,28859.49506989173
185,29645.1972336123
186,30441.953053896814
187,31268.18964249376
188,32107.13247978528
189,32965.98961702769
190,33848.86251497205
191,34744.54374529122
192,35669.885503399935
193,36612.20010115599
194,37573.01563062866
195,38563.836548288724
196,39569.37959919978
197,40602.393078293026
198,41659.35109647892
199,42732.24951424859
200,43846.58255951363
201,44971.8748993207
202,46132.327676231725
203,47312.14217990466
204,48520.18536385055
205,49756.71422090466
206,51013.84932739074
207,52309.34949548634
208,53617.10894705149
209,54973.90294922409
210,56343.08097565654
211,57754.326838412875
212,59188.11533494496
213,60654.671544072895
214,62155.56605969693
215,63679.086363727525
216,65249.650994545
217,66835.03945179332
218,68474.68837477436
219,70133.44535516704
220,71835.09756593939
221,73569.96877772461
222,75335.39978346325
223,77150.10422894536
224,78982.30389451639
225,80878.23151562005
226,82791.22502864667
227,84759.2075241972
228,86757.5965985797
229,88797.99837319607
230,90884.86713827087
231,92999.68037545778
232,95178.18898987758
233,97377.06022653948
234,99642.82639516899
235,101937.93222797714
236,104284.15645235007
237,106678.85753443118
238,109107.67007295469
239,111605.40587387259
240,114127.3068077943
241,116723.26247177248
242,119353.23427511424
243,122038.22900859373
244,124779.91927196286
245,127556.22458126342
246,130420.80959836986
247,133300.667806603
248,136278.0506066482
249,139273.84783916175
250,142358.19442706855
251,145475.52343215584
252,148675.7105877813
253,151911.87835170908
254,155230.93472308994
255,158590.0287927428
256,162031.02567894768
257,165517.23506041884
258,169083.28630554397
259,172700.90204788526
260,176395.16393462062
261,180148.5796808297
262,183974.2508210208
263,187867.96332273787
264,191828.28454537582
265,195866.89414165908
266,199965.14837835162
267,204153.35943883186
268,208392.8716067483
269,212735.49293944886
270,217119.62982166183
271,221621.5750457355
272,226153.74516888842
273,230820.03305271445
274,235509.31279646672
275,240339.4413270098
276,245200.16334859526
277,250188.5214488499
278,255225.98670111957
279,260376.14231757927
280,265595.7581216784
281,270911.32022094406
282,276320.07303746435
283,281807.379271931
284,287407.50741407496
285,293070.3815904775
286,298867.636641385
287,304710.0058800213
288,310710.21470382763
289,316742.5661555146
290,322945.17728861317
291,329188.52124981105
292,335582.64491346566
293,342042.992665762
294,348632.9261668658
295,355316.386663315
296,362106.52102299896
297,369019.3030717252
298,376014.12421621516
299,383162.5383713243
300,390366.6286725187
301,397757.0889141957
302,405193.3937534591
303,412848.5859667486
304,420517.2496944827
305,428415.46945007145
306,436340.4245671882
307,444469.78683144937
308,452656.7598812096
309,461023.79270671203
310,469478.5684006065
311,478089.9486591045
312,486818.3692577138
313,495680.9230421525
314,504688.8877291824
315,513809.59067335806
316,523103.05492421356
317,532489.0324403712
318,542074.0073855479
319,551732.5348206268
320,561615.0866042944
321,571553.5893157297
322,581739.8384496374
323,591965.8918016286
324,602462.0125147343
325,612983.3417960805
326,623795.5613800709
327,634626.8081768407
328,645761.5701512235
329,656922.8746562303
330,668366.7856217357
331,679864.7787565398
332,691625.8736290878
333,703467.2402921644
334,715553.7104647174
335,727745.1887210992
336,740165.3818117884
337,752713.762081177
338,765476.1815942703
339,778388.3058354291
340,791501.610736253
341,804784.3716283323
342,818257.3758333096
343,831917.7159539984
344,845765.8881734792
345,859824.703674604
346,874034.8856571792
347,888499.502893702
348,903080.9550836161
349,917958.7455409267
350,932920.8940640372
351,948219.2734328884
352,963571.7089087107
353,979298.1361640583
354,995052.2385949193
355,1011212.58891944
356,1027403.0070513454
357,1043980.0902058231
358,1060614.3801021082
359,1077618.299503904
360,1094704.057836013
361,1112145.0748435773
362,1129689.9379801792
363,1147626.0071189748
364,1165699.1962582357
365,1184009.8475388894
366,1202620.916926892
367,1221315.7389751654
368,1240474.2833361307
369,1259666.542670379
370,1279278.7476758035
371,1299029.0958716283
372,1319054.0276703006
373,1339372.152332527
374,1359820.1031347064
375,1380715.7273537484
376,1401648.123437974
377,1423080.0930758712
378,1444600.779085901
379,1466485.7747490902
380,1488604.557030263
381,1510953.5468571638
382,1533680.2623877416
383,1556504.4291010832
384,1579848.9438907641
385,1603234.5400733065
386,1627131.8898002016
387,1651146.2833578615
388,1675554.064817024
389,1700212.6771223827
390,1725131.232326699
391,1750444.09917461
392,1775885.480878786
393,1801862.6610544717
394,1827885.555555335
395,1854490.6969382218
396,1881189.1717676076
397,1908350.7589103621
398,1935734.9319677476
399,1963465.6121572503
400,1991545.6197974076
401,2019858.2300786057
402,2048644.225639457
403,2077551.7893235288
404,2107053.941676693
405,2136608.011557898
406,2166798.156884804
407,2197079.844744181
408,2227900.451967164
409,2258919.971443782
410,2290384.594240064
411,2322152.170343088
412,2354274.532477592
413,2386800.400252268
414,2419594.391725049
415,2452888.794954533
416,2486368.4680906734
417,2520441.658035525
418,2554621.502342596
419,2589487.755430325
420,2624415.3657247936
421,2660046.63296034
422,2695779.1728297095
423,2732143.1075824276
424,2768691.04922178
425,2805844.4882586827
426,2843277.4640650265
427,2881112.013543743
428,2919442.1359246573
429,2957971.5126733477
430,2997210.9069122593
431,3036519.3541580145
432,3076609.8132702983
433,3116841.2907595285
434,3157665.0802446427
435,3198831.7566679153
436,3240403.1170181027
437,3282517.1703348667
438,3324850.511678
439,3367924.128002113
440,3411073.544749981
441,3455079.398751403
442,3499202.281790276
443,3544009.91959346
444,3589118.489650431
445,3634748.2921889387
446,3680865.3535014233
447,3727311.519279996
448,3774448.827506964
449,3821727.5714356676
450,3869896.8571806443
451,3918150.910645747
452,3967271.5987126
453,4016611.065283932
454,4066547.6527470197
455,4116985.214512129
456,4167753.740899103
457,4219302.051745573
458,4270941.076678955
459,4323590.435893636
460,4376354.811795749
461,4429975.9355598325
462,4484016.029714033
463,4538273.913441749
464,4593603.984968571
465,4649031.42567817
466,4705150.267566033
467,4761884.156107954
468,4818717.884252528
469,4876741.198479303
470,4934897.814317773
471,4993634.601481477
472,5053128.160729251
473,5112726.416014164
474,5173441.137747913
475,5234392.683969264
476,5295869.197138628
477,5358187.943066122
478,5420616.356759421
479,5484144.783272789
480,5547956.649434656
481,5612296.006020885
482,5677505.084742583
483,5742828.917602068
484,5809294.576130454
485,5876031.7776477905
486,5943358.223389791
487,6011522.403756072
488,6079806.5386115275
489,6149333.9827244
490,6219061.154440287
491,6289538.90267528
492,6360802.850591874
493,6432192.207930279
494,6504864.2968240315
495,6577808.118463477
496,6651279.353318369
497,6725792.522486101
498,6800436.819015052
499,6876179.407498072
500,6952410.622077528
501,7029002.975045366
502,7106835.815936525
503,7184805.62610615
504,7263746.702331525
505,7343335.590891426
506,7423177.770567907
507,7504400.270681785
508,7585765.705154486
509,7668034.229244587
510,7751050.6085134605
511,7834272.192493116
512,7918953.875013375
513,8003784.57931884
514,8089539.949227014
515,8176108.222076702
516,8262828.83670987
517,8351075.400285555
518,8439551.803666193
519,8528721.231662534
520,8618968.45806515
521,8709374.500428136
522,8801114.006437821
523,8893308.92076154
524,8986023.857707473
525,9080022.44902577
526,9174186.457909891
527,9269550.555029739
528,9365536.118757613
529,9461928.882983953
530,9559750.57861628
531,9657744.419665992
532,9756865.516206227
533,9856713.196876857
534,9956916.757853158
535,10058632.629277179
536,10160527.499040822
537,10263538.55294896
538,10367319.152779507
539,10471466.92606862
540,10577147.383965949
541,10683013.817032916
542,10790048.13747035
543,10897831.80198556
544,11006057.456111483
545,11115772.260449156
546,11225680.139549185
547,11336863.180073164
548,11448707.91953588
549,11561152.767626936
550,11674924.785975408
551,11788897.01892101
552,11904396.789266488
553,12020292.547851726
554,12137182.54786539
555,12254996.602168724
556,12373335.24772832
557,12493064.141659206
558,12613003.73302273
559,12734545.58407402
560,12856401.61817213
561,12979487.569528043
562,13103259.912450437
563,13227933.590798391
564,13353623.690596055
565,13479924.52116456
566,13607535.368219944
567,13735499.056014799
568,13865035.154349873
569,13994799.208713727
570,14126161.42984494
571,14257860.133991946
572,14391140.295583721
573,14525022.202238439
574,14659674.301797256
575,14795751.150842942
576,14932067.466248903
577,15070156.739294173
578,15208767.012041219
579,15348123.75504706
580,15489045.047216319
581,15630214.330936402
582,15772930.803473733
583,15916427.617310774
584,16060464.445210548
585,16206301.079940816
586,16352394.356180396
587,16499874.742682433
588,16648324.119832695
589,16797188.627477325
590,16948006.121335153
591,17099089.021955933
592,17251480.223628186
593,17404947.301762402
594,17558786.264050897
595,17714649.272993598
596,17870786.56773355
597,18028234.59798934
598,18186783.676873475
599,18345742.892119113
600,18506715.258585446
601,18667970.9022325
602,18830620.739553854
603,18994315.32853426
604,19158574.43538718
605,19324990.424441416
606,19491699.270295244
607,19659386.11301829
608,19828832.114919115
609,19998576.305798158
610,20169745.304854564
611,20342242.27610523
612,20515042.80539166
613,20689747.96365105
614,20865316.770901788
615,21041194.541966744
616,21219489.438475497
617,21398150.863210637
618,21577609.05859951
619,21759064.478791755
620,21940839.221985847
621,22123983.381411277
622,22308567.240506332
623,22493475.927990686
624,22680396.43302529
625,22868179.27912216
626,23056292.583145455
627,23246929.910587788
628,23437933.09925467
629,23629775.37436753
630,23823678.9713864
631,24017923.797552347
632,24213577.49807029
633,24410738.239902213
634,24608245.942763653
635,24807762.777885377
636,25008201.815626234
637,25209044.3105684
638,25412424.842783198
639,25616163.28153636
640,25820961.64553844
641,26027656.809583087
642,26234715.71321344
643,26443520.50645626
644,26653551.292730574
645,26863951.68857652
646,27076813.04756445
647,27290200.414671022
648,27504579.52974988
649,27721089.35171102
650,27937980.18496918
651,28156320.297583498
652,28376347.727901068
653,28596762.359758403
654,28819117.87406497
655,29042683.17539169
656,29266641.90415892
657,29493066.69091224
