time_days,Te132 top 12
1.1581089445659607e-05,1.0770461316858526e-08
1.1601469811709933e-05,1.1311529795825608e-08
1.1621886043066567e-05,1.1886317372764802e-08
1.1642338202845166e-05,1.2497054133646308e-08
1.1662826354272458e-05,1.3147584753545995e-08
1.1683350560686436e-05,1.3846232891839956e-08
1.1703910885536557e-05,1.4590382856445313e-08
1.1724507392383935e-05,1.5384127224715053e-08
1.1745140144901542e-05,1.6240202586550513e-08
1.1765809206874392e-05,1.715298252466684e-08
1.178651464219976e-05,1.8137237716855413e-08
1.1807256514887359e-05,1.9192128620138104e-08
1.1828034889059548e-05,2.0332331243519407e-08
1.1848849828951528e-05,2.1555993374826372e-08
1.1869701398911546e-05,2.2886708945117435e-08
1.189058966340108e-05,2.4323238075164845e-08
1.1911514686995053e-05,2.587876142409664e-08
1.1932476534382027e-05,2.757033281088256e-08
1.1953475270364396e-05,2.941638251684811e-08
1.1974510959858606e-05,3.143051588187213e-08
1.199558366789533e-05,3.363386869173309e-08
1.2016693459619685e-05,3.60522708672652e-08
1.2037840400291438e-05,3.872008097406715e-08
1.2059024555285186e-05,4.1663158803488126e-08
1.2080245990090588e-05,4.49177161926969e-08
1.2101504770312538e-05,4.8551020183495813e-08
1.2122800961671391e-05,5.259851381479168e-08
1.214413463000315e-05,5.7152311198123e-08
1.2165505841259673e-05,6.226844795312286e-08
1.2186914661508891e-05,6.808352594191297e-08
1.2208361156934996e-05,7.47028696674441e-08
1.2229845393838647e-05,8.228495635078317e-08
1.2251367438637181e-05,9.103615897506761e-08
1.2272927357864821e-05,1.0121669691333631e-07
1.2294525218172865e-05,1.1315015460491368e-07
1.2316161086329919e-05,1.272292207598154e-07
1.2337835029222076e-05,1.4404103688183325e-07
1.235954711385314e-05,1.6427219112459988e-07
1.2381297407344829e-05,1.889121014027239e-07
1.2403085976936977e-05,2.192437087621175e-07
1.242491288998775e-05,2.5714670424085493e-07
1.2446778213973852e-05,3.051009537274848e-07
1.2468682016490729e-05,3.667203815769254e-07
1.2490624365252783e-05,4.473568218281533e-07
1.2512605328093577e-05,5.551335243897183e-07
1.2534624972966053e-05,7.020095332584458e-07
1.2556683367942735e-05,9.076356335166006e-07
1.257878058121593e-05,1.2047124506336106e-06
1.2600916681097967e-05,1.6490130836362267e-06
1.2623091736021378e-05,2.346127350297486e-06
1.2645305814539128e-05,3.500108994303946e-06
1.266755898532482e-05,5.558772847257525e-06
1.2689851317172906e-05,9.591513934044041e-06
1.2712182878998908e-05,1.856465110958223e-05
1.2734553739839618e-05,4.229350769900897e-05
1.2756963968853328e-05,0.00012156560356363941
1.2779413635320026e-05,0.0004688170182308127
1.2801902808641623e-05,0.00226916426106392
1.2824431558342162e-05,0.009553979430573015
1.2846999954068035e-05,0.027776035920693585
1.2869608065588195e-05,0.062422004065388975
1.289225596279438e-05,0.12084656814300893
1.2914943715701314e-05,0.21258989933787875
1.2937671394446944e-05,0.3494657229498398
1.2960439069292637e-05,0.5459652522052213
1.298324681062341e-05,0.818916045303616
1.3006094688948138e-05,1.1885246277873607
1.3028982774899787e-05,1.6769151172078764
1.305191113923561e-05,2.309524011098666
1.307487985283739e-05,3.115537430847579
1.3097888986711642e-05,4.125112487920201
1.3120938611989838e-05,5.371938363920837
1.3144028799928628e-05,6.893441107027677
1.3167159621910058e-05,8.72876728082265
